,Product_Name,Brand,Option,Price,Reviews,Origin,Rate,Platform,Category,Sold_Weekly
425,Herbal Jelly Yellow Peach Coconut Flavor 246g*2cups,sunity,3 Options,5.29,53,Mainland China,4.8,Yami,Jelly,400+ Sold
426,Jelly Cup Grape Flavor 2 Cups 400g,shirakiku,7 Options,3.49,30,Japan,4.5,Yami,Jelly,400+ Sold
427,Milky Red Beans Herbal Jelly 222g*2Cups 444g,sunity,5 Options,3.99,128,Mainland China,4.7,Yami,Jelly,400+ Sold
428,Jelly Peach Flavor 6pcs 120g,orihiro,8 Options,2.29,62,Japan,4.9,Yami,Jelly,400+ Sold
429,Jelly Peach Mango Red Grape Flavor 20g*24,orihiro,No,8.99,7,Japan,5.0,Yami,Jelly,400+ Sold
430,Fruits Jelly Drink Aloe Flavor 150g * 4,shirakiku,10 Options,3.99,28,Japan,4.2,Yami,Jelly,400+ Sold
431,Jelly 248g,huierkang,No,0.89,5,Mainland China,5.0,Yami,Jelly,400+ Sold
432,Herbal Jelly with Pear Juice and Honey 1265g,sunity,6 Options,5.49,116,Mainland China,4.6,Yami,Jelly,400+ Sold
433,CICI Orange Fruit in Jelly 2 Cups,strongfood,4 Options,2.59,15,Mainland China,3.8,Yami,Jelly,400+ Sold
434,Collagen Jelly Osmanthus Flavor 190g,clever mama,4 Options,4.19,13,Korea,4.3,Yami,Jelly,200+ Sold
435,Herbal Jelly Rock Sugar & Chrysanthemum 230g,sunity,2 Options,1.59,18,Mainland China,4.2,Yami,Jelly,400+ Sold
436,Herbal Jelly Chia Seeds Natural  Chrysanthemum&Honey 230g*4,sunity,4 Options,5.09,18,Mainland China,3.9,Yami,Jelly,400+ Sold
437,Vilac Yogurt Jelly Strawberry Flavor 50g,paldo,2 Options,1.49,15,Korea,4.0,Yami,Jelly,400+ Sold
438,【Pack of 10】Milky Oatmeal Herbal Jelly 2 Cups 444g * 5,sunity,No,19.99,11,Mainland China,4.5,Yami,Jelly,400+ Sold
439,Herb Jelly Mangosteen (Lohanko) Flavor 210g,coins,4 Options,0.99,10,Mainland China,4.6,Yami,Jelly,400+ Sold
440,Jelly Drink Orange Fllavor 150g,want want,4 Options,0.79,11,Taiwan,4.9,Yami,Jelly,400+ Sold
441,Enersupply Jelly 180g,j-holdings,No,2.49,13,Japan,4.2,Yami,Jelly,200+ Sold
442,Sakura Soft Candy Jelly 140g,songwai,No,3.69,0,Japan,0.0,Yami,Jelly,400+ Sold
443,Konjac Jelly 750g,other brands,No,4.99,6,Unclear,5.0,Yami,Jelly,400+ Sold
444,Puruhada Konnyaku Acerola Jelly 150g,suntory,No,2.99,0,Japan,4.4,Yami,Jelly,400+ Sold
445,Pear Jelly Drink 218g,coins,No,1.99,9,Mainland China,4.7,Yami,Jelly,400+ Sold
446,Fruit Jelly Passion Fruit & Grape 300g,royal family,6 Options,2.89,10,Taiwan,3.8,Yami,Jelly,400+ Sold
447,Konjac Jelly Pouch Lemon Watermelon Flavor 240g,orihiro,No,4.29,6,Japan,4.5,Yami,Jelly,400+ Sold
448,Fruits Jelly Drink Peach Flavor 150g Pack of 4,shirakiku,10 Options,4.29,5,Japan,5.0,Yami,Jelly,400+ Sold
449,Fruit Jelly Mango 160g,royal family,6 Options,1.69,4,Taiwan,5.0,Yami,Jelly,400+ Sold
450,Assorted Fruit Jelly 200g,yifen,No,2.49,5,Mainland China,4.0,Yami,Jelly,400+ Sold
451,Mango + Passion Fruit Jelly 501g,royal family,No,5.49,6,Taiwan,4.7,Yami,Jelly,400+ Sold
452,Grass Jelly Drink Rose Flavor 218g,coins,No,1.99,6,Mainland China,4.2,Yami,Jelly,400+ Sold
453,Jelly Drink Grape Flavor 150g,tarami,3 Options,2.09,4,Japan,5.0,Yami,Jelly,400+ Sold
454,Jelly Peach Flavor,mili,3 Options,3.29,3,Mainland China,5.0,Yami,Jelly,400+ Sold
455,Fruits Jelly Drink Grape Flavor 150g Pack of 4,shirakiku,10 Options,4.29,106,Japan,4.7,Yami,Jelly,400+ Sold
456,Grass Jelly Pudding Cup Pomegranate Flavor 230g,yifen,No,2.99,3,Mainland China,3.3,Yami,Jelly,400+ Sold
457,Jelly Mango Flavor 193g,mili,3 Options,3.29,4,Mainland China,4.8,Yami,Jelly,400+ Sold
458,Assorted Fruit Jelly 250g,ouma,No,1.39,4,Korea,4.8,Yami,Jelly,400+ Sold
459,Konjac Jelly Kiwi Flavor 130g,orihiro,No,2.99,2,Japan,4.5,Yami,Jelly,400+ Sold
460,Green Tea Jelly 130g,kinjoseika,No,2.29,0,Japan,0.0,Yami,Jelly,400+ Sold
461,Jelly Strawberry Flavor 193g,mili,3 Options,3.29,2,Mainland China,4.0,Yami,Jelly,400+ Sold
462,Herbal Jelly Matcha Flavor 180g*2cups,sunity,2 Options,4.29,70,Mainland China,4.9,Yami,Jelly,400+ Sold
463,Fruits Jelly Drink Orange Flavor 150g * 4,shirakiku,10 Options,4.29,47,Japan,4.6,Yami,Jelly,400+ Sold
464,Herbal Jelly Mixed Taste 253g*3,sunity,No,3.99,39,Mainland China,4.8,Yami,Jelly,400+ Sold
465,Herbal Jelly Coconut Flavor 246g*2cups,sunity,3 Options,5.29,39,Mainland China,4.7,Yami,Jelly,400+ Sold
466,Jelly Plum Flavor 6pcs 120g,orihiro,No,2.59,35,Japan,4.7,Yami,Jelly,400+ Sold
467,Fruits Jelly Drink Lychee Flavor 150g * 4,shirakiku,10 Options,3.99,18,Japan,4.4,Yami,Jelly,400+ Sold
468,CICI Peach Fruit in Jelly 2 Cups,strongfood,4 Options,2.59,19,Mainland China,4.5,Yami,Jelly,400+ Sold
469,CICI Jelly Drink Lemon Flavor 150g,strongfood,9 Options,0.89,16,Mainland China,4.9,Yami,Jelly,400+ Sold
470,FRUIT & BEAUTY Vitamin C Jelly Orange & Raspberry Sauce 165g,tarami,No,2.59,22,Japan,3.7,Yami,Jelly,400+ Sold
471,Sakura Jelly 3pc,eitaro,No,22.99,12,Mainland China,4.7,Yami,Jelly,Less than 50
472,Collagen Jelly Lavender Flavor 190g,clever mama,4 Options,4.19,14,Korea,4.5,Yami,Jelly,200+ Sold
473,XIANCAO BRAND Grass Jelly Sweet Soup Pineapple Flavor 310g,xcll,No,4.29,0,Mainland China,0.0,Yami,Jelly,400+ Sold
474,Collagen Juice Jelly Peach Flavor 180g,clever mama,4 Options,3.29,11,Korea,4.6,Yami,Jelly,Less than 50
475,Fruits & Beauty Jelly Vitamin C White Peach Apple Flavor 165g,tarami,No,2.49,10,Japan,3.3,Yami,Jelly,400+ Sold
476,Purun and Konjac Jelly Pouch Soda 120g,orihiro,8 Options,2.29,7,Japan,5.0,Yami,Jelly,400+ Sold
477,Aquarius Jelly Pouch 180g,coca cola,No,2.99,3,United States,5.0,Yami,Jelly,200+ Sold
478,Multi-Vitamins Jelly 180g,j-holdings,No,2.49,11,Japan,4.1,Yami,Jelly,200+ Sold
479,Collagen Juice Jelly Pear Flavor 180g,clever mama,4 Options,3.29,9,Korea,4.7,Yami,Jelly,Less than 50
480,Vanilla Ice Cream Flavor Jelly 480g,u kiss,2 Options,3.99,3,Mainland China,4.3,Yami,Jelly,400+ Sold
481,0kcal Jelly Peach 130g,orihiro,3 Options,2.49,0,Japan,0.0,Yami,Jelly,400+ Sold
482,Jelly Cup Peach Flavor 2 Cups 400g * 5,shirakiku,7 Options,14.69,2,Japan,5.0,Yami,Jelly,400+ Sold
483,Milky Purple Rice Herbal Jelly 222g*2Cups 444g,sunity,No,3.99,0,Mainland China,0.0,Yami,Jelly,400+ Sold
484,Choco Variety Pack 27pc In Bag Bis Milk Strawberry Jelly Cookie 175g,tirol,No,6.49,24,Japan,4.5,Yami,Jelly,400+ Sold
485,My Chew Jelly Candy Peach Flavor 32g,crown,No,1.29,16,Korea,4.8,Yami,Jelly,400+ Sold
486,AN AN Mixed Jelly Canby 130g,an-an,No,2.19,16,Japan,4.2,Yami,Jelly,500+ Sold
487,WANTWANT Chocolate Jelly 132g,want want,No,1.99,3,Taiwan,5.0,Yami,Jelly,400+ Sold
488,LIJIANG Rose Jelly 150g,snow mountain farm,2 Options,4.49,10,Mainland China,4.0,Yami,Jelly,400+ Sold
489,Ginger Jelly Candy 200g,haitai,No,3.69,1,Korea,5.0,Yami,Jelly,400+ Sold
490,【Halloween Exclusive】Premium Jelly Pack (good for 10-15 kids),other brands,No,11.99,0,Unclear,0.0,Yami,Jelly,400+ Sold
491,Heart-shaped Fruit Juice Collagen Jelly Honey Melon Flavor 54g+Grape Fruit 54g,kanro,No,6.58,0,Japan,0.0,Yami,Jelly,400+ Sold
492,CALPIS Jelly Filling Marshmallow 80g,eiwa,No,2.29,48,Japan,4.8,Yami,Jelly,100+ Sold
493,LIJIANG Peach Jelly 150g,snow mountain farm,2 Options,5.49,17,Mainland China,4.4,Yami,Jelly,400+ Sold
494,Wellness Foods 1 Day Vitamin Jelly Muscat 180g,house,No,3.79,3,Japan,3.7,Yami,Jelly,400+ Sold
495,Heart-shaped Fruit Juice Collagen Jelly Honey Melon Flavor 54g,kanro,3 Options,3.29,1,Japan,5.0,Yami,Jelly,400+ Sold
496,Konjac Milk Tea Jelly 6pc,orihiro,42 Options,3.9,0,Japan,0.0,Yami,Jelly,400+ Sold
497,GUOMENQIAN Spicy Buckwheat Jelly 200g,gou men qian,No,2.19,8,Mainland China,3.4,Yami,Jelly,400+ Sold
498,GUOMENQIAN Hot&Spicy Buckwheat Jelly 200g,gou men qian,No,2.19,5,Mainland China,5.0,Yami,Jelly,400+ Sold
499,Deluxe Grass Jelly Dessert 330g,agv,No,1.59,293,Taiwan,4.5,Yami,Jelly,1K+ Sold
500,Herbal Jelly Yellow Peach 253g*7ml,sunity,No,3.99,11,Mainland China,4.4,Yami,Jelly,400+ Sold
501,PREMIUM PUReSA Golden Jelly Mask Brightening 3pcs,utena,7 Options,8.99,9,Japan,4.9,Yami,Jelly,400+ Sold
502,Grass Jelly 223g,youhualiangcao,No,4.59,11,Mainland China,4.7,Yami,Jelly,400+ Sold
503,Herbal Jelly in Cup Passion Fruit Flavor 390g,sunity,9 Options,2.29,86,Mainland China,4.6,Yami,Jelly,400+ Sold
504,Herbal Jelly in Cup Honey Pomelo Flavor 390g,sunity,9 Options,2.29,53,Mainland China,4.4,Yami,Jelly,400+ Sold
505,Red Bean Jelly 8pcs,imei,No,4.19,27,Taiwan,4.4,Yami,Jelly,200+ Sold
506,001 Lubricating Jelly 50g,okamoto,No,17.99,4,Japan,5.0,Yami,Jelly,400+ Sold
507,Herbal Jelly In Cup Mulberry Leaf & Matcha Style 216g,sunity,4 Options,2.99,34,Mainland China,4.1,Yami,Jelly,400+ Sold
508,Grass Jelly Powder 100g,bear coming,No,1.89,21,Mainland China,4.9,Yami,Jelly,200+ Sold
509,QINZONG ShanXi Jelly Hot&Spicy Flavor 193g,beijingshijia,No,3.29,18,Mainland China,4.7,Yami,Jelly,500+ Sold
510,Shimmering Black Gold Herbal Grass Jelly Dessert 255g,other brands,No,2.29,2,Unclear,5.0,Yami,Jelly,400+ Sold
511,Agar Grass Jelly Drink 410g,agv,No,1.79,0,Taiwan,0.0,Yami,Jelly,300+ Sold
512,Grass Jelly Drink Pandan Leaf Flavor 320g,chinchin,5 Options,0.99,2,Taiwan,3.0,Yami,Jelly,200+ Sold
513,Ready To Eat Jelly 154g,lipopo,2 Options,1.85,4,Mainland China,3.0,Yami,Jelly,Less than 50
514,Grass Jelly Drink Banana Flavor 320g,chinchin,5 Options,0.99,3,Taiwan,3.3,Yami,Jelly,200+ Sold
515,Herbal Jelly Cranberry 253g*7ml,sunity,No,3.99,4,Mainland China,4.8,Yami,Jelly,400+ Sold
516,Konjac Jelly Powder 100g,bear coming,No,1.89,11,Mainland China,4.7,Yami,Jelly,200+ Sold
517,Hawthron Jelly Roll 150g,yida,No,1.99,38,Mainland China,4.7,Yami,Jelly,400+ Sold
518,"Instant Grass Jelly Powder 15pk, 45g",guanxi,No,19.99,0,Mainland China,0.0,Yami,Jelly,Less than 50
519,Red Bean with Jelly in Syrup 340g,agv,No,1.69,73,Taiwan,4.0,Yami,Jelly,300+ Sold
520,Herbal Jelly In Cup Hongkong Style 216g,sunity,4 Options,2.99,68,Mainland China,3.9,Yami,Jelly,400+ Sold
521,Herbal Jelly in Cup Roselle Flavor 390g,sunity,9 Options,2.49,36,Mainland China,4.6,Yami,Jelly,400+ Sold
522,Grass Jelly Dessert 320g,chinchin,No,1.29,17,Unclear,3.6,Yami,Jelly,200+ Sold
523,C1000 Vitamin C Lemon Jelly 180g,house,3 Options,3.79,25,Japan,4.8,Yami,Jelly,200+ Sold
524,Red Bean Jelly 5 Flavors 360g,sugimotoya,No,6.59,19,Japan,4.7,Yami,Jelly,400+ Sold
525,Grass Jelly Powder 100g,zhanyi,No,3.59,1,Mainland China,5.0,Yami,Jelly,400+ Sold
526,Herbal Jelly in Cup Green Tea Flavor 390g,sunity,9 Options,2.29,23,Mainland China,4.6,Yami,Jelly,400+ Sold
527,【Value Pack】Herbal Jelly in Cup Roselle Flavor*1 Cherry Blossoms Flavor*1 Oolong Tea Flavor*1,sunity,9 Options,6.09,19,Mainland China,4.7,Yami,Jelly,400+ Sold
528,Coconut Soft Candy Jelly 95g,nanguo,No,2.09,12,Mainland China,4.8,Yami,Jelly,400+ Sold
529,C 1000 Vitamins Jelly Peach Flavor 180g,house,3 Options,3.79,11,Japan,4.7,Yami,Jelly,Less than 50
530,JIKAKU Red Bean Jelly Original Flavor 150g,sugimotoya,No,2.49,15,Japan,4.2,Yami,Jelly,400+ Sold
531,JIKAKU Red Bean Jelly -Chestnut Flavor,sugimotoya,No,2.49,9,Japan,4.1,Yami,Jelly,400+ Sold
532,Pink Guava Flavored Drink With Coconut Jelly 320ml,mogu mogu,14 Options,1.09,1,Tailand,5.0,Yami,Jelly,400+ Sold
533,QINZONG ShanXi Jelly Premium Sesame Flavor 343g,beijingshijia,No,3.29,9,Mainland China,3.1,Yami,Jelly,200+ Sold
534,Matcha Jelly 105g,imuraya,No,5.49,2,Japan,5.0,Yami,Jelly,400+ Sold
535,Sour Ready To Eat Jelly 154g,lipopo,2 Options,1.79,5,Mainland China,3.6,Yami,Jelly,Less than 50
536,Everyone loves it! Multi-flavor Stick Jelly For Kids Toddlers 20 pieces,ribon,2 Options,4.59,2,Japan,4.5,Yami,Jelly,400+ Sold
537,CHUANBEI Sweet&Sour Sweet Potato Jelly 328g,chuanbeiliangfen,No,6.99,2,Mainland China,1.0,Yami,Jelly,Less than 50
538,KWANGGONG Vita500 Vitamin C Jelly 48g,kwangdong,No,1.29,0,Korea,0.0,Yami,Jelly,400+ Sold
539,Queen's Banquet Collagen Jelly 30 Bags,pola,No,47.99,6,Japan,4.8,Yami,Jelly,400+ Sold
540,CHUANBEI JELLY Sweet Potato Starch 300g,chuanbeiliangfen,No,2.19,4,Mainland China,5.0,Yami,Jelly,Less than 50
541,Herbal Jelly in Cup Original Flavor 390g,sunity,9 Options,2.29,142,Mainland China,4.6,Yami,Jelly,400+ Sold
542,Konjac Powder 40g,kangyaku,4 Options,0.99,504,Mainland China,4.9,Yami,Jelly,1K+ Sold
543,CHUANBEI Spicy Oil Instant Jelly 240g,chuanbeiliangfen,No,3.99,14,Mainland China,3.6,Yami,Jelly,200+ Sold
544,YEO’S Grass Jelly Drink 300ml,yeo's,15 Options,0.99,21,Singapore,4.0,Yami,Jelly,400+ Sold
545,CHUABEI Pepper Instant Jelly 245g,chuanbeiliangfen,No,3.99,11,Mainland China,2.5,Yami,Jelly,Less than 50
546,Everyone loves it! Multi-flavor 100% Juice KAJU Stick Jelly For Kids Toddlers 8 pieces,ribon,2 Options,2.59,2,Japan,4.5,Yami,Jelly,400+ Sold
547,CHUANBEI JELLY Pea Starch 300g,chuanbeiliangfen,No,2.29,5,Mainland China,5.0,Yami,Jelly,Less than 50
548,SUNITY Herbal Jelly in Cup Original Flavor 230g*3+Jinduigu Tender Tofu Mushroom Snack Hot Flavor 180g*3,zhangqilong,No,12.39,1,Mainland China,4.0,Yami,Jelly,400+ Sold
549,JIKAKU Red Bean Jelly -Matcha Flavor 150g,sugimotoya,No,2.49,20,Japan,4.0,Yami,Jelly,400+ Sold
550,Collagen Enrich Jelly 14pcs,refa,No,60.0,2,Japan,5.0,Yami,Jelly,400+ Sold
551,CHUANBEI Fish Flavor Sweet Potato Jelly 328g,chuanbeiliangfen,No,6.99,3,Mainland China,4.7,Yami,Jelly,Less than 50
552,BASHULANREN Chili Oil Jelly Noodle,ba shu lan ren,No,3.99,4,Mainland China,4.0,Yami,Jelly,200+ Sold
553,BASHULANREN  Green Pepper Jelly Noodle,ba shu lan ren,No,3.99,0,Mainland China,0.0,Yami,Jelly,300+ Sold
554,YLM- Mixed Flavor Milk Tea with Coconut Jelly 320g*4Cups,strongfood,No,4.16,14,Mainland China,4.7,Yami,Jelly,400+ Sold
555,Cold Rice Jelly(brown sugar flavor) 240g,other brands,No,1.69,40,Unclear,4.5,Yami,Jelly,400+ Sold
556,Herbal Jelly in Cup Oolong Tea Flavor 390g,sunity,9 Options,2.29,39,Mainland China,4.7,Yami,Jelly,400+ Sold
557,Herbal Jelly in Cup Peach Blossoms Flavor 390g,sunity,9 Options,2.29,35,Mainland China,4.7,Yami,Jelly,400+ Sold
558,Potato Chips Coffee Jelly Oolong Milk Tea Flavor 65g,lay's,No,2.29,27,Mainland China,4.4,Yami,Jelly,400+ Sold
559,RIBBON Grape Juice Jelly 275ml,pokka sapporo,No,2.29,12,Japan,4.3,Yami,Jelly,400+ Sold
560,Skin C Collagen Jelly Berry Flavor  7pcs,otsuka group,8 Options,6.99,11,Japan,4.8,Yami,Jelly,400+ Sold
561,【Pack of 12】Herbal Jelly in Cup Original Flavor  X 4 Passion Fruit Flavor X 4 Honey Pomelo Flavor X 4,sunity,9 Options,23.99,9,Mainland China,4.4,Yami,Jelly,400+ Sold
562,Instant Tofu Jelly 45g,bestore,No,1.99,0,Mainland China,0.0,Yami,Jelly,200+ Sold
563,C 1000 Vitamins Jelly Grapefruit 180g,house,3 Options,3.79,9,Japan,5.0,Yami,Jelly,Less than 50
564,In Jelly Energy 180g,morinaga,5 Options,4.5,1,Japan,5.0,Yami,Jelly,400+ Sold
565,Grass Jelly Drink Lychee Flavor 320g,chinchin,5 Options,0.99,4,Taiwan,4.5,Yami,Jelly,200+ Sold
566,【Editor's Pick】Grass Jelly Milk Tea,sunity,No,11.39,4,Mainland China,5.0,Yami,Jelly,400+ Sold
567,CHUANBEI Seasame Instant  Jelly 245g,chuanbeiliangfen,No,6.39,11,Mainland China,2.0,Yami,Jelly,Less than 50
568,Grass Jelly Drink Honey Flavor 320g,chinchin,5 Options,0.99,3,Taiwan,4.3,Yami,Jelly,200+ Sold
569,Wonda Kiwami Fukairi Coffee Jelly 260g,asahi,No,2.69,2,Japan,5.0,Yami,Jelly,300+ Sold
570,CHUANBEI Sour Pepper Instant Jelly 253g,chuanbeiliangfen,No,3.99,0,Mainland China,3.2,Yami,Jelly,200+ Sold
571,In Jelly Multi Mineral 180g,morinaga,5 Options,4.5,2,Japan,4.0,Yami,Jelly,400+ Sold
572,In Jelly Multi Vitamin 180g,morinaga,5 Options,4.5,0,Japan,0.0,Yami,Jelly,400+ Sold
573,Grass Jelly Drink Coconut Flavor 320g,chinchin,5 Options,0.99,0,Taiwan,0.0,Yami,Jelly,200+ Sold
574,Orihiro Konjac Kyoho+Green Grape+Mango 18g 24pcs,orihiro,No,8.99,11,Japan,4.8,Yami,Jelly,400+ Sold
575,PuruNto Konnyaku Jell Muscat Flavor 130g,orihiro,7 Options,2.19,38,Japan,4.9,Yami,Jelly,400+ Sold
576,Konnyaku Pink Grapefruit 187g,yukiguni aguri,No,2.49,0,Japan,0.0,Yami,Jelly,400+ Sold
577,Purnto Pauch Mitsu Ringo 120g,orihiro,No,2.29,2,Japan,5.0,Yami,Jelly,400+ Sold
578,MARRY'S Marron Glaces Candied Chestnut 100g,mary's,No,20.99,1,Japan,4.0,Yami,Jelly,Less than 50
579,Konnyaku Momo 187g,yukiguni aguri,2 Options,2.49,2,Japan,4.0,Yami,Jelly,400+ Sold
580,Purnto Pauch Mitsuringo Unshu Mikan 12pc 240g,orihiro,No,3.99,3,Japan,5.0,Yami,Jelly,400+ Sold
581,Konnyaku Muscat 370g,yukiguni aguri,2 Options,2.49,2,Japan,5.0,Yami,Jelly,400+ Sold
582,Pear Loquat Leaf Extract 70g*6,liziqi,No,7.99,76,Mainland China,4.6,Yami,Jelly,400+ Sold
583,Purunto Pauch Hosui Nashi 120g,orihiro,No,2.29,4,Japan,4.2,Yami,Jelly,400+ Sold
584,Fried Yogurt Pudding 85g*6,clever mama,No,6.99,5,Korea,4.8,Yami,Jelly,Less than 50
585,Yogurt Sakura Pudding,lingsik king,5 Options,2.49,4,Japan,4.2,Yami,Jelly,Less than 50
586,Yangmei Honey Flavor 5 bags 1265g,sunity,No,6.99,7,Mainland China,4.9,Yami,Jelly,400+ Sold
587,Yogurt Sakura Pudding 3pc,lingsik king,5 Options,7.99,4,Japan,3.8,Yami,Jelly,Less than 50
588,Turtle Cream Chrysanthemum Flavor 200g,coins,3 Options,1.49,7,Mainland China,4.7,Yami,Jelly,400+ Sold
589,Chcolate Pudding 3pcs【Best Before 8/17/2021】,milky gold,2 Options,21.99,4,Japan,3.8,Yami,Jelly,400+ Sold
590,Kudamono Tanoshimu Hakuto 195g,wakayama sangyo,No,2.49,3,Japan,3.7,Yami,Jelly,400+ Sold
591,Turtle Cream Longan Flavor 200g,coins,3 Options,1.49,3,Mainland China,5.0,Yami,Jelly,Less than 50
592,Kudamono Tanoshimu Mikan 195g,wakayama sangyo,No,2.69,0,Japan,0.0,Yami,Jelly,400+ Sold
593,Lactobacillus Pudding Original Flavor 85g*6,clever mama,No,6.99,9,Korea,4.9,Yami,Jelly,Less than 50
594,MAILISU Mylikes Yogurt Flavor 65g,liangfeng,No,1.49,35,Mainland China,2.9,Yami,Jelly,400+ Sold
595,Konjac Powder Strawberry Flavor 40g,kangyaku,4 Options,1.29,10,Mainland China,3.5,Yami,Jelly,200+ Sold
596,HUI LAU SHAN Lychee Pudding 650g,huilalishan,No,12.59,19,Hong Kong,4.2,Yami,Jelly,200+ Sold
597,Almond Tofu Mango Flavor 238g,tarami,3 Options,2.99,1,Japan,5.0,Yami,Jelly,400+ Sold
598,Premium Gold Kiwi 205g,bourbon,No,2.99,2,Japan,5.0,Yami,Jelly,200+ Sold
599,Freeze-Dried Fruits Assorted Flavors 36g,youlingyoushi,No,5.99,10,Mainland China,4.6,Yami,Jelly,400+ Sold
600,White Chocolate with Blueberry Jam Pudding 3pcs,ishiya seika,No,22.99,5,Japan,4.4,Yami,Jelly,Less than 50
601,Puruhada Konnyaku Aloe&Shirobudo 150g,suntory,No,2.99,9,Japan,4.6,Yami,Jelly,400+ Sold
602,Coconut Particles 8*40g,zhanyi,No,4.99,0,Mainland China,0.0,Yami,Jelly,400+ Sold
603,Turtle Cream Litchi Flavor 200g,coins,3 Options,1.49,3,Mainland China,5.0,Yami,Jelly,Less than 50
604,Herbal Drink Value Pack (Ginseng Honey*1+Jujube*1+Soy Milk*1),sunity,No,6.99,1,Mainland China,3.0,Yami,Jelly,400+ Sold
605,Pudding Powder 80g,tianzhishan,2 Options,1.79,5,Taiwan,4.6,Yami,Jelly,400+ Sold
606,ANYTIME Milk & Mint Candy 74g,lotte korea,No,2.99,20,Korea,4.8,Yami,Jelly,400+ Sold
607,HUI LAU SHAN Mango Pudding 650g,huilalishan,No,12.59,33,Hong Kong,3.1,Yami,Jelly,200+ Sold
608,Caramel Puff Pudding Dessert 69g,lotte japan,No,3.69,8,Japan,4.6,Yami,Jelly,200+ Sold
609,Dessert Hot Pot (Black Tea Flavor) 565g+14ml,sunity,No,9.99,10,Mainland China,4.8,Yami,Jelly,400+ Sold
610,Sakura Pudding 5pc,lingsik king,5 Options,14.99,2,Japan,5.0,Yami,Jelly,Less than 50
611,Kit Kat Mini Matcha Chocolate Flavor  12pcs 140g,nestle,No,6.99,17,Japan,4.2,Yami,Jelly,400+ Sold
612,Cheese Pudding Original 85g*6,clever mama,No,6.99,10,Korea,4.4,Yami,Jelly,Less than 50
613,Cheese Pudding Strawberry Flavor 85g*6,clever mama,No,6.99,5,Korea,4.4,Yami,Jelly,Less than 50
614,ROXY Red Bean Herbal Jell 100g,yummy house,No,3.39,9,Hong Kong,3.7,Yami,Jelly,400+ Sold
615,Cafe Time 360g,yukiguri aguri,No,4.99,2,Japan,4.5,Yami,Jelly,400+ Sold
616,Pudding Strawberry Cheese Flavor 480g,u kiss,No,3.99,2,Mainland China,5.0,Yami,Jelly,400+ Sold
617,Kudamono Tanoshimu Melon 195g,wakayama sangyo,No,2.59,1,Japan,5.0,Yami,Jelly,400+ Sold
618,Almond Tofu Orange Flavor 238g,tarami,3 Options,2.99,2,Japan,5.0,Yami,Jelly,400+ Sold
619,Lactobacillus Pudding Strawberry Flavor 85g*6,clever mama,No,6.99,8,Korea,4.5,Yami,Jelly,Less than 50
620,Black Plum 135g,ume house,No,4.59,7,Mainland China,4.7,Yami,Jelly,400+ Sold
621,Guava Flavor 230g,sunity,6 Options,1.22,17,Mainland China,4.3,Yami,Jelly,400+ Sold
622,Purnto Pauch Lemon Melon 240g,orihiro,No,3.99,2,Japan,4.0,Yami,Jelly,400+ Sold
623,Herbal Drink  Japanese Style Soy Milk Flavor,sunity,3 Options,2.49,12,Mainland China,4.6,Yami,Jelly,400+ Sold
624,Durian with Pudding 70g*6,clever mama,No,5.99,5,Korea,4.4,Yami,Jelly,Less than 50
625,Herbal Drink  Ginseng & Honey,sunity,3 Options,2.49,5,Mainland China,5.0,Yami,Jelly,400+ Sold
626,Dessert Hot Pot (Cocoa Flavor) 565g+14ml,sunity,No,9.99,3,Mainland China,4.0,Yami,Jelly,400+ Sold
627,Sweet Red Bean Dessert 232g,imuraya,No,5.49,0,Japan,0.0,Yami,Jelly,400+ Sold
628,Ice Pops 850ml,asian taste,No,2.59,1,Taiwan,5.0,Yami,Jelly,300+ Sold
629,Herbal Drink  Rhizome Polygonatum & goji berry,sunity,3 Options,2.49,2,Mainland China,4.5,Yami,Jelly,400+ Sold
630,KIT KAT Mini Chocolate 14 bars Original Flavor,nestle,No,5.99,0,Japan,0.0,Yami,Jelly,400+ Sold
631,0 Kal Konjac Drink Hokkaido Melon Flavor,tarami,3 Options,2.99,28,Japan,4.8,Yami,Jelly,400+ Sold
632,Guava Flavor 230g * 5 Bags,sunity,6 Options,5.49,28,Mainland China,4.8,Yami,Jelly,400+ Sold
633,0KCAL Konjac Green Grape Flavor,tarami,3 Options,2.99,16,Japan,4.8,Yami,Jelly,400+ Sold
634,Almond Tofu Peach Flavor 238g,tarami,3 Options,2.99,1,Japan,3.0,Yami,Jelly,400+ Sold
635,Black Thunder Chocolate Bar Hokkaido Limited Edition 20pcs,yuraku,No,12.99,11,Japan,3.2,Yami,Jelly,400+ Sold
636,Sakura Pudding 3pc,lingsik king,5 Options,7.99,5,Japan,4.4,Yami,Jelly,Less than 50
637,Milk Pudding 3pcs,milky gold,2 Options,21.99,3,Japan,5.0,Yami,Jelly,400+ Sold
638,Dessert Hot Pot (Matcha Flavor) 565g+14ml,sunity,No,9.99,4,Mainland China,4.0,Yami,Jelly,400+ Sold
639,Ice Cream Flavor Pudding Mixed Fruit Flavor 270g,u kiss,2 Options,3.99,3,Mainland China,4.7,Yami,Jelly,400+ Sold
640,Sakura Pudding 90g 1pc,lingsik king,5 Options,2.99,4,Japan,3.8,Yami,Jelly,Less than 50
641,Milk Pudding Powder 110g,tianzhishan,2 Options,1.79,3,Taiwan,4.7,Yami,Jelly,400+ Sold
