,Product_Name,Price,Reviews,Option,Origin,Rate,Platform,Category,Sold_Weekly
427,Egg Rolls Fragrant Cream 108g,3.99,46,No,Mainland China,4.7,Yami,Egg Roll,Less than 50
428,Rice Cracker Salty Egg Flavor 60g,1.59,18,3 Options,Mainland China,3.4,Yami,Egg Roll,300+ Sold
429,Sukura Strawberry Egg Rolls 260g,9.89,0,3 Options,Japan,0.0,Yami,Egg Roll,200+ Sold
430,Matcha Flavor Egg Rolls 60g,1.49,7,No,Mainland China,3.4,Yami,Egg Roll,200+ Sold
431,Matcha Flavor Egg Rolls 60g,1.49,7,No,Mainland China,3.4,Yami,Egg Roll,200+ Sold
432,Glutinous rice crispbread salted egg yolk flavor 108g,3.69,13,No,Mainland China,4.2,Yami,Egg Roll,100+ Sold
433,Vanilla Flavor Egg Rolls 60g,1.49,4,No,Mainland China,3.8,Yami,Egg Roll,200+ Sold
434,Matcha Flavor Egg Rolls 102g,1.99,5,4 Options,Mainland China,2.4,Yami,Egg Roll,200+ Sold
435,Coconut Flavor Egg Rolls 102g,1.99,2,4 Options,Mainland China,3.5,Yami,Egg Roll,200+ Sold
436,Energy 99 Egg Roll 180g -Yam Flavor,2.59,148,4 Options,Taiwan,4.4,Yami,Egg Roll,Less than 50
437,Big Roll Grilled Seaweed Roll Original Flavor 9pc,2.99,340,8 Options,Thailand,4.7,Yami,Egg Roll,Less than 50
438,Big Roll Grilled Seaweed Roll Spicy Flavor 9pc,2.99,303,8 Options,Thailand,4.7,Yami,Egg Roll,Less than 50
439,Big Roll Grilled Seaweed Roll Tom Yum Goong Flavor 9pc,2.99,71,8 Options,Thailand,4.4,Yami,Egg Roll,Less than 50
440,PICOLA Strawberry Filling Egg Roll Sticks 2packs,2.49,7,No,Unclear,4.9,Yami,Egg Roll,1K+ Sold
441,Big Roll Grilled Seaweed Roll BBQ Flavor 9pc,2.99,141,8 Options,Thailand,4.6,Yami,Egg Roll,Less than 50
442,Brown Rice Crispy Heart Roll Salted Egg Yolk Flavor 150g,2.29,5,2 Options,Mainland China,4.2,Yami,Egg Roll,200+ Sold
443,Lava Egg Roll Pinepple Flavor 258g,3.69,2,2 Options,Mainland China,5.0,Yami,Egg Roll,200+ Sold
444,New Year Egg Roll Gift Box Sesame Flavor 8pcs + Peanut Flavor 8pcs,59.99,0,No,Taiwan,0.0,Yami,Egg Roll,Less than 50
445,Lava Egg Roll White Peach Flavor 258g,3.69,7,2 Options,Mainland China,4.1,Yami,Egg Roll,200+ Sold
446,Big Roll Spicy Squid Flavor 9pc,2.99,143,8 Options,Thailand,4.6,Yami,Egg Roll,Less than 50
447,BIG ROLL Grilled Seaweed Roll Kimchi Flavor 9 Packets,2.99,17,8 Options,Thailand,4.8,Yami,Egg Roll,100+ Sold
448,Ovaltine Flavor Cake Roll 1pc,2.29,159,No,Mainland China,4.5,Yami,Egg Roll,Less than 50
449,Mushroom Roll 100g,3.99,7,No,Mainland China,5.0,Yami,Egg Roll,Less than 50
450,Coconut Town Coconut  Wafer Roll 150g,3.99,2,No,Mainland China,5.0,Yami,Egg Roll,200+ Sold
451,Hungry Satisfy Egg Milk Toast 102g,3.49,15,No,Unclear,4.7,Yami,Egg Roll,100+ Sold
452,Potato Chips Salted Egg Flavor 46g,2.19,215,3 Options,Mainland China,4.6,Yami,Egg Roll,Less than 50
453,PANPAN Swiss Roll Strawberry Flavor 240g,3.49,113,3 Options,Mainland China,4.7,Yami,Egg Roll,Less than 50
454,Salted Egg Yolk Pastry 3pcs 159g,6.59,202,9 Options,Taiwan,4.7,Yami,Egg Roll,Less than 50
455,【Frozen】Onion Flower Roll 360g,2.99,0,No,Mainland China,0.0,Yami,Egg Roll,200+ Sold
456,Dried Egg Snacks 100g,1.69,34,No,Mainland China,4.6,Yami,Egg Roll,Less than 50
457,Hawthorn Roll 200g,2.49,0,No,Mainland China,0.0,Yami,Egg Roll,200+ Sold
458,Biscuit Roll Coconut Milk Flavor 60g,2.29,15,No,Taiwan,4.5,Yami,Egg Roll,100+ Sold
459,Soybean Roll 5.93 Ounces,5.99,691,No,Unclear,4.8,Yami,Egg Roll,Less than 50
460,Hawthron Jelly Roll 150g,1.99,38,No,Mainland China,4.7,Yami,Egg Roll,Less than 50
461,Roasted Cashew Salted Egg Flavor 100g,3.99,4,2 Options,Taiwan,5.0,Yami,Egg Roll,200+ Sold
462,Potato Chips Spicy Salted Egg Flavor 50g,2.99,50,2 Options,Thailand,4.2,Yami,Egg Roll,Less than 50
463,Mini Balm Roll Marron 139g,5.29,3,No,Japan,4.3,Yami,Egg Roll,Less than 50
464,Green Rice Roll Sesame Paste 420g,4.79,212,No,Mainland China,4.4,Yami,Egg Roll,Less than 50
465,DXC Glutinous Rice Roll Mixed Flavor 328g,5.99,209,No,Mainland China,4.4,Yami,Egg Roll,Less than 50
466,"Soybean Roll, 3 Pack",15.99,67,No,Unclear,4.9,Yami,Egg Roll,Less than 50
467,Potato Chips Salted Egg Yolk Flavor 60g,2.09,26,No,Mainland China,3.2,Yami,Egg Roll,300+ Sold
468,Wafer Roll Peanut Flavor 400g,14.99,2,No,Taiwan,5.0,Yami,Egg Roll,Less than 50
469,Biscuit Roll Vanilla Flavor 60g,1.99,67,No,Taiwan,4.9,Yami,Egg Roll,Less than 50
470,PANPAN Swiss Roll Orange Flavor 240g,2.99,85,3 Options,Mainland China,4.8,Yami,Egg Roll,Less than 50
471,Seaweed Roll Fried Shrimp With Salad Cream 72g,3.49,118,No,Thailand,4.7,Yami,Egg Roll,Less than 50
472,Spicy Bean Curd Sheet Roll 180g,3.99,27,No,Mainland China,4.6,Yami,Egg Roll,Less than 50
473,Mini Swiss Roll Vanilla Flavor 288g (New and old packaging randomly sent),3.49,101,2 Options,Vietnam,4.6,Yami,Egg Roll,Less than 50
474,Crispy Roll Cream Cheese Flavor 80g,2.29,49,3 Options,Korea,4.9,Yami,Egg Roll,Less than 50
475,Z Roll Hot Chili Squid Flavor 72g,3.49,60,No,Thailand,4.7,Yami,Egg Roll,Less than 50
476,Mini Swiss Roll Strawberry Flavor 288g (Random new and old packaging),3.49,86,2 Options,Vietnam,4.3,Yami,Egg Roll,200+ Sold
477,TENGXIN Crab Roll BBQ Flavor 360g,5.99,31,3 Options,Mainland China,4.1,Yami,Egg Roll,Less than 50
478,Malaysia Asteros Roll Heart Cake Vanilla Flavor 40g,0.99,24,3 Options,Malaysia,4.4,Yami,Egg Roll,300+ Sold
479,Crispy Roll Vanilla Flavor 80g,2.29,21,3 Options,Korea,4.6,Yami,Egg Roll,300+ Sold
480,Crunchy Rice Roll Brown & White Rice 100g,2.99,2,No,Korea,3.5,Yami,Egg Roll,200+ Sold
481,Gluten Roll Barbecue Flavor 120g,3.99,10,No,Mainland China,4.6,Yami,Egg Roll,Less than 50
482,Fried Fish Skin - Salty Egg Flavor 30g,3.19,26,2 Options,Mainland China,4.3,Yami,Egg Roll,Less than 50
483,Mini Baum Roll Banana Flavor 139g,4.99,13,No,Japan,4.5,Yami,Egg Roll,Less than 50
484,Deka Choco Nut Wafer Roll 360g,4.49,5,No,Indonesia,4.2,Yami,Egg Roll,200+ Sold
485,Cream Roll Cookie Sakura Matcha Flavor 48g,2.79,2,No,Japan,4.0,Yami,Egg Roll,Less than 50
486,Stick Roll Hot Spicy Flavor 100g,3.29,7,No,Mainland China,4.6,Yami,Egg Roll,200+ Sold
487,Tartary Buckwheat Yam Thin Roll Black Pepper Steak Flavor 80g,2.39,29,No,Mainland China,4.7,Yami,Egg Roll,Less than 50
488,Hawthorn Roll,4.79,13,No,Mainland China,4.8,Yami,Egg Roll,100+ Sold
489,Malaysia Asteros Roll Heart Cake Tiramisu Flavor 40g,0.99,28,3 Options,Malaysia,4.4,Yami,Egg Roll,300+ Sold
490,Bang Bang Roll Spicy Flavor 100g,2.99,14,No,Mainland China,4.7,Yami,Egg Roll,100+ Sold
491,Malaysia Asteros Roll Heart Cake Chocolate Flavor 40g,0.99,26,3 Options,Malaysia,4.4,Yami,Egg Roll,300+ Sold
492,TENGXIN Crab Roll Hot Spicy Flavor 360g,5.99,19,3 Options,Mainland China,4.0,Yami,Egg Roll,Less than 50
493,Spicy Tofu Roll 100g,1.99,5,No,Mainland China,5.0,Yami,Egg Roll,200+ Sold
494,ENLIEN Grilled Fish Roll 85g,2.19,23,3 Options,Taiwan,3.0,Yami,Egg Roll,Less than 50
495,PANPAN Swiss Roll Strawberry Flavor Roll Cake 200g,2.59,2,No,Mainland China,4.5,Yami,Egg Roll,200+ Sold
496,Baked Cake Swiss Roll 12pc,6.99,9,No,Japan,3.6,Yami,Egg Roll,Less than 50
497,Crunchy Rice Roll 100g,1.89,10,No,Mainland China,4.6,Yami,Egg Roll,100+ Sold
498,Mini Rumando Matcha Roll 141g,5.49,0,No,Japan,0.0,Yami,Egg Roll,Less than 50
499,Tofu Roll Spicy 100g,1.89,51,4 Options,Mainland China,4.3,Yami,Egg Roll,Less than 50
500,Roll Cake Vanilla Flavor 240g,3.19,42,2 Options,Thailand,4.5,Yami,Egg Roll,Less than 50
501,Spiced Tofu Roll 100g,1.89,48,4 Options,Mainland China,4.1,Yami,Egg Roll,Less than 50
502,Yam Chips Egg Yolk Flavor 35g,0.89,3,3 Options,Mainland China,4.3,Yami,Egg Roll,200+ Sold
503,Fish Chips Salted Egg Yolk 50g,3.09,5,4 Options,Taiwan,4.4,Yami,Egg Roll,200+ Sold
504,Plastic Food Wrap Roll Large 30cm * 20m,3.99,22,3 Options,Japan,5.0,Yami,Egg Roll,Less than 50
505,Gravy Tofu Roll 100g,1.89,28,4 Options,Mainland China,3.8,Yami,Egg Roll,Less than 50
506,Swiss Roll Coconut Flavor 176g,2.59,19,2 Options,Malaysia,3.8,Yami,Egg Roll,Less than 50
507,YUKI/LOVE Mochi Roll Peanut Creamy 300g,4.29,12,5 Options,Taiwan,3.8,Yami,Egg Roll,200+ Sold
508,Vanilla Flavor Swiss Roll Cake 24pcs,4.69,2,4 Options,Malaysia,4.5,Yami,Egg Roll,200+ Sold
509,Strawberry Flavor Swiss Roll Cake 24pcs,4.69,1,4 Options,Unclear,4.0,Yami,Egg Roll,200+ Sold
510,Swiss Roll Chocolate Flavor 240g,3.89,11,No,Mainland China,4.8,Yami,Egg Roll,Less than 50
511,BANANA CAKE ROLL 156g,4.59,7,No,Japan,4.1,Yami,Egg Roll,Less than 50
512,Wafer Roll Caramel Flavor 60g,1.59,1,No,Taiwan,5.0,Yami,Egg Roll,200+ Sold
513,YUKI/LOVE Mochi Roll Taro Creamy 300g,4.29,5,5 Options,Taiwan,4.0,Yami,Egg Roll,200+ Sold
514,Soybean Beancurd Roll 300g,2.96,7,No,Taiwan,3.7,Yami,Egg Roll,100+ Sold
515,Hawthorn Roll 228g,2.39,6,No,Mainland China,4.2,Yami,Egg Roll,200+ Sold
516,Brown Rice Crispy Heart Roll Milk Flavor 150g,2.29,3,2 Options,Mainland China,5.0,Yami,Egg Roll,200+ Sold
517,【Frozen】Rice Cake with Fish Cake & Seaweed Roll 360g,5.99,0,No,Korea,0.0,Yami,Egg Roll,Less than 50
518,YUKI/LOVE Mochi Roll Green Tea Creamy 300g,4.29,3,5 Options,Taiwan,3.7,Yami,Egg Roll,200+ Sold
519,Green Rice Roll Red Bean Paste 420g,4.79,162,No,Mainland China,4.3,Yami,Egg Roll,Less than 50
520,Fish Skins Salted Egg Yolk Flavor 50g,5.09,10,4 Options,Taiwan,4.1,Yami,Egg Roll,200+ Sold
521,New Mimi Prawn Craker Egg Yolk Flavor 35g,0.89,3,3 Options,Mainland China,2.3,Yami,Egg Roll,200+ Sold
522,Potato Chips Salted Egg Flavor 50g,2.99,47,2 Options,Thailand,4.2,Yami,Egg Roll,Less than 50
523,Deka Matcha Green Tea Wafer Roll 300g,4.09,54,No,Indonesia,4.5,Yami,Egg Roll,Less than 50
524,HAOYOULI CircleI Cake Egg Original Flavor 280g,4.59,10,4 Options,Mainland China,4.6,Yami,Egg Roll,Less than 50
525,Crunchy Rice Roll Black & White Rice 100g,3.59,3,No,Korea,4.7,Yami,Egg Roll,200+ Sold
526,Green Rice Roll  Mango Flavor 160g,3.99,44,No,Mainland China,3.5,Yami,Egg Roll,Less than 50
527,TENGXIN Crab Roll Original Flavor 360g,5.99,30,3 Options,Mainland China,4.3,Yami,Egg Roll,Less than 50
528,Tofu Roll Chicken 100g,1.89,32,4 Options,Mainland China,3.6,Yami,Egg Roll,Less than 50
529,Swiss Roll Strawberry Flavor 240g,3.29,7,No,Mainland China,4.6,Yami,Egg Roll,200+ Sold
530,Roll Cake Strawberry Flavor 240g,3.19,21,No,Thailand,4.7,Yami,Egg Roll,Less than 50
531,toilet paper tissue 2ply 500 sheets 1 roll,0.99,8,2 Options,Mainland China,4.4,Yami,Egg Roll,500+ Sold
532,Q-3-Mochi-Matcha Red Beanmilk Mochi Roll 150g,2.99,14,No,Taiwan,4.2,Yami,Egg Roll,100+ Sold
533,Crispy Roll Strawberry Flavor 80g,2.29,13,3 Options,Korea,4.2,Yami,Egg Roll,100+ Sold
534,Blueberry Flavor Swiss Roll Cake 24pcs,4.69,7,4 Options,Unclear,4.4,Yami,Egg Roll,200+ Sold
535,Handmade Roll Cookie 240g【Use by 2021-03-16】,5.79,8,No,Korea,3.5,Yami,Egg Roll,Less than 50
536,STE Spicy Tea Egg 10pcs *75g,14.29,1,No,Taiwan,5.0,Yami,Egg Roll,Less than 50
537,STE Original Flavor Tea Egg 10pcs/750g,14.39,8,No,Taiwan,4.9,Yami,Egg Roll,200+ Sold
538,Lava Cake Egg Yolk Flavor 220g,6.49,27,3 Options,Mainland China,4.9,Yami,Egg Roll,Less than 50
539,Carvins CharSiew Sauce 150g,7.99,1,No,Taiwan,5.0,Yami,Egg Roll,200+ Sold
540,YZD Mini Cake Salted Egg Yolk Flavor 188g,3.49,9,No,Taiwan,4.2,Yami,Egg Roll,200+ Sold
541,Spicy Braised Iron Egg 128g,3.59,8,No,Mainland China,4.9,Yami,Egg Roll,200+ Sold
542,Egg Yolk Pastry Red Bean Paste 100g,7.69,23,No,Mainland China,4.5,Yami,Egg Roll,Less than 50
543,Cooked Salt Duck Egg 6pcs,3.49,8,No,Taiwan,4.2,Yami,Egg Roll,100+ Sold
544,Quail Egg Spicy Flavor 100g,3.49,38,4 Options,Taiwan,4.5,Yami,Egg Roll,Less than 50
545,FUCHE Boiled Egg Spicy Flavor 6pcs 150g,4.39,102,No,Taiwan,4.6,Yami,Egg Roll,Less than 50
546,Egg Yolk Lotus Seed Paste 100g,7.69,31,No,Mainland China,4.7,Yami,Egg Roll,Less than 50
547,Cooked Salted Duck Egg Yolk 144g,4.99,11,No,Thailand,4.6,Yami,Egg Roll,200+ Sold
548,Boiled Salt Duck Egg 4ps,3.99,8,No,Mainland China,4.6,Yami,Egg Roll,Less than 50
549,Yang Sheng Cooked Salted Duck Egg 6pcs 360g,3.89,4,No,Unclear,5.0,Yami,Egg Roll,1K+ Sold
550,Mini Cookies Salted Egg Yolk Flavor 80g,3.89,245,2 Options,Mainland China,4.8,Yami,Egg Roll,Less than 50
551,Quail Egg Original Flavor 100g,3.49,44,4 Options,Taiwan,4.6,Yami,Egg Roll,Less than 50
552,Custard Soft Cup Cake Cream and Egg Yolk Pie 12Packs  276g,4.89,224,No,Korea,4.7,Yami,Egg Roll,Less than 50
553,Salty Egg Instant Noodle 92g,1.99,136,No,Mainland China,3.9,Yami,Egg Roll,Less than 50
554,Salted Egg Shrimp Crackers Spicy Flavor 70g,4.69,33,2 Options,Taiwan,4.7,Yami,Egg Roll,Less than 50
555,ZIJIA Spice For Tea Egg Flavor 60g,1.09,60,No,Mainland China,4.8,Yami,Egg Roll,Less than 50
556,LAMSHENGKEE Cooked Salted Duck Egg 6pc,3.89,91,No,Taiwan,4.5,Yami,Egg Roll,Less than 50
557,Hard Egg Spicy Flavor 125g,3.69,63,4 Options,Taiwan,4.5,Yami,Egg Roll,Less than 50
558,Corn& Egg Flower Soup Mix 38g,2.99,7,No,Japan,4.7,Yami,Egg Roll,Less than 50
559,TK FOOD Flamin' Red Hot Salted Egg Cookies Sichuan Flavor 150g,4.99,19,10 Options,Taiwan,4.6,Yami,Egg Roll,100+ Sold
560,Egg Yolk Pancake Original 150g,2.29,32,2 Options,Mainland China,4.9,Yami,Egg Roll,Less than 50
561,LAMSHENGKEE Preserved Duck Egg 6pc,3.69,12,No,Taiwan,4.8,Yami,Egg Roll,200+ Sold
562,Nabeyaki Egg Noodles with Scallop 535g,16.49,3,No,Mainland China,3.3,Yami,Egg Roll,200+ Sold
563,HONG KONG UNCHI Fish Skin Chips Salted Egg Yolk Flavor 50g,5.79,24,4 Options,Hong Kong,3.7,Yami,Egg Roll,Less than 50
564,Oct.5th Bakery Assorted Lava Egg Mooncake 8pc 400g,42.99,10,No,Macao,4.3,Yami,Egg Roll,50+ Sold
565,Salted Egg Yolk Noodles 95g*5,8.79,1,No,Mainland China,5.0,Yami,Egg Roll,Less than 50
566,Egg Cookie 3pc 180g,2.99,8,No,Korea,4.8,Yami,Egg Roll,Less than 50
567,Japanese- Style Steamed Egg Mixed Powder (Fish Product & Corn) 20g*2,3.99,4,No,Taiwan,5.0,Yami,Egg Roll,200+ Sold
568,Crispy Fish Skin Salted Egg Yolk 50g,3.69,4,No,Mainland China,3.8,Yami,Egg Roll,200+ Sold
569,Spicy Salted Egg Yolk snack 92g,2.99,0,No,Thailand,0.0,Yami,Egg Roll,200+ Sold
570,Egg Yolk Puff With Lotus Seed Paste,9.99,2,4 Options,Mainland China,5.0,Yami,Egg Roll,200+ Sold
571,Cookies Egg Flavor,4.29,1,No,Thailand,4.0,Yami,Egg Roll,200+ Sold
572,HONG KONG Lotus Seed Paste Mooncake With 2 Egg Yolks 4pc 740g,58.99,1,10 Options,Hong Kong,5.0,Yami,Egg Roll,Less than 50
573,Salted Egg Yolk Flavor Green Peas  220g,4.59,2,2 Options,Mainland China,5.0,Yami,Egg Roll,200+ Sold
574,HONGJIN Natural Rice Cracker -Egg Yolk Flavor 184g,2.39,5,4 Options,Taiwan,3.6,Yami,Egg Roll,200+ Sold
575,Soft Flour Cake Egg Crisp Crackers Grape Flavor 600g,3.99,4,No,Mainland China,3.2,Yami,Egg Roll,200+ Sold
576,Egg Porridge 103kcal 250g,2.19,0,No,Japan,0.0,Yami,Egg Roll,Less than 50
577,Champion Mooncake Salted Egg Yolk & Lotus Seed Paste Mooncake 1pc 1000g,29.99,72,8 Options,Mainland China,4.9,Yami,Egg Roll,Less than 50
578,Egg Yolk Cookies 100g,3.29,0,No,Mainland China,0.0,Yami,Egg Roll,200+ Sold
579,Salted Egg Shrimp Crackers Original Flavor 70g,4.99,23,2 Options,Taiwan,4.3,Yami,Egg Roll,Less than 50
580,Biscuits Egg Yolk Original Flavor 80g,1.59,63,2 Options,Mainland China,4.7,Yami,Egg Roll,Less than 50
581,Durian Cream egg Cookies 300g 30pcs,6.99,49,2 Options,Unclear,4.3,Yami,Egg Roll,Less than 50
582,SALTED EGG YOLK NOUGAT COOKIE,14.99,36,No,Taiwan,4.6,Yami,Egg Roll,Less than 50
583,BOKE Salted Egg Yolk Flavor Cookie 108g,1.79,37,No,Mainland China,4.5,Yami,Egg Roll,Less than 50
584,Cream Egg Cookies 300g 30pcs,6.99,25,2 Options,Unclear,4.6,Yami,Egg Roll,Less than 50
585,Salted Egg Fish Skin Crunchy Crisps 125g,12.99,17,No,Singapore,4.4,Yami,Egg Roll,200+ Sold
586,Salty Egg Yolk Flavor Biscuit 200g,7.59,14,No,Taiwan,4.7,Yami,Egg Roll,200+ Sold
587,Potato Chips Signature Mala Salted Egg Flavor 50g,3.29,19,No,Thailand,4.5,Yami,Egg Roll,100+ Sold
588,Egg Yolk Pastry 1pc 58g,2.69,10,No,Mainland China,4.1,Yami,Egg Roll,Less than 50
589,Egg Yolk Puff With Durian Paste,9.99,7,4 Options,Mainland China,4.6,Yami,Egg Roll,200+ Sold
590,Cream Egg Cookies Black Sesame Chocolate 152g,3.39,13,No,Vietnam,4.7,Yami,Egg Roll,200+ Sold
591,JINHUAFANG HK Shrimp egg Noodles 454g,3.69,3,No,Mainland China,5.0,Yami,Egg Roll,200+ Sold
592,Shrimp egg noodle 454g,5.99,4,No,Hong Kong,5.0,Yami,Egg Roll,Less than 50
593,fried Salmon fish skin spicy & salted egg 100g,9.99,4,7 Options,Mainland China,4.2,Yami,Egg Roll,200+ Sold
594,Salted Egg Yolk Flavor Pastry 120g,3.99,0,No,Taiwan,0.0,Yami,Egg Roll,200+ Sold
595,Egg Biscuit 120g,2.89,2,No,Mainland China,5.0,Yami,Egg Roll,200+ Sold
596,Low Carb Egg Rice Porridge 250g,3.49,0,No,Japan,0.0,Yami,Egg Roll,Less than 50
597,Salted Egg Yolk Flavor Peanuts 120g,4.59,1,2 Options,Mainland China,5.0,Yami,Egg Roll,200+ Sold
598,Goose egg Mushroom 148g,8.99,0,No,Mainland China,0.0,Yami,Egg Roll,200+ Sold
599,Salted Egg Yolk Wheat Biscuits 102g,2.49,11,No,Mainland China,4.8,Yami,Egg Roll,100+ Sold
600,Tea Egg Spices 30g,2.29,15,No,Unclear,4.0,Yami,Egg Roll,200+ Sold
601,EGG YOLK PUFF(4 Mixed Flavors),19.99,3,No,United States,5.0,Yami,Egg Roll,Less than 50
602,Japanese Style Steamed Egg Mixed Powder Fish Product and Corn 20g*2,3.99,6,No,Taiwan,5.0,Yami,Egg Roll,200+ Sold
603,DXC Yeast Bread Egg & Milk Flavor 105g,1.29,90,3 Options,Mainland China,4.6,Yami,Egg Roll,Less than 50
604,Biscuits Crackers Salted Egg Flavor 380g,4.39,0,3 Options,Mainland China,0.0,Yami,Egg Roll,Less than 50
605,Sabri Samurai Cookie Milk Egg Flavor 128g,2.89,147,3 Options,Mainland China,4.8,Yami,Egg Roll,Less than 50
606,Taro Egg Yolk Pastry 8 Pieces,31.99,36,5 Options,Taiwan,4.3,Yami,Egg Roll,50+ Sold
607,TK FOOD Black Pepper Salted Egg Yolk Cookies 100g,2.99,7,No,Taiwan,4.1,Yami,Egg Roll,100+ Sold
608,Spinach Egg Soup 64g,4.99,62,No,Mainland China,4.9,Yami,Egg Roll,Less than 50
609,Preserved Duck Egg 6pcs 330g storage: room temperature avoid sunlight,4.99,29,No,United States,4.9,Yami,Egg Roll,300+ Sold
610,Sauce For Spicy Garlic Egg-Plant 80g,1.39,37,No,Hong Kong,4.4,Yami,Egg Roll,200+ Sold
611,Mushrooms Egg Soup 64g,4.99,47,No,Mainland China,4.9,Yami,Egg Roll,Less than 50
612,Taiwan Preserved Duck Egg 6pc,4.99,26,No,Mainland China,4.8,Yami,Egg Roll,Less than 50
613,Salted Egg Yolk Potato Chips 90g,3.99,26,No,Mainland China,4.5,Yami,Egg Roll,Less than 50
614,Cream and Egg Yolk Filling Pie 6 Pieces,3.69,27,5 Options,Korea,4.7,Yami,Egg Roll,Less than 50
615,Salted Egg Yolk Flour Cakes 240g,4.09,32,No,Mainland China,3.9,Yami,Egg Roll,Less than 50
616,Shrimp Crackers Sslted Egg Flavor 75g,3.29,18,No,Japan,4.9,Yami,Egg Roll,Less than 50
617,Japanese- style steamed egg mixed powder (fish product & corn) 20g*2,3.99,11,No,Taiwan,4.7,Yami,Egg Roll,200+ Sold
618,Doraemon Egg Yolk Rice Dumpling 300g,11.99,5,6 Options,Mainland China,5.0,Yami,Egg Roll,200+ Sold
619,Egg Yolk Biscuits 240g,4.39,13,No,Mainland China,4.4,Yami,Egg Roll,100+ Sold
620,Egg Flavor Soft Flour Cake 227g,1.99,25,No,Taiwan,3.5,Yami,Egg Roll,Less than 50
621,Shrimp egg noodle 540g,6.99,5,No,Hong Kong,4.8,Yami,Egg Roll,200+ Sold
622,Braised Quail Egg 40g,1.29,20,4 Options,Taiwan,3.7,Yami,Egg Roll,Less than 50
623,Volcano Cookie Egg & Coconut Flavor 100g,4.29,9,No,Mainland China,4.8,Yami,Egg Roll,200+ Sold
624,Salted Egg Flavor Yolk Wafers,5.99,5,No,Mainland China,4.6,Yami,Egg Roll,Less than 50
625,Preserved Duck Egg 4pcs,3.99,6,No,Mainland China,4.7,Yami,Egg Roll,200+ Sold
626,【Limited Edition】Milk Candy Salted Red Bean Paste & Salted Egg 48g,2.49,2,No,Japan,4.5,Yami,Egg Roll,Less than 50
627,【Low Price Guarantee】Multi Function Mini Egg Cooker Steamer with Auto Shut Off Feature 7 Egg Capacity,14.99,30,No,United States,4.8,Yami,Egg Roll,50+ Sold
628,TDG Egg Boro Biscuits Original 130g,2.39,4,No,Japan,5.0,Yami,Egg Roll,200+ Sold
629,Soft Flour Cake Egg Crisp Crackers Egg Flavor 600g,3.99,6,No,Mainland China,2.8,Yami,Egg Roll,200+ Sold
630,Egg soft cake 600g,5.59,1,No,Taiwan,4.0,Yami,Egg Roll,200+ Sold
631,【Frozen】Egg Fried Rice with Vegetables 420g,5.69,0,No,Korea,0.0,Yami,Egg Roll,Less than 50
632,Salted Duck Egg Yolk Paste 150g,12.45,14,No,Mainland China,4.7,Yami,Egg Roll,200+ Sold
633,De Xing Egg Noodle 780g,4.99,20,No,Mainland China,4.9,Yami,Egg Roll,Less than 50
634,Cooked Marinated Egg in Soy Sauce 6pcs,3.99,41,No,Taiwan,4.0,Yami,Egg Roll,Less than 50
635,Preserved Egg and Lean Pork Congee 38g,1.99,2,No,Mainland China,5.0,Yami,Egg Roll,200+ Sold
636,Taro Egg Yolk Pastry 1pc 58g,2.69,26,No,Mainland China,4.5,Yami,Egg Roll,300+ Sold
637,Egg Flavor Soft Flour Cake 518g,4.99,16,4 Options,Mainland China,4.5,Yami,Egg Roll,100+ Sold
638,Egg Cookie Honey Flavor 188g,3.69,2,No,Taiwan,3.0,Yami,Egg Roll,200+ Sold
639,Potato Chips Salted Egg Yolk Shrimp Flavor 65g,1.99,19,No,Mainland China,4.7,Yami,Egg Roll,300+ Sold
640,Waffle Cake Egg Flavor 270g,3.99,6,No,Mainland China,4.8,Yami,Egg Roll,200+ Sold
641,Sun Right Seaweed Soup (Egg Flavor) 80g 3 Minute Ready Soup,4.99,2,3 Options,Taiwan,5.0,Yami,Egg Roll,200+ Sold
642,Egg Flavor Noodles 600g,2.79,12,No,Mainland China,5.0,Yami,Egg Roll,100+ Sold
643,Salted Egg Yolk Cookies 120g,2.69,9,No,Mainland China,4.1,Yami,Egg Roll,200+ Sold
644,Red Bean Paste Mooncake With 2 Egg Yolks 4pc,54.59,5,No,Hong Kong,4.8,Yami,Egg Roll,Less than 50
645,Wheat Cracker Egg & Spicy Crawfish Flavor 40g,0.99,6,No,Mainland China,3.8,Yami,Egg Roll,200+ Sold
646,Cheese and Salted Egg Mixed Flavors Cookie 300g,4.29,3,No,Mainland China,3.0,Yami,Egg Roll,200+ Sold
647,Fried Salmon Fish Skin Salted Egg 100g,9.99,3,7 Options,Mainland China,5.0,Yami,Egg Roll,200+ Sold
648,Handmade Nougat Candy Salted Egg Flavor 250g,20.99,2,No,Taiwan,5.0,Yami,Egg Roll,Less than 50
649,Cooked Marinated Egg 6pc,3.99,52,No,Taiwan,3.9,Yami,Egg Roll,Less than 50
650,Chinese Dried Yellow Egg Noodle 400g,2.19,19,No,Unclear,4.4,Yami,Egg Roll,100+ Sold
651,Egg Yolk Rice Dumpling 100g,4.39,2,7 Options,Mainland China,4.5,Yami,Egg Roll,200+ Sold
652,Egg Yolk Pancake Milk Flavor 150g,2.29,32,2 Options,Mainland China,4.8,Yami,Egg Roll,Less than 50
653,Cooked Marinated Tea Egg 6pcs,3.99,40,No,Taiwan,4.0,Yami,Egg Roll,Less than 50
654,Spicy Egg Tofu 250g,3.89,41,No,Mainland China,4.0,Yami,Egg Roll,Less than 50
