Product_Name,Brand,Reviews,Price,Option,Rate,Origin,Platform,Category,Sold_Weekly,Sold_Monthly,Weekly_Renvenue
KAMEYA MANNENDO Assorted Cookie,kameya mannendo,2,10.99,No,5.0,Japan,Yami,Bread,25,100,275
Warm Heart Cake 28g,moranca,15,1.49,7 Options,4.3,Mainland China,Yami,Bread,25,100,37
Haoyunlai Butter Waffle 68,good fortune,17,2.59,No,4.9,United States,Yami,Bread,50,200,130
Baked Soft Cake - Chestnut 198g,kubota,20,4.29,8 Options,3.9,Japan,Yami,Bread,25,100,107
Cake Purple Sweet Potato and Pumpkin Flavor  80g,xiu xian nong chang,13,3.09,5 Options,4.8,Mainland China,Yami,Bread,25,100,77
Rock Baked BreadStick (Cheese Flavor) 320g 3pcs,lejinji,35,6.79,No,4.6,Mainland China,Yami,Bread,25,100,170
Baked Wheat Cookie Roanne Banana 20pc 142g,bourbon,9,5.29,No,5.0,Japan,Yami,Bread,50,200,265
Mo Song Yun Cake 400g,snack lab,6,10.99,No,5.0,Mainland China,Yami,Bread,25,100,275
?€?Exclusive Box?€?FUJIYA X YAMI BOX,other brands,2,16.99,No,5.0,Unclear,Yami,Bread,25,100,425
Korean Style Chestnut Osmanthus Cake 190g,zhiweiguan,67,8.69,No,4.6,Mainland China,Yami,Bread,25,100,217
Mini Swiss Roll Vanilla Flavor 288g (New and old packaging randomly sent),lipo,101,3.49,2 Options,4.6,Vietnam,Yami,Bread,25,100,87
Baked Red Bean Cake Strawberry Flavor 6packs 310g,wangjing,11,5.99,4 Options,4.5,Japan,Yami,Bread,25,100,150
Leafy Cafelate Cookie 83g,morinaga,10,3.29,No,4.6,Japan,Yami,Bread,25,100,82
Mung Bean Cake Cranberry Flavor 190g,zhiweiguan,67,7.79,4 Options,4.7,Mainland China,Yami,Bread,25,100,195
Baked Cake Swiss Roll 12pc,daisho,9,6.99,No,3.6,Japan,Yami,Bread,25,100,175
PANPAN Swiss Roll Strawberry Flavor Roll Cake 200g,asia foods,2,2.59,No,4.5,Mainland China,Yami,Bread,300,1200,777
Petit Almond Cheese Crisp 12pcs,bourbon,3,2.19,No,5.0,Japan,Yami,Bread,50,200,110
Muffin Cake Mile And Cereals Flavor 192g,master kong,5,4.99,5 Options,4.6,Mainland China,Yami,Bread,25,100,125
Matcha Pie 8pc,lotte japan,3,7.99,No,4.7,Japan,Yami,Bread,25,100,200
Muffin Blueberry Flavor 4packs 180g,master kong,9,5.29,7 Options,4.6,Mainland China,Yami,Bread,25,100,132
Gateau Chocolate Cake 179g,morinaga,2,4.69,No,5.0,Japan,Yami,Bread,25,100,117
Pastry-Sweet Beans(Dorayaki) 150g,tenkei,5,3.49,No,4.6,Japan,Yami,Bread,25,100,87
Matcha Layer Cake 12pc 288g,bailefen,11,12.99,3 Options,3.4,Mainland China,Yami,Bread,100,400,1299
"Moonlight Cream Filling Soft Cake, 6pcs",morinaga,3,5.49,No,4.7,Japan,Yami,Bread,25,100,137
Choco Banana Mini Pie,osaka,1,8.99,No,5.0,Japan,Yami,Bread,25,100,225
Lava Egg Roll White Peach Flavor 258g,yo man,7,3.69,2 Options,4.1,Mainland China,Yami,Bread,25,100,92
Baked Doughnut 6pcs 240g,maruto,3,7.99,No,4.0,Japan,Yami,Bread,25,100,200
Tokyomashi de Koi shita Banana Cake 210g,tokyo love,2,11.69,No,4.5,Japan,Yami,Bread,25,100,292
Roanne Annoimo 141g,bourbon,5,4.99,No,5.0,Japan,Yami,Bread,50,200,250
Honey Baked Cakes 200g,sanseisha,7,5.49,No,3.4,Japan,Yami,Bread,25,100,137
Green Tea Baked Cakes 200g,sanseisha,6,5.49,No,3.7,Japan,Yami,Bread,25,100,137
Otona Puchi Basuku Chizu Cake 43g,bourbon,4,2.29,No,4.8,Japan,Yami,Bread,50,200,115
Fluffy Baumkuchen Rich Banana 1pcs,bourbon,2,1.99,4 Options,5.0,Japan,Yami,Bread,200,800,398
Muffin Gift Box 960g,master kong,4,23.99,No,5.0,Mainland China,Yami,Bread,25,100,600
KOTOBUKI SWEET BEAN CAKE(HIROSHIMA MOMIJI)  297.5g,kotobuki azuki,3,5.59,No,2.3,Japan,Yami,Bread,25,100,140
Tiramisu Chocolate Pie 6pc,lotte japan,1,7.99,No,4.0,Japan,Yami,Bread,25,100,200
Coconut Flavor Swiss Roll Cake 24pcs,other brands,3,4.69,4 Options,4.0,Unclear,Yami,Bread,25,100,117
Feierxue Cranberry Treat 120g,bestore,1,3.69,No,5.0,Mainland China,Yami,Bread,200,800,738
Yun Cake 100g,snack lab,45,2.49,No,4.8,Mainland China,Yami,Bread,25,100,62
Mini Swiss Roll Strawberry Flavor 288g (Random new and old packaging),lipo,86,3.49,2 Options,4.3,Vietnam,Yami,Bread,25,100,87
Baked Red Bean Cake Original 6packs 310g,wangjing,51,5.99,4 Options,4.6,Japan,Yami,Bread,25,100,150
Sesame Walnut Osmanthus Cake 190g,zhiweiguan,51,8.49,No,4.6,Mainland China,Yami,Bread,25,100,212
Muffin Cream Flavor 96g,master kong,51,2.49,5 Options,4.5,Mainland China,Yami,Bread,25,100,62
Choco Pie with Marshmallow Filling 12Packs,orion,152,4.59,No,4.8,Korea,Yami,Bread,25,100,115
Chocolate+Strawberry+Vanilla Ice-cream Cone Stick 9Pcs,glico,23,4.49,No,4.7,Japan,Yami,Bread,50,200,225
Banana Cake 15pcs 450g,senyou,47,5.39,No,4.0,Mainland China,Yami,Bread,25,100,135
Mocha Chocolate Pie 6 pieces,orion,25,4.59,3 Options,4.8,Korea,Yami,Bread,25,100,115
Choco Pie Cacao 12 Bags,lotte korea,31,3.99,No,4.6,Korea,Yami,Bread,25,100,100
Chocolate Pie Orange Flavor 12pc,lotte japan,29,3.49,3 Options,4.5,Japan,Yami,Bread,25,100,87
INTERNATIONAL FOOD Mung Bean Cake Original Flavor 300g,zhoujimeishi,44,2.99,No,3.1,Mainland China,Yami,Bread,25,100,75
Matcha Pie 8pc,lotte japan,3,7.99,No,4.7,Japan,Yami,Bread,25,100,200
Muffin Blueberry Flavor 4packs 180g,master kong,9,5.29,7 Options,4.6,Mainland China,Yami,Bread,25,100,132
Gateau Chocolate Cake 179g,morinaga,2,4.69,No,5.0,Japan,Yami,Bread,25,100,117
Pastry-Sweet Beans(Dorayaki) 150g,tenkei,5,3.49,No,4.6,Japan,Yami,Bread,25,100,87
Matcha Layer Cake 12pc 288g,bailefen,11,12.99,3 Options,3.4,Mainland China,Yami,Bread,100,400,1299
"Moonlight Cream Filling Soft Cake, 6pcs",morinaga,3,5.49,No,4.7,Japan,Yami,Bread,25,100,137
Choco Banana Mini Pie,osaka,1,8.99,No,5.0,Japan,Yami,Bread,25,100,225
Lava Egg Roll White Peach Flavor 258g,yo man,7,3.69,2 Options,4.1,Mainland China,Yami,Bread,25,100,92
Baked Doughnut 6pcs 240g,maruto,3,7.99,No,4.0,Japan,Yami,Bread,25,100,200
Tokyomashi de Koi shita Banana Cake 210g,tokyo love,2,11.69,No,4.5,Japan,Yami,Bread,25,100,292
Roanne Annoimo 141g,bourbon,5,4.99,No,5.0,Japan,Yami,Bread,50,200,250
Honey Baked Cakes 200g,sanseisha,7,5.49,No,3.4,Japan,Yami,Bread,25,100,137
Green Tea Baked Cakes 200g,sanseisha,6,5.49,No,3.7,Japan,Yami,Bread,25,100,137
Otona Puchi Basuku Chizu Cake 43g,bourbon,4,2.29,No,4.8,Japan,Yami,Bread,50,200,115
Fluffy Baumkuchen Rich Banana 1pcs,bourbon,2,1.99,4 Options,5.0,Japan,Yami,Bread,200,800,398
Muffin Gift Box 960g,master kong,4,23.99,No,5.0,Mainland China,Yami,Bread,25,100,600
KOTOBUKI SWEET BEAN CAKE(HIROSHIMA MOMIJI)  297.5g,kotobuki azuki,3,5.59,No,2.3,Japan,Yami,Bread,25,100,140
Tiramisu Chocolate Pie 6pc,lotte japan,1,7.99,No,4.0,Japan,Yami,Bread,25,100,200
Coconut Flavor Swiss Roll Cake 24pcs,other brands,3,4.69,4 Options,4.0,Unclear,Yami,Bread,25,100,117
Feierxue Cranberry Treat 120g,bestore,1,3.69,No,5.0,Mainland China,Yami,Bread,200,800,738
Yun Cake 100g,snack lab,45,2.49,No,4.8,Mainland China,Yami,Bread,25,100,62
Mini Swiss Roll Strawberry Flavor 288g (Random new and old packaging),lipo,86,3.49,2 Options,4.3,Vietnam,Yami,Bread,25,100,87
?€?Frozen?€?Uji Matcha Cheese cake 480g,goyo shokuhin,3,19.99,No,5.0,Japan,Yami,Bread,200,800,3998
Baked Red Bean Cake Original 6packs 310g,wangjing,51,5.99,4 Options,4.6,Japan,Yami,Bread,25,100,150
Sesame Walnut Osmanthus Cake 190g,zhiweiguan,51,8.49,No,4.6,Mainland China,Yami,Bread,25,100,212
Choco Pie with Marshmallow Filling 12Packs,orion,152,4.59,No,4.8,Korea,Yami,Bread,25,100,115
Muffin Cream Flavor 96g,master kong,51,2.49,5 Options,4.5,Mainland China,Yami,Bread,25,100,62
Chocolate+Strawberry+Vanilla Ice-cream Cone Stick 9Pcs,glico,23,4.49,No,4.7,Japan,Yami,Bread,50,200,225
Banana Cake 15pcs 450g,senyou,47,5.39,No,4.0,Mainland China,Yami,Bread,25,100,135
Mocha Chocolate Pie 6 pieces,orion,25,4.59,3 Options,4.8,Korea,Yami,Bread,25,100,115
Choco Pie Cacao 12 Bags,lotte korea,31,3.99,No,4.6,Korea,Yami,Bread,25,100,100
Chocolate Pie Orange Flavor 12pc,lotte japan,29,3.49,3 Options,4.5,Japan,Yami,Bread,25,100,87
INTERNATIONAL FOOD Mung Bean Cake Original Flavor 300g,zhoujimeishi,44,2.99,No,3.1,Mainland China,Yami,Bread,25,100,75
Half Baked Pumpkin Mini Cake 190g,chikodo,28,6.99,No,4.1,Mainland China,Yami,Bread,200,800,1398
Avocado boba Cake   300g,sanweisuwu,6,21.99,No,4.2,Mainland China,Yami,Bread,25,100,550
"Choco Pie with cream filling, 6pc 168g",lotte korea,28,2.49,No,4.5,Unclear,Yami,Bread,25,100,62
Waffle Stick Cream 400g,pan pan,12,6.99,No,4.8,Taiwan,Yami,Bread,25,100,175
?€?Hot & New?€?Rice Cake Original Flavor50g,beifu,7,1.49,No,3.9,Mainland China,Yami,Bread,200,800,298
Honey Cake 48g,mage's,26,1.83,No,4.4,Mainland China,Yami,Bread,25,100,46
"Heart Baked Cake Orange Flavor, 100g",moranca,17,3.69,No,4.8,Mainland China,Yami,Bread,25,100,92
Korean Snack Jochung Yugwa 200g,ho jeong ga,16,5.99,No,3.9,Korea,Yami,Bread,50,200,300
Tiramisu Banana Cake 12.06oz,osaka,1,19.99,No,4.0,Japan,Yami,Bread,25,100,500
Cube Raw Toast Red Bean Flavor 240g,lejinji,3,4.59,2 Options,5.0,Mainland China,Yami,Bread,25,100,115
Mini Noko Choco Brownie 127g,bourbon,8,4.99,No,4.9,Japan,Yami,Bread,50,200,250
MON CHER Cacao Cake 6pcs 192g,lotte korea,17,3.29,4 Options,4.2,Korea,Yami,Bread,25,100,82
Gateau  Chocolate Cake 185g,morinaga,12,5.49,No,4.7,Japan,Yami,Bread,25,100,137
Swiss Roll Chocolate Flavor 175g,ego,14,2.29,2 Options,4.1,Malaysia,Yami,Bread,25,100,57
MARUKYO Bean Cake 8pcs,wangjing,7,5.99,No,3.9,Japan,Yami,Bread,25,100,150
MON CHER Cream Cake 6pcs 192g,lotte korea,12,2.99,4 Options,3.9,Korea,Yami,Bread,25,100,75
HOME PIE NO MIMI,fujiya,15,2.19,No,4.5,Japan,Yami,Bread,25,100,55
Tokyo An-Pudding 8pcs 400g,tokyo shinjuku,8,20.99,No,4.4,Japan,Yami,Bread,25,100,525
BANANA CAKE ROLL 156g,bourbon,7,4.59,No,4.1,Japan,Yami,Bread,50,200,230
Fish-shaped Cake 248g,haoyoulikids,7,4.49,No,4.9,Mainland China,Yami,Bread,50,200,225
Meister's Choco Brownie 77g,fujiya,3,3.29,No,4.7,Japan,Yami,Bread,25,100,82
LOTTE Choco Pie Sasha 6pcs,lotte korea,7,2.29,No,4.7,Korea,Yami,Bread,25,100,57
Baumkuchen -Original 80g,taiyo foods,5,2.09,No,4.8,Japan,Yami,Bread,25,100,52
Mochi with Mango Flavor,apojiade,4,3.59,3 Options,5.0,Mainland China,Yami,Bread,300,1200,1077
Baked Soft Cake - Green Tea 200g,kubota,7,4.29,8 Options,5.0,Japan,Yami,Bread,25,100,107
Baked Cake (Swiss Baum) 190g,daisho,10,4.99,No,3.2,Japan,Yami,Bread,25,100,125
?€?Frozen?€?Yuzu Cheese Cake 480g,goyo shokuhin,3,19.99,No,5.0,Japan,Yami,Bread,200,800,3998
Baked Soft Cake 200g,kubota,9,4.29,8 Options,3.6,Japan,Yami,Bread,25,100,107
Home Pie Salt Flavor 38g,fujiya,4,2.19,No,4.2,Japan,Yami,Bread,25,100,55
Castella Matcha,chang qi,2,8.99,No,5.0,Japan,Yami,Bread,50,200,450
Sylvaine Chocolate Cake 119g,bourbon,6,4.69,No,4.7,Japan,Yami,Bread,50,200,235
LIANGKOUZI Cranberry Yogurt Sandwich 60g,sunway snack,1,2.99,No,5.0,United States,Yami,Bread,25,100,75
Hitokuchi Harvest Butter Toast 50g,tohato,1,1.99,No,5.0,Japan,Yami,Bread,25,100,50
?€?Frozen?€?Milk King Sandwich Pack 320g,golden happy,2,4.99,No,5.0,Mainland China,Yami,Bread,25,100,125
?€?Frozen?€?Taro Paste Sandwich Bag 320g,golden happy,2,4.99,No,5.0,Mainland China,Yami,Bread,25,100,125
Chocolate Marshmallow Stick Cake 220g,crown,2,5.99,No,3.5,Korea,Yami,Bread,25,100,150
Macaron Cake Blackcurrant,jinyu,2,3.49,No,3.5,Mainland China,Yami,Bread,50,200,175
HAOYOULI Kids Donut Matchat Flavor  336g,haoyoulikids,1,4.79,4 Options,5.0,Mainland China,Yami,Bread,25,100,120
Lava Egg Roll Pinepple Flavor 258g,yo man,2,3.69,2 Options,5.0,Mainland China,Yami,Bread,25,100,92
Noko Baked Cheese Cake 40g,bourbon,5,1.99,4 Options,4.2,Japan,Yami,Bread,50,200,100
Noko Choco Brownie 44g,bourbon,1,1.99,4 Options,5.0,Japan,Yami,Bread,200,800,398
Crostatine Apricot 240g,gastone lago,1,4.59,4 Options,5.0,New Zealand,Yami,Bread,25,100,115
Croissant With Chocolate 55g*6,like home,2,4.39,No,4.0,United States,Yami,Bread,25,100,110
Little White Heart Cake,moranca,117,1.99,2 Options,4.6,Mainland China,Yami,Bread,25,100,50
Custard Cream Cake 6 pc 138g,lotte korea,91,2.99,2 Options,4.5,Korea,Yami,Bread,25,100,75
Hand-made Crispy Cake 7.5g*12,sunnyhills,12,23.99,No,4.3,Taiwan,Yami,Bread,25,100,600
Cube Toast 320g 4pcs,lejinji,28,4.89,No,4.8,Mainland China,Yami,Bread,25,100,122
Muffin Cream Flavor 192g,master kong,44,5.29,7 Options,4.7,Mainland China,Yami,Bread,25,100,132
Peach Steamed Rice Cake 540g,liziqi,8,22.99,No,4.9,Mainland China,Yami,Bread,25,100,575
Roll Cake Vanilla Flavor 240g,fershay,42,3.19,2 Options,4.5,Thailand,Yami,Bread,50,200,160
European Muffin Chocolate 200g,master kong,34,4.99,7 Options,4.4,Mainland China,Yami,Bread,25,100,125
Egg Cookie Honey Flavor 188g,aji taiwan,2,3.69,No,3.0,Taiwan,Yami,Bread,300,1200,1107
Finger Cake Cheese Flavor 368g,heimuya,38,3.89,3 Options,4.6,Mainland China,Yami,Bread,50,200,195
?€?Halloween Exclusive?€?Caplico Mini Obukuro 10pc 82.5g,glico,23,4.29,No,4.9,Japan,Yami,Bread,50,200,215
?€?Frozen?€?Red Bean Milk Mille Crepe Cakes 680g,touched,5,32.99,3 Options,5.0,Taiwan,Yami,Bread,25,100,825
Baum Cake Lemon Flavor 9pc,marukin,28,4.99,No,4.4,Japan,Yami,Bread,25,100,125
Red Bean Jelly 5 Flavors 360g,sugimotoya,19,6.59,No,4.7,Japan,Yami,Bread,25,100,165
Swiss Roll Coconut Flavor 176g,ego,19,2.59,2 Options,3.8,Malaysia,Yami,Bread,50,200,130
Yogurt Flavor Cake 240g,daligroup,12,4.39,No,4.9,Mainland China,Yami,Bread,25,100,110
Waffle Cake Egg Flavor 270g,haoyoulikids,6,3.99,No,4.8,Mainland China,Yami,Bread,25,100,100
?€?Frozen?€?Uji Matcha Chestnut Mont Blanc Cake 239g,goyo shokuhin,4,11.99,No,5.0,Japan,Yami,Bread,200,800,2398
First Snow Cake 550g,snack lab,10,10.99,No,5.0,Mainland China,Yami,Bread,25,100,275
Cake Red Velvet and Blueberry Flavor  80g,xiu xian nong chang,12,2.99,5 Options,4.6,Mainland China,Yami,Bread,25,100,75
Rock cake 158g,yi mai fan,15,14.99,4 Options,4.5,Mainland China,Yami,Bread,25,100,375
Hazelnut Chocolate Cake 12pc 336g,orion,11,6.39,3 Options,4.5,Korea,Yami,Bread,25,100,160
Cake Cheese and Milk Tea Flavor 80g,xiu xian nong chang,12,2.99,5 Options,4.4,Mainland China,Yami,Bread,25,100,75
Strawberry Jam Cookie 230g,lotte korea,16,2.49,No,4.2,Korea,Yami,Bread,25,100,62
Dorayaki 9.8oz,kotobuki azuki,5,4.49,No,4.8,Japan,Yami,Bread,25,100,112
Wheat Red Bean & Sweet Potato Cake 209.5g,tenkei,15,4.99,No,4.6,Japan,Yami,Bread,25,100,125
Ding Dong Bear Harry Cake Camel Milk Flavor 450g,docim,10,10.99,No,4.6,Mainland China,Yami,Bread,50,200,550
Mochi with Shredded Coco-nut Meat,apojiade,7,3.59,3 Options,4.7,Mainland China,Yami,Bread,300,1200,1077
Fresh Strawberry Filling Pie 6 Pieces,orion,9,4.59,5 Options,4.2,Korea,Yami,Bread,25,100,115
Ding Dong Bear Paw Cake Boba Milk Tea Flavor 420g,docim,10,12.59,No,4.3,Mainland China,Yami,Bread,50,200,630
Mini Baked Chizu Cake 119g,bourbon,9,4.99,No,4.3,Japan,Yami,Bread,50,200,250
Fresh Sea Salt Cheese Cake 312g,mage's,4,4.69,No,4.2,Mainland China,Yami,Bread,25,100,117
Beans Cake 150g,laman sweet,11,3.69,No,4.1,Japan,Yami,Bread,25,100,92
INTERNATIONAL FOOD Mung Bean Cake Grape Flavor 300g,zhoujimeishi,6,2.99,No,4.0,Mainland China,Yami,Bread,25,100,75
Finger Cake Banana Flavor 368g,heimuya,9,3.89,3 Options,4.1,Mainland China,Yami,Bread,50,200,195
?€?Yami Box?€?Afternoon Tea Box,other brands,7,32.99,No,5.0,Unclear,Yami,Bread,25,100,825
Choco Pie 360g,natural story,3,3.99,No,5.0,Korea,Yami,Bread,25,100,100
Home Pie Cheese Flavor 6P 86g,fujiya,7,4.29,No,4.9,Japan,Yami,Bread,25,100,107
Planet Cakes 80g,beifu,2,3.99,No,5.0,Mainland China,Yami,Bread,200,800,798
Salted Egg Yolk Cookies 120g,chuchuangbenjia,9,2.69,No,4.1,Mainland China,Yami,Bread,25,100,67
Donut Original Flavor 336g,haoyoulikids,4,3.99,No,4.5,Mainland China,Yami,Bread,25,100,100
MARUKYO Steamed Bean Cake 8pcs 240g,wangjing,5,5.99,No,4.2,Japan,Yami,Bread,25,100,150
Peach and Red Bean Dorayaki 164g,ichiei,1,5.49,No,4.0,Japan,Yami,Bread,50,200,275
Mini Chocolate Cake 48g,bourbon,6,1.69,No,4.8,Japan,Yami,Bread,50,200,85
BAKE Chocolate Pie 10pcs Line Friends,morinaga,7,3.49,2 Options,3.9,Japan,Yami,Bread,25,100,87
OH Yes Chocolate Coated Cake Purple Sweet Potato Flavor 360g,haitai,5,5.29,2 Options,4.4,Korea,Yami,Bread,25,100,132
Lemon Cake 336g,haoyoulikids,4,4.39,No,5.0,Mainland China,Yami,Bread,25,100,110
Mochi with Matcha Flavor,apojiade,4,3.29,3 Options,3.8,Mainland China,Yami,Bread,300,1200,987
Home Pie Butter & Roast Tea Latte 34pcs,fujiya,3,6.99,No,3.7,Japan,Yami,Bread,25,100,175
Peach cake  3 pack  111g,yotime,2,15.99,2 Options,5.0,Mainland China,Yami,Bread,25,100,400
Mango Sandwich Cake 12pc 288g,bailefen,4,12.99,3 Options,4.2,Mainland China,Yami,Bread,25,100,325
Vanilla Flavor Swiss Roll Cake 24pcs,lontton,2,4.69,4 Options,4.5,Malaysia,Yami,Bread,25,100,117
Noko Choco Brownie Rich Miruku 44g,bourbon,4,1.99,4 Options,4.2,Japan,Yami,Bread,50,200,100
Japanese Pancake with Red Bean 6pc 318g,wangjing,83,5.69,3 Options,4.7,Japan,Yami,Bread,25,100,142
Chocolate Pie 168g,pham nguyen,1,1.89,No,5.0,Vietnam,Yami,Bread,25,100,47
Ding Dong Bear New Year Gift Box 1036g,docim,6,20.99,No,4.7,Mainland China,Yami,Bread,200,800,4198
Castella Matcha Flavor 330g,aji,8,5.99,3 Options,4.6,Mainland China,Yami,Bread,300,1200,1797
HAOYOULI CircleI Cake Condensed Milk Flavor 280g,haoyoulikids,10,4.59,4 Options,4.7,Mainland China,Yami,Bread,50,200,230
JAPAN PETIT CHOCO PIE 116g,lotte korea,7,4.59,No,4.6,Korea,Yami,Bread,25,100,115
Milk Flavor Cake 180g,cundo,11,3.49,No,4.5,Mainland China,Yami,Bread,25,100,87
Cake Chocolate and Mango Flavor 80g,xiu xian nong chang,11,2.99,5 Options,4.7,Mainland China,Yami,Bread,25,100,75
BAKE Cheese Chocolate Pie 10pcs,morinaga,12,3.49,2 Options,4.0,Japan,Yami,Bread,25,100,87
HAOYOULI CircleI Cake Egg Original Flavor 280g,haoyoulikids,10,4.59,4 Options,4.6,Mainland China,Yami,Bread,50,200,230
INTERNATIONAL FOOD Mung Bean Cake Sesame Flavor 300g,zhoujimeishi,7,2.99,No,3.9,Mainland China,Yami,Bread,25,100,75
Baked Soft Cake Lemon 200g,kubota,12,4.29,8 Options,4.2,Japan,Yami,Bread,25,100,107
Milk Cake  500g,yi mai fan,4,29.99,4 Options,5.0,Mainland China,Yami,Bread,25,100,750
Chiffon Cake 500g,yi mai fan,7,29.99,4 Options,4.4,Mainland China,Yami,Bread,25,100,750
European Muffin Cream Grape 180g,master kong,9,5.29,7 Options,3.6,Mainland China,Yami,Bread,25,100,132
Cheese Coated Potato Chip,bourbon,5,2.59,2 Options,4.2,Japan,Yami,Bread,50,200,130
Blueberry Flavor Swiss Roll Cake 24pcs,other brands,7,4.69,4 Options,4.4,Unclear,Yami,Bread,25,100,117
Puff Ball Strawberrry Flavor 50g,master kong,4,1.59,No,5.0,Mainland China,Yami,Bread,25,100,40
Chcolate and Milk Pudding 3pcs*2,milky gold,2,41.99,No,3.5,Japan,Yami,Bread,25,100,1050
Mini Honey Cake 500g,docim,2,10.49,No,5.0,Mainland China,Yami,Bread,25,100,262
European Muffin Fruit 200g,master kong,7,4.99,7 Options,3.7,Mainland China,Yami,Bread,25,100,125
Baked Soft Cake - Orange 198g,kubota,8,4.29,8 Options,2.6,Japan,Yami,Bread,25,100,107
Macaron Cake Cranberry,jinyu,1,3.49,No,5.0,Mainland China,Yami,Bread,50,200,175
Goten Okinawa Brown Sugar Chocolate Cake 8pcs,okashi,3,25.99,No,5.0,Japan,Yami,Bread,25,100,650
JAPAN CHEESE CAKE 38g,morinaga,1,4.25,2 Options,5.0,Japan,Yami,Bread,25,100,106
