Product_Name,Brand,Reviews,Price,Origin,Rate,Platform,Category,Sold_Weekly,Sold_Monthly,Weekly_Revenue
FUKANG Dried Tomato 70g,lien haw foods,0,6.64,Taiwan,0,Yami,Dried Seafood,400,1600,2656
Freeze Dried Mango Yogurt Bites 30g,alor,0,11.19,Malaysia,0,Yami,Dried Seafood,300,1200,3357
FUKANG Dried Pineapple 60g (Shelf life:2022/6/10),lien haw foods,0,4.19,Taiwan,0,Yami,Dried Seafood,400,1600,1676
Seven Colors Dried Vegetables 50g,bestore,0,4.99,Mainland China,0,Yami,Dried Seafood,200,800,998
XLSEAFOOD Mainland China Shandong Grade Premium Organic Nature Unsulphure  Wild dried hawthorn 0.5 lb,xlseafood,0,5.99,United States,0,Yami,Dried Seafood,400,1600,2396
Japanese Dried Sweet Seed25 Plum 45g - 100% Natural healthy snacks suitable for everyone seed25 plum NON GMO Vegan,nestlady,3,10.99,United States,5,Yami,Dried Seafood,400,1600,4396
I 3 FRESH Crispy Dried Shrimp (Original) 25g (Shelf life:2022/3/1),i3 fresh,1,5.39,Taiwan,3,Yami,Dried Seafood,200,800,1078
East Port Dried Milkfish Seasoned Slices150g,lien haw foods,0,9.49,Taiwan,0,Yami,Dried Seafood,400,1600,3796
Original Dried Bean Curd 420g,de delicious,0,24.69,Taiwan,0,Yami,Dried Seafood,200,800,4938
Dried Durian 30g,bestore,3,6.99,Mainland China,5,Yami,Dried Seafood,200,800,1398
LYFEN Comprehensive Freeze-dried Fruit 25g,yifen,0,3.59,Mainland China,0,Yami,Dried Seafood,400,1600,1436
MARINATED DRIED TOFU CURD 12 packs 75g/pack - Vegetarian Snacks Ready to Eat  Braised Bean Curd Products,nestlady,0,88,United States,0,Yami,Dried Seafood,400,1600,35200
Dried Sakura Shrimp Cracker with Almond 120g,lien haw foods,0,15.19,Taiwan,0,Yami,Dried Seafood,400,1600,6076
Philippine Dried Mango 48g,bestore,1,6.99,Mainland China,5,Yami,Dried Seafood,200,800,1398
Dried Shredded Cod with Black Sesame 180g,lien haw foods,0,9.49,Taiwan,0,Yami,Dried Seafood,400,1600,3796
FUKANG Dried Mango 70g (Shelf life:2022/6/10),lien haw foods,0,4.19,Taiwan,0,Yami,Dried Seafood,400,1600,1676
Dried Chanterelle Mushrooms 2OZ,mushroomstorm,2,14.99,Mainland China,3,Yami,Dried Seafood,400,1600,5996
Dried Cranberry 100g,bestore,1,6.99,Mainland China,5,Yami,Dried Seafood,200,800,1398
Ume Candied Dried Fruit Snacks 168g,be & cheery,0,9.9,Mainland China,0,Yami,Dried Seafood,300,1200,2970
Freeze Dried Strawberry 50g,alor,0,11.19,Malaysia,0,Yami,Dried Seafood,300,1200,3357
MISSION FIGS | No Added Sugar| Non GMO| Gluten Free | Kosher Certified | Vegan| Perfectly Dried 180g,nestlady,2,16.99,United States,5,Yami,Dried Seafood,400,1600,6796
Dried Tuna Jerky 180g,lien haw foods,0,9.49,Taiwan,0,Yami,Dried Seafood,400,1600,3796
Freeze Dried Durian Yogurt Bites 30g,alor,0,11.19,Malaysia,0,Yami,Dried Seafood,300,1200,3357
I 3 Fresh Freeze Dried Durian Piece  (Shelf life:2022/5/24),i3 fresh,2,5.99,Taiwan,4.5,Yami,Dried Seafood,200,800,1198
Dried Turkish Apricots 250g - Fruit Snack / 100% Nature,nestlady,5,9.9,United States,5,Yami,Dried Seafood,400,1600,3960
Dried Fish Cracker with Sesame 160g,lien haw foods,1,9.49,Taiwan,4,Yami,Dried Seafood,400,1600,3796
Spicy Bean Dried Tofu 200g,sung chi,4,7.59,Taiwan,4,Yami,Dried Seafood,400,1600,3036
I 3 FRESH Crispy Dried Squid Salt&Pepper 30g,i3 fresh,1,9.49,Taiwan,1,Yami,Dried Seafood,400,1600,3796
East Port Dried Seasoned Fish Cracker with Sesame160g,lien haw foods,0,9.49,Taiwan,0,Yami,Dried Seafood,400,1600,3796
[Mainland China Direct Mail] Agaricus blazei Murrill tea tree mushroom box of dried mushrooms edible mushroom soup bag 85g,yaoduoduo,0,21.9,Mainland China,0,Yami,Dried Seafood,400,1600,8760
Dried Fruit - Sour Mango 120g,yuan rong tang,0,16.14,Taiwan,0,Yami,Dried Seafood,400,1600,6456
?€?Mainland China Direct Mail?€?BE-CHEERY Dried Lemon 65g,be & cheery,0,7.9,Mainland China,0,Yami,Dried Seafood,200,800,1580
Dried Chrysanthemum Buds 22g - Dried Grown and harvested in Mainland ChinaNatural and Premium Quality,nestlady,2,16.99,United States,5,Yami,Dried Seafood,400,1600,6796
[Mainland China Direct Mail] Baicao Flavor BE-CHEERY-Dried Red Apricot 100g,be & cheery,1,9.9,Mainland China,5,Yami,Dried Seafood,300,1200,2970
Freeze-dried Strawberry Crisp Strawberry Dried Fruit Dried Fruit 30g*1,be & cheery,0,9.9,Mainland China,0,Yami,Dried Seafood,300,1200,2970
Seed25 Honey-flavored Dried Plum 20g,nobel,0,2.98,Japan,0,Yami,Dried Seafood,400,1600,1192
Dried Hawthorn Berry Coolberry Gluten-Free Healthy Herbal Tea 50g,nestlady,2,16.99,United States,5,Yami,Dried Seafood,400,1600,6796
Dried Fish Maw AAA 12 oz,huifeng,2,288,United States,5,Yami,Dried Seafood,400,1600,115200
SLICED DRY LEMON 65g - 100% Natural Sweet and sour Dried Fruit Dried Lemon Ready to eat Fruit snack Resealable bag,nestlady,4,7.99,United States,4.3,Yami,Dried Seafood,400,1600,3196
Astragalus Root Sliced 70g - Dried/ 100% Natural/ Product of Mainland China/ Packed in USA,nestlady,1,16.9,United States,5,Yami,Dried Seafood,400,1600,6760
Japanese Dried Sweet Seed25 Plum 9 packs 45g/pack - 100% Natural healthy snacks suitable for everyone seed25 plum,nestlady,0,97.99,United States,0,Yami,Dried Seafood,400,1600,39196
FUKANG Dried Green Mango 50g (Shelf life:2022/6/10),lien haw foods,0,4.19,Taiwan,0,Yami,Dried Seafood,400,1600,1676
Dried Jujube 200g,lien haw foods,0,24.7,Taiwan,0,Yami,Dried Seafood,400,1600,9880
Dried Russula Mushrooms 2OZ,mushroomstorm,0,19.99,Mainland China,0,Yami,Dried Seafood,400,1600,7996
I 3 Fresh Freeze Dried Mango Piece 70g(Shelf life:2022/5/5),i3 fresh,4,7.19,Taiwan,4,Yami,Dried Seafood,200,800,1438
Dried Cherries 88g,bestore,0,6.99,Mainland China,0,Yami,Dried Seafood,200,800,1398
Dried Peaches 250g - Fruit Snack / 100% Nature,nestlady,3,11.99,United States,5,Yami,Dried Seafood,400,1600,4796
Dried Jujube 100g,lien haw foods,0,13.29,Taiwan,0,Yami,Dried Seafood,400,1600,5316
Dried Fruit - Pineapple 120g (Shelf life:2022/2/25),yuan rong tang,0,10.19,Taiwan,0,Yami,Dried Seafood,400,1600,4076
12 pieces of bath salt ball set box bath essential oil and dried flower bath ball 60g*12,nathome,2,29.2,Mainland China,5,Yami,Dried Seafood,400,1600,11680
Organic Sun-Dried Jujube 130g,mccabe,0,19.99,United States,0,Yami,Dried Seafood,400,1600,7996
Dried Sakura Shrimp 150g,lien haw foods,1,9.49,Taiwan,5,Yami,Dried Seafood,400,1600,3796
Organic Sun-Dried Ruby Beet Tea 80g,mccabe,0,17.99,United States,0,Yami,Dried Seafood,400,1600,7196
Lotus Leaf Tea Dried Flower Herb 100% nature Slimming 10g,nestlady,17,12.8,United States,4.9,Yami,Dried Seafood,400,1600,5120
Peony Tea Dried Flower Tea 100% Nature 15g,nestlady,7,16.99,United States,4.6,Yami,Dried Seafood,400,1600,6796
Dried Matured Mandarin Peel TopAA 3oz,president brand,1,12.99,United States,5,Yami,Dried Seafood,400,1600,5196
Wild Sea Cucumber 110g - Dried / Crystal Box,nestlady,3,77,United States,5,Yami,Dried Seafood,400,1600,30800
Dried  Sea Cucumber (M&S)16 oz,huifeng,1,138.2,United States,5,Yami,Dried Seafood,400,1600,55280
Nature Unsulphure Dried Adenophorae 12OZ 0.75LB,xlseafood,1,12.99,United States,5,Yami,Dried Seafood,400,1600,5196
Premium Nature Unsulphure Dried Lilium 8 OZ 0.5LB,xlseafood,4,9.99,United States,5,Yami,Dried Seafood,400,1600,3996
Jasmine Tea Dried Flower Herb 100% nature beauty healthy 25g,nestlady,13,15.9,United States,4.5,Yami,Dried Seafood,400,1600,6360
Chinese Herb Dried Black JuJuBe HEI Zao 12oz,president brand,0,11.99,United States,0,Yami,Dried Seafood,400,1600,4796
Dendrobium Nobile Flowers Tea Dried Flower Herb 100% Nature anti-aging 7g,nestlady,4,16.99,United States,3.5,Yami,Dried Seafood,400,1600,6796
Dried Arctic Deep Sea Natural Sea Cucumber Standard Bag Package( 1 lb) 454g(with Ribs/Belt Bandage),peace pavilion,3,130.5,Canada,5,Yami,Dried Seafood,400,1600,52200
Rose Flower Tea Dried Flower Brewed Tea Tea Drink 55g,yaoduoduo,0,14.9,Mainland China,0,Yami,Dried Seafood,400,1600,5960
Grosvener flower 15g - High quality dried fruit tea / 100% Nature,nestlady,0,16.9,United States,0,Yami,Dried Seafood,400,1600,6760
traditional health herbs osmanthus flower dried herbal tea 16 OZ,president brand,0,35.89,United States,0,Yami,Dried Seafood,400,1600,14356
OTOKOUME Dried plums,nobel,0,3.06,Japan,0,Yami,Dried Seafood,400,1600,1224
Malaysia Freeze Dried Instant Bird Nest with Honeycomb Sugar 2.5g,dfm,0,25.99,Malaysia,0,Yami,Dried Seafood,200,800,5198
Dried Jackfruit  65g - Dried Fruit  Grown and harvested in Vietnam,nestlady,5,9.5,United States,4.8,Yami,Dried Seafood,400,1600,3800
Dried Black locust Flower Tea 5 g - Dried Grown and harvested in ItalyNatural and Premium Quality,nestlady,2,16.99,United States,5,Yami,Dried Seafood,400,1600,6796
Wild Rose Flower Whole 10 g - 100% Organic Dried Grown and harvested in Mainland China,nestlady,1,17.9,United States,5,Yami,Dried Seafood,400,1600,7160
Dried Lemon Slice Fruit Tea 30g - Vitamin C / 100% Natural,nestlady,3,14.99,United States,5,Yami,Dried Seafood,400,1600,5996
Lily tea (Purple) 0.3 oz - Beauty tea / Helping to lower body heat / Dried,nestlady,1,16.99,United States,4,Yami,Dried Seafood,400,1600,6796
Non Fried Dried Curry Noodles 5pcs,nestle,0,11.19,Japan,0,Yami,Dried Seafood,400,1600,4476
Peach Tea Dried Flower 100% nature lose weight 20g,nestlady,5,16.9,United States,5,Yami,Dried Seafood,400,1600,6760
Dried Red Beans ChiXiaoDou 12oz,president brand,1,9.99,United States,5,Yami,Dried Seafood,400,1600,3996
Dried Linden Flower& Leaf Tea from BULGARIA - Select Kosher Non-irradiated Natural and Premium Quality 10g,nestlady,1,16.99,United States,5,Yami,Dried Seafood,400,1600,6796
Dried Tangerine Peel Orange Peel 100% Natural Used For Steaming Boiling Cooking Stewing And Brine,nestlady,2,16.99,United States,5,Yami,Dried Seafood,400,1600,6796
Beijing Tong Ren Tang Dried Burdock Root for Make Tea or Cook 170g,tong ren tang,0,60.99,Mainland China,0,Yami,Dried Seafood,400,1600,24396
Black Mallow Dried Flowers from Germany help digestion 4g,nestlady,1,19.99,United States,5,Yami,Dried Seafood,400,1600,7996
Pure Arnica Flower Whole 5 g - 100% Organic Dried Grown and harvested in Russia,nestlady,0,12.99,United States,0,Yami,Dried Seafood,400,1600,5196
DRIED DEHYDRATED COLE BRASSICA NIGRA 16oz,president brand,0,19.99,United States,0,Yami,Dried Seafood,400,1600,7996
Dried Herbs Chinese Yam Slice 75g - Dried/ 100% Natural / Product of Mainland China/ Packed in USA,nestlady,1,11.9,United States,5,Yami,Dried Seafood,400,1600,4760
Lemon Grass Dried Flower Herb 100% Nature Slimming and Healthy 30g,nestlady,7,16.99,United States,4.7,Yami,Dried Seafood,400,1600,6796
Chrysanthemum tea Natural Dried Flower Tea Flower Buds Tea 100% Natural,nestlady,9,16.99,United States,4.8,Yami,Dried Seafood,400,1600,6796
114 Freeze-Dried Instant Black Coffee Powder 90g,ucc,0,10.99,Japan,0,Yami,Dried Seafood,400,1600,4396
Croci Stigma Dried Iran Saffron Flower 3g,tong ren tang,0,84.89,Mainland China,0,Yami,Dried Seafood,400,1600,33956
Sweet Violet Tea 5g - 100% Organic Dried Grown and harvested in United Kingdom,nestlady,1,19.9,United States,5,Yami,Dried Seafood,400,1600,7960
Bamboo Leaves Honeysuckle Tea Dried Flower 100% Nature clearing summer heat 15g,nestlady,2,16.99,United States,5,Yami,Dried Seafood,400,1600,6796
Shanzha/Dried Hawthorne 12oz,president brand,0,11.99,United States,0,Yami,Dried Seafood,400,1600,4796
Freeze-Dried Strawberries Fruit Tea 100% natural 30g,nestlady,1,16.99,United States,5,Yami,Dried Seafood,400,1600,6796
Dried Black Sea Moss Black Seaweed Fat Choy gift box 3oz,president brand,0,35.99,United States,0,Yami,Dried Seafood,400,1600,14396
Rosemary Tea Dried Flower Herb 100% Nature 45g,nestlady,3,16.99,United States,5,Yami,Dried Seafood,400,1600,6796
[Mainland China direct mail] Herbs charcoal roasted cashew nuts 100g nuts roasted seeds and nuts dried fruit specialty products d,be & cheery,1,11.2,Mainland China,5,Yami,Dried Seafood,300,1200,3360
Help Sleep Acacia Tea Dried Flower 100% Nature Healthy 50g,nestlady,10,16.99,United States,4.9,Yami,Dried Seafood,400,1600,6796
Premium Nature Unsulphure Dried PolygonatumOdoratum 8OZ 0.5 LB,xlseafood,3,12.99,United States,5,Yami,Dried Seafood,400,1600,5196
Freeze-Dried Fig Fruit Tea 100% natural antioxidant 35g,nestlady,3,16.99,United States,4.7,Yami,Dried Seafood,400,1600,6796
Handmade lotus leaf tuckahoe pills contains 40% dried lotus leaf pills to relieve phlegm and dampness 140g,renhe,0,33.6,Mainland China,0,Yami,Dried Seafood,400,1600,13440
Pure Helichrysum 6g - 100% Organic Dried Grown and harvested in Bulgaria,nestlady,0,19.9,United States,0,Yami,Dried Seafood,400,1600,7960
Pure Field Poppy Flower Whole 2g - 100% Organic Dried Grown and harvested in Belgium,nestlady,0,19.9,United States,0,Yami,Dried Seafood,400,1600,7960
Freeze-Dried Strawberries Fruit Snack 70g - Tasty and Crispy,nestlady,2,14.9,United States,5,Yami,Dried Seafood,400,1600,5960
Natural sun-dried sugarcane 16oz,president brand,0,12.99,United States,0,Yami,Dried Seafood,400,1600,5196
Honey Freeze-dried Lemon Slices 90g,bestore,0,9.99,Mainland China,0,Yami,Dried Seafood,300,1200,2997
Dried Bamboo Mushroom 20g - immunity enhancement,nestlady,4,8.99,United States,4.5,Yami,Dried Seafood,400,1600,3596
Dried Black Sea Moss Black Seaweed Fat Choy 28g,president brand,0,8.99,United States,0,Yami,Dried Seafood,400,1600,3596
Premium Mainland China Wild dried dendrobium-nobile 113g  4OZ,xlseafood,2,69.99,United States,5,Yami,Dried Seafood,400,1600,27996
Pure Buckwheat Tea 180g - Dried 100% Nature,nestlady,1,16.9,United States,5,Yami,Dried Seafood,400,1600,6760
Premium Nature Unsulphure Dried honeysuckle 8oz 0.5lb,xlseafood,1,29.99,United States,1,Yami,Dried Seafood,400,1600,11996
[Mainland China Direct Mail] Yao Duoduo dried chili seasoning red chili chili powder noodle chili hot pot base 40g,yaoduoduo,0,7.9,Mainland China,0,Yami,Dried Seafood,400,1600,3160
Dried Premium Deep Sea Natural Sea Cucumber Standard Bag Package( 1 lbs) 454g(with Ribs/Belt Bandage),peace pavilion,1,140,Canada,5,Yami,Dried Seafood,400,1600,56000
Dried Ginger Slices 16oz,president brand,0,18.89,United States,0,Yami,Dried Seafood,400,1600,7556
Dried Mexican Sea Cucumber AAAAA 16 oz,huifeng,3,368,United States,5,Yami,Dried Seafood,400,1600,147200
Pure Celery Seed 100g - Dried 100% Nature,nestlady,0,16.9,United States,0,Yami,Dried Seafood,400,1600,6760
Diet Tea Dried Flower Tea Leg Slimming 100% Nature 3pc,nestlady,14,44,United States,5,Yami,Dried Seafood,400,1600,17600
Dried Supreme Deep Sea Natural Sea Cucumber Standard Gift Box Package( 1 lbs) 454g(with Ribs/Belt Bandage,peace pavilion,0,163.24,Canada,0,Yami,Dried Seafood,400,1600,65296
Spicy Dried Noodle 130g,a1,0,7.19,Malaysia,0,Yami,Dried Seafood,300,1200,2157
Freeze Dried Classic Coffee  35gmX15s,bourbon,0,19.99,Japan,0,Yami,Dried Seafood,400,1600,7996
Bestnut Dried Cranberry Nut specialty 238g,bestnut,0,27.99,Mainland China,0,Yami,Dried Seafood,200,800,5598
Pure Sunflower Petals 2g - 100% Organic Dried Grown and harvested in USA,nestlady,1,13.99,United States,5,Yami,Dried Seafood,400,1600,5596
Spring Limited Edition Dried Asian Globeflower 5A Bird's Nest,nestlady,1,420,United States,5,Yami,Dried Seafood,400,1600,168000
Pure Pink Cornflower 7g - 100% Organic Dried Grown and harvested in Spain,nestlady,0,17.99,United States,0,Yami,Dried Seafood,400,1600,7196
YU SHUEN FENG Small Dried Fish Peanut 200g,lien haw foods,0,12.34,Taiwan,0,Yami,Dried Seafood,400,1600,4936
Dried Arctic Wild Stichopus Japonica Bag Package( 1 lb) 454g(with Ribs/Belt Bandage),peace pavilion,0,353,Canada,0,Yami,Dried Seafood,400,1600,141200
Dried Rosebud Flower Rose Bug tea 60g,president brand,0,9.99,United States,0,Yami,Dried Seafood,400,1600,3996
Qian Shi Euryale Ferox Salisb Dried Fox Nuts 16oz,president brand,1,16.99,United States,5,Yami,Dried Seafood,400,1600,6796
Pure Pomegranate Flower Whole 16 g - 100% Organic Dried Grown and harvested in USA,nestlady,0,18.99,United States,0,Yami,Dried Seafood,400,1600,7596
Verbena Tea Dried Flower and Leaf Tea Herb 100% Nature 5g,nestlady,0,19.9,United States,0,Yami,Dried Seafood,400,1600,7960
Wild Sea Cucumber 120g - Dried / Gift Box,nestlady,1,100,United States,5,Yami,Dried Seafood,400,1600,40000
?€?Frozen?€?Tilapia with Tom Yam Flavor 400g,xiangtai,1,8.99,Mainland China,5,Yami,Dried Seafood,400,1600,3596
Captain Jiang Deluxe Abalone Fish Maw Stew 300,captain jiang,1,21.99,Mainland China,5,Yami,Dried Seafood,200,800,4398
Unagi Kabayaki 227g,captain jiang,0,14.99,Mainland China,0,Yami,Dried Seafood,200,800,2998
?€?Frozen?€?A5 Sliced Chuck Eye Roll 1.5mm(A5),miyazaki,0,79.99,Japan,0,Yami,Dried Seafood,400,1600,31996
?€?Frozen?€?Golden Soup Seasoned Tilapia 500g,eagle coin,0,9.99,Mainland China,0,Yami,Dried Seafood,400,1600,3996
?€?Frozen?€?Spicy Seasoned Tilapia 500g,eagle coin,0,9.99,Mainland China,0,Yami,Dried Seafood,400,1600,3996
?€?Frozen?€?Sausage 283g,jia jia,0,5.59,Mainland China,0,Yami,Dried Seafood,400,1600,2236
Seasoned Abalone in Japanese Style 150g,captain jiang,0,14.99,Mainland China,0,Yami,Dried Seafood,200,800,2998
?€?Frozen?€?Tilapia With Prickly Ash 400g,xiangtai,1,8.99,Mainland China,5,Yami,Dried Seafood,400,1600,3596
Frozen Abalone Meat Skewer 3pcs*6skewer 162g,captain jiang,0,13.99,Mainland China,0,Yami,Dried Seafood,200,800,2798
?€?Frozen?€?Japanese Broiled Eel Unagi Kabayaki 311g,mister chen,8,15.99,Japan,5,Yami,Dried Seafood,400,1600,6396
TAK SHING HONG Mexico Butterfly Fish Maw 20g AAAA,tsh,0,109.99,United States,0,Yami,Dried Seafood,400,1600,43996
TAK SHING HONG Cordyceps Fungus 113g,tsh,2,12.99,United States,4,Yami,Dried Seafood,400,1600,5196
Yamaki Hanakatsu Bonito Flakes 80g,yamaki,2,5.79,Japan,5,Yami,Dried Seafood,400,1600,2316
?€?Frozen?€?Kiss Intestine Spicy Flavor 283g,jia jia,3,5.49,Mainland China,5,Yami,Dried Seafood,400,1600,2196
?€?Frozen?€?Crayfish (Hot & Spicy Flavor) 800g,asian choice,0,12.99,Unclear,0,Yami,Dried Seafood,300,1200,3897
?€????????€?Sliced Beef Tongue Centercut 226g,other brands,1,15.99,Unclear,5,Yami,Dried Seafood,400,1600,6396
?€?Frozen?€?Chopped Pepper Fish Head 640g,mr. lee,0,10.99,Mainland China,0,Yami,Dried Seafood,400,1600,4396
TS Folium Artemisiae Argyi (AAA) 226.8g,tsh,7,4.89,United States,5,Yami,Dried Seafood,400,1600,1956
?€?Frozen?€?40-50 BLK WHT H/O,packer brand,0,17.99,Mainland China,0,Yami,Dried Seafood,400,1600,7196
?€?Frozen?€?Miyako Yakitori 408g,miyako,1,10.99,Japan,5,Yami,Dried Seafood,400,1600,4396
?€?Frozen?€?Spicy Fish Head 640g,mr. lee,1,10.99,Mainland China,5,Yami,Dried Seafood,400,1600,4396
Honey Ginseng Tea 8.5g*36bags,prince of peace,0,24.99,Unclear,0,Yami,Dried Seafood,400,1600,9996
?€?Frozen?€?Garlic Pork Sausage 340g,chun wei kitchen,6,6.99,United States,4.5,Yami,Dried Seafood,200,800,1398
Fishsnack BBQ Flavor Think 56g,north sea,11,2.69,Taiwan,4.8,Yami,Dried Seafood,400,1600,1076
Kiss Burn Soybean Snacks 260g,weilong,21,5.29,Mainland China,4.6,Yami,Dried Seafood,400,1600,2116
WANG Fish Cake/Sausage Original Flavor 10PCS,wang food,117,5.69,Korea,4.1,Yami,Dried Seafood,400,1600,2276
Roasted  Seasoned Seaweed 12packs 48g,kc,12,5.69,Korea,4.2,Yami,Dried Seafood,400,1600,2276
"Roasted & Seasoned Seaweed 4g*12packs, 48g",shirakiku,57,4.99,Japan,4.6,Yami,Dried Seafood,400,1600,1996
Sandwich Nori Mix 30g,hanweiduo,1,4.49,Mainland China,5,Yami,Dried Seafood,25,100,112.25
HSINTUNGYANG Roasted Eel With Soy Bean 100g,hsintungyang,0,2.89,Taiwan,0,Yami,Dried Seafood,25,100,72.25
Fragrance Crispy Fish Floss 6.35oz,fragrance,0,2.99,Singapore,0,Yami,Dried Seafood,400,1600,1196
Tempura Seaweed Musroom And Black Pepper,tao kae noi,0,1.99,Thailand,0,Yami,Dried Seafood,400,1600,796
Kabayaki Herring,tahara,1,3.49,Japan,5,Yami,Dried Seafood,400,1600,1396
Fig Silk 8g,zd,326,0.69,Mainland China,4.6,Yami,Dried Seafood,400,1600,276
Red ginseng Changbai Mountain ginseng boxed Nourish and nourish body strengthen yang and prolong life 500g/box,tong ren tang,0,143.9,Mainland China,0,Yami,Dried Seafood,400,1600,57560
American Ginseng Gift American Ginseng Tablets Lozenge Slices American Ginseng Gift Box 1.2 Specification 100g,tong ren tang,0,98.9,Mainland China,0,Yami,Dried Seafood,400,1600,39560
Changbai Mountain Non-Wild Ginseng Wine Ginseng Ginseng Gift Box Ginseng 45 cm [Special Grade] Free Leather Box,nanjing tongrentang,0,199.9,Mainland China,0,Yami,Dried Seafood,400,1600,79960
Buldak Flavor Seaweed 5g*3,kwangcheonkim,0,2.29,Korea,0,Yami,Dried Seafood,400,1600,916
Ground Fried Salmon Floss 200g,weiyi,1,8.99,Taiwan,4,Yami,Dried Seafood,400,1600,3596
WANG Fish Cake Hot Chicken Flavor 10 Sticks 340g,wang food,43,5.49,Korea,4.6,Yami,Dried Seafood,400,1600,2196
Roasted & Seasoned Organic Seaweed 4g*9,kwangcheonkim,0,7.99,Korea,0,Yami,Dried Seafood,400,1600,3196
Roasted & Seasoned Laver Hot & Spicy 60g,badaone,0,3.99,Korea,0,Yami,Dried Seafood,200,800,798
Z Roll Potato Stick Original Flavor 72g,tao kae noi,34,3.49,Thailand,4.8,Yami,Dried Seafood,400,1600,1396
Black Pepper Salmon Bpss 105g,irvins,0,9.99,Singapore,0,Yami,Dried Seafood,400,1600,3996
Roasted Laver 130g,kwangcheonkim,0,6.89,Korea,0,Yami,Dried Seafood,400,1600,2756
Peru Squid Honey Lemon Flavor 80g,jinzai,0,5.99,Mainland China,0,Yami,Dried Seafood,400,1600,2396
Mild Tuna 150g,ottogi,35,3.19,Korea,4.7,Yami,Dried Seafood,400,1600,1276
Prepared Shredded Squid Sakiika Plain 226.8g,shirakiku,20,12.99,Japan,4.5,Yami,Dried Seafood,400,1600,5196
TONGRONG Rosast Eel Can 100g,tongyeng,23,2.19,Japan,4.7,Yami,Dried Seafood,400,1600,876
Abalone With Assorted Mushroom 780G,hao de zhuang,1,39.99,Mainland China,5,Yami,Dried Seafood,400,1600,15996
American Ginseng Gift American Ginseng Tablets Lozenge Slices American Ginseng Gift Box 1.8 Specification 100g,tong ren tang,0,168.8,Mainland China,0,Yami,Dried Seafood,400,1600,67520
Changbai Mountain Non-Wild Ginseng Wine Ginseng Ginseng Gift Box Ginseng 45 cm [Level 1] Free Leather Box,nanjing tongrentang,0,82.9,Mainland China,0,Yami,Dried Seafood,400,1600,33160
American Ginseng Gift American Ginseng Tablets Lozenge Slices American Ginseng Gift Box 0.8 Specification 100g,tong ren tang,0,78.8,Mainland China,0,Yami,Dried Seafood,400,1600,31520
Xlseafood Grade Premium Agentina Dry Shrimps 0.5 lb 75-100pcs per pack,xlseafood,0,39.99,United States,0,Yami,Dried Seafood,400,1600,15996
Changbai Mountain Non-Wild Ginseng Wine Ginseng Ginseng Gift Box Ginseng 45 cm [Level 2] Free Leather Box,nanjing tongrentang,0,62.9,Mainland China,0,Yami,Dried Seafood,400,1600,25160
Broken Ganoderma Spore Powder Basswood Ganoderma Spore Powder Changbai Mountain Spore Powder 100g/box,tong ren tang,0,54.8,Mainland China,0,Yami,Dried Seafood,400,1600,21920
Fresh Ginseng Honey Slices Changbai Mountain Instant Ginseng Honey Nourish Health and Improve Energy 65g,tong ren tang,0,45.4,Mainland China,0,Yami,Dried Seafood,400,1600,18160
White Ginseng Changbai Mountain Premium Ginseng Nourishing Body Soaking Wine 500g,tong ren tang,0,143.9,Mainland China,0,Yami,Dried Seafood,400,1600,57560
Prepared Shredded Squid Sakiika Smoked 56.7g,shirakiku,25,3.49,Japan,3.8,Yami,Dried Seafood,400,1600,1396
American Ginseng Gift American Ginseng Tablets Lozenge Slices American Ginseng Gift Box 1.0 Specification 100g,tong ren tang,0,88.8,Mainland China,0,Yami,Dried Seafood,400,1600,35520
[President brand] Wild abalone in clear soup 165G 18PCS,president brand,0,41.99,United States,0,Yami,Dried Seafood,400,1600,16796
[President brand] Wild abalone in clear soup 165G 4 PCS,president brand,0,66.99,United States,0,Yami,Dried Seafood,400,1600,26796
Changbai Mountain Ganoderma lucidum spore powder Northeast specialty bottled Ganoderma lucidum powder 250g,tong ren tang,0,82.5,Mainland China,0,Yami,Dried Seafood,400,1600,33000
Cod Fish Cheese Stick 48pc,ohgiya,25,9.69,Japan,4.8,Yami,Dried Seafood,400,1600,3876
[President brand] Wild abalone in clear soup 165G 5 PCS,president brand,0,63.99,United States,0,Yami,Dried Seafood,400,1600,25596
[President brand] Wild abalone in clear soup 165G 16PCS,president brand,0,44.99,United States,0,Yami,Dried Seafood,400,1600,17996
American Ginseng Gift American Ginseng Tablets Lozenge Slices American Ginseng Gift Box 1.4 Specification 100g,tong ren tang,0,118.8,Mainland China,0,Yami,Dried Seafood,400,1600,47520
Changbai Mountain Non-Wild Ginseng Wine Ginseng Ginseng Gift Box Ginseng 45 cm [Level 3] Free Leather Box,nanjing tongrentang,0,55.9,Mainland China,0,Yami,Dried Seafood,400,1600,22360
Shredded Squid Spicy 56.7g,shirakiku,48,3.59,Japan,4.3,Yami,Dried Seafood,400,1600,1436
Changbai Mountain Non-Wild Ginseng Wine Ginseng Ginseng Gift Box Ginseng 45 cm [Level 4] Free Leather Box,nanjing tongrentang,0,49.9,Mainland China,0,Yami,Dried Seafood,400,1600,19960
Delicious Braised Spicy Squid 180g,de delicious,0,15.99,Taiwan,0,Yami,Dried Seafood,400,1600,6396
Fish Tofu Crab Flavor 22g*30pc,gagazui,407,9.99,Mainland China,4.2,Yami,Dried Seafood,300,1200,2997
