Product_Name,Brand,Reviews,Price,Option,Origin,Rate,Platform,Category,Sold_Weekly,Sold_Monthly,Weekly_Revenue
Thai Banana Chips 50g,bestore,0,3.99,No,Mainland China,0,Yami,Chips,200,800,798
Crispy Rice Chips original flavor 220g,yumei,0,3.69,No,Mainland China,0,Yami,Chips,400,1600,1476
2-Color Sweet Potato Chips 180g,liancheng,0,6.39,No,Taiwan,0,Yami,Chips,25,100,159.75
Fish&Chips,Unclear,0,7.99,No,Korea,0,Yami,Chips,400,1600,3196
Crispy Rice Chips Hot and Spicy flavor 220g,yumei,0,3.69,No,Mainland China,0,Yami,Chips,400,1600,1476
Shrimp&Chips,Unclear,0,7.99,No,Korea,0,Yami,Chips,400,1600,3196
Chinese Style Chips Cumin Flavor 188g,xiangwangfei,4,2.99,No,Mainland China,4.8,Yami,Chips,400,1600,1196
Thin-cut Potato Chips (Spicy Flavor) 205g,bestore,0,3.79,No,Mainland China,4.5,Yami,Chips,200,800,758
"Instant Barbecue Snacks Potatoes Spicy Potato Chips Convenient Instant Lazy Food, 328g",yumei,0,5.99,No,Mainland China,4.4,Yami,Chips,400,1600,2396
Honey Butter Chip 60g,haitai,1213,2.19,4 Options,Korea,4.7,Yami,Chips,300,1200,657
GGE BBQ Cube Wheat Cracker 80g,weilih,400,1.89,9 Options,Taiwan,4.6,Yami,Chips,400,1600,756
Soybean Snacks 360g,weilong,10,6.49,No,Mainland China,4.8,Yami,Chips,400,1600,2596
Energy 99 Rice Roll Egg Yolk Flavor 180g,pei tien,478,2.59,4 Options,Taiwan,4.8,Yami,Chips,400,1600,1036
GGE Seaweed Cracker 80g,weilih,192,1.89,9 Options,Taiwan,4.6,Yami,Chips,400,1600,756
Spicy Rice Cake Sticks Snack 230g,haitai,301,3.49,2 Options,Korea,4.5,Yami,Chips,300,1200,1047
CALBEE MY POTE GARLIC HERB BUTTR 60g,calbee,18,1.49,No,Japan,4.4,Yami,Chips,25,100,37.25
GGE Baked Rice Snack Chocolate Flavor 45g,weilih,200,1.89,No,Taiwan,4.7,Yami,Chips,400,1600,756
PANPAN Wheat Crunch Spicy Chicken Flavor 105g,asia foods,161,1.89,8 Options,Mainland China,4.7,Yami,Chips,300,1200,567
Stax Original Flavor 90g,lay's,0,3.29,No,Mainland China,0,Yami,Chips,25,100,82.25
GGE Soy Sauce Ramen Wheat Cracker 80g,weilih,135,1.89,9 Options,Taiwan,4.7,Yami,Chips,400,1600,756
Turtle Chip Choco Churos Flavor 160g,orion,4,4.39,No,Korea,4.8,Yami,Chips,400,1600,1756
Baked Potato Slim 80g,haitai,137,1.89,No,Korea,4.5,Yami,Chips,300,1200,567
Japanese Shrimp Cracker 2.92oz,kameda,1,3.49,No,Japan,5,Yami,Chips,400,1600,1396
Stax Cucumber Flavor 104g,lay's,244,3.29,10 Options,Mainland China,4.7,Yami,Chips,300,1200,987
Rice Cracker Soft Salad New 139g,kameda,0,3.99,No,Japan,0,Yami,Chips,400,1600,1596
Egg Great Original Flavor 180g,zsxx,0,3.49,No,Mainland China,0,Yami,Chips,400,1600,1396
GGE Wheat Cracker Original Ramen Flavor 80g,weilih,84,1.89,9 Options,Taiwan,4.4,Yami,Chips,400,1600,756
MIZUHO Mini Wasabi Rice Crackers 90g,mizuho,2,1.99,No,Japan,5,Yami,Chips,400,1600,796
Rick Cracker-Yuzu Flavor 80g,jayone,0,2.49,No,Korea,0,Yami,Chips,400,1600,996
Hnamatsuri Limited Edition Baked Rice Cracker 50g,befco,0,3.49,No,Japan,0,Yami,Chips,200,800,698
LESLIE'S Banana Thins Honey Dipped 100g,leslie's,1,1.99,No,Philippine,5,Yami,Chips,25,100,49.75
Rice Stick Seafood Flavor 75g,koikeya,1,2.09,No,Japan,5,Yami,Chips,400,1600,836
Japanese Traditional Seaweed Rice Cracker 85g,shirakiku,53,2.99,No,Japan,3.9,Yami,Chips,400,1600,1196
Conch Shape Snack 300g,mirae bakery,0,3.99,No,Korea,0,Yami,Chips,400,1600,1596
Chocolate  Brownie Crispy 90g,bruno,0,2.99,No,Japan,0,Yami,Chips,200,800,598
Korean Snack Puffed Star Snack Macaroni 297g,assi brand,0,8.19,No,Korea,0,Yami,Chips,200,800,1638
Sweet Potato Crispy Crunch-Plum Flavor 150g,yingbo,0,7.69,No,Taiwan,0,Yami,Chips,400,1600,3076
Puffed Grain Snack-Round-Small 100g,jayone,0,3.69,No,Korea,0,Yami,Chips,400,1600,1476
Sapporo Corn Senbei Grilled 6pcs,yoshimi,6,14.99,No,Japan,4.8,Yami,Chips,400,1600,5996
Shrimp Snack Original Flavor 70g,marco polo,0,1.59,No,Indonesia,0,Yami,Chips,400,1600,636
Karamucho Hot Chili Potato Sticks 40g,koikeya,86,1.89,No,Japan,4.6,Yami,Chips,400,1600,756
Shrimp Snack Cheese Flavor,marco polo,0,1.59,No,Indonesia,0,Yami,Chips,400,1600,636
Korean Oranda Snack 300g,other brands,0,3.99,No,Unclear,0,Yami,Chips,400,1600,1596
Bino 4 Strip Tasty Salt,tohato,0,2.39,No,Japan,0,Yami,Chips,400,1600,956
Rice Cracker Happy Turn English 108g,kameda,0,4.39,No,Japan,0,Yami,Chips,400,1600,1756
Puffed Corn 14.1oz,arirang,0,8.69,No,Korea,0,Yami,Chips,300,1200,2607
Egg Great With Add Calcium 180g,zsxx,1,3.49,No,Mainland China,5,Yami,Chips,400,1600,1396
Ya Potato Spicy Crayfish Flavor 70g,orion,0,3.29,No,Korea,0,Yami,Chips,400,1600,1316
Japanese Pride Potato Vege Flavor 63g,koikeya,0,3.29,7 Options,Japan,5,Yami,Chips,400,1600,1316
Fried Paste 150g,other brands,0,3.69,No,Unclear,0,Yami,Chips,400,1600,1476
Korean Rice Snack 8.8oz,arirang,0,6.99,No,Korea,0,Yami,Chips,300,1200,2097
Sweet Potato Crispy Crunch-Original Flavor 150g,yingbo,0,7.69,No,Taiwan,0,Yami,Chips,400,1600,3076
Sweet Potato Crispy Crunch-Pepper Flavor 150g,yingbo,0,7.69,No,Taiwan,0,Yami,Chips,400,1600,3076
JAGABEE KETCHUP 3P 90g,calbee,8,3.69,No,Japan,4.1,Yami,Chips,25,100,92.25
Peanut Butter Brownie Crispy 90g,bruno,0,2.99,No,Japan,0,Yami,Chips,200,800,598
Mocha Brownie Crispy 90g,bruno,0,2.99,No,Japan,0,Yami,Chips,200,800,598
Sesame Cracker Sticks 70g,paldo,20,1.49,No,Korea,4.5,Yami,Chips,400,1600,596
Jagabee Lightly Salted 3p 3.18oz,calbee,2,3.89,No,Japan,5,Yami,Chips,200,800,778
Shrimp Crackers Hot Chili & Lime 85g,papatonk,4,3.99,No,Indonesia,4.2,Yami,Chips,400,1600,1596
Crispy Ramen Snack Yakisoba Flavor 74g,babystar,6,1.69,No,Japan,4.5,Yami,Chips,300,1200,507
QinQin-Crawfish Crakers (Thai Curry) 80g,chinchin,4,1.69,6 Options,Taiwan,4.8,Yami,Chips,200,800,338
Rice Cracker 100g,mizuho,3,1.99,No,Japan,4.6,Yami,Chips,400,1600,796
Salted Egg Salmon Skin 230g,irvins,4,17.99,2 Options,Singapore,5,Yami,Chips,200,800,3598
Corn Roll-Japanese Style Grilled Seaweed  100g,pei tien,6,2.39,No,Taiwan,4.7,Yami,Chips,400,1600,956
Barley Snack 150g,haitai,5,2.29,No,Korea,4.8,Yami,Chips,400,1600,916
Koikeya Polinky Corn Soup Flavor 45g,koikeya,9,1.99,No,Japan,4.8,Yami,Chips,400,1600,796
Imo Karinto 140g,sakakin,1,3.49,No,Japan,3,Yami,Chips,400,1600,1396
Rice Cracker 8 Mate Mix Arae 454g,shirakiku,2,7.99,3 Options,Japan,5,Yami,Chips,400,1600,3196
Shrimp Crackers Original 85g,papatonk,7,3.99,No,Indonesia,5,Yami,Chips,400,1600,1596
LAYS NPC MP(ORI+CC+LIME 2021Q3)70G*3,lay's,5,10.99,No,Mainland China,5,Yami,Chips,200,800,2198
GUAI GUAI Corn Cracker Creamy Coconut Flavor 52g,kwan,37,1.49,3 Options,Taiwan,4.7,Yami,Chips,25,100,37.25
GUAI GUAI Corn Cracker Creamy Coconut Flavor 52g,kwan,37,1.49,3 Options,Taiwan,4.7,Yami,Chips,25,100,37.25
Shrimp Crackers Original 85g,papatonk,7,3.99,No,Indonesia,5,Yami,Chips,400,1600,1596
Crunchy Rice Rolls Strawberry Flavor,mammos,1,2.49,No,Korea,3,Yami,Chips,25,100,62.25
Ramen Snack Tonkatsu Flavor 70g,babystar,4,2.09,No,Japan,4.5,Yami,Chips,300,1200,627
Stevia Sweetened Chocolate Covered Poprorn Dark Chocolate Caramel Popcorn,lilys,0,7.99,No,United States,0,Yami,Chips,200,800,1598
KARAMUCHO HOT CHILI PARTY BAG 175g,koikeya,2,5.49,No,Japan,5,Yami,Chips,400,1600,2196
Potato French Fries BBQ Steak Flavor 70g,orion,5,2.59,10 Options,Korea,5,Yami,Chips,400,1600,1036
Rice Cracker Nori Flavor 454g,shirakiku,0,11.49,3 Options,Japan,0,Yami,Chips,400,1600,4596
Salt Seaweed Potato Sticks 40g,koikeya,8,1.69,No,Japan,4.4,Yami,Chips,400,1600,676
Red Lentil Snack Crisps Tomato Basil Flavor 85g,harvest snaps,1,2.49,No,United States,3,Yami,Chips,25,100,62.25
Puffed Rice Sour Cream & Onion Flavor100g,captain danny,0,5.49,No,Taiwan,0,Yami,Chips,300,1200,1647
Cassava Blackpepper 200g,kusuka,1,2.39,3 Options,Indonesia,4,Yami,Chips,400,1600,956
Potato French Fries BBQ Chicken Flavor 70g,orion,3,2.59,10 Options,Korea,5,Yami,Chips,400,1600,1036
Energy 99 Egg Roll 180g -Pumpkin Flavor,pei tien,32,2.29,4 Options,Taiwan,4.3,Yami,Chips,400,1600,916
Bin Bin Rice Crackers Coconut Milk Flavor 150g,namchow,29,2.19,No,Mainland China,4.1,Yami,Chips,400,1600,876
Pita Crackers Mediterranean Herb 120g,simple mills,0,6.49,No,United States,0,Yami,Chips,400,1600,2596
Japanese Shoyo Rice Cracker 60g,amanoya,30,1.99,No,Japan,4.9,Yami,Chips,100,400,199
Energy 99 Egg Roll Creamy Corn Flavor 100g,pei tien,25,2.29,4 Options,Taiwan,4.3,Yami,Chips,400,1600,916
Corn Chip Snack 148g,crown,2,2.69,No,Korea,5,Yami,Chips,25,100,67.25
Pita Crisps Garlic & Herb 191g,stacy`s,3,3.59,6 Options,United States,5,Yami,Chips,400,1600,1436
Red Lentil Snack Crisps Sour Cream Onion 71g,harvest snaps,0,2.99,No,United States,0,Yami,Chips,25,100,74.75
Potato Strips BBQ Flavor 75g,koikeya,0,2.29,3 Options,Japan,4.7,Yami,Chips,400,1600,916
Shrimp Crackers Spicy 80g,chinchin,0,1.99,6 Options,Taiwan,5,Yami,Chips,200,800,398
Wide Ramen Chicken Big Pack 185g,babystar,0,4.79,No,Japan,4.8,Yami,Chips,200,800,958
Puffed Rice Cake 125g,nonghyup,0,2.99,2 Options,Korea,5,Yami,Chips,400,1600,1196
MIX Biscuit Sticks Original Flavor 60g,vfoods,0,1.29,6 Options,Thailand,4.9,Yami,Chips,400,1600,516
Rice Cracker Hot Mate Mix Arare 453g,shirakiku,0,7.99,3 Options,Japan,0,Yami,Chips,400,1600,3196
Sweet Potato Fries 155g,shibuya,30,4.19,No,Japan,3.5,Yami,Chips,400,1600,1676
Popchips Sea Salt & Vinegar 142g,popchips,2,4.39,No,United States,5,Yami,Chips,400,1600,1756
Yopokki Shaped Snack Cheese Flavor 50g,youngpoong,0,1.69,3 Options,Korea,4.8,Yami,Chips,400,1600,676
JagaRico Potato Stick Umami Seaweed Flavor 52g,calbee,0,2.09,4 Options,Japan,4.7,Yami,Chips,200,800,418
Shrimp Sticks 20g * 40 Bags,mimi,0,6.99,2 Options,Mainland China,4.8,Yami,Chips,400,1600,2796
Koloko Pea Crackers Spicy Flavor 140g,lianhwa,0,3.39,7 Options,Taiwan,4.4,Yami,Chips,25,100,84.75
Koloko Pea Crackers Original 140g,lianhwa,0,3.39,7 Options,Taiwan,5,Yami,Chips,25,100,84.75
Hello Kitty Grains Rice Roll (Package Color Sent Randomly) 160g,pei tien,0,2.99,No,Taiwan,4.9,Yami,Chips,400,1600,1196
Japanese Pride Potato USU Shio Sea Salt Flavor 63g,koikeya,0,3.29,7 Options,Japan,0,Yami,Chips,400,1600,1316
Japanese Rice Cracker 132g,amanoya,14,3.39,No,Japan,4.7,Yami,Chips,25,100,84.75
Corn Flavor Cracker 60g,koikeya,15,2.69,No,Japan,4.8,Yami,Chips,25,100,67.25
Paleo Puffs Crunchy Himlyn Salt&Apple Cider Vngr At least 95% Organic 141g,er evil,2,5.69,No,United States,4.5,Yami,Chips,200,800,1138
Natural Farm Rice Crackers 60g,want want,50,1.29,6 Options,Taiwan,4.6,Yami,Chips,400,1600,516
JagaRico Potato Stick Hokkaido Butter Flavor 58g,calbee,0,2.09,4 Options,Japan,4.6,Yami,Chips,200,800,418
JagaRico Potato Stick Original Flavor 60g,calbee,0,2.09,4 Options,Japan,4.7,Yami,Chips,200,800,418
Snack Crispy Ramen Garlic Flavor 70g,babystar,0,1.79,No,Japan,4.7,Yami,Chips,300,1200,537
Snack Crispy Ramen Spicy 70g,babystar,0,1.79,No,Japan,4.9,Yami,Chips,300,1200,537
CROWN Corn Chip Family Pack  248g,natural story,0,6.49,No,Korea,4.7,Yami,Chips,400,1600,2596
SAMXIINGZH Sanko Jukusei Salad 20pcs,sanxingzhiguo,0,3.29,No,Japan,0,Yami,Chips,400,1600,1316
Green Pea Snack Crisps Wasabi Ranch 94g,harvest snaps,1,2.29,No,United States,5,Yami,Chips,25,100,57.25
Rice Cracker 70g,mizuho,7,1.69,No,Japan,4.4,Yami,Chips,400,1600,676
Green Pea Snack Crisps Black Pepper,harvest snaps,1,2.29,No,United States,4,Yami,Chips,25,100,57.25
Potato Strips Cheese Flavor 75g,koikeya,0,2.29,3 Options,Japan,4.8,Yami,Chips,400,1600,916
Shrimp Cracker Seaweed Flavor 80g,chinchin,0,1.99,6 Options,Taiwan,4,Yami,Chips,200,800,398
Cheese Sticks 80g,oishi,0,2.29,No,Mainland China,5,Yami,Chips,400,1600,916
Onion Rings 140g,calbee,0,4.29,2 Options,Japan,4.8,Yami,Chips,200,800,858
Yopokki Shaped Snack Hot & Spicy 50g,youngpoong,0,1.69,3 Options,Korea,4.8,Yami,Chips,400,1600,676
Snack Wide Ramen Spicy Big Pack 165g,babystar,0,4.79,No,Japan,4.5,Yami,Chips,200,800,958
Snack Wide Ramen Chicken 75g,babystar,0,2.09,No,Japan,4.1,Yami,Chips,300,1200,627
Snack crispy Ramen Chicken FLavor 75g,babystar,0,1.79,No,Japan,4.8,Yami,Chips,300,1200,537
GGE Hot Chili Flavor Wheat Cracker 80g,weilih,0,1.89,9 Options,Taiwan,4.7,Yami,Chips,400,1600,756
"Power Curls,Fiery Hot  At least 70% Organic 114g",er evil,1,5.99,No,United States,5,Yami,Chips,200,800,1198
Potato Sticks  Salted Egg Yolk Flavor 48g,v-loong,0,2.59,No,Mainland China,0,Yami,Chips,400,1600,1036
Japanese Baked Rice Cracker Japanese Salt 10 Pack 144g,kingodo,0,3.69,No,Japan,0,Yami,Chips,400,1600,1476
Ramen Snack Tonkotsu Flavor70g,babystar,0,1.69,No,Japan,4.7,Yami,Chips,300,1200,507
Puffed Rice Caramel Flavor 100g,captain danny,0,5.49,5 Options,Taiwan,4.8,Yami,Chips,300,1200,1647
Snack Wide Ramen Spicy 70g,babystar,0,2.09,No,Japan,4.3,Yami,Chips,300,1200,627
Puffed Black Bean Rice Cake125g,nonghyup,0,3.69,2 Options,Korea,4.5,Yami,Chips,400,1600,1476
Honey Butter Chip Fromage Blanc 120g,haitai,0,3.99,4 Options,Korea,4.8,Yami,Chips,400,1600,1596
Bin Bin Rice Cracker 106g,namchow,0,1.29,No,Mainland China,4.8,Yami,Chips,400,1600,516
Baked Potato Slim Large 240g,haitai,0,4.49,No,Korea,4.7,Yami,Chips,400,1600,1796
Thai Flavor Miengkam Krobros Flavor Potato Chips 50g,lay's,0,4.99,No,Mainland China,0,Yami,Chips,25,100,124.75
Frozen Breaded Lotus Roots Chips  JNK 300g,taste of mainland china,0,6.99,No,Mainland China,0,Yami,Chips,400,1600,2796
Extra Barbecue Flavor Potato Chips,lay's,0,4.99,No,Mainland China,0,Yami,Chips,25,100,124.75
Limited Production Imo Komachi Fries 8pc,calbee,7,15.99,18 Options,Japan,4.1,Yami,Chips,400,1600,6396
eternal rose flower snack box,roseonly,0,159,No,Mainland China,0,Yami,Chips,400,1600,63600
Fragrant Brittle Fries Honey Butter Flavor 20g,cuishengsheng,0,1.39,No,Mainland China,0,Yami,Chips,25,100,34.75
Prawn Crackers Barbecue Flavor 25g,bestore,0,3.99,No,Mainland China,0,Yami,Chips,200,800,798
MISTER POTATO Smoked chicken Flavor Potato Crisps 150g,mamee chef,0,5.99,No,Malaysia,0,Yami,Chips,25,100,149.75
Twisties Spicy Seaweed Splash 60g,mondelez,0,4.99,No,Japan,0,Yami,Chips,400,1600,1996
Halloween Special Gift,oishi,0,88.88,No,Mainland China,0,Yami,Chips,400,1600,35552
Prawn Crackers Original Flavor 7g,oishi,0,0.22,No,Mainland China,0,Yami,Chips,400,1600,88
[Mainland China Direct Mail] Mimi Shrimp Stick Single Pack Crab Flavor Delicious Puffed Snacks Network Red Casual Nostalg,aishang,0,1.5,No,Mainland China,5,Yami,Chips,300,1200,450
French fries sticks spicy crayfish flavor fries snacks 100g,be & cheery,0,4.9,2 Options,Mainland China,0,Yami,Chips,200,800,980
Fries Sticks Spicy Fries Fries Snacks 100g,be & cheery,0,4.9,2 Options,Mainland China,0,Yami,Chips,200,800,980
[Mainland China Direct Mail] Mimi Shrimp Sticks Single Pack Love Still Delicious Puffed Snacks Internet Red Casual Nostalgia Sn,aishang,0,1.5,No,Mainland China,3,Yami,Chips,300,1200,450
[Mainland China direct mail] BE&CHEERY Herb flavor - gold corn beans / vegetarian corn snacks snack popcorn puffed food snacks70g,be & cheery,0,7.9,No,Mainland China,5,Yami,Chips,200,800,1580
Christmas Limited Chocolate Shrimp Cracker  6pc,calbee,0,18.99,18 Options,Japan,0,Yami,Chips,400,1600,7596
Prawn Crackers Original Flavor 7g,oishi,0,0.22,No,Mainland China,0,Yami,Chips,400,1600,88
[Mainland China Direct Mail] Mimi Shrimp Stick Single Pack Crab Flavor Delicious Puffed Snacks Network Red Casual Nostalg,aishang,0,1.5,No,Mainland China,5,Yami,Chips,300,1200,450
French fries sticks spicy crayfish flavor fries snacks 100g,be & cheery,0,4.9,2 Options,Mainland China,0,Yami,Chips,200,800,980
Fries Sticks Spicy Fries Fries Snacks 100g,be & cheery,0,4.9,2 Options,Mainland China,0,Yami,Chips,200,800,980
Kettle Chips Light Salt Flavor 150g,calbee,4,4.69,No,Japan,4.2,Yami,Chips,25,100,117.25
Sweet Plantains Vegetable Chips 142g,terra chips,1,5.49,No,United States,5,Yami,Chips,400,1600,2196
Corn Chips 70g,crown,5,1.49,No,Korea,5,Yami,Chips,25,100,37.25
Potato Aged White Cheddar,popcorners,1,4.69,No,United States,5,Yami,Chips,400,1600,1876
"Sweet Potato Chips Sweets & Apples, Hint of Cinn 156g",terra chips,0,5.39,No,United States,0,Yami,Chips,400,1600,2156
Tomato Flavor 108g,angel potato chips,0,2.99,9 Options,Mainland China,0,Yami,Chips,300,1200,897
Fresh Cucumber Flavor 108g,angel potato chips,0,2.99,9 Options,Mainland China,0,Yami,Chips,300,1200,897
Artificial Beef Flavor 50g,angel potato chips,2,1.49,9 Options,Mainland China,3.5,Yami,Chips,300,1200,447
Flavor 50g,angel potato chips,3,1.49,9 Options,Mainland China,2.7,Yami,Chips,300,1200,447
Tomato Flavor 50g,angel potato chips,10,1.49,9 Options,Mainland China,3.7,Yami,Chips,300,1200,447
Artificial Chicken Flavor 50g,angel potato chips,2,1.49,9 Options,Mainland China,3,Yami,Chips,300,1200,447
Lay?€?s Potato Chips Tomato Flavor 70g,lay's,9,2.69,No,Mainland China,5,Yami,Chips,25,100,67.25
Potato Chips Chicken Flavor 70g,lay's,14,2.69,No,Mainland China,4.7,Yami,Chips,25,100,67.25
Vegetable Potato Chips Cucumber Flavor 55g,koushuiwa,11,3.29,4 Options,Mainland China,3.5,Yami,Chips,25,100,82.25
Vegetable Potato Chips Original Smell Flavor 55g,koushuiwa,4,3.29,4 Options,Mainland China,2,Yami,Chips,25,100,82.25
Corn Chips Sea Salt Flavor 35g,dongxiaojie,0,1.29,3 Options,Mainland China,4.2,Yami,Chips,25,100,32.25
Yum Chips Tomato Beef Flavor 90g,aiyomi,0,2.59,4 Options,Mainland China,3.4,Yami,Chips,300,1200,777
Baked Potato Chips Vegetable Flavor 56g,xiaowangzi,0,2.79,6 Options,Mainland China,5,Yami,Chips,400,1600,1116
Baked Potato Chips Spicy Flavor 56g,xiaowangzi,0,2.79,6 Options,Mainland China,4,Yami,Chips,400,1600,1116
Baked Potato Chips Spicy Flavor 90g,xiaowangzi,0,3.29,6 Options,Mainland China,4.7,Yami,Chips,400,1600,1316
Potato Chips Japenese Salad Flavor 70g,orion,0,2.69,2 Options,Korea,4.7,Yami,Chips,400,1600,1076
LONELY GOD Potato Rice Chips BBQ Flavor 70g,want want,0,1.99,2 Options,Taiwan,3.2,Yami,Chips,400,1600,796
Yam Chips Egg Yolk Flavor 35g,aishang,0,0.89,3 Options,Mainland China,4.3,Yami,Chips,300,1200,267
Potato Chips BBQ Flavor 50g,oishi,0,2.19,8 Options,Mainland China,4.8,Yami,Chips,400,1600,876
Sour Cream & Onion Flavor Banana Chips 45g,hom,0,2.79,2 Options,Thailand,4.5,Yami,Chips,400,1600,1116
Potato Chips Crab Curry Flavour Chips 52g,tasto,0,2.39,4 Options,Thailand,4.2,Yami,Chips,400,1600,956
Baked Crispy Coconut Chips 84g,jans,0,2.59,No,Indonesia,4.3,Yami,Chips,400,1600,1036
Yam Chips Snacks Tomato Flavor 100g,yumei,0,1.69,2 Options,Mainland China,4,Yami,Chips,400,1600,676
Corn Chips Original Flavor 80g,koushuiwa,0,2.99,No,Mainland China,4.1,Yami,Chips,400,1600,1196
Potato Chips Cumin Roasted Lamb Flavor 70g,lay's,27,2.49,No,Mainland China,4.8,Yami,Chips,25,100,62.25
Potato Chips Grilled Shrimp and Seafood Flavor 48g,lay's,40,1.99,3 Options,Mainland China,4.7,Yami,Chips,25,100,49.75
Spicy Flavor 108g,angel potato chips,123,3.29,9 Options,Mainland China,4.5,Yami,Chips,300,1200,987
Potato Chips Crispy Thai Traditional Miang Kham Flavor 50g,lay's,21,1.99,No,Mainland China,4.6,Yami,Chips,25,100,49.75
Potato Chips Seaweed Salt Flavor 55g,nissin,6,2.49,4 Options,Japan,4.3,Yami,Chips,400,1600,996
Vegetable Potato Chips BBQ Smell Flavor 55g,koushuiwa,6,3.29,4 Options,Mainland China,3.7,Yami,Chips,25,100,82.25
potato chips Original flavor 145g,lay's,1,3.69,2 Options,Mainland China,5,Yami,Chips,25,100,92.25
Corn Chips Original Flavor 25g,xiaowangzi,0,0.99,No,Mainland China,4.5,Yami,Chips,400,1600,396
Yam Chips Tomato Flavor 90g,hongtu,0,2.49,3 Options,Mainland China,4.6,Yami,Chips,400,1600,996
Corn Love Song Corn Chips Spicy Flavor 40g,xiaowangzi,0,1.69,6 Options,Mainland China,2,Yami,Chips,400,1600,676
Potato Chips Spicy Salted Egg Flavor 50g,tasto,0,2.99,2 Options,Thailand,4.2,Yami,Chips,400,1600,1196
KRAKEN Shark Potato Chips Cheese Flavor 60g,oishi,0,2.09,3 Options,Mainland China,3,Yami,Chips,400,1600,836
Potato Chips Salted Egg Yolk Flavor 60g,oishi,0,2.09,No,Mainland China,3.2,Yami,Chips,400,1600,836
Yam Chips Tomato Flavor 35g,aishang,0,0.89,3 Options,Mainland China,3.7,Yami,Chips,300,1200,267
Potato Chips Spicy Flavor 50g,oishi,0,1.89,8 Options,Mainland China,5,Yami,Chips,400,1600,756
Potato Chips BBQ Flavor Chips 52g,tasto,0,2.39,4 Options,Thailand,4.6,Yami,Chips,400,1600,956
Baogangshupian Potato Chips Wasabi Flavor 70g,laua,0,2.99,3 Options,Mainland China,4.5,Yami,Chips,400,1600,1196
Potato Chips Sea Salt with Black Peeper Flavor 40g,lay's,0,1.49,No,Mainland China,0,Yami,Chips,400,1600,596
Potato Chips Lime Flavor  40g,lay's,0,1.49,No,Mainland China,5,Yami,Chips,400,1600,596
Black Pepper Taro Chips 84g,jans,0,1.89,5 Options,Indonesia,3,Yami,Chips,400,1600,756
Cassava Chips Tumeric Flavor 100g,jans,0,2.29,5 Options,Indonesia,3,Yami,Chips,400,1600,916
Vegetable Potato Chips Tomato Flavor 55g,koushuiwa,3,3.29,4 Options,Mainland China,3.7,Yami,Chips,25,100,82.25
Potato Chips Salt Flavor  55g,nissin,1,2.49,4 Options,Japan,5,Yami,Chips,400,1600,996
Corn Chips Barbecue Flavor 35g,dongxiaojie,0,1.29,3 Options,Mainland China,4.8,Yami,Chips,25,100,32.25
Yum Chips BBQ Flavor 90g,aiyomi,0,2.59,4 Options,Mainland China,4,Yami,Chips,300,1200,777
Baked Potato Chips Sea Salt Flavor 56g,xiaowangzi,0,2.79,6 Options,Mainland China,5,Yami,Chips,400,1600,1116
Potato Chips Italian Tomato Flavor 70g,orion,0,2.69,2 Options,Korea,5,Yami,Chips,400,1600,1076
KRAKEN Shark Potato Chips Extra Hot Flavor 60g,oishi,0,2.09,3 Options,Mainland China,4.4,Yami,Chips,400,1600,836
Chinese Yam Chips Cumin Flavor 70g,bestore,0,1.99,2 Options,Mainland China,0,Yami,Chips,200,800,398
Kkobug Chips Sweet Cinnamon Flavor 80g,orion,0,1.89,4 Options,Korea,2,Yami,Chips,400,1600,756
LONELY GOD Potato Rice Chips Sea Salty Flavor 70g,want want,0,1.99,2 Options,Taiwan,5,Yami,Chips,400,1600,796
KRAKEN Shark Potato Chips Cheese Flavor 60g,oishi,0,2.09,3 Options,Mainland China,3,Yami,Chips,400,1600,836
Potato Chips Lime Flavor  40g,lay's,0,1.49,No,Mainland China,5,Yami,Chips,400,1600,596
Cassava Chips Tumeric Flavor 100g,jans,0,2.29,5 Options,Indonesia,3,Yami,Chips,400,1600,916
Baked Corn Chips 72g,cw,0,2.09,No,Korea,4.3,Yami,Chips,25,100,52.25
Yam Chips Sauce Flavor 90g,hongtu,0,2.49,3 Options,Mainland China,4.8,Yami,Chips,400,1600,996
Yam Chips Seaweed Flavor 90g,hongtu,0,2.49,3 Options,Mainland China,4.7,Yami,Chips,400,1600,996
Baked Potato Chips Barbecue Flavor 56g,xiaowangzi,0,2.79,6 Options,Mainland China,1,Yami,Chips,400,1600,1116
Yum Chips Sichuan Spicy Flavor 90g,aiyomi,0,2.59,4 Options,Mainland China,4.5,Yami,Chips,300,1200,777
Corn Chips Sea Salt Flavor 25g,xiaowangzi,0,0.99,No,Mainland China,4.5,Yami,Chips,400,1600,396
Corn Chips Barbecue Flavor 25g,xiaowangzi,0,0.99,No,Mainland China,4.6,Yami,Chips,400,1600,396
Corn Chips Original Flavor 35g,dongxiaojie,0,1.29,3 Options,Mainland China,4.8,Yami,Chips,25,100,32.25
Corn Love Song Corn Chips Spicy Flavor  75g,xiaowangzi,0,2.29,6 Options,Mainland China,4.1,Yami,Chips,400,1600,916
Baked Potato Chips Vegetable Flaovr 90g,xiaowangzi,0,3.29,6 Options,Mainland China,5,Yami,Chips,400,1600,1316
Potato Chips Salted Egg Flavor 50g,tasto,0,2.99,2 Options,Thailand,4.2,Yami,Chips,400,1600,1196
KRAKEN Shark Potato Chips Smoked BBQ Flavor 60g,oishi,0,2.09,3 Options,Mainland China,4.5,Yami,Chips,400,1600,836
