Title,Title_link,Thumbnail,brand-title,comment-star__count,Price,brand-variants,price-valid,price-invalid,price-discount,Headline,Field1,Field2,Field3
Shiroi Koibito Chocolat  Box  54 Pieces  Mix White and Black Chocolate,https://www.yamibuy.com/en/p/shiroi-koibito-chocolat-box-54-pieces-mix-white-and-black-chocolate/3016095711,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ISHIYA SEIKA,1,$78.93,,,,,Shiroi Koibito Chocolat  Box  54 Pieces  Mix White and Black Chocolate,1,Japan,5
Candy Balls Peach,https://www.yamibuy.com/en/p/candy-balls-peach/1147009981,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YO MAN,1,$2.89,,,,,Candy Balls Peach,1,China,5
Japanese Chocolate Gift Box 20pc,https://www.yamibuy.com/en/p/japanese-chocolate-gift-box-20pc/1018046931,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Morozoff,,$18.99,,,,,Japanese Chocolate Gift Box 20pc,Be the first!,Japan,
Soft Chocolate Cake 155g,https://www.yamibuy.com/en/p/soft-chocolate-cake-155g/1016081011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,,$4.99,,,,,Soft Chocolate Cake 155g,Be the first!,Japan,
Japanese Kit Kat 10 Limited Flavor Wafer 25pc,https://www.yamibuy.com/en/p/10-limited-flavor-wafer-christmas-package-25pc/1018046311,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,,,,$69.99,$79.99,13% OFF,Japanese Kit Kat 10 Limited Flavor Wafer 25pc,Be the first!,Japan,
Gold Konpeito 60g,https://www.yamibuy.com/en/p/gold-konpeito-60g/1018046701,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MARUTAI,2,$1.99,2 Options,,,,Gold Konpeito 60g,2,Japan,5
Wamotase Salt Mint Candy 78g,https://www.yamibuy.com/en/p/wamotase-salt-mint-78g/1018040711,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KASUGAI,4,$2.89,,,,,Wamotase Salt Mint Candy 78g,4,Japan,4.2
Cacao Macaroons 3pc,https://www.yamibuy.com/en/p/cacao-macaroons-3pc/3018047931,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ROYCE,1,,22 Options,$17.99,$27.99,36% OFF,Cacao Macaroons 3pc,1,Japan,5
Candy Balls Sesame,https://www.yamibuy.com/en/p/candy-balls-sesame/1147009991,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YO MAN,2,$2.89,,,,,Candy Balls Sesame,2,China,5
Bear Collection Chocolate 21 Pcs 88g,https://www.yamibuy.com/en/p/bear-collection-chocolate-21-pcs-88g/1018048771,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MARY'S,,$27.99,,,,,Bear Collection Chocolate 21 Pcs 88g,Be the first!,Japan,
Lipton Fruit Tea Sour & Sweet 60g,https://www.yamibuy.com/en/p/lipton-fruit-tea-sour-sweet-60g/1018045371,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KASUGAI,3,$3.19,,,,,Lipton Fruit Tea Sour & Sweet 60g,3,Japan,4.7
Chewing Candy Milk Flavor 63g,https://www.yamibuy.com/en/p/lotte-koala-s-malang-chewing-candy-milk-flavor-63g/1018039271,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOTTE Korea,11,$3.29,3 Options,,,,Chewing Candy Milk Flavor 63g,11,Korea,4.9
4444 Coconut Almond Dark Chocolate 35g,https://www.yamibuy.com/en/p/4444-coconut-almond-dark-chocolate-34g/1018044061,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MUNK PACK,,$2.49,,,,,4444 Coconut Almond Dark Chocolate 35g,Be the first!,United States,
【Editor's Pick】Chocolate Flavor Snacks 9 Treats included,https://www.yamibuy.com/en/p/value-pack-chocolate-flavor-snacks-9-treats-included/1018046221,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,2,$35.99,,,,,【Editor's Pick】Chocolate Flavor Snacks 9 Treats included,2,N/A,5
Raisin Flavor Extra Thick Toffee 105g,https://www.yamibuy.com/en/p/raisin-flavor-extra-thick-toffee-105g/1018042781,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,UHA,2,$4.89,,,,,Raisin Flavor Extra Thick Toffee 105g,2,Japan,4.5
Red Bean Flavor Extra Thick Milk Candy 105g,https://www.yamibuy.com/en/p/red-bean-flavor-extra-thick-milk-candy-105g/1018042761,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,UHA,1,$4.89,,,,,Red Bean Flavor Extra Thick Milk Candy 105g,1,Japan,5
Green Tea Nougat 100g,https://www.yamibuy.com/en/p/baodaoqdianzi-green-tea-nougat-100g/1018006571,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BAODAOQDIANZI,14,$3.59,,,,,Green Tea Nougat 100g,14,Taiwan,3.7
Chocolate Gift Box,https://www.yamibuy.com/en/p/chocolate-h20/1018048691,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Goncharoff,,$43.99,,,,,Chocolate Gift Box,Be the first!,Japan,
Nut & Seed Bar Keto Sea Salt Dark Chocolate 35g,https://www.yamibuy.com/en/p/nut-seed-bar-keto-sea-salt-dark-chocolate-34g/1016090381,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MUNK PACK,1,$2.49,,,,,Nut & Seed Bar Keto Sea Salt Dark Chocolate 35g,1,United States,2
Lime Jelly 50g,https://www.yamibuy.com/en/p/lime-jelly-51g/1018042831,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LITTLE JASMINE,1,$2.29,,,,,Lime Jelly 50g,1,United States,5
Super Quick Melty Gel Liner EX Black Chocolate 1pc,https://www.yamibuy.com/en/p/sana-super-quick-melty-gel-liner-ex-black-chocolate-1pc/1023022051,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SANA,7,$13.50,2 Options,,,,Super Quick Melty Gel Liner EX Black Chocolate 1pc,7,Japan,4.9
Christmas Chocolate Set,https://www.yamibuy.com/en/p/christmas-chocolate-set/1018046271,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOBE,1,$29.99,,,,,Christmas Chocolate Set,1,Indonesia,5
Christmas Limited Edition Chocolate Cup 40 pcs 243.4 g,https://www.yamibuy.com/en/p/christmas-cup-40-pieces-243-4-g/1018044761,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TIROL,,$8.49,,,,,Christmas Limited Edition Chocolate Cup 40 pcs 243.4 g,Be the first!,Japan,
Mini Cream Wafers Peanuts+Strawberry+Chocolate Flavor  8bags,https://www.yamibuy.com/en/p/garden-mini-cream-wafers-peanuts-strawberry-chocolate-flavor-8bags/1017005011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GARDEN,26,$4.39,,,,,Mini Cream Wafers Peanuts+Strawberry+Chocolate Flavor  8bags,26,Hong Kong,4.7
Fettuccine Gummy Kiwi Pulp Flavor 47g,https://www.yamibuy.com/en/p/fettuccine-gummy-kiwi-pulp-flavor-47g/1018047181,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,1,$0.79,,,,,Fettuccine Gummy Kiwi Pulp Flavor 47g,1,Japan,5
Christmas Limited Edition Black Thunder Mini Chocolate Bar 191g,https://www.yamibuy.com/en/p/black-thunder-mini-chocolate-bar-christmas-191g/1018044881,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YURAKU,1,$5.39,,,,,Christmas Limited Edition Black Thunder Mini Chocolate Bar 191g,1,Japan,5
Sittori Chocolate Corn Snack 80g,https://www.yamibuy.com/en/p/riska-sittori-chocolate-corn-snack-80g/1017003511,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,RISKA,338,$2.49,,,,,Sittori Chocolate Corn Snack 80g,338,Japan,4.9
Cranberry Chocolate,https://www.yamibuy.com/en/p/confectionery-18-sheets-caledo-chocolat-cacao/1018040831,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,,$5.99,,,,,Cranberry Chocolate,Be the first!,Japan,
Christmas Limited Edition Ramune Candy 4g*15 bags,https://www.yamibuy.com/en/p/christmas-kuppi-ramne-60g-4g-x-15-bags/1018044811,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KAKUDAISEIKA,,$3.19,,,,,Christmas Limited Edition Ramune Candy 4g*15 bags,Be the first!,Japan,
"Cheese Crisp, Raw Milk and Milk Small Square Crisp 40g",https://www.yamibuy.com/en/p/cheese-crisp-raw-milk-and-milk-small-square-crisp-40g/1018042681,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BIEI SENKA,1,$7.49,,,,,"Cheese Crisp, Raw Milk and Milk Small Square Crisp 40g",1,Japan,5
Picola Mild Chocolate Egg Roll 2pcs,https://www.yamibuy.com/en/p/ybc-picola-mild-chocolate-egg-roll-2pcs/1017004551,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YBC,49,,2 Options,$2.39,$2.49,5% OFF,Picola Mild Chocolate Egg Roll 2pcs,49,Japan,4.6
Japanese Kit Kat Chocolate Wafer Rich Matcha Flavor 13pcs,https://www.yamibuy.com/en/p/japanese-kit-kat-chocolate-wafer-rich-matcha-green-tea-flavor-13pcs/1018038541,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,29,$5.99,19 Options,,,,Japanese Kit Kat Chocolate Wafer Rich Matcha Flavor 13pcs,29,Japan,4.9
FRANZZI Vanilla Lemon Chocolate Cookie 126g,https://www.yamibuy.com/en/p/franzzi-vanilla-lemon-chocolate-cookie-126g/1016020861,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SUNSSI,8,$3.99,4 Options,,,,FRANZZI Vanilla Lemon Chocolate Cookie 126g,8,China,4.5
Mint Throat Drop Peach and Mango Flavor,https://www.yamibuy.com/en/p/mint-throat-lozenges-mintia-large-granules-peach-and-mango-flavor-50pcs/1018040891,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ASAHI,10,$2.99,4 Options,,,,Mint Throat Drop Peach and Mango Flavor,10,Japan,4.4
Matcha Marshmallow Chocolate Pie 8pc 300g,https://www.yamibuy.com/en/p/matcha-marshmallow-chocolate-pie-8pc-300g/1016094221,https://cdn.yamibuy.net/item/f9f581eb18643792e9a5c5b8321eab96_684x684.webp,Tastee,,$4.99,,,,,Matcha Marshmallow Chocolate Pie 8pc 300g,Be the first!,Korea,
Grape Flavor Gummy Candy 20g,https://www.yamibuy.com/en/p/budo-ame-candy-20g/1018045621,https://cdn.yamibuy.net/item/06510ff8c18e0fb159df42425539c9a5_684x684.webp,SEIKA FOODS,3,$0.89,3 Options,,,,Grape Flavor Gummy Candy 20g,3,Japan,5
Marrons Glaces Glazed Chestnut 8pcs,https://www.yamibuy.com/en/p/marrons-glaces/1018045271,https://cdn.yamibuy.net/item/2adfafc32e18911605fefecf52fc6e97_684x684.webp,Mary’s chocolate,2,$33.99,,,,,Marrons Glaces Glazed Chestnut 8pcs,2,Japan,5
White Chocolate Langue De Chat 15pcs 135g,https://www.yamibuy.com/en/p/white-langue-de-chat-15pcs-135g/1016093231,https://cdn.yamibuy.net/item/65a2b2c3d76f5f5d8280ba6852800fc2_684x684.webp,Maruto,,,,$12.99,$13.99,8% OFF,White Chocolate Langue De Chat 15pcs 135g,Be the first!,Japan,
Strawberry Chocolate Sandwich Langue De Chat 15pcs 135g,https://www.yamibuy.com/en/p/strawberry-langue-de-chat-15pcs-135g/1016093221,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Maruto,,,,$11.99,$13.99,15% OFF,Strawberry Chocolate Sandwich Langue De Chat 15pcs 135g,Be the first!,Japan,
Kobe Chocolate Orange Flavor 27pcs 189g,https://www.yamibuy.com/en/p/kobe-chocola-orange-27pcs-189g/1016093111,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KYOTO,,,,$14.99,$16.99,12% OFF,Kobe Chocolate Orange Flavor 27pcs 189g,Be the first!,Japan,
Holiday Cookies Assorted Flavor (Coconut+Original+Chocolate Flavor)464.7g,https://www.yamibuy.com/en/p/cookies-original-aaaort-464-7g/1016093081,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ITO,,$7.99,,,,,Holiday Cookies Assorted Flavor (Coconut+Original+Chocolate Flavor)464.7g,Be the first!,Japan,
Demon Slayer Potato Cracker Snack 37g,https://www.yamibuy.com/en/p/potatomaru-usushio-37g/1018044971,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Oyatsu,3,,,$1.99,$2.29,14% OFF,Demon Slayer Potato Cracker Snack 37g,3,Japan,5
COO Gummy fruit candy Strawberry Flavor 52g,https://www.yamibuy.com/en/p/coo-gummy-fruit-candy-strawberry-flavor-52g/1018044901,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,UHA,3,$2.99,2 Options,,,,COO Gummy fruit candy Strawberry Flavor 52g,3,Japan,4.7
COO Gummy Candy Grape flavor 52g,https://www.yamibuy.com/en/p/cororo-gummy-candy-grape-flavor-52g/1018044891,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,UHA,2,$2.99,2 Options,,,,COO Gummy Candy Grape flavor 52g,2,Japan,5
X'mas Chocolate Mochi Daifuku 170g,https://www.yamibuy.com/en/p/x-mas-chocolate-mochi-daifuku-170g/1016091761,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YAOKIN,2,$5.99,,,,,X'mas Chocolate Mochi Daifuku 170g,2,Japan,5
Christmas Fugashi 125g,https://www.yamibuy.com/en/p/christmas-fugashi-125g/1018044871,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YAOKIN,2,$5.49,,,,,Christmas Fugashi 125g,2,Japan,5
Teddy Bear Gift Can 51g,https://www.yamibuy.com/en/p/xm-teddy-bear-gift-can-l-51g/1018044841,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WONDERLAND,4,$11.99,,,,,Teddy Bear Gift Can 51g,4,Japan,4.2
Baby Boots 3 pieces 45g,https://www.yamibuy.com/en/p/baby-boots-3-pieces-45g/1018044831,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SHIMIZU,1,$6.99,,,,,Baby Boots 3 pieces 45g,1,Japan,5
【Halloween Exclusive】Gummy Candy Value Pack 4 Mixed Flavor,https://www.yamibuy.com/en/p/halloween-exclusive-gummy-candy-value-pack-4-mixed-flavor/1018044701,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KASUGAI,,,,$8.49,$8.99,6% OFF,【Halloween Exclusive】Gummy Candy Value Pack 4 Mixed Flavor,Be the first!,Japan,
UHA Candy Value Pack 5 Mixed Flavors,https://www.yamibuy.com/en/p/halloween-exclusive-uha-candy-value-pack-5-mixed-flavors/1018044691,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,UHA,,,,$23.69,$24.15,2% OFF,UHA Candy Value Pack 5 Mixed Flavors,Be the first!,Japan,
"Natural Yeast Bread Chocolate Flavor, 80g*6pcs",https://www.yamibuy.com/en/p/natural-yeast-bread-chocolate-flavor-80g-6pcs/1016091521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,D-PLUS,2,,,$9.49,,,"Natural Yeast Bread Chocolate Flavor, 80g*6pcs",2,Japan,5
HELLO PANDA Chocolate Halloween 283g,https://www.yamibuy.com/en/p/hello-panda-chocolate-halloween-283g/1016091051,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MEIJI,3,$4.49,,,,,HELLO PANDA Chocolate Halloween 283g,3,Japan,5
Ginger Brown Sugar Cubes 300g,https://www.yamibuy.com/en/p/ginger-brown-sugar-cubes-300g/1018044401,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HLD,,$4.99,,,,,Ginger Brown Sugar Cubes 300g,Be the first!,Taiwan,
Ume Shio Ame 70g,https://www.yamibuy.com/en/p/ume-shio-ame-70g/1018044311,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MEIJI,3,$2.29,,,,,Ume Shio Ame 70g,3,Japan,4.7
Pokemon Chocolate Cookie 52g,https://www.yamibuy.com/en/p/pm-cookie-52g/1016090771,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,FURUTA,,$1.89,,,,,Pokemon Chocolate Cookie 52g,Be the first!,Japan,
Look Sweet Potato Daigaku Imo 39g,https://www.yamibuy.com/en/p/look-sweet-potato-daigaku-imo-39g/1018044251,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,FUJIYA,1,$1.99,,,,,Look Sweet Potato Daigaku Imo 39g,1,Japan,4
Ume Candy 90g,https://www.yamibuy.com/en/p/kagoshima-anbai-ame-90g/1018044241,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,FUJIYA,2,$3.49,,,,,Ume Candy 90g,2,Japan,4
Fettuccine Strawberry Gummy Candy 50g,https://www.yamibuy.com/en/p/fettuccine-amao-ichigo-55g/1018044221,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,2,$1.79,,,,,Fettuccine Strawberry Gummy Candy 50g,2,Japan,4.5
【Halloween Exclusive】Deluxe Treats Pack (Good for 30 kids),https://www.yamibuy.com/en/p/holloween-exclusive-large-candy-pack/1018044211,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,,,,$40.49,$41.18,2% OFF,【Halloween Exclusive】Deluxe Treats Pack (Good for 30 kids),Be the first!,N/A,
【Halloween Exclusive】Premium Treats Pack (Good for 15-20 Kids),https://www.yamibuy.com/en/p/holloween-exclusive-small-candy-pack/1018044201,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,,,,$24.69,$25.29,3% OFF,【Halloween Exclusive】Premium Treats Pack (Good for 15-20 Kids),Be the first!,N/A,
【Halloween Exclusive】Premium Jelly Pack (good for 10-15 kids),https://www.yamibuy.com/en/p/holloween-exclusive-jelly-pack/1018044191,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,,,,$11.99,$12.59,5% OFF,【Halloween Exclusive】Premium Jelly Pack (good for 10-15 kids),Be the first!,N/A,
【Halloween Exclusive】Gummy Candy Pack(Good for 15-20 Kids),https://www.yamibuy.com/en/p/holloween-exclusive-gummy-candy-pack/1018044181,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,,,,$19.99,$20.39,2% OFF,【Halloween Exclusive】Gummy Candy Pack(Good for 15-20 Kids),Be the first!,N/A,
【Halloween Exclusive】Choco Pack(Good for 15-20 kids),https://www.yamibuy.com/en/p/holloween-exclusive-choco-pack/1018044171,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,,,,$31.69,$32.19,2% OFF,【Halloween Exclusive】Choco Pack(Good for 15-20 kids),Be the first!,N/A,
Peko Poko Chocolate Lollipops 6pcs(Good for 12 Kids),https://www.yamibuy.com/en/p/peko-poko-chocolate-lollipops-6pcs/1018044161,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,FUJIYA,,,,$9.99,,,Peko Poko Chocolate Lollipops 6pcs(Good for 12 Kids),Be the first!,Japan,
【Halloween Exclusive】Matsuo Seika Halloween Limited Chocolate Jar 40pcs,https://www.yamibuy.com/en/p/358380/1018043951,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TIROL,6,,,$12.99,$15.99,19% OFF,【Halloween Exclusive】Matsuo Seika Halloween Limited Chocolate Jar 40pcs,6,Japan,5
3 Chitose candy Special candy for Japanese 753 festival 90g,https://www.yamibuy.com/en/p/3-chitose-candy-special-candy-for-japanese-753-festival-90g/1018043931,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MATSUYA,,$10.99,,,,,3 Chitose candy Special candy for Japanese 753 festival 90g,Be the first!,Japan,
Pokémon Halloween Pack Chocolate 75g,https://www.yamibuy.com/en/p/pm-halloween-pack-chocolate-75g/1018043851,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TOHATO,3,$4.39,,,,,Pokémon Halloween Pack Chocolate 75g,3,Japan,5
【Tea Meets Dessert】Barley Tea 350ml+Chocolate Flavor Cookie,https://www.yamibuy.com/en/p/tea-meets-dessert-barley-tea-350ml-chocolate-flavor-cookie/1016089051,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,,,,$9.59,$9.98,4% OFF,【Tea Meets Dessert】Barley Tea 350ml+Chocolate Flavor Cookie,Be the first!,N/A,
Hakuto Choco Peach Flavor 182g,https://www.yamibuy.com/en/p/hakuto-choco-182g/1018043281,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,FURUTA,1,$4.89,,,,,Hakuto Choco Peach Flavor 182g,1,Japan,5
Candy Balls Mango Pomelo Sago,https://www.yamibuy.com/en/p/candy-balls-mango-pomelo-sago/1147009971,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YO MAN,6,$2.89,,,,,Candy Balls Mango Pomelo Sago,6,China,4.8
Tokyo Bread Chocolate Flavor,https://www.yamibuy.com/en/p/tokyo-bread-chocolate-flavor/1016088491,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,tokyo food,1,$2.49,,,,,Tokyo Bread Chocolate Flavor,1,Korea,5
Black Sesame Candy 26g,https://www.yamibuy.com/en/p/black-sesame-candy-26g/1018043261,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LeJiaJia,27,$0.39,,,,,Black Sesame Candy 26g,27,China,4.4
Gao Liang Yi Candy Mixed Flavor 500g,https://www.yamibuy.com/en/p/gao-liang-yi-candy-mixed-flavor-500g/1018043211,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ShengFuJi,28,$5.49,,,,,Gao Liang Yi Candy Mixed Flavor 500g,28,China,4.7
Nyusankin Bolo Yogurt Candy 50g,https://www.yamibuy.com/en/p/nyusankin-bolo-50g/1018043041,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OSAKA,1,$2.49,,,,,Nyusankin Bolo Yogurt Candy 50g,1,Japan,5
Mint Candy 22g,https://www.yamibuy.com/en/p/mintia-breeze-frozen-aqua-22g/1018043031,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ASAHI,1,$3.29,,,,,Mint Candy 22g,1,Japan,5
Lipton Fruits In Tea Assort Pack 83g,https://www.yamibuy.com/en/p/lipton-fruits-in-tea-assort-pack-83g/1018043011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KASUGAI,2,$3.29,,,,,Lipton Fruits In Tea Assort Pack 83g,2,Japan,5
Lipton Fruits In Tea Sour Fruits 440g,https://www.yamibuy.com/en/p/lipton-fruits-in-tea-sour-fruits-440g/1018043001,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KASUGAI,3,$2.29,,,,,Lipton Fruits In Tea Sour Fruits 440g,3,Japan,3.7
Lipton Fruits In Tea Sweet Fruits 44g,https://www.yamibuy.com/en/p/lipton-fruits-in-tea-sweet-fruits-44g/1018042991,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KASUGAI,1,$2.29,,,,,Lipton Fruits In Tea Sweet Fruits 44g,1,Japan,5
Budoto Tappuri Ramune Candy 550g,https://www.yamibuy.com/en/p/budoto-tappuri-ramune-550g/1018042981,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KASUGAI,1,$16.99,,,,,Budoto Tappuri Ramune Candy 550g,1,Japan,5
Purupu Gum Budo 55g,https://www.yamibuy.com/en/p/purupu-gum-budo-55g/1018042921,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,2,$2.69,,,,,Purupu Gum Budo 55g,2,Japan,4.5
Furugura Chocolate Crunch & Banana 150g,https://www.yamibuy.com/en/p/furugura-chocolate-crunch-banana-150g/1020054581,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,4,$3.49,12 Options,,,,Furugura Chocolate Crunch & Banana 150g,4,Japan,4.5
Chocolate Elize Uji Matcha 8pcs,https://www.yamibuy.com/en/p/golden-bullfrog-noodle-soup-465g/1021084531,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,,$2.99,,,,,Chocolate Elize Uji Matcha 8pcs,Be the first!,Japan,
Strawberry Rush Compact Chocolate 26g,https://www.yamibuy.com/en/p/strawberry-rush-compact-chocolate-26g/1018042801,https://cdn.yamibuy.net/item/e34d596171906ab3aeaaa776c2f70f33_684x684.webp,BOURBON,10,$2.29,,,,,Strawberry Rush Compact Chocolate 26g,10,Japan,4.6
Milk Tea Flavor Extra Thick Toffee 105g,https://www.yamibuy.com/en/p/milk-tea-flavor-extra-thick-toffee-105g/1018042771,https://cdn.yamibuy.net/item/3fcefac6d36e085edeeda042ec73deed_684x684.webp,UHA,,$4.89,,,,,Milk Tea Flavor Extra Thick Toffee 105g,Be the first!,Japan,
"Type Juice Collagen Gummy, Mango Flavor 56g",https://www.yamibuy.com/en/p/type-juice-collagen-gummy-mango-flavor-56g/1018042701,https://cdn.yamibuy.net/item/16483ed28f9953a130fa7f3b85a829f2_684x684.webp,KANRO,,$2.69,,,,,"Type Juice Collagen Gummy, Mango Flavor 56g",Be the first!,Japan,
Lychee Juice Filled QQ Gummy 45g,https://www.yamibuy.com/en/p/lychee-juice-filled-qq-gummy-45g/1018042691,https://cdn.yamibuy.net/item/0d9cbd068fdbe1d93d1c41cdd53de7c3_684x684.webp,KABAYA,3,$2.29,,,,,Lychee Juice Filled QQ Gummy 45g,3,Japan,5
Chocolate Pie 168g,https://www.yamibuy.com/en/p/bon-choco-168g/1016086701,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,PHAM NGUYEN,1,$1.89,,,,,Chocolate Pie 168g,1,Vietnam,5
Lychee Candy 115g,https://www.yamibuy.com/en/p/lychee-candy-114g/1018042541,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KASUGAI,,$2.29,,,,,Lychee Candy 115g,Be the first!,Japan,
Domohorn Candy  80g,https://www.yamibuy.com/en/p/pine-domohorn-wrinkle-nodo-80g/1018042521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,PINE,,$3.99,,,,,Domohorn Candy  80g,Be the first!,Japan,
Milk Lollipop Original Flavor 108g,https://www.yamibuy.com/en/p/milk-lollipop-original-flavar-108g/1020053511,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JIJIDOU,20,$3.29,,,,,Milk Lollipop Original Flavor 108g,20,China,4.5
Milk lollipop with Probiotics 60g,https://www.yamibuy.com/en/p/milk-lollipop-with-probiotics-108g/1020053501,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JIJIDOU,13,$3.29,,,,,Milk lollipop with Probiotics 60g,13,China,4.8
Mint Flavored Chocolate Wafers 12 Pieces,https://www.yamibuy.com/en/p/mint-flavored-chocolate-wafers-12-pieces/1017039651,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,2,$5.99,,,,,Mint Flavored Chocolate Wafers 12 Pieces,Be the first!,Japan,4
