Title,Title_link,Thumbnail,brand-title,comment-star__count,Price,price-valid,price-invalid,price-discount,Headline,Field1,Field2,Field3
Penang Mykuali White Fish Broth Rice Vermicelli 90g,https://www.yamibuy.com/en/p/penang-mykuali-white-fish-broth-rice-vermicelli-90g/3021085291,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MYKUALI,,,$4.79,$5.99,21% OFF,Penang Mykuali White Fish Broth Rice Vermicelli 90g,Be the first!,Malaysia,
Hainanese Chicken Rice Mix 90g,https://www.yamibuy.com/en/p/singlong-hainanese-chicken-rice-mix-90g/3148010751,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Singlong,,,$4.79,$5.99,21% OFF,Hainanese Chicken Rice Mix 90g,Be the first!,Singapore,
JAPAN The Power Of Charcoal 5-10kg Rice Insecticide Is Effective For 6 Months,https://www.yamibuy.com/en/p/japan-earth-the-power-of-charcoal-5-10kg-rice-insecticide-is-effective-for-6-months/3028191841,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Earth,,,$10.88,$15.98,32% OFF,JAPAN The Power Of Charcoal 5-10kg Rice Insecticide Is Effective For 6 Months,Be the first!,Japan,
Fresh Red Bean Rice Pudding 10oz/bag,https://www.yamibuy.com/en/p/wewokit-fresh-red-bean-rice-pudding-10oz-bag/3019059791,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Wewokit,,,$6.79,$7.99,16% OFF,Fresh Red Bean Rice Pudding 10oz/bag,Be the first!,United States,
Japan Blueberry Black Rice Sandwich Biscuits 72g,https://www.yamibuy.com/en/p/japan-asahi-blueberry-black-rice-sandwich-biscuits-72g/3016068721,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ASAHI,,,$2.50,$5.99,59% OFF,Japan Blueberry Black Rice Sandwich Biscuits 72g,4,Japan,5
Kastar Soy Milk Egg Brown Rice Sandwich Biscuits 72g (2 × 2 bags),https://www.yamibuy.com/en/p/japan-s-famous-fruit-asahi-asahi-series-food-kastar-soy-milk-egg-brown-rice-sandwich-biscuits-72g-2-2-bags/3016068421,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ASAHI,,,$3.20,$5.99,47% OFF,Kastar Soy Milk Egg Brown Rice Sandwich Biscuits 72g (2 × 2 bags),4,Japan,5
JAPAN NAKATANIEN Seasoning Crab Meat Fried Rice 3bags,https://www.yamibuy.com/en/p/japan-nakatanien-seasoning-crab-meat-fried-rice-3bags/3148007031,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NAGATANIEN,,,$3.99,$7.99,51% OFF,JAPAN NAKATANIEN Seasoning Crab Meat Fried Rice 3bags,Be the first!,Japan,
JAPAN NAKATANIEN Sprinkled rice Sockeye salmon 5pc,https://www.yamibuy.com/en/p/japan-nakatanien-sprinkled-rice-sockeye-salmon-5pc/3148003261,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NAGATANIEN,,,$4.00,$7.99,50% OFF,JAPAN NAKATANIEN Sprinkled rice Sockeye salmon 5pc,3,Japan,5
JAPAN  fFacial Cleanser And Skin Conditioner And ISHIZAWA LAB Rice Masks Set,https://www.yamibuy.com/en/p/687564/3022105891,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,FANCL,,,$68.90,$154.99,56% OFF,JAPAN  fFacial Cleanser And Skin Conditioner And ISHIZAWA LAB Rice Masks Set,1,Japan,5
Handmade Sticky Rice Cake Matcha Taste150g,https://www.yamibuy.com/en/p/bestore-handmade-sticky-rice-cake-matcha-taste150g/3016054441,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BESTORE,,$6.99,,,,Handmade Sticky Rice Cake Matcha Taste150g,3,China,5
Keana Nadeshiko Facial Treatment Rice Masks 10sheets,https://www.yamibuy.com/en/p/ishizawa-lab-keana-nadeshiko-facial-treatment-rice-masks-10sheets/3127033631,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ISHIZAWA LAB,,,$10.50,$24.99,58% OFF,Keana Nadeshiko Facial Treatment Rice Masks 10sheets,Be the first!,Japan,
Village Style Fried Rice Powder 17g,https://www.yamibuy.com/en/p/adabi-village-style-fried-rice-powder-55g/3021059971,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ADABI,,,$2.00,$2.50,20% OFF,Village Style Fried Rice Powder 17g,Be the first!,Malaysia,
Soybean Milk Flavored Wafer 112g,https://www.yamibuy.com/en/p/bourbon-soybean-milk-flavored-wafer-cookie-16pcs-107g/1017005381,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,330,,$3.99,$4.29,7% OFF,Soybean Milk Flavored Wafer 112g,334,Japan,4.7
TAIYANG Millet Crisp Hot 50g,https://www.yamibuy.com/en/p/taiyang-millet-crisp-hot-50g/1017006961,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,xasunfood,92,$1.49,,,,TAIYANG Millet Crisp Hot 50g,92,China,3.9
CHIO HEONG YUEN Vegetarian Phoenix Egg Roll With Seaweed 150g,https://www.yamibuy.com/en/p/chio-heong-yuen-vegetarian-phoenix-egg-roll-with-seaweed-150g/1017005141,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Choi Heong Yuen Bakery,104,$8.99,,,,CHIO HEONG YUEN Vegetarian Phoenix Egg Roll With Seaweed 150g,106,Macao,4.7
TAIYANG Millet Crisp Five Spices 50g,https://www.yamibuy.com/en/p/taiyang-millet-crisp-five-spices-50g/1017006981,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,xasunfood,69,,$1.29,$1.49,14% OFF,TAIYANG Millet Crisp Five Spices 50g,70,China,4
BACKERY Egg Roll Bricelets Oeufs 315g,https://www.yamibuy.com/en/p/choi-heong-yuen-backery-egg-roll-bricelets-oeufs-315g/1017006061,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Choi Heong Yuen Bakery,52,$13.99,,,,BACKERY Egg Roll Bricelets Oeufs 315g,52,Macao,4.8
YAM Twisted Roll Sea Sedge Flavor 88g,https://www.yamibuy.com/en/p/yumei-yam-twisted-roll-sea-sedge-flavor-88g/1017014941,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YUMEI,241,,$1.99,$2.49,21% OFF,YAM Twisted Roll Sea Sedge Flavor 88g,241,China,4.7
Egg Roll  Egg Yolk Flavor 178g,https://www.yamibuy.com/en/p/egg-roll-egg-yolk-flavor-178g/1017037701,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TOTASTE,46,$6.99,,,,Egg Roll  Egg Yolk Flavor 178g,46,China,4.8
YAM Twisted  Roll Caramel & Spicy Flavor  88g,https://www.yamibuy.com/en/p/yumei-yam-twisted-roll-brown-sugar-flavor-88g/1017014931,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YUMEI,439,$1.99,,,,YAM Twisted  Roll Caramel & Spicy Flavor  88g,440,China,4.7
TAIYANG Millet Crisp Cumin Flavor 50g,https://www.yamibuy.com/en/p/taiyang-millet-crisp-cumin-flavor-50g/1017006971,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,xasunfood,88,$1.49,,,,TAIYANG Millet Crisp Cumin Flavor 50g,88,China,4.2
Japanese Chocolate Egg Roll Limited Edition 7pc,https://www.yamibuy.com/en/p/japanese-chocolate-egg-roll-limited-edition-7pc/1017044711,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Yoku Moku,2,$19.99,,,,Japanese Chocolate Egg Roll Limited Edition 7pc,2,Japan,5
Waffle Knot Coffee 32 pc 256g,https://www.yamibuy.com/en/p/waffle-knot-coffee-32-pk/1017043391,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,June 1st,3,$19.99,,,,Waffle Knot Coffee 32 pc 256g,3,Taiwan,5
Peanut Love Egg Rolls 8 packs 400g,https://www.yamibuy.com/en/p/peanut-love-egg-rolls-8-packs-400g/1017043791,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Hi Walk,8,$38.99,,,,Peanut Love Egg Rolls 8 packs 400g,8,Taiwan,5
Strawberry Flavour Wafers 700g,https://www.yamibuy.com/en/p/strawberry-flavour-wafers-tin-700g/1017043981,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GARDEN,,$12.99,,,,Strawberry Flavour Wafers 700g,Be the first!,Hong Kong,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Chocolate Flavour Wafers Tin 700g,https://www.yamibuy.com/en/p/chocolate-flavour-wafers-tin-700g/1017044001,https://cdn.yamibuy.net/item/527744d2732b0347e74e164b0e1aab83_684x684.webp,GARDEN,1,$12.99,,,,Chocolate Flavour Wafers Tin 700g,1,Hong Kong,5
Peacock Wafer Roll Egg Pudding Flavor 63g,https://www.yamibuy.com/en/p/peacock-wafer-roll-egg-pudding-flavor-63g/1017045141,https://cdn.yamibuy.net/item/147ef4d2cab1f615b34244d8e2bc686a_684x684.webp,Peacock Brand Herbs,,$3.29,,,,Peacock Wafer Roll Egg Pudding Flavor 63g,Be the first!,China,
Coconut Flavour Wafers 700g,https://www.yamibuy.com/en/p/coconut-flavour-wafers-700g/1017044021,https://cdn.yamibuy.net/item/c1b377134d680105abd2ceb16346eb38_684x684.webp,GARDEN,,$12.99,,,,Coconut Flavour Wafers 700g,Be the first!,Hong Kong,
Sesame Bars 220g,https://www.yamibuy.com/en/p/zhimaguan-sesame-bars-220g/1017006401,https://cdn.yamibuy.net/item/a8d15943a78e66023b9de260486f8e51_684x684.webp,ZHIMAGUAN,12,,$3.29,$4.39,26% OFF,Sesame Bars 220g,12,China,4.2
Seaweed Egg Roll 80g,https://www.yamibuy.com/en/p/seaweed-egg-roll-80g/1017045261,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KALUOKAMAN,,$4.99,,,,Seaweed Egg Roll 80g,Be the first!,China,
Lucky Package 1158g,https://www.yamibuy.com/en/p/lucky-package-1158g/1017043971,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,yifen,,,$27.38,$32.99,18% OFF,Lucky Package 1158g,Be the first!,China,
10 Nut Roll Purple Sweet Potato Flavor 160g,https://www.yamibuy.com/en/p/10-nut-roll-purple-sweet-potato-fav-160g/1017045451,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Pei Tien,,$2.69,,,,10 Nut Roll Purple Sweet Potato Flavor 160g,Be the first!,Taiwan,
BACKERY Phoenix Egg Rolls 300g,https://www.yamibuy.com/en/p/choi-heong-yuen-backery-phoenix-egg-rolls-300g/1017006071,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Choi Heong Yuen Bakery,13,$13.49,,,,BACKERY Phoenix Egg Rolls 300g,13,Macao,4.8
Musang King Durian Flavor Egg Roll 64g,https://www.yamibuy.com/en/p/musang-king-durian-flavor-egg-roll-64g/1017045231,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KALUOKAMAN,,,$1.59,$1.89,16% OFF,Musang King Durian Flavor Egg Roll 64g,Be the first!,China,
"12 Grain Crispi Roll, Taro 180g",https://www.yamibuy.com/en/p/12-grain-crispi-roll-taro-180g/1017045471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Pei Tien,,$2.49,,,,"12 Grain Crispi Roll, Taro 180g",Be the first!,Taiwan,
AJI Egg Roll Mango & Pomelo Flavor 218g,https://www.yamibuy.com/en/p/aji-egg-roll-mango-pomelo-flavor-218g/1017045711,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,AJI,,$6.69,,,,AJI Egg Roll Mango & Pomelo Flavor 218g,Be the first!,China,
AJI Hong Kong Style Egg Roll Milk Tea Flavored 218g,https://www.yamibuy.com/en/p/aji-hong-kong-style-egg-roll-milk-tea-flavored-218g/1017045701,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,AJI,,$6.69,,,,AJI Hong Kong Style Egg Roll Milk Tea Flavored 218g,Be the first!,China,
Millet Crisp Cumin Flavor 105g,https://www.yamibuy.com/en/p/millet-crisp-crust-cumin-flavor-105g/1017037511,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAOBALAIBA,,$1.69,,,,Millet Crisp Cumin Flavor 105g,Be the first!,China,
Year of Tiger Special Edition Salted Egg Yolk Crispy Egg Rolls 308g*2,https://www.yamibuy.com/en/p/new-year-gift-pack-salted-egg-yolk-crispy-egg-rolls-308g/1017045271,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KALUOKAMAN,,$8.49,,,,Year of Tiger Special Edition Salted Egg Yolk Crispy Egg Rolls 308g*2,Be the first!,China,
AJI Egg Roll White Peach Flavor 218g,https://www.yamibuy.com/en/p/aji-egg-roll-white-peach-flavor-218g/1017045721,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,AJI,,$6.79,,,,AJI Egg Roll White Peach Flavor 218g,Be the first!,China,
CHIO HEONG YUEN Mini Egg Roll 150g,https://www.yamibuy.com/en/p/chio-heong-yuen-mini-egg-roll-150g/1017005321,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Choi Heong Yuen Bakery,24,$7.99,,,,CHIO HEONG YUEN Mini Egg Roll 150g,24,Macao,4.7
Fried Dough Twist White Sesame Flavor 420g,https://www.yamibuy.com/en/p/fried-dough-twist-white-sesame-flavor-420g/1017044461,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,1,$5.39,,,,Fried Dough Twist White Sesame Flavor 420g,1,N/A,4
Crispy Crepe Cookie 88g,https://www.yamibuy.com/en/p/bourbon-crispy-crepe-cookie-93g/1017004561,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,279,$2.59,,,,Crispy Crepe Cookie 88g,280,Japan,4.7
Salted Egg Yolks Filled Egg Rolls 220g,https://www.yamibuy.com/en/p/salted-egg-yolks-filled-egg-rolls-220g/1017044541,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HUAMEI,,$5.49,,,,Salted Egg Yolks Filled Egg Rolls 220g,Be the first!,China,
Waffle Knot Sesame 32pc 256g,https://www.yamibuy.com/en/p/waffle-knot-sesame-32pc/1017043371,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,June 1st,3,$19.99,,,,Waffle Knot Sesame 32pc 256g,3,Taiwan,4.3
Peanut Flavour Wafers Tin 700g,https://www.yamibuy.com/en/p/peanut-flavour-wafers-tin-700g/1017043991,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GARDEN,,$12.99,,,,Peanut Flavour Wafers Tin 700g,Be the first!,Hong Kong,
GAVOTTES Crepes Gift Box 1500g,https://www.yamibuy.com/en/p/gavottes-crepes-1500g/1017043011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GAVOTTES,,$34.99,,,,GAVOTTES Crepes Gift Box 1500g,Be the first!,France,
Wafer White Chocolate 57g,https://www.yamibuy.com/en/p/wafer-white-chocolate-57g/1017039131,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,,$3.29,,,,Wafer White Chocolate 57g,Be the first!,Japan,
Cheese Filled Egg Rolls 220g,https://www.yamibuy.com/en/p/cheese-filled-egg-rolls-220g/1017044551,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HUAMEI,,$5.49,,,,Cheese Filled Egg Rolls 220g,Be the first!,China,
Durian Flavour Wafers 700g,https://www.yamibuy.com/en/p/durian-flavour-wafers-700g/1017044011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GARDEN,,$12.99,,,,Durian Flavour Wafers 700g,Be the first!,Hong Kong,
Small Fried Dough Twist Sweet Sesame Flavor 250g,https://www.yamibuy.com/en/p/small-fried-dough-twist-sweet-sesame-flavor-250g/1017044851,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ZHONGWANG,,$3.29,,,,Small Fried Dough Twist Sweet Sesame Flavor 250g,Be the first!,China,
"Energy 99 Sticks, Egg Yolk 150g",https://www.yamibuy.com/en/p/energy-99-sticks-egg-yolk-150g/1017045441,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Pei Tien,,,$2.49,$2.99,17% OFF,"Energy 99 Sticks, Egg Yolk 150g",Be the first!,Taiwan,
Wafer Roll Condensed Milk Flavor 400g,https://www.yamibuy.com/en/p/wafer-roll-condensed-milk-flavor-400g/1017044761,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Healthful,,$19.99,,,,Wafer Roll Condensed Milk Flavor 400g,Be the first!,Taiwan,
Quadratini Bite Size Wafer Cookies Chocolate Flavor 250g,https://www.yamibuy.com/en/p/loacker-quadratini-bite-size-wafer-cookies-chocolate-flavor-250g/1016007551,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOACKER,42,$5.29,,,,Quadratini Bite Size Wafer Cookies Chocolate Flavor 250g,42,Itlay,4.9
Quadratini Bite Size Wafer Cookies Tiramisu Flavor 250g,https://www.yamibuy.com/en/p/loacker-quadratini-bite-size-wafer-cookies-tiramisu-flavor-250g/1017005221,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOACKER,48,$5.29,,,,Quadratini Bite Size Wafer Cookies Tiramisu Flavor 250g,50,Itlay,4.9
Purple Sweet Potato Wafer 7oz,https://www.yamibuy.com/en/p/purple-sweet-potato-wafer-7oz/1017045521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GARDEN,,$2.29,,,,Purple Sweet Potato Wafer 7oz,Be the first!,Hong Kong,
Cracker 128g,https://www.yamibuy.com/en/p/cracker-128g/1017045671,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WOLONG,,,$2.69,$2.99,11% OFF,Cracker 128g,Be the first!,China,
Small Fried Dough Twist Salty Seaweed Flavor 250g,https://www.yamibuy.com/en/p/small-fried-dough-twist-salty-seaweed-flavor-250g/1017044861,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ZHONGWANG,,$3.29,,,,Small Fried Dough Twist Salty Seaweed Flavor 250g,Be the first!,China,
Egg Roll Soy Milk Flavor 178g,https://www.yamibuy.com/en/p/egg-roll-soy-flavor-178g/1017037711,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TOTASTE,26,$6.99,,,,Egg Roll Soy Milk Flavor 178g,26,China,4.9
Waffle Knot Green Onion 32 pc 256g,https://www.yamibuy.com/en/p/waffle-knot-green-onion-32-pk/1017043381,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,June 1st,,$19.99,,,,Waffle Knot Green Onion 32 pc 256g,Be the first!,Taiwan,
Chinese Style Chips Cumin Flavor 188g,https://www.yamibuy.com/en/p/chinese-style-chips-cumin-flavor-188g/1017040221,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XIANGWANGFEI,4,$2.99,,,,Chinese Style Chips Cumin Flavor 188g,4,China,4.8
Small Fried Dough Twist Salted Scallion Flavor 250g,https://www.yamibuy.com/en/p/small-fried-dough-twist-salted-shallot-flavor-250g/1017044841,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ZHONGWANG,,$3.29,,,,Small Fried Dough Twist Salted Scallion Flavor 250g,Be the first!,China,
Ice Cream Flavor Egg Roll 64g,https://www.yamibuy.com/en/p/ice-cream-flavor-egg-roll-64g/1017045241,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KALUOKAMAN,,,$1.59,$1.89,16% OFF,Ice Cream Flavor Egg Roll 64g,Be the first!,China,
Mango Crispy Egg Roll 100g,https://www.yamibuy.com/en/p/mango-crispy-egg-roll-100g/1017045251,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KALUOKAMAN,,$2.19,,,,Mango Crispy Egg Roll 100g,Be the first!,China,
Salted Egg Yolk Roll 309g,https://www.yamibuy.com/en/p/salted-egg-yolk-roll-309g/1017045421,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,,$12.99,,,,Salted Egg Yolk Roll 309g,Be the first!,N/A,
Uji Matcha Wafer 7oz,https://www.yamibuy.com/en/p/uji-matcha-wafer-7oz/1017045511,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GARDEN,,$2.29,,,,Uji Matcha Wafer 7oz,Be the first!,Hong Kong,
LIOUCIOU FU WEI Handmade Twisted Roll Brown Sugar 200g,https://www.yamibuy.com/en/p/liouciou-fu-wei-handmade-twisted-roll-brown-sugar-200g/1017007361,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIOUCIOUFUWEI,125,$3.89,,,,LIOUCIOU FU WEI Handmade Twisted Roll Brown Sugar 200g,125,Taiwan,4.8
Healthful Wafer Roll Hazelnut Cocoa,https://www.yamibuy.com/en/p/healthful-wafer-roll-hazelnut-cocoa/1017043351,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Healthful,2,,$16.99,$19.99,16% OFF,Healthful Wafer Roll Hazelnut Cocoa,2,Taiwan,4
"12 Grain Crispi Roll, Seaweed 180g",https://www.yamibuy.com/en/p/12-grain-crispi-roll-seaweed-180g/1017045461,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Pei Tien,,$2.49,,,,"12 Grain Crispi Roll, Seaweed 180g",Be the first!,Taiwan,
Wafer Rolls Filled with Cconut Cream,https://www.yamibuy.com/en/p/wafer-rolls-filled-with-cconut-cream/1017045331,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XIAO QUAN,,$4.29,,,,Wafer Rolls Filled with Cconut Cream,Be the first!,China,
Japanese style egg rolls-boba tea flavor 160g,https://www.yamibuy.com/en/p/japanese-style-egg-rolls-boba-tea-flavor-160g/1017042301,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YAKISS,,$7.29,,,,Japanese style egg rolls-boba tea flavor 160g,Be the first!,Hong Kong,
Durian Crisp Egg Roll 218g,https://www.yamibuy.com/en/p/durian-crisp-egg-roll-218g/1017040321,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KALUOKAMAN,13,$3.89,,,,Durian Crisp Egg Roll 218g,13,China,4.8
Chocolate and Caramel Crispy Wafer Roll 185g,https://www.yamibuy.com/en/p/two-flavors-chocolate-caramel-crispy-wafer-roll-185g/1017037871,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,4,$5.99,,,,Chocolate and Caramel Crispy Wafer Roll 185g,4,Japan,5
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Pizza Roll 25g,https://www.yamibuy.com/en/p/gy-pizza-roll/1017035491,https://cdn.yamibuy.net/item/cca07f65f9c0b23b1bb289569a4f78b1_684x684.webp,GY,,$0.99,,,,Pizza Roll 25g,22,China,4.6
Egg Roll Coconut Flavor,https://www.yamibuy.com/en/p/sura-roll-cracker-coconut-flavor/1016068151,https://cdn.yamibuy.net/item/623ea12ade14b4a4dabc14d96bd49e92_684x684.webp,SURA,,$5.49,,,,Egg Roll Coconut Flavor,7,Korea,4
Party Wafer Chocolate & Milk Flavor 220g,https://www.yamibuy.com/en/p/gastone-lago-party-duo-chocolate-milk-220g/1016066371,https://cdn.yamibuy.net/item/1528b94963419b46cef57840891deb5b_684x684.webp,GASTONE LAGO,,$5.29,,,,Party Wafer Chocolate & Milk Flavor 220g,1,New Zealand,5
Mini Crisp Twist (Spicy &Hot Flavor) 120g,https://www.yamibuy.com/en/p/daoxiangcun-mini-crisp-twist-spicy-hot-flavor-120g/1017029261,https://cdn.yamibuy.net/item/a2316c9f619892572ec201c4309658b3_684x684.webp,Dao Xiang Cun,,$3.49,,,,Mini Crisp Twist (Spicy &Hot Flavor) 120g,74,China,4.6
ZHONHGWANG Sesame Flavor a Crisp Dough Twist 235g,https://www.yamibuy.com/en/p/zhonhgwang-sesame-flavor-a-crisp-dough-twist-235g/1017021301,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ZHONGWANG,,$4.09,,,,ZHONHGWANG Sesame Flavor a Crisp Dough Twist 235g,6,China,4.7
Egg Roll Sesame Flavor  180g,https://www.yamibuy.com/en/p/imei-egg-roll-sesame-flavor-180g/1017020151,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,IMEI,,$4.59,,,,Egg Roll Sesame Flavor  180g,11,Taiwan,4.9
Egg Roll Original Flavor 60g,https://www.yamibuy.com/en/p/imei-egg-roll-original-flavor-60g/1017004671,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,IMEI,125,,$1.89,$2.19,14% OFF,Egg Roll Original Flavor 60g,125,Taiwan,4.5
Chocolat Egg Roll 8pc 57.6g,https://www.yamibuy.com/en/p/chocolat-elise-8pc-57-6g/1017043621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,,$2.89,,,,Chocolat Egg Roll 8pc 57.6g,Be the first!,Japan,
Egg Roll Sesame Flavor 60g,https://www.yamibuy.com/en/p/imei-egg-roll-sesame-flavor-60g/1017004681,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,IMEI,111,$1.89,,,,Egg Roll Sesame Flavor 60g,111,Taiwan,4.5
Toasted Egg Roll 178g,https://www.yamibuy.com/en/p/toasted-egg-roll-with-pork-floss-178g/1017040681,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TOTASTE,3,$7.99,,,,Toasted Egg Roll 178g,3,China,3.7
Tuna Flavor Egg Rolls 60g,https://www.yamibuy.com/en/p/wei-i-tuna-flavor-egg-rolls-60g/1017043471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WEIYI,1,$4.29,,,,Tuna Flavor Egg Rolls 60g,1,Taiwan,5
Quadratini Wafers Raspberry Yogurt 220g,https://www.yamibuy.com/en/p/loacker-quadratini-wafers-raspberry-yogurt-220g/1017006261,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOACKER,45,$5.29,,,,Quadratini Wafers Raspberry Yogurt 220g,45,Itlay,4.7
Crispy Wafers Filled with Milk Cream 175g,https://www.yamibuy.com/en/p/loacker-crispy-wafers-filled-with-milk-cream-175g/1017005481,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOACKER,2,$2.99,,,,Crispy Wafers Filled with Milk Cream 175g,2,Itlay,4
Chinese Stylechips-Spicy Flavor 188g,https://www.yamibuy.com/en/p/chinese-stylechips-spicy-flavor-188g/1017040211,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XIANGWANGFEI,6,$2.99,,,,Chinese Stylechips-Spicy Flavor 188g,6,China,4.8
SEA LETTUCE FLAVOR SNACK,https://www.yamibuy.com/en/p/sea-lettuce-flavor-snack/1017041881,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAITAI,1,$3.69,,,,SEA LETTUCE FLAVOR SNACK,1,Korea,3
Quadratini Bite Size Wafer Cookies Cappuccino Flavor 220g,https://www.yamibuy.com/en/p/loacker-quadratini-bite-size-wafer-cookies-cappuccino-flavor-220g/1017005191,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOACKER,20,$5.29,,,,Quadratini Bite Size Wafer Cookies Cappuccino Flavor 220g,22,Itlay,4.8
