Title,Title_link,Thumbnail,brand-title,Price,brand-variants,comment-star__count,Headline,DetailPrice,OriginalPrice,Field1,Field2,Field3
CHIATE Almond Cookie 250g,https://www.yamibuy.com/en/p/chiate-almond-cookie-250g/3016094261,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHIA TE,,,,CHIATE Almond Cookie 250g,$16.14,$16.99,Be the first!,Taiwan,
White Chocolate Cookie (14 pieces),https://www.yamibuy.com/en/p/sugar-butter-tree-white-chocolate-cookie-14-pieces/3016015621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Sugar Butter Tree,,5 Options,10,White Chocolate Cookie (14 pieces),$25.90,$41.99,10,Japan,5
WANGWANG Spicy people Xianbei biscuit Spicy 82g,https://www.yamibuy.com/en/p/wangwang-spicy-people-xianbei-biscuit-spicy-82g/3016087951,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WANT WANT,$5.49,,,WANGWANG Spicy people Xianbei biscuit Spicy 82g,,,Be the first!,Taiwan,
White Chocolate Cookie 7pc,https://www.yamibuy.com/en/p/white-chocolate-cookie-7pc/3016086211,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Sugar Butter Tree,,19 Options,,White Chocolate Cookie 7pc,$14.50,$22.90,Be the first!,Japan,
Hello Panda Cocoa Biscuit with Milk 43g,https://www.yamibuy.com/en/p/hello-panda-cocoa-biscuit-with-milk-43g/3016082751,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MEIJI,,,,Hello Panda Cocoa Biscuit with Milk 43g,$3.99,$4.99,Be the first!,Japan,
Tambun Biscuit Special 32pcs,https://www.yamibuy.com/en/p/tambun-biscuit-special-32pcs/3016090111,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Sin Teo Hiang,,,,Tambun Biscuit Special 32pcs,$15.99,$19.99,Be the first!,Malaysia,
TOKYO TAMAYA GINZA Sakura Cookie 9pc,https://www.yamibuy.com/en/p/tokyo-tamaya-ginza-sakura-cookie-9pc/3016029261,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GINZA TAMAYA,,,7,TOKYO TAMAYA GINZA Sakura Cookie 9pc,$15.90,$19.99,7,Japan,4.3
Red Wolfberry Health Cookie 120g,https://www.yamibuy.com/en/p/ttl-taiwan-red-wolfberry-health-cookie-120g/3016033981,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TTL Taiwan,,,3,Red Wolfberry Health Cookie 120g,$4.74,$4.99,3,Taiwan,5
Saltine Crackers 141g,https://www.yamibuy.com/en/p/saltine-crackers-141g/3016090271,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAITAI,,,,Saltine Crackers 141g,$2.99,$4.99,Be the first!,Korea,
OTARU Rue Ironai Fromage Cookie 10pc,https://www.yamibuy.com/en/p/otaru-rue-ironai-fromage-cookie-10pc/3016083341,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LETAO,,19 Options,,OTARU Rue Ironai Fromage Cookie 10pc,$18.50,$29.99,Be the first!,Japan,
Brown Sugar Biscuit 400g,https://www.yamibuy.com/en/p/brown-sugar-biscuit-400g/3016090101,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CTCFOODS,,,,Brown Sugar Biscuit 400g,$11.19,$13.99,Be the first!,Taiwan,
Sake Vinasse Biscuit (pumpkin) 120g 6pcs,https://www.yamibuy.com/en/p/sake-vinasse-biscuit-pumpkin-120g-pcs6/3016084601,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TTL TTL,,,,Sake Vinasse Biscuit (pumpkin) 120g 6pcs,$4.74,$4.99,Be the first!,Taiwan,
Balance Power Big Wheat Nut Cookie 2pc,https://www.yamibuy.com/en/p/balance-power-big-wheat-nut-cookie-2pc/3016084791,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HEALTHY CLUB,,5 Options,2,Balance Power Big Wheat Nut Cookie 2pc,$2.00,$3.50,2,Japan,4
POCKY STRAWBERRY COCOA BISCUIT 10pack,https://www.yamibuy.com/en/p/glico-pocky-strawberry-cocoa-biscuit-10pack/3016075251,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GLICO,,14 Options,,POCKY STRAWBERRY COCOA BISCUIT 10pack,$7.50,$11.95,Be the first!,Japan,
JAPAN POCKY Strawberry Chocolate Biscuit Sticks 58g,https://www.yamibuy.com/en/p/japan-glico-pocky-strawberry-chocolate-biscuit-sticks-58g/3016075081,https://cdn.yamibuy.net/item/a1b7d3eb785281b3e0994cfe9affec88_684x684.webp,GLICO,,25 Options,,JAPAN POCKY Strawberry Chocolate Biscuit Sticks 58g,$3.50,$5.99,Be the first!,Japan,
JAPAN YOKUMOKU BISCUIT BATON Butter 10pc,https://www.yamibuy.com/en/p/japan-yokumoku-biscuit-baton-butter-10pc/3016071601,https://cdn.yamibuy.net/item/fc6a91574eecde103389456ba69b7158_684x684.webp,Yoku Moku,,19 Options,,JAPAN YOKUMOKU BISCUIT BATON Butter 10pc,$18.50,$29.99,Be the first!,Japan,
JAPAN R.L WAFFLE CAKE KOROKORO WAFFLE COOKIE Chocolate 145g,https://www.yamibuy.com/en/p/japan-r-l-waffle-cake-korokoro-waffle-cookie-chocolate-145g/3016070061,https://cdn.yamibuy.net/item/6a8f573acdf62e28e3ac1a6d62cad459_684x684.webp,WORLD RHYTHM,,4 Options,,JAPAN R.L WAFFLE CAKE KOROKORO WAFFLE COOKIE Chocolate 145g,$17.50,$29.90,Be the first!,Japan,
JAPAN R.L WAFFLE CAKE KOROKORO WAFFLE COOKIE Maple 145g,https://www.yamibuy.com/en/p/japan-r-l-waffle-cake-korokoro-waffle-cookie-maple-145g/3016070051,https://cdn.yamibuy.net/item/841a2743dea80d7e70ed4036de4e949c_684x684.webp,WORLD RHYTHM,,4 Options,,JAPAN R.L WAFFLE CAKE KOROKORO WAFFLE COOKIE Maple 145g,$17.50,$29.90,Be the first!,Japan,
Mashmallow Chocolate Sand Cookie 6pc,https://www.yamibuy.com/en/p/baked-mallow-mashmallow-chocolate-sand-cookie-6pc/3016066671,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Baked Mallow,,,,Mashmallow Chocolate Sand Cookie 6pc,$24.00,$30.99,3,Japan,5
JAPAN POCKY Almond Chocolate Biscuit Sticks 58g,https://www.yamibuy.com/en/p/japan-glico-pocky-almond-chocolate-biscuit-sticks-41g/3016069491,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GLICO,,25 Options,,JAPAN POCKY Almond Chocolate Biscuit Sticks 58g,$2.99,$5.99,Be the first!,Japan,
Honey Biscuit 240g,https://www.yamibuy.com/en/p/honey-biscuit-240g/3016090091,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CTCFOODS,,,,Honey Biscuit 240g,$10.39,$12.99,Be the first!,Taiwan,
Real Silk Crew Neck Screw Thread Short Sleeve T-shirt Women Basics Blouse NZFBA740 # Cookie Color One Size,https://www.yamibuy.com/en/p/real-silk-crew-neck-screw-thread-short-sleeve-t-shirt-women-basics-blouse-nzfba740-cookie-color-one-size/3145291351,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JINSANT,$55.99,2 Options,,Real Silk Crew Neck Screw Thread Short Sleeve T-shirt Women Basics Blouse NZFBA740 # Cookie Color One Size,,,Be the first!,China,
Casual Gift Chocolate Biscuit Carre 10pc,https://www.yamibuy.com/en/p/yoku-moku-casual-gift-chocolate-biscuit-carre-10pc/3016071911,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Yoku Moku,,,,Casual Gift Chocolate Biscuit Carre 10pc,$18.90,$26.99,Be the first!,Japan,
Casual Gift Sugar Biscuit Carre 10pc,https://www.yamibuy.com/en/p/yoku-moku-casual-gift-sugar-biscuit-carre-10pc/3016071901,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Yoku Moku,,4 Options,,Casual Gift Sugar Biscuit Carre 10pc,$17.50,$26.99,Be the first!,Japan,
JAPAN POCKY Almond Chocolate Biscuit Sticks,https://www.yamibuy.com/en/p/japan-glico-pocky-almond-chocolate-biscuit-sticks/3016070281,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GLICO,,3 Options,,JAPAN POCKY Almond Chocolate Biscuit Sticks,$2.85,$3.50,2,Japan,5
Choco Variety Pack 27pc In Bag Bis Milk Strawberry Jelly Cookie 176g,https://www.yamibuy.com/en/p/tirol-choco-variety-pack-27pc-in-bag-bis-milk-strawberry-jelly-cookie-175g/3018032461,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TIROL,,,,Choco Variety Pack 27pc In Bag Bis Milk Strawberry Jelly Cookie 176g,$5.88,$6.49,5,Japan,4.8
LOTTE Koala Strawberry Cream Filling Biscuit 48g,https://www.yamibuy.com/en/p/lotte-koala-strawberry-cream-filling-biscuit-48g/3016066051,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOTTE Korea,,12 Options,,LOTTE Koala Strawberry Cream Filling Biscuit 48g,$3.50,$5.99,Be the first!,Korea,
LOTTE Koala Chocolate Cream Filling Biscuit 50g,https://www.yamibuy.com/en/p/lotte-koala-chocolate-cream-filling-biscuit-41g/3016066041,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOTTE Korea,,12 Options,,LOTTE Koala Chocolate Cream Filling Biscuit 50g,$3.90,$5.99,1,Korea,5
Soybean Milk Flavored Wafer Cookie Sugar Reduce 60% 12pc,https://www.yamibuy.com/en/p/soybean-milk-flavored-wafer-cookie-sugar-reduce-60-12pc/3016085041,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,,8 Options,1,Soybean Milk Flavored Wafer Cookie Sugar Reduce 60% 12pc,$3.65,$5.95,1,Japan,5
DHA Wafer Biscuit Yogurt Flavor 1 Years Old 32g,https://www.yamibuy.com/en/p/dha-wafer-biscuit-yogurt-flavor-1-years-old-32g/3016090301,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WAKODO,,,,DHA Wafer Biscuit Yogurt Flavor 1 Years Old 32g,$7.99,$9.99,Be the first!,Japan,
Spicy Salted Egg Flavoured Cookie Golden Cube 100g,https://www.yamibuy.com/en/p/snazk-bites-spicy-salted-egg-flavoured-cookie-golden-cube-100g/3016079061,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SNAZK BITES,,,,Spicy Salted Egg Flavoured Cookie Golden Cube 100g,$7.19,$8.99,Be the first!,Malaysia,
POCKY MILKCHOCOLAT & BUTTER  COCOA BISCUIT 10pack,https://www.yamibuy.com/en/p/glico-pocky-milkchocolat-butter-cocoa-biscuit-10pack/3016075391,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GLICO,,14 Options,,POCKY MILKCHOCOLAT & BUTTER  COCOA BISCUIT 10pack,$7.50,$11.95,Be the first!,Japan,
POCKY ALMONDMILK COCOA BISCUIT 10pack,https://www.yamibuy.com/en/p/glico-pocky-almondmilk-cocoa-biscuit-10pack/3016075381,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GLICO,,14 Options,,POCKY ALMONDMILK COCOA BISCUIT 10pack,$7.50,$11.95,Be the first!,Japan,
JAPAN R.L WAFFLE CAKE KOROKORO WAFFLE COOKIE Original 145g,https://www.yamibuy.com/en/p/japan-r-l-waffle-cake-korokoro-waffle-cookie-original-145g/3016070041,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WORLD RHYTHM,,4 Options,,JAPAN R.L WAFFLE CAKE KOROKORO WAFFLE COOKIE Original 145g,$17.50,$29.90,1,Japan,5
Wafer Biscuit 16pc,https://www.yamibuy.com/en/p/bourbon-wafer-biscuit-16pc/3016068351,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,,,,Wafer Biscuit 16pc,$4.15,$4.29,12,Japan,4.8
Mire Biscuit Caramel 110g,https://www.yamibuy.com/en/p/nomura-mire-biscuit-caramel-110g/3016067421,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NOMURA,,,,Mire Biscuit Caramel 110g,$2.88,$5.99,2,Japan,5
LOTTE Koala Fermented butter Cream Filling Biscuit 48g,https://www.yamibuy.com/en/p/lotte-koala-fermented-butter-cream-filling-biscuit-48g/3016066061,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOTTE Korea,,12 Options,,LOTTE Koala Fermented butter Cream Filling Biscuit 48g,$3.90,$5.99,2,Korea,5
Purple Potato Biscuit 220g,https://www.yamibuy.com/en/p/bestore-ice-cream-that-doesn-t-melt-32g/3018029031,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BESTORE,$8.99,,,Purple Potato Biscuit 220g,,,Be the first!,China,
GERY Cheese Crackers 20g x 5pcs,https://www.yamibuy.com/en/p/gery-cheese-crackers-20g-x-5pcs/3016052041,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GREAT HARVEST,,,,GERY Cheese Crackers 20g x 5pcs,$2.39,$2.99,Be the first!,China,
Baton Cookie Coconut 25pc,https://www.yamibuy.com/en/p/baton-cookie-coconut-25pc/3018038881,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ROYCE,,22 Options,3,Baton Cookie Coconut 25pc,$17.90,$29.90,3,Japan,5
Casual Gift  Butter Biscuit Baton 10pc,https://www.yamibuy.com/en/p/yoku-moku-casual-gift-butter-biscuit-baton-10pc/3017034521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Yoku Moku,,5 Options,,Casual Gift  Butter Biscuit Baton 10pc,$18.90,$28.99,Be the first!,Japan,
2in1 Grill Prawn & Seafood Dipping Sauce Flavour Ringed Cut Potato Chip 48g,https://www.yamibuy.com/en/p/2in1-grill-prawn-seafood-dipping-sauce-flavour-ringed-cut-potato-chip-48g/3017044231,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,,,,2in1 Grill Prawn & Seafood Dipping Sauce Flavour Ringed Cut Potato Chip 48g,$6.39,$7.99,Be the first!,China,
POCKY Chocolate Biscuit Sticks 53g,https://www.yamibuy.com/en/p/pocky-chocolate-biscuit-sticks-53g/3016092791,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GLICO,,25 Options,,POCKY Chocolate Biscuit Sticks 53g,$3.90,$6.99,Be the first!,Japan,
HOKKAIDO Premium Potato Jaga Pokkuru 10pc,https://www.yamibuy.com/en/p/hokkaido-calbee-premium-potato-jaga-pokkuru-10pc/3017008651,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,18 Options,75,HOKKAIDO Premium Potato Jaga Pokkuru 10pc,$14.00,$21.99,75,Japan,5
HEALTHY CLUB Balance Power Biscuit Big Sweet Cheese Orange Flavor 2pc,https://www.yamibuy.com/en/p/healthy-club-balance-power-biscuit-big-sweet-cheese-orange-flavor-2pc/3016084531,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAMADA,,8 Options,1,HEALTHY CLUB Balance Power Biscuit Big Sweet Cheese Orange Flavor 2pc,$2.88,$3.40,1,Japan,5
East Port Baked Fish Crackers with Seaweed 220g,https://www.yamibuy.com/en/p/east-port-baked-fish-crackers-with-seaweed-220g/3019069401,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIEN HAW FOODS,,,1,East Port Baked Fish Crackers with Seaweed 220g,$9.49,$9.99,1,Taiwan,5
Extreme Hot Chicken Zzaldduk Snack 80g,https://www.yamibuy.com/en/p/extreme-hot-chicken-zzaldduk-snack-80g/3017045201,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SAMYANG,,,,Extreme Hot Chicken Zzaldduk Snack 80g,$5.59,$6.99,Be the first!,Korea,
Classic Salted Egg Flavoured Cookie Golden Cube 100g,https://www.yamibuy.com/en/p/snazk-bites-salted-egg-flavoured-cookie-golden-cube-100g/3016079051,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SNAZK BITES,,,,Classic Salted Egg Flavoured Cookie Golden Cube 100g,$7.19,$8.99,Be the first!,Malaysia,
SAKURA Biscuit 24pc,https://www.yamibuy.com/en/p/japan-yoku-moku-sakura-biscuit-24pc/3016080731,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Yoku Moku,,3 Options,,SAKURA Biscuit 24pc,$37.90,$79.99,Be the first!,Japan,
JAPAN SAKURA Biscuit 9pc,https://www.yamibuy.com/en/p/japan-ginza-tamaya-sakura-biscuit-9pc/3016078771,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GINZA TAMAYA,,7 Options,,JAPAN SAKURA Biscuit 9pc,$16.90,$26.99,1,Japan,5
JAPAN R.L WAFFLE CAKE KOROKORO WAFFLE COOKIE Strawberry 145g,https://www.yamibuy.com/en/p/japan-r-l-waffle-cake-korokoro-waffle-cookie-strawberry-145g/3016070071,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WORLD RHYTHM,,4 Options,,JAPAN R.L WAFFLE CAKE KOROKORO WAFFLE COOKIE Strawberry 145g,$17.50,$29.90,Be the first!,Japan,
Balance Power Biscuit Big Sweet Cheese Orange Flavor 2pc,https://www.yamibuy.com/en/p/healthy-club-balance-power-biscuit-big-sweet-cheese-orange-flavor-2pc/3016067511,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HEALTHY CLUB,,,,Balance Power Biscuit Big Sweet Cheese Orange Flavor 2pc,$2.00,$3.50,5,Japan,5
GERY Choco Crackers 20g x 5pcs,https://www.yamibuy.com/en/p/gery-choco-crackers-20g-x-5pcs/3016052031,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GREENMAX,,,,GERY Choco Crackers 20g x 5pcs,$2.39,$2.99,Be the first!,Taiwan,
Lobster Potato Stick 72g,https://www.yamibuy.com/en/p/lobster-potato-stick-72g/3017045821,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Master Master,,,,Lobster Potato Stick 72g,$6.39,$7.99,Be the first!,Japan,
Spicy Chicken Flavoured Snack 37g,https://www.yamibuy.com/en/p/spicy-chicken-flavoured-snack-37g/3017045801,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,COSMOS,,,,Spicy Chicken Flavoured Snack 37g,$4.79,$5.99,Be the first!,Korea,
Shell Shaped Snack 62g,https://www.yamibuy.com/en/p/shell-shaped-snack-62g/3017045811,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,COSMOS,,,,Shell Shaped Snack 62g,$5.59,$6.99,Be the first!,Korea,
Sweet Potato Shaped Snack 60g,https://www.yamibuy.com/en/p/sweet-potato-shaped-snack-60g/3017045791,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,COSMOS,,,,Sweet Potato Shaped Snack 60g,$5.59,$6.99,Be the first!,Korea,
HOKKAIDO Premium Potato Jaga Pirika 1bag,https://www.yamibuy.com/en/p/hokkaido-premium-potato-jaga-pirika-1bag/3017045211,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,4 Options,,HOKKAIDO Premium Potato Jaga Pirika 1bag,$1.38,$2.00,Be the first!,Japan,
Sakura Matcha Cracker Rolls 48g,https://www.yamibuy.com/en/p/sakura-matcha-cracker-rolls-48g/3017045831,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GLICO,,,,Sakura Matcha Cracker Rolls 48g,$4.80,$8.50,Be the first!,Japan,
Asam Fish Flavour Potato Chips 60g,https://www.yamibuy.com/en/p/asam-fish-flavour-potato-chips-60g/3017045781,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JACK'N JILL,,,,Asam Fish Flavour Potato Chips 60g,$5.59,$6.99,Be the first!,Philippine,
HOKKAIDO Premium Potato Jaga Pokkuru 1pc,https://www.yamibuy.com/en/p/hokkaido-premium-potato-jaga-pokkuru-1pc/3017042051,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,4 Options,,HOKKAIDO Premium Potato Jaga Pokkuru 1pc,$1.35,$2.00,Be the first!,Japan,
Pokemon Noodles Sea Food 38g,https://www.yamibuy.com/en/p/pokemon-noodles-sea-food-38g/3017039881,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SAPPORO ICHIBAN,,,1,Pokemon Noodles Sea Food 38g,$3.00,$5.50,1,Japan,5
JAPAN R.L WAFFLE CAKE KOROKORO WAFFLE COOKIE Strawberry 145g,https://www.yamibuy.com/en/p/japan-r-l-waffle-cake-korokoro-waffle-cookie-strawberry-145g/3016070071,https://cdn.yamibuy.net/item/2f1c1cc7f633e0cb9907268cefebcec4_684x684.webp,WORLD RHYTHM,,4 Options,,JAPAN R.L WAFFLE CAKE KOROKORO WAFFLE COOKIE Strawberry 145g,$17.50,$29.90,Be the first!,Japan,
Balance Power Biscuit Big Sweet Cheese Orange Flavor 2pc,https://www.yamibuy.com/en/p/healthy-club-balance-power-biscuit-big-sweet-cheese-orange-flavor-2pc/3016067511,https://cdn.yamibuy.net/item/224176ef93e6571433e58ba8a850863c_684x684.webp,HEALTHY CLUB,,,,Balance Power Biscuit Big Sweet Cheese Orange Flavor 2pc,$2.00,$3.50,5,Japan,5
GERY Choco Crackers 20g x 5pcs,https://www.yamibuy.com/en/p/gery-choco-crackers-20g-x-5pcs/3016052031,https://cdn.yamibuy.net/item/8efd450ccaf2013ef59d7b8d0dbb7d08_684x684.webp,GREENMAX,,,,GERY Choco Crackers 20g x 5pcs,$2.39,$2.99,Be the first!,Taiwan,
Lobster Potato Stick 72g,https://www.yamibuy.com/en/p/lobster-potato-stick-72g/3017045821,https://cdn.yamibuy.net/item/907b29efefcafec9718473dcb72a899b_684x684.webp,Master Master,,,,Lobster Potato Stick 72g,$6.39,$7.99,Be the first!,Japan,
HOKKAIDO Original Chocolate Chips 190g,https://www.yamibuy.com/en/p/hokkaido-royce-original-chocolate-chips-190g/3017012291,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ROYCE,$22.99,5 Options,3,HOKKAIDO Original Chocolate Chips 190g,,,3,Japan,4.7
Zidi Potato Chips BBQ Flavor 100g,https://www.yamibuy.com/en/p/zidi-potato-chips-bbq-flavor-100g/3017037351,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Sunway Snack,,4 Options,3,Zidi Potato Chips BBQ Flavor 100g,$3.25,$3.99,3,United States,4.7
HOKKAIDO Premium Potato Jaga Pokkuru 1pc,https://www.yamibuy.com/en/p/hokkaido-premium-potato-jaga-pokkuru-1pc/3017040491,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,,1,HOKKAIDO Premium Potato Jaga Pokkuru 1pc,$1.66,$2.00,1,Japan,5
Potato Chips Scallop Butter Garlic Flavour 48g,https://www.yamibuy.com/en/p/potato-chips-scallop-butter-garlic-flavour-48g/3017041891,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,,,,Potato Chips Scallop Butter Garlic Flavour 48g,$5.59,$6.99,Be the first!,China,
Limited Production Imo Komachi Fries 8pc,https://www.yamibuy.com/en/p/calbee-limited-production-imo-komachi-fries-8pc/3017010051,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,$15.99,18 Options,7,Limited Production Imo Komachi Fries 8pc,,,7,Japan,4.1
Honey Flavored Twist Snack 75g,https://www.yamibuy.com/en/p/honey-flavored-twist-snack-75g/3017041591,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NONGSHIM,,,,Honey Flavored Twist Snack 75g,$3.99,$4.99,Be the first!,Korea,
Potato Chips Hot and Spicy Seaweed Flavor 97g,https://www.yamibuy.com/en/p/potato-chips-hot-and-spicy-seaweed-flavor-97g/3017041501,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Pringles,,,,Potato Chips Hot and Spicy Seaweed Flavor 97g,$6.39,$7.99,Be the first!,Japan,
JAPAN DIY JYAZU  Butter Popcorn 67g,https://www.yamibuy.com/en/p/japan-diy-jyazu-butter-popcorn-67g/3017037761,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MARUJYO,,19 Options,1,JAPAN DIY JYAZU  Butter Popcorn 67g,$5.90,$9.99,1,Japan,5
JAGARIKO Yuzikosyo 38g,https://www.yamibuy.com/en/p/jagariko-yuzikosyo-38g/3017043901,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,6 Options,,JAGARIKO Yuzikosyo 38g,$3.50,$6.99,Be the first!,Japan,
French Fries HONEY SALT AND BUTTER 60g,https://www.yamibuy.com/en/p/french-fries-honey-salt-and-butter-60g/3017040251,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,AND EHT FRIET,,9 Options,,French Fries HONEY SALT AND BUTTER 60g,$7.90,$15.99,Be the first!,Japan,
HOKKAIDO Premium Potato Jaga Pirika 1pc,https://www.yamibuy.com/en/p/hokkaido-premium-potato-jaga-pirika-1pc/3017040501,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,,1,HOKKAIDO Premium Potato Jaga Pirika 1pc,$1.66,$2.00,1,Japan,5
French Fries ANCHOVY AND GARLIC 60g,https://www.yamibuy.com/en/p/french-fries-anchovy-and-garlic-60g/3017040271,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,AND EHT FRIET,,9 Options,1,French Fries ANCHOVY AND GARLIC 60g,$7.99,$15.99,1,Japan,3
TAKUMI Kappa Ebisen 15pc,https://www.yamibuy.com/en/p/calbee-takumi-kappa-ebisen-18pc/3017010081,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,18 Options,3,TAKUMI Kappa Ebisen 15pc,$18.00,$26.99,3,Japan,4.3
Fragrant Brittle Fries Honey Butter Flavor 20g,https://www.yamibuy.com/en/p/fragrant-brittle-fries-honey-butter-flavor-20g-2/3017038401,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CUISHENGSHENG,$1.39,,,Fragrant Brittle Fries Honey Butter Flavor 20g,,,Be the first!,China,
East Port Dried Golden Shrimp Cracker 150g,https://www.yamibuy.com/en/p/golden-shrimp-150g/3017039591,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIEN HAW FOODS,,,1,East Port Dried Golden Shrimp Cracker 150g,$9.49,$9.99,1,Taiwan,5
French Fries CHEDDAR CHEESE 60g,https://www.yamibuy.com/en/p/french-fries-cheddar-cheese-60g/3017040261,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,AND EHT FRIET,,9 Options,,French Fries CHEDDAR CHEESE 60g,$7.99,$15.99,Be the first!,Japan,
Bruschette Chips Tomato Olives & Oregano 70g,https://www.yamibuy.com/en/p/bruschette-chips-tomato-olives-oregano-70g/3017042191,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOPIKO,,,,Bruschette Chips Tomato Olives & Oregano 70g,$6.39,$7.99,Be the first!,Indonesia,
Chocolate Corn Snack 30g,https://www.yamibuy.com/en/p/chocolate-corn-snack-30g/3017041571,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,COSMOS,,,,Chocolate Corn Snack 30g,$4.79,$5.99,Be the first!,Korea,
