Product_Name,Brand,Price,Option,Rate,Origin,Reviews,Platform,Category,Sold_Weekly,Sold_Monthly,Weekly_Revenue
Fine Goods Fat Choy Pastries Gift Box 134g,mei xin,15.99,No,4.7,Hong Kong,10,Yami,Pastries,400,1600,6396
?€?Year of Tiger?€??€?Limited Edition?€?Food Lucky Bag,yami,68.88,No,5,United States,1,Yami,Pastries,400,1600,27552
Toasted Bread Slice Spicy Flavor 308g,yumei,3.29,2 Options,4.8,Mainland China,203,Yami,Pastries,1000,4000,3290
Sun Cake 300g,sun booth,6.99,4 Options,4.6,Taiwan,362,Yami,Pastries,1000,4000,6990
Japanese Chocolate Cookies Gift Box 37pc,ishiya seika,56.99,No,0,Unclear,0,Yami,Pastries,400,1600,22796
Hello Panda Chocolate Valentine's day special edition 283g,meiji,3.59,No,5,Japan,3,Yami,Pastries,400,1600,1436
Cashew Cookies 600g,dao xiang cun,4.99,No,4.7,Mainland China,3,Yami,Pastries,400,1600,1996
Royce New Year Spring Chocolate Gift Set,royce,32.99,No,5,Japan,1,Yami,Pastries,400,1600,13196
Ishiya Winter Chocolate Waffle 12 Pcs,ishiya seika,42.99,No,5,Japan,1,Yami,Pastries,400,1600,17196
Shortbread Cookies Coconut Milk Flavor 144g,jzjt,6.99,No,5,Mainland China,2,Yami,Pastries,400,1600,2796
Mire Biscuits Coffee Fumi 70g,nomura,1.59,5 Options,5,Japan,2,Yami,Pastries,400,1600,636
Shortbread Cookies Rice and Matcha Flavor 144g,jzjt,6.99,No,4.7,Mainland China,3,Yami,Pastries,400,1600,2796
Imperial Palace Salted Cracker 180g,imperial palace,3.69,No,3,Mainland China,1,Yami,Pastries,400,1600,1476
Fresh Fish Bone Crisp 120g,hi walk,12.99,No,5,Taiwan,2,Yami,Pastries,400,1600,5196
Imperial Palace Fried Round Cookies 150g,imperial palace,2.99,No,5,Mainland China,1,Yami,Pastries,400,1600,1196
Milk Cracker Snack 30g,glico,1.69,No,5,Japan,1,Yami,Pastries,200,800,338
Multi-nut Pancake 320g,imei,19.99,No,5,Taiwan,1,Yami,Pastries,400,1600,7996
Coffee Joy Coffee Biscuits 142g,mayora,1.79,No,5,Denmark,1,Yami,Pastries,400,1600,716
1mm Thin Cracker Coconut Flavor 285g,silang,5.29,No,5,Mainland China,1,Yami,Pastries,400,1600,2116
JoyJoy Golden Cake Gift Set 240g,joyjoy,38.99,No,4.7,Taiwan,3,Yami,Pastries,400,1600,15596
Peacock Biscuit 135g,peacock brand herbs,3.49,No,0,Mainland China,0,Yami,Pastries,400,1600,1396
New Year Lion Chocolate,royce,13.99,No,0,Japan,0,Yami,Pastries,400,1600,5596
1mm Thin Cracker Green Onion Flavor 285g,silang,5.29,No,0,Mainland China,0,Yami,Pastries,400,1600,2116
Butter Waffles 316g,crown,5.99,No,4.8,Korea,272,Yami,Pastries,1000,4000,5990
Chips Ahoy! Prince Chocolate Cookie 85g,danone,2.89,No,0,Mainland China,0,Yami,Pastries,400,1600,1156
Spring Festival Pastry Gift Box 252g,kuo yuan ye,32.99,No,5,Taiwan,2,Yami,Pastries,400,1600,13196
CHANGSONG Biscuit Milk Flavor 230g,taiwanchangsong,7.99,No,4.6,Taiwan,250,Yami,Pastries,1000,4000,7990
Spring Festival Lucky Gift Box 351g,kuo yuan ye,43.99,No,5,Taiwan,3,Yami,Pastries,400,1600,17596
?€?BOURBON X Demon Slayer: Kimetsu no Yaiba?€?Petite Shittori Choco Cookie 57g,bourbon,1.69,19 Options,4.8,Japan,5,Yami,Pastries,25,50,42.25
Salted Almond Caramel Snack 300g,haitai,4.69,No,5,Korea,1,Yami,Pastries,400,1600,1876
Seaweed Saltine Cracker 140g,zhongxiang,2.59,No,4.7,Taiwan,15,Yami,Pastries,400,1600,1036
PETITE Kimetsu Agemaru 47g,bourbon,1.49,No,0,Japan,0,Yami,Pastries,25,50,37.25
?€?BOURBON X Demon Slayer: Kimetsu no Yaiba?€?Petite Umashio Pretzel 44g,bourbon,1.69,19 Options,5,Japan,4,Yami,Pastries,25,50,42.25
Black Truffle Cheese Biscuits 10pc,tokyo milk cheese factory,19.99,No,4,Japan,2,Yami,Pastries,400,1600,7996
"Cookies, Imported Sandwich Vanilla Cream 150g",biscoff,6.99,No,0,United States,0,Yami,Pastries,400,1600,2796
?€?BOURBON X Demon Slayer: Kimetsu no Yaiba?€?Petite Ebi 38g,bourbon,1.69,19 Options,5,Japan,6,Yami,Pastries,25,50,42.25
Sun Friend Chia Seed Spirulina & Spring Onion Cracker,sun friend,6.99,No,0,Taiwan,0,Yami,Pastries,400,1600,2796
Christmas Limited Edition Apple Cream Biscuit 7pcs 84g,heart,7.99,No,4.5,Japan,6,Yami,Pastries,400,1600,3196
?€?BOURBON X Demon Slayer: Kimetsu no Yaiba?€?Petite Potato Usushio 45g,bourbon,1.69,19 Options,5,Japan,4,Yami,Pastries,25,50,42.25
Top Yami Picks from Christine Ha,other brands,49.99,No,0,Unclear,0,Yami,Pastries,400,1600,19996
?€?BOURBON X Demon Slayer: Kimetsu no Yaiba?€?Petite Potato Norishio 45g,bourbon,1.69,19 Options,4.5,Japan,4,Yami,Pastries,25,50,42.25
Ball Cake Cookie 210g,want want,4.29,6 Options,4.9,Taiwan,248,Yami,Pastries,1000,4000,4290
Japanese Cookies Gift Box,morozoff,18.99,No,0,Japan,0,Yami,Pastries,400,1600,7596
milk Cookies 100g,want want,2.49,No,0,Taiwan,0,Yami,Pastries,400,1600,996
Oyatsu Mire Biscuits 500g,nomura,9.99,5 Options,5,Japan,3,Yami,Pastries,400,1600,3996
RC04 Baby Cookies-Rich Milk Flavor 300g,sugar & spice,32.99,2 Options,5,Taiwan,2,Yami,Pastries,400,1600,13196
RC03 Baby Cookies-Sea Salt Chocolate,sugar & spice,32.99,2 Options,5,Taiwan,1,Yami,Pastries,400,1600,13196
Durian Pancake,liulianxiashi,3.69,No,4.5,Mainland China,8,Yami,Pastries,400,1600,1476
TK FOOD Black Sugar Thousand Layers Cookies 120g,tkfood,2.19,No,4.5,Taiwan,57,Yami,Pastries,400,1600,876
Almond Cakes 400g,choi heong yuen bakery,16.99,3 Options,0,Macao,0,Yami,Pastries,400,1600,6796
?€?BOURBON X Demon Slayer: Kimetsu no Yaiba?€?Petite Choco Langue De Chat 47g,bourbon,1.69,19 Options,4,Japan,2,Yami,Pastries,25,50,42.25
?€?BOURBON X Demon Slayer: Kimetsu no Yaiba?€?Petite Kokuto Kinako Wafer 42g,bourbon,1.69,19 Options,3.5,Japan,2,Yami,Pastries,25,50,42.25
?€?BOURBON X Demon Slayer: Kimetsu no Yaiba?€?Petite Umashio Pretzel 44g,bourbon,1.69,19 Options,5,Japan,4,Yami,Pastries,25,50,42.25
CISCO'S Crisp Choco Wheat Chocolate Pie 51g,nissin,2.39,No,4.8,Japan,461,Yami,Pastries,1000,4000,2390
MOEGINO Cookies 60pcs 471g,tivoli tivon,18.99,No,5,Japan,1,Yami,Pastries,400,1600,7596
?€?BOURBON X Demon Slayer: Kimetsu no Yaiba?€?Petite Ebi 38g,bourbon,1.69,19 Options,5,Japan,6,Yami,Pastries,25,50,42.25
?€?BOURBON X Demon Slayer: Kimetsu no Yaiba?€?Petite Shio Cracker 45g,bourbon,1.69,19 Options,5,Japan,2,Yami,Pastries,25,50,42.25
Hot-Kid Cookie Ball Milk Flavour 210g,want want,3.49,6 Options,4.1,Taiwan,38,Yami,Pastries,400,1600,1396
Biscuit Roll Coconut Milk Flavor 60g,want want,2.29,No,4.5,Taiwan,15,Yami,Pastries,400,1600,916
Raisinne Butter Flavor 120g,bourbon,6.99,No,5,Japan,1,Yami,Pastries,25,50,174.75
JD Gift Strawberry Chocolate Butter Cookie 9/box,jd gift,39.99,No,5,Taiwan,1,Yami,Pastries,400,1600,15996
Creamy Fresh Yogurt Filling Biscuit 12Pcs 204g,haitai,3.99,No,4.7,Korea,402,Yami,Pastries,1000,4000,3990
Tanita Shokudo Calorie Style 160g,kabaya,8.99,No,5,Japan,1,Yami,Pastries,400,1600,3596
Mini Assorted Almond Cakes 165g,choi heong yuen bakery,7.89,3 Options,0,Macao,0,Yami,Pastries,400,1600,3156
Aerial Noko Cheddar Cheese Flavor 70g,hachimitsu,2.29,No,5,Japan,2,Yami,Pastries,400,1600,916
3+2 Soda Biscuit Lemon 375g,master kong,5.49,No,4.8,Mainland China,73,Yami,Pastries,400,1600,2196
?€?BOURBON X Demon Slayer: Kimetsu no Yaiba?€?Petite Kuro Cocoa 58g,bourbon,1.69,19 Options,5,Japan,1,Yami,Pastries,25,50,42.25
?€?BOURBON X Demon Slayer: Kimetsu no Yaiba?€?Petite Yakimorokoshi 38g,bourbon,1.69,19 Options,5,Japan,1,Yami,Pastries,25,50,42.25
HS KERK ASST BISCUIT LINGO,hs kerk,6.59,2 Options,0,Mainland China,0,Yami,Pastries,400,1600,2636
Chiisana Melon Pan Cookie 41g,kabaya,1.99,No,5,Japan,1,Yami,Pastries,400,1600,796
Every Almond Biscuit&White Choco 58.8g,ybc,3.49,No,4,Japan,2,Yami,Pastries,400,1600,1396
Marron Cookie  12pc 68.4g,furuta,2.09,No,4.7,Japan,3,Yami,Pastries,25,50,52.25
Sheung Wan Butter and Coffee  Cookies 320g,jenny bakery,38.9,3 Options,4.9,Hong Kong,39,Yami,Pastries,400,1600,15560
Sesame Chocolate Butter Cookie 9/box 225g,jd gift,39.99,No,4,Taiwan,4,Yami,Pastries,400,1600,15996
Animal Christmas Cookie 8pcs 184g,ginbis,5.99,No,0,Japan,0,Yami,Pastries,200,800,1198
Mini Cream Wafers Chocolate Flavor 8Packs,garden,4.39,No,4.9,Hong Kong,17,Yami,Pastries,200,800,878
Sultana Biscuits 200g,khong guan,2.99,3 Options,4.5,Singapore,170,Yami,Pastries,900,3600,2691
Prezt Roasted Stick 10packs Party Size 180g,glico,3.39,No,4.7,Japan,47,Yami,Pastries,200,800,678
Raisin Sandwich Cookies 102g,bourbon,3.89,No,4,Japan,3,Yami,Pastries,25,50,97.25
Coco Milky Cookie,yu cake,12.99,No,4.8,United States,19,Yami,Pastries,400,1600,5196
?€?BOURBON X Demon Slayer: Kimetsu no Yaiba?€?Petite France Butter Cookie 49g,bourbon,1.69,19 Options,4,Japan,1,Yami,Pastries,25,50,42.25
Pepero Almond and Chocolate 32g,lotte korea,2.29,5 Options,4.7,Korea,9,Yami,Pastries,400,1600,916
Natural Series Nougat Sandwich Crackers(Sesame) 145g,zhongxiang,6.89,No,4.7,Taiwan,7,Yami,Pastries,400,1600,2756
Country Maam Zeitaku Choco 169.6g,fujiya,4.39,No,4.4,Japan,7,Yami,Pastries,25,50,109.75
Crunchoco Classic Original Flavor 4packs,imei,2.99,No,4.8,Taiwan,50,Yami,Pastries,400,1600,1196
?€?BOURBON X Demon Slayer: Kimetsu no Yaiba?€?Petite White Choco Langue De Chat 47g,bourbon,1.69,19 Options,4.6,Japan,5,Yami,Pastries,25,50,42.25
Koreabob Seaweed 160g,orion,3.59,3 Options,4.8,Korea,26,Yami,Pastries,400,1600,1436
Chocolate Waffle 640g,nestle,7.99,No,4.8,Japan,62,Yami,Pastries,400,1600,3196
Limited Seaweed Soda Cracker 310g,zhongxiang,5.29,No,4.6,Taiwan,49,Yami,Pastries,400,1600,2116
4444 Coconut Almond Dark Chocolate 35g,munk pack,2.49,No,0,United States,0,Yami,Pastries,400,1600,996
Maccha Sand Cookie 85g,furuta,2.49,No,4.4,Japan,50,Yami,Pastries,200,800,498
Wang Koreabob Seasoning 56g,orion,1.59,3 Options,4.7,Korea,32,Yami,Pastries,400,1600,636
3+2 Soda Biscuit Tomato Salad 125g,master kong,1.99,No,4.8,Mainland China,14,Yami,Pastries,400,1600,796
CHA CHA  Potato Cracker Scallion Flavor  51g,chacheer,0.99,6 Options,4.9,Mainland China,40,Yami,Pastries,200,800,198
Handmade Nougat Cracker Green Onion 180g 12pcs,cherry grandfather,8,No,3.9,Taiwan,34,Yami,Pastries,600,2400,4800
WALKER Pure Butter Shortbread Highlanders 135g,walkers,5.49,No,4.8,Scotland,5,Yami,Pastries,400,1600,2196
Delicacy Shannon Milk Big Biscuit 175g,aji,2.69,No,4.9,Mainland China,38,Yami,Pastries,100,400,269
Choco Boy Chocolate Cookie 36g*2,orion,1.99,No,4.7,Korea,25,Yami,Pastries,400,1600,796
Cookie Gift Box Classic Style 230g,akoko,28.99,No,4.7,Mainland China,9,Yami,Pastries,100,400,2899
Milk Cookies 80.4g,furuta,2.49,No,4.5,Japan,33,Yami,Pastries,200,800,498
Matcha Cracker-Lemon Cream 167g,ybc,3.69,No,4.7,Japan,9,Yami,Pastries,400,1600,1476
Pie Cookies Matcha Flavor 160g (Random Delivery of 2 Packaging),royal family,2.99,No,3.9,Taiwan,34,Yami,Pastries,400,1600,1196
Uji Matcha Sandwich Cookie 129.6g,languly,3.29,3 Options,4.8,Japan,20,Yami,Pastries,400,1600,1316
Cookie Gift Box Classic Style 230g,akoko,28.99,No,4.2,Mainland China,13,Yami,Pastries,100,400,2899
Shaped Chocolate Cookies 78g,hello kitty,5.49,3 Options,5,Japan,5,Yami,Pastries,400,1600,2196
Animal Christmas Cookie 8pcs 184g,ginbis,5.99,No,0,Japan,0,Yami,Pastries,200,800,1198
3+2 Sandwich Biscuits Vanilla Cream Flavor 118g,master kong,1.99,10 Options,4.4,Mainland China,23,Yami,Pastries,400,1600,796
COOKIE Sesame 400g,pacific,4.69,No,4.9,Mainland China,20,Yami,Pastries,400,1600,1876
GUCHENG Ma Tih Su 320g,good chen,5.99,No,4.7,Malaysia,6,Yami,Pastries,400,1600,2396
CONFETTI California Rum Grape Cookies 5pc 130g,mr.ito,5.49,3 Options,4.4,Japan,21,Yami,Pastries,400,1600,2196
Hello Panda Cookies filled with Matcha Creme 60g,meiji,1.19,No,3.3,Japan,30,Yami,Pastries,400,1600,476
CACAO DE CHOCOLAT Shortbread 8pc 136g,sho-bi,7.99,No,5,Japan,1,Yami,Pastries,400,1600,3196
Green Bean Mochi Cake 300g,royal family,6.29,No,4.5,Taiwan,165,Yami,Pastries,900,3600,5661
MARGARET COOKIES Soft Cookies with Nuts 12packs 264g,lotte korea,3.49,No,4.2,Korea,21,Yami,Pastries,400,1600,1396
Sultana Biscuits 200g,khong guan,2.99,3 Options,4.5,Singapore,170,Yami,Pastries,900,3600,2691
Sheung Wan 4 mix butter Cookies 320g,jenny bakery,38.9,3 Options,4.8,Hong Kong,33,Yami,Pastries,400,1600,15560
Cream Sandwich Cookie Matcha 66g,nanao,3.99,No,4.8,Japan,15,Yami,Pastries,400,1600,1596
Classic Original Soda Biscuits Family Pack,ybc,4.79,No,4.5,Japan,4,Yami,Pastries,400,1600,1916
COOKIE Seaweed 400g,pacific,4.69,No,4.1,Mainland China,12,Yami,Pastries,400,1600,1876
Kasda Matcha Brownie Sandwich Cookie 70g,asahi,3.69,No,4.5,Japan,12,Yami,Pastries,300,1200,1107
Macaron Biscuit 238g,other brands,6.99,No,4,Unclear,7,Yami,Pastries,400,1600,2796
Cookie Chocolate Flavor 200g,dao xiang cun,5.29,No,4.4,Mainland China,7,Yami,Pastries,400,1600,2116
Biscuit Roll Vanilla Flavor 60g,want want,1.99,No,4.9,Taiwan,67,Yami,Pastries,400,1600,796
Green Tea & Red Bean Cookies 90g,bestore,2.99,No,4.2,Mainland China,15,Yami,Pastries,300,1200,897
Wife Cakes Durian Flavor 300g,dongwangyang,3.99,No,3.1,Macao,9,Yami,Pastries,400,1600,1596
Harvest Sweet Potato 100g,tohato,2.49,No,4.5,Japan,2,Yami,Pastries,400,1600,996
Chocolate cream cookies 102g,shoei delicy,4.29,No,5,Japan,7,Yami,Pastries,400,1600,1716
Samurai Cookie-Milk&Custard Flavor 480g,sable,11.99,No,5,Mainland China,1,Yami,Pastries,400,1600,4796
KUKKIA Whipped Chocolate Sandwiched with Cookie Green Tea Flavor 119g,akaibohshi,6.99,No,4.8,Japan,4,Yami,Pastries,200,800,1398
Choco Thinthin Biscuit 88g,haitai,2.09,No,4.2,Korea,12,Yami,Pastries,400,1600,836
SHENG Cream Cookies 180g,trikofoods,2.99,No,4.5,Taiwan,12,Yami,Pastries,400,1600,1196
Raisin Sandwich Cookie Matcha Flavor 8pc,tohato,4.29,No,5,Japan,3,Yami,Pastries,400,1600,1716
ANPANMAN Biscuit 72g,fujiya,2.99,No,5,Unclear,9,Yami,Pastries,200,800,598
Dear Mapple Cheese Cake Gallette Sandwichs,morinaga,4.39,No,4.8,Japan,4,Yami,Pastries,400,1600,1756
Little Cookie Milk Salt Flavor 100g,yifen,1.69,No,5,Mainland China,1,Yami,Pastries,400,1600,676
Coconut Matcha Cookies 128g,nissin,2.39,No,4.3,Japan,3,Yami,Pastries,400,1600,956
Leafy Lemon 84g,morinaga,3.29,No,5,Japan,1,Yami,Pastries,400,1600,1316
Cheese Biscuits 85g,bourbon,4.99,No,4.2,Japan,4,Yami,Pastries,25,50,124.75
SANKO NIIGATA JIKOMI NORI 24P 100g,sanko,3.49,No,4.6,Japan,5,Yami,Pastries,400,1600,1396
Pound Cake With Wrapping 209g,igetado,18.99,No,5,Japan,1,Yami,Pastries,400,1600,7596
Platinum Strawberry Sweet Tart 6pc 144g,takuma,7.99,No,0,Mainland China,0,Yami,Pastries,400,1600,3196
Coffee Lamgue De Chat Cookie 90g,maruto,9.99,No,5,Japan,1,Yami,Pastries,400,1600,3996
Alfort Mini Chocolate Biscuit Strawberry Flavor 60g,bourbon,2.49,No,5,Japan,3,Yami,Pastries,25,50,62.25
Salted Cheese Cookie 300g,ajichibean,4.29,No,5,Mainland China,1,Yami,Pastries,300,1200,1287
Cheese and Salted Egg Mixed Flavors Cookie 300g,ajichibean,4.29,No,3,Mainland China,3,Yami,Pastries,300,1200,1287
Cookies White Peach Flavor,coco,4.29,No,5,Thailand,1,Yami,Pastries,200,800,858
Yogurt Biscuit with Cranberry,coco,4.29,No,5,Thailand,2,Yami,Pastries,200,800,858
Peanut Flavor Sun Cake Pastry 6pc,yen shin fa cookies,26.99,No,3,Taiwan,1,Yami,Pastries,400,1600,10796
Wanttone Vegetable Biscuits 150g,wong tung,1.49,No,4.6,Unclear,5,Yami,Pastries,400,1600,596
Island Lava Passion Fruit 113g,o hawaii,2.99,No,4,United States,5,Yami,Pastries,400,1600,1196
Fruit Oatmeal Healthy Biscuits (25% sugar reduction) 15pcs,asahi,8.99,5 Options,4,Japan,1,Yami,Pastries,25,50,224.75
Salty Lemon Cookie 10pcs,tohato,2.89,No,4,Japan,1,Yami,Pastries,400,1600,1156
Strawberry Yogurt Flavor Sandwich Cookie 288g,crown,5.49,No,5,Korea,2,Yami,Pastries,400,1600,2196
Shittori Soft Cookie Matcha 188g,bourbon,5.19,No,5,Japan,1,Yami,Pastries,25,50,129.75
Country Maam Yaki Amaron 133g,fujiya,4.99,No,0,Japan,0,Yami,Pastries,200,800,998
Peanut Butter Sandwich Biscuit-Sandwich 153g,zess,1.99,No,0,Mainland China,0,Yami,Pastries,400,1600,796
Twig Straight Tea Chocolate Sticks 44pcs,morinaga,3.49,No,5,Japan,1,Yami,Pastries,400,1600,1396
Petit Potato Chips Edamame Flavor 36g,bourbon,1.69,No,0,Japan,0,Yami,Pastries,25,50,42.25
French Cookie Strawberry Flavor 142g,bourbon,4.99,No,0,Japan,0,Yami,Pastries,25,50,124.75
Crepes Oriental 230g,garden,7.79,No,4,Hong Kong,3,Yami,Pastries,25,50,194.75
Lactobacillus Chocolate Cookie 15pcs,glico,2.69,No,5,Japan,13,Yami,Pastries,200,800,538
Money Cookies 6pk,jkc,35.99,No,5,Taiwan,1,Yami,Pastries,400,1600,14396
Salty Cheese Biscuit 230g,xinaolai,3.29,No,5,Mainland China,6,Yami,Pastries,400,1600,1316
Cheese Salt Cookie 230g,maizhao,2.99,No,4.6,Mainland China,11,Yami,Pastries,400,1600,1196
Rose With Honey Flower Cake 320g,huamuzi,8.99,7 Options,4.6,Mainland China,28,Yami,Pastries,400,1600,3596
Rose With Cheese Flower Cake 320g,huamuzi,8.99,7 Options,4.7,Mainland China,38,Yami,Pastries,400,1600,3596
Soda Fermented Crispy Biscut Vegetable 200g,tys,3.49,No,0,Mainland China,0,Yami,Pastries,400,1600,1396
Rose With Cheese Flower Cake 320g,huamuzi,8.99,7 Options,4.7,Mainland China,38,Yami,Pastries,400,1600,3596
Soda Fermented Crispy Biscut Vegetable 200g,tys,3.49,No,0,Mainland China,0,Yami,Pastries,400,1600,1396
Instant Biscuits-Sesame 53g,yipaoerhu,2.39,No,0,Mainland China,0,Yami,Pastries,400,1600,956
BISCUIT Noir Crunch Chocolate Almmond Flavor 109g,yamazaki,3.99,No,4.5,Japan,2,Yami,Pastries,400,1600,1596
Sandwish Biscuit Chocolate Flavor 349g,oreo,5.99,No,5,Mainland China,3,Yami,Pastries,400,1600,2396
Sandwish Biscuit Original Flavor 349g,oreo,5.99,No,5,Mainland China,3,Yami,Pastries,400,1600,2396
Sandwish Biscuit Original Flavor Light 466g,oreo,7.99,No,5,Mainland China,6,Yami,Pastries,400,1600,3196
Sandwish Biscuit Original Flavor 466g,oreo,7.99,No,5,Mainland China,2,Yami,Pastries,400,1600,3196
Roasted Milk Snack (Oat) 54g,sanchun,5.99,3 Options,4.3,Mainland China,3,Yami,Pastries,400,1600,2396
PEKO Sable Biscuits 375g,fujiya,24.99,No,5,Japan,2,Yami,Pastries,25,50,624.75
Soy Milk Flavor Wafer Biscuits 200g,richeese,3.99,No,4.7,Indonesia,10,Yami,Pastries,400,1600,1596
Rich Tea Biscuits 300g,pally,2.09,No,4.5,Mainland China,4,Yami,Pastries,400,1600,836
Crispy Potato Chip Garlic Flavor 266g,honlife,3.99,2 Options,4.7,Mainland China,35,Yami,Pastries,400,1600,1596
Pocky and Pejoy Gift Set 9 Flavor,glico,19.99,No,5,Japan,11,Yami,Pastries,200,800,3998
Koala's March Strawberry 37g,lotte korea,1.09,No,5,Korea,12,Yami,Pastries,400,1600,436
Delicious Crispy Assorted BBQ Flavor 255g,master kong,3.99,2 Options,4.6,Mainland China,22,Yami,Pastries,400,1600,1596
?€?Limited Edition?€?YUBARI Melon Sandwich Cookie,kitami suzuki,19.99,No,0,Japan,0,Yami,Pastries,400,1600,7996
YEN SHIN-FA Pastry Peanuts Sun Cake 50g*10,yen shin fa cookies,36.99,No,2.9,Taiwan,7,Yami,Pastries,400,1600,14796
TAIJIU Sake Vinasse Chives Soda Cracker 120g,ttl ttl,3.29,No,4.7,Taiwan,16,Yami,Pastries,400,1600,1316
Milk BiscuriI 400g,minghaoji,4.99,No,4.5,Mainland China,4,Yami,Pastries,400,1600,1996
Peachake Cookies 500g,baichen,8.99,No,0,Mainland China,0,Yami,Pastries,400,1600,3596
Biscuits Strawberry Flavor 260g,beatles,4.99,No,0,Mainland China,0,Yami,Pastries,25,50,124.75
Levain Classical Setouch Lemon Flavor 12pc,ybc,3.99,No,3.3,Japan,9,Yami,Pastries,400,1600,1596
Pocky Butter Caramel Biscuit Sticks 111.6g,glico,4.69,No,4.5,Japan,25,Yami,Pastries,200,800,938
TK FOOD Purple Sweet Potato Cookies 100g,tkfood,2.99,No,4.4,Taiwan,12,Yami,Pastries,400,1600,1196
Mini Cookies Mocha Flavor 80g,moranca,4.29,2 Options,4.6,Mainland China,103,Yami,Pastries,400,1600,1716
Dear Galette Sand 6pieces,morinaga,4.39,No,4.2,Japan,54,Yami,Pastries,400,1600,1756
Longjin Red Bean Cake 150g,zhiweiguan,6.99,2 Options,4.7,Mainland China,68,Yami,Pastries,400,1600,2796
Longjin Green Tea Cake 150g,zhiweiguan,6.99,No,4.7,Mainland China,144,Yami,Pastries,400,1600,2796
Pretz Crispy Chicken Flavor Sticks 55g,glico,2.19,No,4.6,Japan,17,Yami,Pastries,200,800,438
Flower Cake-Jasmine 210g,xiangguan,3.69,4 Options,4.6,Mainland China,50,Yami,Pastries,400,1600,1476
Bear Cookies Milk Flavor 5pk,biskitop,1.59,4 Options,4.6,Indonesia,17,Yami,Pastries,300,1200,477
Cookies Chocolate Flavor 5pk,biskitop,1.59,4 Options,4.6,Indonesia,16,Yami,Pastries,300,1200,477
Sesame Cookies 200g,jingyizhen,4.19,2 Options,4.2,Mainland China,8,Yami,Pastries,400,1600,1676
Charming Cheese Cream Biscuit Original Flavor 360g,crown,4.29,No,4.9,Korea,57,Yami,Pastries,200,800,858
Balance Power Biscuit Sweet Potato Flavor 68g 2pc,healthy club,2.49,5 Options,4.5,Japan,38,Yami,Pastries,400,1600,996
Salted Egg Shrimp Crackers Original Flavor 70g,dayanxia,4.99,2 Options,4.3,Taiwan,23,Yami,Pastries,50,200,249.5
Baked Sweet Potato Stick 162g 6pcs,haitai,4.99,No,4.2,Korea,12,Yami,Pastries,400,1600,1996
Coconut Cracker 150g,Unclear,4.29,No,4.8,Mainland China,31,Yami,Pastries,400,1600,1716
Small Marie 224g,khong guan,1.99,No,4.7,Singapore,3,Yami,Pastries,400,1600,796
Square Puff 200g,khong guan,1.99,No,4.1,Singapore,14,Yami,Pastries,400,1600,796
French Cookie Gift Box 450g,trikofoods,13.99,No,4.5,Taiwan,6,Yami,Pastries,400,1600,5596
Fuyishan Lemon Crackers 320g,fu yishan,7.99,6 Options,5,Taiwan,1,Yami,Pastries,200,800,1598
Quinoa Cookie 65g,natural,1.49,No,4.8,Taiwan,5,Yami,Pastries,400,1600,596
Flax Kernel Soda Crackers Soba Flavor 168g,natural,3.49,No,4.7,Taiwan,6,Yami,Pastries,400,1600,1396
Tile Fried Biscuits Gift Box 390g,natural,14.99,No,4.7,Taiwan,3,Yami,Pastries,400,1600,5996
High Fiber Digestive Biscuits Sugar Free 308g,dingdian,4.19,No,5,Mainland China,9,Yami,Pastries,400,1600,1676
High Fiber Digestive Biscuits Black Sesame Flavor 308g,dingdian,4.19,No,3.8,Mainland China,9,Yami,Pastries,400,1600,1676
DXC Crisp Cake 180g,dao xiang cun,4.29,No,4.9,Mainland China,16,Yami,Pastries,400,1600,1716
Pocky Grape Chocolate Stick 15pcs,glico,16.99,4 Options,4.6,Japan,13,Yami,Pastries,200,800,3398
PanPan Ameria Dried Pastry Strawberry Flavor 240g,asia foods,4.99,2 Options,4.7,Mainland China,10,Yami,Pastries,300,1200,1497
Sabri Samurai Cookie Milk Egg Flavor 128g,sable,2.89,3 Options,4.8,Mainland China,147,Yami,Pastries,900,3600,2601
DALI HAOCHIDIAN Almond Biscuit 208g,daligroup,3.89,3 Options,4.8,Mainland China,43,Yami,Pastries,200,800,778
Langley Strawberry Sandwich Biscuit 128.4g,mr.ito,3.99,No,4.7,Japan,3,Yami,Pastries,400,1600,1596
TOPPO Biscuit Sticks Filled with Soft Strawberry Chocolate Flaovr 72g,lotte korea,2.99,No,0,Korea,0,Yami,Pastries,400,1600,1196
Shingen Biscuit 6pcs,fuefukinohana,10.99,No,4.6,Japan,12,Yami,Pastries,25,50,274.75
Seaweed Flavor Craker 300g,bestore,4.99,2 Options,5,Mainland China,2,Yami,Pastries,25,50,124.75
Balance Power Biscuit Chocolate Flavor 66g 2pc,healthy club,2.29,5 Options,4.7,Japan,42,Yami,Pastries,400,1600,916
Korean Baked Biscuit Chestnut Monaka 300g,lily,6.99,No,2.9,Korea,9,Yami,Pastries,400,1600,2796
Fruit Cream Sandwich Cookie 10pcs,nakayama,18.99,4 Options,5,Japan,3,Yami,Pastries,400,1600,7596
Sandwich Cookies 15pcs,nakayama,18.99,4 Options,2,Japan,1,Yami,Pastries,400,1600,7596
Choco Cream Wafers With Hazelnut 47g,crown,1.99,No,4.5,Korea,13,Yami,Pastries,400,1600,796
Hickory Nut Cookie 165g,bestore,4.49,2 Options,5,Mainland China,1,Yami,Pastries,25,50,112.25
