Brand,Category,Origin,Platform,Price,Product_Name,Rate,Reviews,Sold_Monthly,Sold_Weekly,Weekly_Revenue,Sold_Weekly_Group,Price_Group
baledge,Chocolate,Mainland China,Yami,5.99,White Chocolate Crispy Toast 103g,4.6,13,800,200,1198,100+,4+
uha,Chocolate,Japan,Yami,2.99,COO Gummy fruit candy Grape Flavor 52g,4.5,2,1600,400,1196,300+,2+
nestle,Chocolate,Japan,Yami,6.99,Japanese Kit Kat Mont Blanc Flavor 12pc 118g,4,3,1600,400,2796,300+,6+
ishiya seika,Chocolate,Japan,Yami,16.99,SHIROI KOIBITO White Lover White Chocolate Cookies 12pcs,4.5,39,1600,400,6796,300+,16+
lotte japan,Chocolate,Japan,Yami,5.99,Koala Chocolate Cream Filling Biscuit Family Size 196g,5,2,1600,400,2396,300+,4+
meiji,Chocolate,Japan,Yami,4.39,Dark Chocolate 26 blocks,4.8,21,1600,400,1756,300+,4+
glico,Chocolate,Japan,Yami,1.79,GLICO Chocolate Caplico Cookie 30g,5,2,1600,400,716,300+,Less than 2
uj,Chocolate,Indonesia,Yami,1.29,Chocolate Milk 191g,5,1,1600,400,516,300+,Less than 2
fujiya,Chocolate,Japan,Yami,1.89,Look 4 Chocolate Collection 52g,5,2,1600,400,756,300+,Less than 2
lotte japan,Chocolate,Japan,Yami,1.15,Koala's March (White Chocolate & Hakko Fermented Butter) 48g,4.2,4,1600,400,460,300+,Less than 2
fujiya,Chocolate,Japan,Yami,1.89,Look 3 White Lovers  43g,5,2,1600,400,756,300+,Less than 2
bourbon,Chocolate,Japan,Yami,2.69,White Chocolate Potato Chips 36g,4.7,3,100,25,67.25,Less than 50,2+
gangyagou,Chocolate,Mainland China,Yami,6.49,Sesame and Peanut Crips Candy 360g,4,3,1600,400,2596,300+,6+
danone,Chocolate,Mainland China,Yami,2.89,Chips Ahoy! Prince Chocolate Cookie 85g,,0,100,25,72.25,Less than 50,2+
meiji,Chocolate,Japan,Yami,5.29,Chocolate Koka Cacao 72% 75g,5,4,1600,400,2116,300+,4+
bourbon,Chocolate,Japan,Yami,2.09,Alfort Mini Chocolate Strawberry Flavor 12pc 55g,4,1,100,25,52.25,Less than 50,2+
hamada,Chocolate,Japan,Yami,14.99,Adult premium bonbon 88g,5,2,1600,400,5996,300+,14+
uha,Chocolate,Japan,Yami,3.49,Cola & Soda Flavor Gummy 88g,,0,1600,400,1396,300+,2+
hamada,Chocolate,Japan,Yami,29.99,Bonbon Selection 256g,5,3,1600,400,11996,300+,16+
nestle,Chocolate,Japan,Yami,6,KIT KAT Pistachio Chocolate wafer 11pc,5,1,1600,400,2400,300+,4+
kanro,Chocolate,Japan,Yami,2.49,Pure Amanatsu Soda Gummy  56g,5,2,1600,400,996,300+,2+
hamada,Chocolate,Japan,Yami,29.99,Japanese Sake selection bonbon-L 193g,,0,1600,400,11996,300+,16+
hamada,Chocolate,Japan,Yami,14.99,Wine Candy 88g,4.5,4,1600,400,5996,300+,14+
seika foods,Chocolate,Japan,Yami,0.89,Matcha Flavor Gummy Candy 20g,5,2,1600,400,356,300+,Less than 2
ferrero,Chocolate,Canada,Yami,6.99,Hollow Milk Chocolate and Hazelnut Ornament 125g,5,1,1600,400,2796,300+,6+
meiji,Chocolate,Japan,Yami,2.29,Fruit Gummy Strawberry Flavor 51g,5,3,1600,400,916,300+,2+
meiji,Chocolate,Japan,Yami,5.49,Hi Milk Chocolate 120g,,0,1600,400,2196,300+,4+
chayanyuese,Chocolate,Mainland China,Yami,6.49,Black Tea & Oolong Flavor Candy,5,3,1600,400,2596,300+,6+
meiji,Chocolate,Japan,Yami,1.69,Gummy Candy Grape Flavor 51g,4.8,55,1600,400,676,300+,Less than 2
daligroup,Chocolate,Mainland China,Yami,3.89,Swiss Roll Chocolate Flavor 240g,4.8,11,1600,400,1556,300+,2+
daligroup,Chocolate,Mainland China,Yami,3.19,Chocolate Pie 10pcs,4,7,100,25,79.75,Less than 50,2+
ishiya seika,Chocolate,Japan,Yami,35.99,SHIROI KOIBITO White Lover Chocolate Cookies (12pcs White Chocolate 12pcs Milk Chocolate),4.9,20,1600,400,14396,300+,16+
master kong,Chocolate,Mainland China,Yami,1.69,3+2 Wafer Rolls Chocolate Flavor 55g,4.9,55,1600,400,676,300+,Less than 2
meiji,Chocolate,Japan,Yami,1.69,Gummy Candy Peach Flavor 51g,4.8,94,1600,400,676,300+,Less than 2
meiji,Chocolate,Japan,Yami,5.49,Chocolate Koka Cacao 86&  70g,5,4,1600,400,2196,300+,4+
meiji,Chocolate,Japan,Yami,5.49,Dark Chocolate 120g,,0,1600,400,2196,300+,4+
bourbon,Chocolate,Japan,Yami,4.49,Mini Chocolate Cake 160g,4.6,43,400,100,449,50+,4+
ishiya seika,Chocolate,Japan,Yami,56.99,Japanese Chocolate Cookies Gift Box 37pc,5,2,1600,400,22796,300+,16+
bourbon,Chocolate,Japan,Yami,2.39,Truffe Milk Canache 57g,5,1,100,25,59.75,Less than 50,2+
bourbon,Chocolate,Japan,Yami,2.39,Truffe Cafe Milk 57g,2,1,100,25,59.75,Less than 50,2+
royce,Chocolate,Japan,Yami,18.99,HOKKAIDO  Chocolate Kir Royale 20pc,,0,1600,400,7596,300+,16+
meiji,Chocolate,Japan,Yami,3.99,Dark Chocolate Ball 66g,4.8,5,1600,400,1596,300+,2+
ishiya seika,Chocolate,Japan,Yami,42.99,Ishiya Winter Chocolate Waffle 12 Pcs,5,1,1600,400,17196,300+,16+
meiji,Chocolate,Japan,Yami,5.49,Chocolate Koka Cacao 95% 60g,5,8,1600,400,2196,300+,4+
bourbon,Chocolate,Japan,Yami,2.29,Wafer with Chocolate 6pc,4.8,17,1600,400,916,300+,2+
bourbon,Chocolate,Japan,Yami,1.99,ALFORT MINI CHOCOLATE CRACKERS 59g,5,1,100,25,49.75,Less than 50,Less than 2
kakao friends,Chocolate,Korea,Yami,3.29,Kakao Friends Mint  APEACH Peach Flavor 15g,4.7,6,1600,400,1316,300+,2+
fujiya,Chocolate,Japan,Yami,3.19,Look Aoi Hoseki 40g,4.3,3,1600,400,1276,300+,2+
royce,Chocolate,Japan,Yami,32.99,Royce New Year Spring Chocolate Gift Set,5,1,1600,400,13196,300+,16+
calbee,Chocolate,Japan,Yami,12.99,Frugra Cereal Chocolate Crunch & Banana Flavor 600g,4.7,6,100,25,324.75,Less than 50,12+
ishiya seika,Chocolate,Japan,Yami,20.78,Hokkaido Shiroi Koibito White Chocolate 12pcs,4.5,39,1600,400,8312,300+,16+
uha,Chocolate,Japan,Yami,1.69,Melon Soft Candy 50g,5,8,1600,400,676,300+,Less than 2
uha,Chocolate,Japan,Yami,6.99,Ring Gummy 202g,,0,1600,400,2796,300+,6+
kanro,Chocolate,Japan,Yami,3.49,Marugoto Shibotta Yuzu Nodoame 80g,4.7,7,1600,400,1396,300+,2+
kracie,Chocolate,Japan,Yami,3.49,Fluffy Beauty Fruity Rose Flavor 60g,5,4,1600,400,1396,300+,2+
kanro,Chocolate,Japan,Yami,3.69,Kenko Nodoame Kocha 80g,,0,1600,400,1476,300+,2+
morinaga,Chocolate,Japan,Yami,0.89,Lemon Flavor Gummy Candy Candy 20g,,0,1600,400,356,300+,Less than 2
baledge,Chocolate,Mainland China,Yami,5.99,Dark Chocolate Crispy Toast 97g,4.6,10,800,200,1198,100+,4+
fujiya,Chocolate,Japan,Yami,3.49,Pop Candy 21pc 121.8g,4.8,44,1600,400,1396,300+,2+
kanro,Chocolate,Japan,Yami,3.69,Kenko Nodoame Ume 90g,4.5,2,1600,400,1476,300+,2+
white rabbit,Chocolate,Mainland China,Yami,2.59,Cream Prune Candy 168g,5,86,1600,400,1036,300+,2+
june 1st,Chocolate,Taiwan,Yami,19.99,Waffle Knot Chocolate 32pc 256g,5,2,1600,400,7996,300+,16+
morinaga,Chocolate,Japan,Yami,2.75,Carre De Choco White 102g,,0,1600,400,1100,300+,2+
kanro,Chocolate,Japan,Yami,2.99,Honey Lemon Candy 90g,4,2,1600,400,1196,300+,2+
frankford,Chocolate,United States,Yami,19.88,Gold Coin Milk Chocolate,,0,1600,400,7952,300+,16+
royce,Chocolate,Japan,Yami,15.99,Small Petit Chocolate Set Valentines Edition 9pcs,5,2,1600,400,6396,300+,14+
asahi,Chocolate,Japan,Yami,3.49,Gold Throat Candy Tablet Golden Peach 15g,5,1,800,200,698,100+,2+
haribo,Chocolate,German,Yami,1.59,Gummi Candy Sour Smurfs 127g,5,2,1600,400,636,300+,Less than 2
haribo,Chocolate,German,Yami,1.99,Goldbears Gummy Candy Sour Flavor  127g,5,1,1600,400,796,300+,Less than 2
mary's,Chocolate,Japan,Yami,25.99,Assorted Chocolate Set 8 Pcs,,0,1600,400,10396,300+,16+
sugar & spice,Chocolate,Taiwan,Yami,25.99,Jujube Volcanic Bean and Bean Fruit 195g,5,2,1600,400,10396,300+,16+
uha,Chocolate,Japan,Yami,1.69,Grape Soft Candy 50g,4.9,17,1600,400,676,300+,Less than 2
sugar & spice,Chocolate,Taiwan,Yami,25.99,French Nougat 250g,5,2,1600,400,10396,300+,16+
fujiya,Chocolate,Japan,Yami,2.49,Cantaloupe Flavor Toffee 80g,5,1,1600,400,996,300+,2+
cheerful,Chocolate,Taiwan,Yami,16.99,Cheerful Peanuts Candy CNY Red Box 200g (low sugar),5,1,100,25,424.75,Less than 50,16+
cheerful,Chocolate,Taiwan,Yami,16.99,Cheerful Sesame Candy CNY Red Box 200g,,0,100,25,424.75,Less than 50,16+
fujiya,Chocolate,Japan,Yami,6.49,Almond Chocolate 22pcs,,0,1600,400,2596,300+,6+
orihiro,Chocolate,Japan,Yami,3.9,Konjac Milk Tea Jelly 6pc,,0,1600,400,1560,300+,2+
loacker,Chocolate,Italy,Yami,5.29,Quadratini Bite Size Wafer Cookies Chocolate Flavor 250g,4.9,32,1600,400,2116,300+,4+
cheerful,Chocolate,Taiwan,Yami,9.5,Cheerful Peanuts Candy CNY Red Box 200g,5,0,100,25,237.5,Less than 50,8+
sugar & spice,Chocolate,Taiwan,Yami,36.99,Toffee nougat zipper bag 400g,5,2,1600,400,14796,300+,16+
garden,Chocolate,Hong Kong,Yami,4.39,Mini Cream Wafers Chocolate Flavor 8Packs,4.9,17,1600,400,1756,300+,4+
goncharoff,Chocolate,Japan,Yami,56.99,Angege Chocolate Box,5,1,1600,400,22796,300+,16+
lotte japan,Chocolate,Japan,Yami,6.49,Ghana & Crunky Share Pack 137g,,0,1600,400,2596,300+,6+
lotte japan,Chocolate,Japan,Yami,1.99,Blueberry Ramune 50g,5,1,1600,400,796,300+,Less than 2
goncharoff,Chocolate,Japan,Yami,22.99,valentines Chocolate,,0,1600,400,9196,300+,16+
salico foods,Chocolate,Taiwan,Yami,13.99,Butter Nougats 350g,4.1,12,1600,400,5596,300+,12+
goncharoff,Chocolate,Japan,Yami,15.99,Melody Chocolate Box,3,1,1600,400,6396,300+,14+
goncharoff,Chocolate,Japan,Yami,15.99,Valentine's Day Chocolate Box Blue Box,,0,1600,400,6396,300+,14+
glico,Chocolate,Japan,Yami,9.99,Giant POCKY Chocolate 18p 143g,4.8,5,1600,400,3996,300+,8+
haribo,Chocolate,German,Yami,1.99,Gummi Candy Mixed Fruit Salad 142g,,0,1600,400,796,300+,Less than 2
jans,Chocolate,United States,Yami,1.99,Original Milk Chewy Candy 120g,,0,1600,400,796,300+,Less than 2
jd gift,Chocolate,Taiwan,Yami,39.99,JD Gift Strawberry Chocolate Butter Cookie 9/box,5,1,1600,400,15996,300+,16+
goncharoff,Chocolate,Japan,Yami,29.99,Angege Chocolate Box,,0,1600,400,11996,300+,16+
morinaga,Chocolate,Japan,Yami,5.49,Carre Choco Cacao 88   96g,,0,1600,400,2196,300+,4+
sugar & spice,Chocolate,Taiwan,Yami,34.99,French nougat zipper bag 400g,5,1,1600,400,13996,300+,16+
goncharoff,Chocolate,Japan,Yami,15.99,Kuromi Chocolate Box,,0,1600,400,6396,300+,14+
goncharoff,Chocolate,Japan,Yami,22.99,Cosmic Chocolate Box,,0,1600,400,9196,300+,16+
morinaga,Chocolate,Japan,Yami,1.99,HI-CHEW BAG SODA POP RAMUNE & COLA 80g,,0,1600,400,796,300+,Less than 2
goncharoff,Chocolate,Japan,Yami,22.99,Melody Chocolate Box,5,1,1600,400,9196,300+,16+
jd gift,Chocolate,Taiwan,Yami,39.99,Sesame Chocolate Butter Cookie 9/box 225g,4,4,1600,400,15996,300+,16+
kracie,Chocolate,Japan,Yami,4.99,Frisk Neo Lemon Mint Candy  35g,,0,1600,400,1996,300+,4+
tohato,Chocolate,Japan,Yami,2.49,Chocolate Biscuit 25g,4.6,164,1600,400,996,300+,2+
mary's,Chocolate,Japan,Yami,10.99,Bear Collection Chocolate 7 Pcs 35g,5,1,1600,400,4396,300+,10+
tohato,Chocolate,Japan,Yami,2.49,Pokemon White Chocolate Biscuits 23g,4.8,33,1600,400,996,300+,2+
royce,Chocolate,Japan,Yami,13.99,New Year Lion Chocolate,,0,1600,400,5596,300+,12+
lotte japan,Chocolate,Japan,Yami,1.39,Ghana Whip Vanilla 57g,4.5,2,1600,400,556,300+,Less than 2
ishiya seika,Chocolate,Japan,Yami,78.93,Shiroi Koibito Chocolat?? Box?? 54 Pieces?? Mix White and Black Chocolate,5,1,1600,400,31572,300+,16+
yo man,Chocolate,Mainland China,Yami,2.89,Candy Balls Peach,5,1,1600,400,1156,300+,2+
morozoff,Chocolate,Japan,Yami,18.99,Japanese Chocolate Gift Box 20pc,,0,1600,400,7596,300+,16+
bourbon,Chocolate,Japan,Yami,4.99,Soft Chocolate Cake 155g,,0,100,25,124.75,Less than 50,4+
nestle,Chocolate,Japan,Yami,69.99,Japanese Kit Kat 10 Limited Flavor Wafer 25pc,,0,1600,400,27996,300+,16+
marutai,Chocolate,Japan,Yami,1.99,Gold Konpeito 60g,5,2,1600,400,796,300+,Less than 2
kasugai,Chocolate,Japan,Yami,2.89,Wamotase Salt Mint Candy 78g,4.2,4,1600,400,1156,300+,2+
royce,Chocolate,Japan,Yami,17.99,Cacao Macaroons 3pc,5,1,1600,400,7196,300+,16+
yo man,Chocolate,Mainland China,Yami,2.89,Candy Balls Sesame,5,2,1600,400,1156,300+,2+
mary's,Chocolate,Japan,Yami,27.99,Bear Collection Chocolate 21 Pcs 88g,,0,1600,400,11196,300+,16+
kasugai,Chocolate,Japan,Yami,3.19,Lipton Fruit Tea Sour & Sweet 60g,4.7,3,1600,400,1276,300+,2+
lotte korea,Chocolate,Korea,Yami,3.29,Chewing Candy Milk Flavor 63g,4.9,11,1600,400,1316,300+,2+
munk pack,Chocolate,United States,Yami,2.49,4444 Coconut Almond Dark Chocolate 35g,,0,1600,400,996,300+,2+
other brands,Chocolate,Unclear,Yami,35.99,??€?Editor's Pick??€?Chocolate Flavor Snacks 9 Treats included,5,2,1600,400,14396,300+,16+
uha,Chocolate,Japan,Yami,4.89,Raisin Flavor Extra Thick Toffee 105g,4.5,2,1600,400,1956,300+,4+
uha,Chocolate,Japan,Yami,4.89,Red Bean Flavor Extra Thick Milk Candy 105g,5,1,1600,400,1956,300+,4+
baodaoqdianzi,Chocolate,Taiwan,Yami,3.59,Green Tea Nougat 100g,3.7,14,1200,300,1077,200+,2+
goncharoff,Chocolate,Japan,Yami,43.99,Chocolate Gift Box,,0,1600,400,17596,300+,16+
munk pack,Chocolate,United States,Yami,2.49,Nut & Seed Bar Keto Sea Salt Dark Chocolate 35g,2,1,1600,400,996,300+,2+
little jasmine,Chocolate,United States,Yami,2.29,Lime Jelly 50g,5,1,1600,400,916,300+,2+
sana,Chocolate,Japan,Yami,13.5,Super Quick Melty Gel Liner EX Black Chocolate 1pc,4.9,7,1600,400,5400,300+,12+
kobe,Chocolate,Indonesia,Yami,29.99,Christmas Chocolate Set,5,1,1600,400,11996,300+,16+
tirol,Chocolate,Japan,Yami,8.49,Christmas Limited Edition Chocolate Cup 40 pcs 243.4 g,,0,1600,400,3396,300+,8+
garden,Chocolate,Hong Kong,Yami,4.39,Mini Cream Wafers Peanuts+Strawberry+Chocolate Flavor  8bags,4.7,26,1600,400,1756,300+,4+
bourbon,Chocolate,Japan,Yami,0.79,Fettuccine Gummy Kiwi Pulp Flavor 47g,5,1,100,25,19.75,Less than 50,Less than 2
yuraku,Chocolate,Japan,Yami,5.39,Christmas Limited Edition Black Thunder Mini Chocolate Bar 191g,5,1,1600,400,2156,300+,4+
riska,Chocolate,Japan,Yami,2.49,Sittori Chocolate Corn Snack 80g,4.9,338,1600,400,996,300+,2+
morinaga,Chocolate,Japan,Yami,5.99,Cranberry Chocolate,,0,1600,400,2396,300+,4+
kakudaiseika,Chocolate,Japan,Yami,3.19,Christmas Limited Edition Ramune Candy 4g*15 bags,,0,1600,400,1276,300+,2+
biei senka,Chocolate,Japan,Yami,7.49,"Cheese Crisp, Raw Milk and Milk Small Square Crisp 40g",5,1,100,25,187.25,Less than 50,6+
ybc,Chocolate,Japan,Yami,2.39,Picola Mild Chocolate Egg Roll 2pcs,4.6,49,1600,400,956,300+,2+
nestle,Chocolate,Japan,Yami,5.99,Japanese Kit Kat Chocolate Wafer Rich Matcha Flavor 13pcs,4.9,29,1600,400,2396,300+,4+
sunssi,Chocolate,Mainland China,Yami,3.99,FRANZZI Vanilla Lemon Chocolate Cookie 126g,4.5,8,1600,400,1596,300+,2+
asahi,Chocolate,Japan,Yami,2.99,Mint Throat Drop Peach and Mango Flavor,4.4,10,1200,300,897,200+,2+
tastee,Chocolate,Korea,Yami,4.99,Matcha Marshmallow Chocolate Pie 8pc 300g,,0,1600,400,1996,300+,4+
seika foods,Chocolate,Japan,Yami,0.89,Grape Flavor Gummy Candy 20g,5,3,1600,400,356,300+,Less than 2
mary??€?s chocolate,Chocolate,Japan,Yami,33.99,Marrons Glaces Glazed Chestnut 8pcs,5,2,1600,400,13596,300+,16+
maruto,Chocolate,Japan,Yami,12.99,White Chocolate Langue De Chat 15pcs 135g,,0,1600,400,5196,300+,12+
maruto,Chocolate,Japan,Yami,11.99,Strawberry Chocolate Sandwich Langue De Chat 15pcs 135g,,0,1600,400,4796,300+,10+
kyoto,Chocolate,Japan,Yami,14.99,Kobe Chocolate Orange Flavor 27pcs 189g,,0,1600,400,5996,300+,14+
ito,Chocolate,Japan,Yami,7.99,Holiday Cookies Assorted Flavor (Coconut+Original+Chocolate Flavor)464.7g,,0,1600,400,3196,300+,6+
oyatsu,Chocolate,Japan,Yami,1.99,Demon Slayer Potato Cracker Snack 37g,5,3,1600,400,796,300+,Less than 2
uha,Chocolate,Japan,Yami,2.99,COO Gummy fruit candy Strawberry Flavor 52g,4.7,3,1600,400,1196,300+,2+
uha,Chocolate,Japan,Yami,2.99,COO Gummy Candy Grape flavor 52g,5,2,1600,400,1196,300+,2+
yaokin,Chocolate,Japan,Yami,5.99,X'mas Chocolate Mochi Daifuku 170g,5,2,1600,400,2396,300+,4+
yaokin,Chocolate,Japan,Yami,5.49,Christmas Fugashi 125g,5,2,1600,400,2196,300+,4+
wonderland,Chocolate,Japan,Yami,11.99,Teddy Bear Gift Can 51g,4.2,4,1600,400,4796,300+,10+
shimizu,Chocolate,Japan,Yami,6.99,Baby Boots 3 pieces 45g,5,1,1600,400,2796,300+,6+
kasugai,Chocolate,Japan,Yami,8.49,??€?Halloween Exclusive??€?Gummy Candy Value Pack 4 Mixed Flavor,,0,1600,400,3396,300+,8+
uha,Chocolate,Japan,Yami,23.69,UHA Candy Value Pack 5 Mixed Flavors,,0,1600,400,9476,300+,16+
d-plus,Chocolate,Japan,Yami,9.49,"Natural Yeast Bread Chocolate Flavor, 80g*6pcs",5,2,100,25,237.25,Less than 50,8+
meiji,Chocolate,Japan,Yami,4.49,HELLO PANDA Chocolate Halloween 283g,5,3,1600,400,1796,300+,4+
hld,Chocolate,Taiwan,Yami,4.99,Ginger Brown Sugar Cubes 300g,,0,1600,400,1996,300+,4+
meiji,Chocolate,Japan,Yami,2.29,Ume Shio Ame 70g,4.7,3,1600,400,916,300+,2+
furuta,Chocolate,Japan,Yami,1.89,Pokemon Chocolate Cookie 52g,,0,1600,400,756,300+,Less than 2
fujiya,Chocolate,Japan,Yami,1.99,Look Sweet Potato Daigaku Imo 39g,4,1,1600,400,796,300+,Less than 2
fujiya,Chocolate,Japan,Yami,3.49,Ume Candy 90g,4,2,1600,400,1396,300+,2+
bourbon,Chocolate,Japan,Yami,1.79,Fettuccine Strawberry Gummy Candy 50g,4.5,2,100,25,44.75,Less than 50,Less than 2
other brands,Chocolate,Unclear,Yami,40.49,??€?Halloween Exclusive??€?Deluxe Treats Pack (Good for 30 kids),,0,1600,400,16196,300+,16+
other brands,Chocolate,Unclear,Yami,24.69,??€?Halloween Exclusive??€?Premium Treats Pack (Good for 15-20 Kids),,0,1600,400,9876,300+,16+
other brands,Chocolate,Unclear,Yami,11.99,??€?Halloween Exclusive??€?Premium Jelly Pack (good for 10-15 kids),,0,1600,400,4796,300+,10+
other brands,Chocolate,Unclear,Yami,19.99,??€?Halloween Exclusive??€?Gummy Candy Pack(Good for 15-20 Kids),,0,1600,400,7996,300+,16+
other brands,Chocolate,Unclear,Yami,31.69,??€?Halloween Exclusive??€?Choco Pack(Good for 15-20 kids),,0,1600,400,12676,300+,16+
fujiya,Chocolate,Japan,Yami,9.99,Peko Poko Chocolate Lollipops 6pcs(Good for 12 Kids),,0,1600,400,3996,300+,8+
tirol,Chocolate,Japan,Yami,12.99,??€?Halloween Exclusive??€?Matsuo Seika Halloween Limited Chocolate Jar 40pcs,5,6,1600,400,5196,300+,12+
matsuya,Chocolate,Japan,Yami,10.99,3 Chitose candy Special candy for Japanese 753 festival 90g,,0,1600,400,4396,300+,10+
tohato,Chocolate,Japan,Yami,4.39,Pok??mon Halloween Pack Chocolate 75g,5,3,1600,400,1756,300+,4+
other brands,Chocolate,Unclear,Yami,9.59,??€?Tea Meets Dessert??€?Barley Tea 350ml+Chocolate Flavor Cookie,,0,1600,400,3836,300+,8+
furuta,Chocolate,Japan,Yami,4.89,Hakuto Choco Peach Flavor 182g,5,1,1600,400,1956,300+,4+
yo man,Chocolate,Mainland China,Yami,2.89,Candy Balls Mango Pomelo Sago,4.8,6,1600,400,1156,300+,2+
tokyo food,Chocolate,Korea,Yami,2.49,Tokyo Bread Chocolate Flavor,5,1,1600,400,996,300+,2+
lejiajia,Chocolate,Mainland China,Yami,0.39,Black Sesame Candy 26g,4.4,27,1600,400,156,300+,Less than 2
shengfuji,Chocolate,Mainland China,Yami,5.49,Gao Liang Yi Candy Mixed Flavor 500g,4.7,28,1600,400,2196,300+,4+
osaka,Chocolate,Japan,Yami,2.49,Nyusankin Bolo Yogurt Candy 50g,5,1,1600,400,996,300+,2+
asahi,Chocolate,Japan,Yami,3.29,Mint Candy 22g,5,1,800,200,658,100+,2+
kasugai,Chocolate,Japan,Yami,3.29,Lipton Fruits In Tea Assort Pack 83g,5,2,1600,400,1316,300+,2+
kasugai,Chocolate,Japan,Yami,2.29,Lipton Fruits In Tea Sour Fruits 440g,3.7,3,1600,400,916,300+,2+
kasugai,Chocolate,Japan,Yami,2.29,Lipton Fruits In Tea Sweet Fruits 44g,5,1,1600,400,916,300+,2+
kasugai,Chocolate,Japan,Yami,16.99,Budoto Tappuri Ramune Candy 550g,5,1,1600,400,6796,300+,16+
bourbon,Chocolate,Japan,Yami,2.69,Purupu Gum Budo 55g,4.5,2,100,25,67.25,Less than 50,2+
calbee,Chocolate,Japan,Yami,3.49,Furugura Chocolate Crunch & Banana 150g,4.5,4,1600,400,1396,300+,2+
bourbon,Chocolate,Japan,Yami,2.99,Chocolate Elize Uji Matcha 8pcs,,0,100,25,74.75,Less than 50,2+
bourbon,Chocolate,Japan,Yami,2.29,Strawberry Rush Compact Chocolate 26g,4.6,10,1600,400,916,300+,2+
uha,Chocolate,Japan,Yami,4.89,Milk Tea Flavor Extra Thick Toffee 105g,,0,1600,400,1956,300+,4+
kanro,Chocolate,Japan,Yami,2.69,"Type Juice Collagen Gummy, Mango Flavor 56g",,0,1600,400,1076,300+,2+
kabaya,Chocolate,Japan,Yami,2.29,Lychee Juice Filled QQ Gummy 45g,5,3,1600,400,916,300+,2+
pham nguyen,Chocolate,Vietnam,Yami,1.89,Chocolate Pie 168g,5,1,1600,400,756,300+,Less than 2
kasugai,Chocolate,Japan,Yami,2.29,Lychee Candy 115g,,0,1600,400,916,300+,2+
pine,Chocolate,Japan,Yami,3.99,Domohorn Candy  80g,,0,1600,400,1596,300+,2+
jijidou,Chocolate,Mainland China,Yami,3.29,Milk Lollipop Original Flavor 108g,4.5,20,1600,400,1316,300+,2+
jijidou,Chocolate,Mainland China,Yami,3.29,Milk lollipop with Probiotics 60g,4.8,13,1600,400,1316,300+,2+
nestle,Chocolate,Japan,Yami,5.99,Mint Flavored Chocolate Wafers 12 Pieces,4,0,1600,400,2396,300+,4+
yo man,Chocolate,Mainland China,Yami,3.89,Yogurt Cubes Blueberry Flavor 54g,5,4,1600,400,1556,300+,2+
white rabbit,Chocolate,Mainland China,Yami,4.49,White Rabbit Creamy Candy Ice Cream Flavor 150g,4.7,7,1600,400,1796,300+,4+
kanro,Chocolate,Japan,Yami,6.58,Heart-shaped Fruit Juice Collagen Jelly Honey Melon Flavor 54g+Grape Fruit 54g,,0,1600,400,2632,300+,6+
ganziluo,Chocolate,Mainland China,Yami,3.99,Soft Chocolate Cookie 125g,4.3,19,1600,400,1596,300+,2+
coco,Chocolate,Thailand,Yami,3.69,Chocolate Biscuit,4,1,100,25,92.25,Less than 50,2+
letao,Chocolate,Japan,Yami,19.99,Petit Chocolat Strawberry Fromage 50g (Hokkaido Confections),,0,1600,400,7996,300+,16+
rever,Chocolate,Mainland China,Yami,34.99,10 pcs Chocolate Style Foot Bath Bombs Gift Set + Folding Thermal Insulation Foot-Soaking Bucket,4.9,15,1600,400,13996,300+,16+
other brands,Chocolate,Unclear,Yami,2.99,Peach Gummy Candy Gluten Free Non-dairy,5,2,1600,400,1196,300+,2+
asahi,Chocolate,Japan,Yami,2.89,Grape Flavored Gummy  80g,5,1,800,200,578,100+,2+
orihiro,Chocolate,Japan,Yami,2.99,Jelly Chocolate Flavor 6pc,4.6,5,1600,400,1196,300+,2+
nestle,Chocolate,Japan,Yami,5.99,Chocolate Wafer Maple Flavor 10pc,5,2,1600,400,2396,300+,4+
xiu xian nong chang,Chocolate,Mainland China,Yami,2.99,Cake Chocolate and Mango Flavor 80g,4.7,11,1600,400,1196,300+,2+
heart,Chocolate,Japan,Yami,3.49,Detective Kenan Chewing Gum (with Magnet) 3.5g,4,3,1600,400,1396,300+,2+
heart,Chocolate,Japan,Yami,5.69,Detective Conan Mini Canvas Art,5,2,1600,400,2276,300+,4+
heart,Chocolate,Japan,Yami,3.49,Shin-chan Neri Chu Grape 30g,4,1,1600,400,1396,300+,2+
heart,Chocolate,Japan,Yami,3.49,Shinchan Neri Chusider 30g,,0,1600,400,1396,300+,2+
heart,Chocolate,Japan,Yami,3.49,Disney Gummy 80g,4,2,1600,400,1396,300+,2+
ribbon,Chocolate,Japan,Yami,2.79,Grape Jully130g,5,1,1600,400,1116,300+,2+
ribbon,Chocolate,Japan,Yami,2.79,Grape Jully 130g,4.7,7,1600,400,1116,300+,2+
ribbon,Chocolate,Japan,Yami,2.79,Peach Jelly 130g,5,1,1600,400,1116,300+,2+
tohato,Chocolate,Japan,Yami,2.29,TOHATO Chocolate Biscuits Lemon Flavor 18g,4.7,3,1600,400,916,300+,2+
nissin,Chocolate,Japan,Yami,3.99,Almond Chocolate Snack,4,3,1600,400,1596,300+,2+
nissin,Chocolate,Japan,Yami,1.99,Chocolate Flake Donut Cereal 45g,5,1,1600,400,796,300+,Less than 2
