Product_Name,Reviews,Price,Option,Origin,Rate,Platform,Category
Coke 500ml,122,1.49,No,Mainland China,4.6,Yami,Juice
Green Grape Flavor Drink 235ml,6,1.29,8 Options,Korea,5,Yami,Juice
Xiao Ming Lemon Tea 480ml,64,1.59,5 Options,Taiwan,4.8,Yami,Juice
Antrodia Cinnamomea Functional Drink 350ml,3,2.59,No,Taiwan,4.3,Yami,Juice
Light Drink Grapefruit 500ml,65,2.09,3 Options,Mainland China,4.6,Yami,Juice
Jiangzhong jianxiao drink 400ml,36,2.29,No,Mainland China,4.7,Yami,Juice
FOO Roasted Corn tea 500ml,33,1.79,3 Options,Korea,4.8,Yami,Juice
Classic Milk Tea Condensed Milk Flavor 500ml,37,1.49,2 Options,Mainland China,4.6,Yami,Juice
ZhenGuoLi Yogurt Grapefruit and Four Seasons Spring Flavor 240g,95,2.39,2 Options,Mainland China,4.8,Yami,Juice
Sakura Grape Flavor Sparkling Water 480ml Seasonal Limited Edition,210,1.99,9 Options,Mainland China,4.8,Yami,Juice
Ramune Strawberry Flavor 200ml,6,1.69,5 Options,Japan,4.8,Yami,Juice
Green Plum Flavor Soda 335ml,29,1.99,No,Mainland China,4.8,Yami,Juice
White Gourd Drink 250ml,39,0.79,15 Options,Singapore,4.3,Yami,Juice
Energy Drink Mango Flavor 550ml,14,1.89,No,Mainland China,4.9,Yami,Juice
Sugar-Free 0 Calories 0 Fat Pure Tea Oolong Tea,7,2.09,No,Mainland China,4.7,Yami,Juice
Sparking Water Passion Fruit 480ml,31,2.09,2 Options,Mainland China,4.8,Yami,Juice
Ba Wang Si Soda Orange Flavor 550ml,33,1.49,5 Options,Mainland China,4.8,Yami,Juice
Ramune Lychee Flavor 200ml,6,1.69,5 Options,Japan,4.8,Yami,Juice
Sparkling Water Sea Salt Flavor 500ml,1,2.89,No,Mainland China,5,Yami,Juice
VITA Ceylon Lemon Tea 500ml,23,1.39,3 Options,Hong Kong,4.8,Yami,Juice
Mint Black Tea Drink 250mlx6pk,7,5.29,No,Mainland China,4.9,Yami,Juice
Green Plum Drink 500ml,20,2.19,No,Korea,4.2,Yami,Juice
Banana Rice Punch 238ml,10,0.99,No,Korea,4.5,Yami,Juice
Ramune Soda Blueberry Flavor 200ml,25,1.99,3 Options,Japan,4.8,Yami,Juice
MizNe Vitamin Drink Cactus Green Orange Flavor 600ml,17,1.99,No,Mainland China,4.7,Yami,Juice
Lemon Tea No Sugar 500ml,3,2.49,No,Japan,5,Yami,Juice
Snow Pear Drink 250ml,23,0.79,15 Options,Singapore,4.2,Yami,Juice
【Frozen】Lemon Winter Melon Slushy 30g,2,3.99,No,Taiwan,4.5,Yami,Juice
Eastern Leaves Green Tea 500ml,7,1.89,No,Mainland China,4.4,Yami,Juice
Kuro Oolong Tea 350ml,19,3.99,5 Options,Japan,4.6,Yami,Juice
Lacto Fermented Probiotic Milk Drink 300ml,8,2.49,No,Mainland China,4.8,Yami,Juice
Namacha Decaf,9,2.49,No,Japan,5,Yami,Juice
Calpis Mango Yogurt Drink Mix 480ml,16,5.99,No,Japan,4.9,Yami,Juice
Peach Drink 500ml,86,1.19,11 Options,Mainland China,4.7,Yami,Juice
Iemon Hokocha 525ml,22,2.59,No,Japan,4.8,Yami,Juice
Mineral Water Pearl Flavor 555ml,1,2.29,3 Options,United States,5,Yami,Juice
Hand Fruit Tea Passion Fruit Lemon 100g【Use by  2021-03-17 】,24,2.49,2 Options,Mainland China,4.5,Yami,Juice
Gokuri Peach Drink 400ml,55,2.99,No,Japan,4.7,Yami,Juice
Micro-bubble water mojito 500ml,23,1.99,No,Mainland China,4.6,Yami,Juice
Prebiotic Soda Raspberry Rose 340g,2,3.09,No,United States,5,Yami,Juice
Oolong Tea 550ml,12,1.49,11 Options,Mainland China,4.6,Yami,Juice
Yuzu Lemon Drink280ml,14,2.09,No,Japan,4.8,Yami,Juice
Sugarcane&Water Chestnut Drink 500ml,13,1.49,No,Mainland China,3.8,Yami,Juice
Sparking Water Peach Blossom Flavor  275ml,4,2.69,6 Options,Mainland China,5,Yami,Juice
Khanh Hoa Bir's Nest Drink No Sugar Can 190ml,5,1.59,No,Vietnam,4.6,Yami,Juice
Mitsuya Apple Mango Mix Drink 500ml,12,2.49,No,Japan,4.8,Yami,Juice
Lacto Fermented Probiotic Lemon Soda 350ml,13,2.59,No,Japan,4.5,Yami,Juice
Passion Fruit Flavored Drink With Nata De COCO 320ml,4,1.19,14 Options,Thailand,4.8,Yami,Juice
Demi Soda Apple Flavor 250ml,12,1.29,No,Korea,4.7,Yami,Juice
Sword Bean Tea Drink 500ml,11,1.79,6 Options,Korea,4.9,Yami,Juice
Hand Fruit Tea Pineapple Lemon 100g【Use by  4/17/2021 】,13,2.49,2 Options,Mainland China,4.5,Yami,Juice
Natural Water Sparkling Lemon 500ml,11,2.09,No,Japan,4.8,Yami,Juice
Soda Pear Flavor (Glass Bottle) 330ml,10,1.49,No,Mainland China,4.4,Yami,Juice
"Calpis Concentrate Pear, 450g",3,5.99,No,Japan,5,Yami,Juice
Herbal Tea 310ml,6,1.19,No,Mainland China,4.8,Yami,Juice
Hong Kong Style Dessert Poplar Nectar Original 330ml,5,3.99,No,Mainland China,4.4,Yami,Juice
【Hot n Spicy Value Set】Salty Egg Instant Noodle 92g * 3pc WONGLOKAT Herbal Tea 310ml * 6pc,4,11.14,No,Unclear,5,Yami,Juice
Great Tiger Vitamin Drink 250ml,8,1.49,No,Mainland China,4,Yami,Juice
Hong Kong Style Dessert Poplar Nectar Mango Flavor 330ml,6,3.99,No,Mainland China,4.2,Yami,Juice
Mitsuya Soda Pop Peach 500ml,5,2.29,No,Japan,5,Yami,Juice
Cheng Bou Leong Herbal Tea 300ml,5,0.89,15 Options,Singapore,5,Yami,Juice
Ice Green Tea 300ml,8,0.99,15 Options,Singapore,4.1,Yami,Juice
JIANJIAO Sport Drink Fiber 550ml,45,2.49,2 Options,Mainland China,5,Yami,Juice
Aloe Vera Drink 500ml,1,1.39,No,Korea,5,Yami,Juice
Orange Flavored Drink With Nata De COCO 320ml,8,1.19,14 Options,Thailand,4.4,Yami,Juice
Green Dakara Shio Lychee & Yogurt 490ml,3,2.49,No,Japan,4.3,Yami,Juice
Welch‘s’ Budo Polyphenol Sparkling 430ml,4,2.49,No,Japan,5,Yami,Juice
【Japanese snack box】 Fruity Summer,4,49.99,No,Unclear,5,Yami,Juice
Assam Milk Tea-Apple Flavou 400ml*6,4,5.99,No,Taiwan,5,Yami,Juice
Plum Soda  335ml,1,1.49,No,Korea,5,Yami,Juice
DONG SUH FOODS Barley Tea 500ml,4,1.69,4 Options,Korea,4.5,Yami,Juice
Santory Genmaicha Green Tea With Roasted Rice 500ml,3,2.49,No,Japan,4.7,Yami,Juice
Hawthorn Drink Mix 340ml,9,1.19,No,Mainland China,3.8,Yami,Juice
Gran Tea Milk Tea 190ml,4,1.29,No,Japan,4.8,Yami,Juice
MATCHA LOVE Drink Unsweetened 190ml,5,2.99,4 Options,Japan,5,Yami,Juice
Grass Jelly Drink Lychee Flavor 320g,4,0.99,5 Options,Taiwan,4.5,Yami,Juice
Kalamansi Soda  335ml,0,1.59,No,Korea,0,Yami,Juice
Detective Conan Apple Soda 350ml,1,2.49,No,Japan,5,Yami,Juice
Premium Lemon Squash,7,2.59,No,Japan,4.4,Yami,Juice
Bireley's Orange Drink 280g,3,2.49,No,Japan,4,Yami,Juice
Dietary Fiber Jasmine Green Tea 500ml,5,3.29,No,Japan,4.8,Yami,Juice
Barley tea 600ml,2,2.29,No,Japan,5,Yami,Juice
Natural Water Peach Flavor 540ml,2,2.49,No,Japan,5,Yami,Juice
Sea Salt and Lemon Drink 500ml,3,1.99,No,Taiwan,4,Yami,Juice
Lemon Drink 500ml,3,1.49,No,Mainland China,4.7,Yami,Juice
Grass Jelly Drink Honey Flavor 320g,3,0.99,5 Options,Taiwan,4.3,Yami,Juice
Honey Basil Seed Drink 320g,4,1.69,No,Taiwan,4.5,Yami,Juice
Is Better BPA Free 500ml,4,2.19,2 Options,United States,4.2,Yami,Juice
Calpis Soda Shifuku No Jikan Orange 500ml,1,2.29,No,Japan,4,Yami,Juice
Hokkaido Melon Soda 420ml,2,2.09,No,Japan,4.5,Yami,Juice
Plum Drink 1500ml,1,4.99,No,Japan,5,Yami,Juice
FUJI SODA   Pineapple (Ramune)  200ml,0,1.79,No,Japan,0,Yami,Juice
Mituya Soda Honey Lemon Flavor 500ml,2,2.49,No,Japan,4.5,Yami,Juice
Dodekamin 500ml,1,2.49,No,Japan,5,Yami,Juice
Protein Water 500ml,2,2.49,No,Japan,5,Yami,Juice
White Peach Drink 380g,2,2.49,No,Japan,5,Yami,Juice
Sparkling Yuzu Black Tea 500ml,3,1.99,No,Taiwan,4.7,Yami,Juice
Orange Black Tea 500ml,2,1.99,No,Taiwan,5,Yami,Juice
Green Tea 600ml,2,1.99,No,Japan,5,Yami,Juice
Peach Drink 320ml,1,2.29,No,Japan,5,Yami,Juice
Bird's Nest Drink 250ml,3,1.09,No,Thailand,3.3,Yami,Juice
Fun Marble Drink Ramune Soft Carbonated Drink Original Flavor 200ml,93,1.49,No,Japan,4.9,Yami,Juice
Bilberry Fresh Vitality Green Tea 500ml,1,1.19,No,Mainland China,5,Yami,Juice
100% USDA Nature Oolong Tea 500ml,2,2.99,No,Japan,4,Yami,Juice
Oceanic Lime Drink w/sea salt 500ml,3,2.49,No,Singapore,4.3,Yami,Juice
Hyosho Lemon Water 500g,1,2.69,2 Options,Japan,5,Yami,Juice
Melon Cream Soda 500ml,0,2.09,No,Japan,0,Yami,Juice
VitaminI C Grape Ddink 500ml,1,1.29,No,Mainland China,5,Yami,Juice
DONG SUH FOODS Solomon't Seal Tea 500ml,1,1.69,4 Options,Korea,4,Yami,Juice
Soda Drink Melon Flavor,0,2.09,No,Japan,0,Yami,Juice
Shuwashuwa Melon Soda 500ml,0,1.99,No,Japan,0,Yami,Juice
Coconut Drink With Pupl 500ml,1,1.29,No,Mainland China,4,Yami,Juice
Dorian Soda 300ml,18,2.19,5 Options,Japan,4.2,Yami,Juice
Karada Omoi No Hosui Seikatsu 600ml,0,2.29,No,Japan,0,Yami,Juice
Orange Soda 450ml,1,2.79,No,Japan,5,Yami,Juice
Orange Collagen Sparkling Water 410ml,0,2.49,4 Options,Mainland China,0,Yami,Juice
Natchan Orange Papper pack 250g,0,2.19,No,Japan,0,Yami,Juice
Grass Jelly Drink Coconut Flavor 320g,0,0.99,5 Options,Taiwan,0,Yami,Juice
Sparkling Water Black Razzberry 340g,1,0.89,No,United States,5,Yami,Juice
【Value Set】WONGLOKAT Black Herbal Tea 6 pc 310ml * 6,51,9.19,2 Options,Mainland China,4.6,Yami,Juice
ICE PEAK Dark Plum Soup 310ml,61,1.19,2 Options,Mainland China,4.3,Yami,Juice
Xiao Ming Liu Liu Da Tea 480ml,121,1.59,5 Options,Taiwan,4.6,Yami,Juice
Cool Cold Ice Black Tea Iced Mint 500ml,10,1.39,11 Options,Mainland China,5,Yami,Juice
Premium Morning Tea Milk 550ml,63,2.19,5 Options,Japan,4,Yami,Juice
Green Apple Flavor Soda Sparkling Water Can 330ml,42,1.49,7 Options,Mainland China,4.7,Yami,Juice
Sparkling Water Lemon Flavor 330ml,2,1.49,No,Mainland China,4,Yami,Juice
Cherry Blossom Peach Sparkling Drink 275ml,39,2.69,6 Options,Mainland China,4.8,Yami,Juice
Alien Electrolyte Water Lychee Sea Salt 500ml,17,2.09,No,Mainland China,4.7,Yami,Juice
Soy Milk Beverage 245ml,15,1.69,No,Mainland China,4.7,Yami,Juice
【Value Set】Cucumber Soda Water 480ml * 15pc,20,23.99,9 Options,Mainland China,4.9,Yami,Juice
CC Japan Craftea Luxury Peach Honey Black Tea 410ml,31,2.09,No,United States,4.7,Yami,Juice
Let's Be Mild Coffee 175ml,45,0.99,No,Korea,4.5,Yami,Juice
Fun Marble Drink Ramune Soft Carbonated Drink Yuzu Citrus Flavor 200ml,34,1.49,No,Japan,4.7,Yami,Juice
Lemon Black Tea 500 ml,50,1.99,5 Options,Mainland China,4.7,Yami,Juice
Jasmine Fruit Tea 500ml,34,1.49,No,Mainland China,4.5,Yami,Juice
Eastern Leaves Jasmine Tea 500ml,19,1.89,No,Mainland China,4.8,Yami,Juice
Wax-Gourd Tea Drink 960ml,0,3.49,No,Taiwan,0,Yami,Juice
Peach Drink 250mlx6pk,4,5.29,No,Mainland China,4.5,Yami,Juice
Eenrgy Drink White Peach Flavor 550ml,29,1.89,No,Mainland China,4.9,Yami,Juice
Demi Soda Grapefruit Flavor 250ml,35,1.09,No,Korea,4.5,Yami,Juice
FRUITS ADE Apple Peach Mango Soft Drink,12,1.99,No,Japan,4.6,Yami,Juice
JIANJIAO Sport Drink Peptide 550ml,42,2.49,2 Options,Mainland China,4.9,Yami,Juice
TRIPLE SPECIALTY DRINK,3,1.69,4 Options,United States,5,Yami,Juice
Ramune Orange Soda 27g,1,1.29,No,Japan,5,Yami,Juice
Grass Jelly Dessert 320g,17,1.29,No,Unclear,3.6,Yami,Juice
Iced Lemon Black Tea 310ml,12,0.99,1 Options,Mainland China,4.4,Yami,Juice
Osmanthus Plum Drink 400ml,27,1.99,2 Options,Mainland China,3.8,Yami,Juice
Pepsi Salty Lychee 245ml,14,2.49,No,Japan,4.2,Yami,Juice
Mistio Lemon Sparkling 16.9oz,1,1.99,No,Japan,5,Yami,Juice
Fun Marble Drink Ramune Soft Carbonated Drink Melon Flavor 200ml,12,1.49,No,Japan,4.6,Yami,Juice
Plum Soda 275ml,21,2.69,6 Options,Mainland China,4.8,Yami,Juice
Micro-bubble Water White Cherry Flavor 500ml,24,1.99,No,Mainland China,4.6,Yami,Juice
Kagoshima Chiran Kocha Sugar Free 500ml,6,2.29,No,Japan,5,Yami,Juice
Bird's Nest Coconut Drink 180ml,26,4.99,4 Options,Thailand,4.5,Yami,Juice
VITA Honey Lemon Tea 500ml,19,1.39,3 Options,Hong Kong,4.8,Yami,Juice
Demi Soda Orange Flavor 250ml,11,1.09,No,Korea,4.3,Yami,Juice
Ramune Super Kiwi Flavor 200ml,3,1.69,5 Options,Japan,4.7,Yami,Juice
Aloe Vera King Natural Flavored Aloe Drink 500ml,23,1.39,No,Korea,4.2,Yami,Juice
TAOTI Kyobo Grape Flavor Drink Carbonated 500ml,19,1.99,6 Options,Taiwan,4.9,Yami,Juice
Genki Sparkling Water Yogurt Flavor 330ml*6,2,8.94,No,Mainland China,4.5,Yami,Juice
Aloe- Strawberry Soft Drink 500ml,4,1.69,6 Options,Korea,4.5,Yami,Juice
"Pepsi Cinnamon Coke, 245ml",4,2.99,No,Japan,5,Yami,Juice
FUJI SODA Original Ramune 200ml,2,1.69,No,Japan,5,Yami,Juice
Ba Wang Si Soda Pear Flavor 550ml,50,1.49,5 Options,Mainland China,4.7,Yami,Juice
Qoo Orange Flavored Drink  470g,2,2.69,3 Options,United States,5,Yami,Juice
Yogurt Drink 4 Packs 125ml*4,11,2.99,2 Options,Taiwan,4,Yami,Juice
Peach Soda 275ml,12,3.69,No,Mainland China,4.5,Yami,Juice
Black Tea with Muscat Low Sugar,12,2.49,No,Japan,5,Yami,Juice
Apple Soda 330ml,4,1.19,No,Mainland China,5,Yami,Juice
Lemon Soda,10,1.99,No,Japan,4.9,Yami,Juice
Coconut Water 500ml,11,1.99,No,Thailand,4.4,Yami,Juice
Kawaii Ramune 260ml,0,1.89,No,Japan,0,Yami,Juice
Crystal Sugar Grapefruit Drink 500ml,7,1.29,No,Mainland China,4.9,Yami,Juice
FUJI SODA Super Lemon (Ramune) 200ml,5,1.79,No,Japan,5,Yami,Juice
Craft Boss Straight Tea 450ml,3,2.69,No,Japan,4.7,Yami,Juice
Oi Ocha Koi Cha Slim 1L,3,4.29,No,Japan,5,Yami,Juice
Herbal tea plant drink 500ml bottle,35,1.49,No,Mainland China,4.9,Yami,Juice
【Value Set】Unsweetened Dark Green Tea 500ml * 12pc,9,21.99,No,Japan,5,Yami,Juice
100% Natural Pink Coconut Water 340ml,40,2.69,2 Options,Thailand,4.2,Yami,Juice
Light Drink Original 500ml,47,2.09,3 Options,Mainland China,4.8,Yami,Juice
MITSUYA Tokusei Lemonade 431g,8,2.49,No,Japan,4.6,Yami,Juice
Kenko Mineral Mugicha 650ml,2,2.39,No,Japan,5,Yami,Juice
OTSUKA Soft Drink (Pocari Sweat) 500ml,2,3.39,No,Japan,4,Yami,Juice
Tropical Flavor Drink 420ml,5,1.69,4 Options,United States,5,Yami,Juice
Ramune Soda Lychee 200ml,31,1.69,9 Options,Japan,4.9,Yami,Juice
100% Natural Coconut Water 500ml,6,1.19,No,Thailand,4,Yami,Juice
【Value Set】Roasted Green Tea Unsweetened 500ml * 12pc,5,19.99,8 Options,Japan,3.6,Yami,Juice
Welch‘s Grape Flavor Drink 280ml,3,2.29,No,Japan,5,Yami,Juice
Plum Drink  310ml,8,0.99,No,Mainland China,3.9,Yami,Juice
HBL Peanut Drink 300ml,0,1.09,No,Mainland China,0,Yami,Juice
Assam Thai Milk Tea 300ml*6,2,5.99,No,Taiwan,4,Yami,Juice
Korean Red Ginseng Drink 120ml,1,2.59,No,Korea,5,Yami,Juice
Melon Soda  335ml,1,1.49,No,Korea,5,Yami,Juice
Craft Boss Lemon Tea 450ml,4,2.69,No,Japan,4.8,Yami,Juice
Lychee Flavor Water 530ml,5,1.89,No,Mainland China,3.4,Yami,Juice
台湾道地 极品乌龙茶 500ml,3,1.99,No,Taiwan,5,Yami,Juice
WHITE GROUND DRINK 340ml,8,0.99,No,Taiwan,4.1,Yami,Juice
Non-Carbonated Mini Soft Drink 4Packs Fruits&Veggies Flavor  840ml,3,5.25,No,Japan,5,Yami,Juice
Sparkling Water Yugurt Flavor 320ml,19,2.49,2 Options,Mainland China,4.7,Yami,Juice
Calpis Teaumi Orange  Concentrate 470ml,2,5.99,No,Japan,5,Yami,Juice
Calpis Kanjyuku Kyoho Grape Concentrate 470ml,1,5.99,No,Japan,4,Yami,Juice
Aloe Vera Drink Mango Flavor with Real Pulp 500ml,6,0.99,No,Taiwan,4.8,Yami,Juice
Low Calories Jasmine Tea 500ml,2,2.69,No,Japan,5,Yami,Juice
Pink Guava Flavored Drink With Coconut Jelly 320ml,1,1.09,14 Options,Tailand,5,Yami,Juice
Yogurt Soft Drink 4packs,22,5.09,No,Mainland China,4.5,Yami,Juice
VITA Lemon Tea 500ml,34,1.39,3 Options,Hong Kong,4.6,Yami,Juice
Green Dakara Lemon Nyusankin 430ml,2,2.59,No,Japan,4.5,Yami,Juice
Volcanic Rock Mineral Water 500ml,1,0.89,No,Mainland China,5,Yami,Juice
Grape Flavored Drink with Nata de COCO 320ml,1,1.19,14 Options,Thailand,5,Yami,Juice
Original Yogurt 310ml,5,2.89,No,Japan,4.2,Yami,Juice
Marouma Milk Tea 500ml,3,2.09,No,Japan,4,Yami,Juice
100% USDA Nature Pu-erh Tea 500ml,3,2.99,No,Japan,4.3,Yami,Juice
Otona No Calolimit Hatomugi Blend 500ml,3,2.69,No,Japan,5,Yami,Juice
Demi Soda Peach Flavor 250ml,36,1.09,No,Korea,4.8,Yami,Juice
Gogo No Kocha Milk Tea 280ml,0,2.29,No,Japan,0,Yami,Juice
Craft Boss Ice Vanilla Latte 500ml,1,2.99,No,Japan,5,Yami,Juice
Soft Drink Zeitaku Yogurina 540ml,5,2.09,No,Japan,4.2,Yami,Juice
TEA TIME Barley Milk Tea 500ml,2,2.29,No,Taiwan,4,Yami,Juice
Utopia Performance Energy Drink Apple Peach Flavor 500ml,3,3.99,No,Japan,4.3,Yami,Juice
Nippon Yell Miyazaki Hyuganatsu 500ml,1,2.29,No,Japan,5,Yami,Juice
Soda Drink Grape Flavor,1,2.09,No,Japan,5,Yami,Juice
Yogurt Drink Mango flavor 350ml,3,1.09,3 Options,Taiwan,4,Yami,Juice
Roasted Tea 195g,3,2.09,No,Japan,5,Yami,Juice
Orange and Honey Soda 330ml,58,1.49,No,Mainland China,4.7,Yami,Juice
Prebiotic Soda Strawberry Lemon 340g,1,3.09,No,United States,5,Yami,Juice
【Value Set】 Meco Fruit Tea Pack of 6 Peach Red Pomelo Tea*2 Thai Lime Tea*2 Tangerine Lemon Tea*2,42,9.99,5 Options,Mainland China,4.6,Yami,Juice
Soft Drink-Barley Tea (Gteen Dakara) 650ml,35,2.49,No,Japan,5,Yami,Juice
Tangerine Flavored Soda 248ml*6 pcs,27,11.49,No,Mainland China,5,Yami,Juice
MILKIS Milk Soda 500ml,47,1.89,No,Korea,4.8,Yami,Juice
Lemon Black Tea 500 ml,50,1.99,5 Options,Mainland China,4.7,Yami,Juice
"Elderflower Presse, Lemonade At least 95% Organic 250ml",2,3.89,No,United States,5,Yami,Juice
Mineral Water Orange Flavor 555ml,2,2.29,3 Options,United States,5,Yami,Juice
Honey Citron Drink 770g,51,7.99,5 Options,Korea,4.8,Yami,Juice
Pine Cider 10.14oz,1,2.19,No,Japan,5,Yami,Juice
Sakura Flavor Cola 240ml Limited Edition,29,2.99,No,Japan,4.7,Yami,Juice
Peach Drink 240ml,59,0.99,3 Options,Korea,4.3,Yami,Juice
Light Drink Peach 500ml,59,2.09,3 Options,Mainland China,4.6,Yami,Juice
Sparkling Water Lemon Flavor 500ml,49,2.49,2 Options,Mainland China,4.4,Yami,Juice
Xiao Ming Orange Green Tea Drink 480ml,38,1.59,5 Options,Taiwan,4.5,Yami,Juice
Gogo No Kocha Milk Tea 1.5l,4,5.89,No,Japan,5,Yami,Juice
Ramune Soda Original 200ml,27,1.79,9 Options,Japan,4.9,Yami,Juice
VITA Chrysanthemum Tea 250ml*6pcs,2,4.49,No,Hong Kong,5,Yami,Juice
Black Milk Tea 320ml,29,2.69,2 Options,Mainland China,4.8,Yami,Juice
HUT GAE CHA Oriental Raisin Tea 500ml,19,1.79,No,Korea,4.6,Yami,Juice
HOT 6 Energy Drink 250ml,21,0.79,No,Korea,4.6,Yami,Juice
Salted Soda Water 369ml,12,1.29,No,Mainland China,4.8,Yami,Juice
Pineapple Flavored Drink With Nata De COCO 320ml,23,1.19,14 Options,Thailand,4.4,Yami,Juice
"Sparkling Water Curate, Kiwi Sandia, Slim Can 340g",1,0.89,No,United States,5,Yami,Juice
Iced Green Tea 500ml,18,1.39,No,Mainland China,5,Yami,Juice
Honey Citron Tea 580g,7,4.59,No,Korea,4.9,Yami,Juice
Ramune Super Blueberry Flavor 200ml,5,1.69,5 Options,Japan,4.6,Yami,Juice
Eastern Leaves Black Tea 500ml,8,1.89,No,Mainland China,4.6,Yami,Juice
Strawberry Milk 500ml,14,1.99,No,Japan,4.2,Yami,Juice
Hawthorn Berry Sparkling Drink 230ml,6,2.49,4 Options,Mainland China,4.3,Yami,Juice
Bird's Nest Pandan Drink 180ml,13,4.99,4 Options,Thailand,4.8,Yami,Juice
Pepsi Refresh Shot 200ml,4,1.89,No,Japan,3.8,Yami,Juice
Ramune Soda Blueberry 200ml,9,1.79,9 Options,Japan,4.8,Yami,Juice
White Peach Yogurina Water 550ml,16,2.49,No,Japan,4.3,Yami,Juice
Apricot Peel Tea Classic,12,2.99,No,Mainland China,4.7,Yami,Juice
Gogo No Kocha Lemon Tea 383g,2,2.69,No,Japan,5,Yami,Juice
Apricot Peel Tea Diet,4,2.99,No,Mainland China,5,Yami,Juice
Pineapple Soda 275ml,5,3.99,No,Mainland China,5,Yami,Juice
Apple Flavor Soft Drink 185g,4,1.19,3 Options,Japan,4,Yami,Juice
BIZ TIME Black Coffee Drink No Sugar 400ml,3,2.49,No,Japan,4,Yami,Juice
Apple Juicy,7,2.79,No,Japan,4.7,Yami,Juice
Kenko Mineral Mugicha Iimugi Blend 650ml,3,2.39,No,Japan,5,Yami,Juice
Melon Ramu Bottle 16.2oz,0,2.29,No,Japan,0,Yami,Juice
Yellow beverage smoothie 250ml,1,2.29,3 Options,Japan,4,Yami,Juice
"Fruit Soda Grape Flavor, 431g",5,2.59,No,Japan,5,Yami,Juice
Japanese Green Tea Oi Ocha 525ml,4,2.19,No,Japan,5,Yami,Juice
Lychee Collagen Drink 300ml,2,2.49,4 Options,Mainland China,5,Yami,Juice
ITOEN Shio Lemon Squash,6,2.29,No,Japan,4.7,Yami,Juice
Soda Mix Fruits Flavor 259ml,5,1.59,No,Mainland China,4.4,Yami,Juice
Agar Grass Jelly Drink 410g,0,1.79,No,Taiwan,0,Yami,Juice
Grape Peach Sparkling water 500ml,3,1.99,6 Options,Taiwan,4.7,Yami,Juice
Ramune Soda Melon 200ml,1,1.69,7 Options,Japan,5,Yami,Juice
100% USDA Nature Jasmine Tea 500ml,4,2.99,No,Japan,5,Yami,Juice
High Dietary Fiber Sparkling Tea Watermelon Jasmine Tea Flavor 550ml,2,2.49,2 Options,Mainland China,4,Yami,Juice
Thai Tea 700ml,1,2.99,No,Thailand,5,Yami,Juice
Calpis Light Blue 500ml,2,2.29,No,Japan,5,Yami,Juice
Aloe Vera Drink 500ml,0,1.69,No,Japan,0,Yami,Juice
Calpis Soda Shifuku No Jikan Aoringo 500ml,3,2.39,No,Japan,3.7,Yami,Juice
Wilkinson Tansan Peach Soda Drink 470ml,4,2.29,No,Japan,3.5,Yami,Juice
Mets Plus Lemon Squash 480ml,0,2.59,No,Japan,0,Yami,Juice
Sea Crystal Lemon Drink 500ml,5,1.49,No,Mainland China,4,Yami,Juice
Original Ramu Bottle 16.2oz,0,2.09,No,Japan,0,Yami,Juice
Zone Mad Hacker Sports Drink 500ml,1,3.89,No,Japan,5,Yami,Juice
Soda Water 325ml,0,1.09,No,Thailand,0,Yami,Juice
TEA TIME Darjeeling Milk Tea 500ml,3,2.29,No,Taiwan,3.7,Yami,Juice
Grass Jelly Drink Pandan Leaf Flavor 320g,2,0.99,5 Options,Taiwan,3,Yami,Juice
"MATCHA LOVE Energy Focus Green Tea Blend with Real Matcha, 8.28oz",3,2.89,No,Japan,4.7,Yami,Juice
Gogo No Kocha Straight Tea 383g,2,2.69,No,Japan,5,Yami,Juice
Irohasu Ohgon Pineapple Drink 555ml,2,2.49,No,United States,3,Yami,Juice
Life+ Grilled Coconut Water 350ml,3,2.49,No,Thailand,4.3,Yami,Juice
Shio Lemon Squash Drink 500ml,1,2.49,No,Japan,4,Yami,Juice
Orange Flavor Soft Drink 185g,0,1.19,3 Options,Japan,0,Yami,Juice
Soda Orange Flavor 259ml,3,1.59,No,Mainland China,4.7,Yami,Juice
Green Plum Flavor Soda 335ml,29,1.99,No,Mainland China,4.8,Yami,Juice
CALPIS Drink 300g,0,2.09,No,Japan,0,Yami,Juice
Aloe Vera Drink Original 500ml,2,1.09,No,Korea,5,Yami,Juice
ICE BREWED GREEN TEA 340ml,3,0.99,No,Taiwan,5,Yami,Juice
Oolong Cha 600ml,2,2.39,No,Japan,3.5,Yami,Juice
Calpis Kanjyuku Pine 470ml,0,5.99,No,Japan,0,Yami,Juice
Ramune Soda Original Flavor 200ml,0,1.69,7 Options,Japan,0,Yami,Juice
Wilkinson Tansan Lemon 500ml,2,2.19,No,Japan,5,Yami,Juice
Ramune Soda Blue Hawaii Flavor 200ml,7,1.69,7 Options,Japan,4.6,Yami,Juice
Honey Quince Tea 770g,5,7.99,5 Options,Korea,3.4,Yami,Juice
Honey Ginger Tea 770g,12,7.99,5 Options,Korea,4.8,Yami,Juice
WEI CHUAN Kiwifruit Drink With Pulp 500ml,3,1.69,No,United States,4.3,Yami,Juice
Mitsuya Crystal C 500ml,0,2.49,No,Japan,0,Yami,Juice
Gran Tea Lemon Tea 185g,2,1.39,No,Japan,5,Yami,Juice
Ramune Soda Peach Flavor 200ml,3,1.69,7 Options,Japan,4.3,Yami,Juice
