Product_Name,Price,Reviews,Option,Origin,Rate,Platform,Category
Baked Cake Swiss Roll 12pc,6.99,9,No,Japan,3.6,Yami,Egg Roll
Crunchy Rice Roll 100g,1.89,10,No,Mainland China,4.6,Yami,Egg Roll
Mini Rumando Matcha Roll 141g,5.49,0,No,Japan,0.0,Yami,Egg Roll
Tofu Roll Spicy 100g,1.89,51,4 Options,Mainland China,4.3,Yami,Egg Roll
Roll Cake Vanilla Flavor 240g,3.19,42,2 Options,Thailand,4.5,Yami,Egg Roll
Spiced Tofu Roll 100g,1.89,48,4 Options,Mainland China,4.1,Yami,Egg Roll
Yam Chips Egg Yolk Flavor 35g,0.89,3,3 Options,Mainland China,4.3,Yami,Egg Roll
Fish Chips Salted Egg Yolk 50g,3.09,5,4 Options,Taiwan,4.4,Yami,Egg Roll
Plastic Food Wrap Roll Large 30cm * 20m,3.99,22,3 Options,Japan,5.0,Yami,Egg Roll
Gravy Tofu Roll 100g,1.89,28,4 Options,Mainland China,3.8,Yami,Egg Roll
Swiss Roll Coconut Flavor 176g,2.59,19,2 Options,Malaysia,3.8,Yami,Egg Roll
YUKI/LOVE Mochi Roll Peanut Creamy 300g,4.29,12,5 Options,Taiwan,3.8,Yami,Egg Roll
Vanilla Flavor Swiss Roll Cake 24pcs,4.69,2,4 Options,Malaysia,4.5,Yami,Egg Roll
Strawberry Flavor Swiss Roll Cake 24pcs,4.69,1,4 Options,Unclear,4.0,Yami,Egg Roll
Swiss Roll Chocolate Flavor 240g,3.89,11,No,Mainland China,4.8,Yami,Egg Roll
BANANA CAKE ROLL 156g,4.59,7,No,Japan,4.1,Yami,Egg Roll
Wafer Roll Caramel Flavor 60g,1.59,1,No,Taiwan,5.0,Yami,Egg Roll
YUKI/LOVE Mochi Roll Taro Creamy 300g,4.29,5,5 Options,Taiwan,4.0,Yami,Egg Roll
Soybean Beancurd Roll 300g,2.96,7,No,Taiwan,3.7,Yami,Egg Roll
Hawthorn Roll 228g,2.39,6,No,Mainland China,4.2,Yami,Egg Roll
Brown Rice Crispy Heart Roll Milk Flavor 150g,2.29,3,2 Options,Mainland China,5.0,Yami,Egg Roll
【Frozen】Rice Cake with Fish Cake & Seaweed Roll 360g,5.99,0,No,Korea,0.0,Yami,Egg Roll
YUKI/LOVE Mochi Roll Green Tea Creamy 300g,4.29,3,5 Options,Taiwan,3.7,Yami,Egg Roll
Green Rice Roll Red Bean Paste 420g,4.79,162,No,Mainland China,4.3,Yami,Egg Roll
Fish Skins Salted Egg Yolk Flavor 50g,5.09,10,4 Options,Taiwan,4.1,Yami,Egg Roll
New Mimi Prawn Craker Egg Yolk Flavor 35g,0.89,3,3 Options,Mainland China,2.3,Yami,Egg Roll
Potato Chips Salted Egg Flavor 50g,2.99,47,2 Options,Thailand,4.2,Yami,Egg Roll
Deka Matcha Green Tea Wafer Roll 300g,4.09,54,No,Indonesia,4.5,Yami,Egg Roll
HAOYOULI CircleI Cake Egg Original Flavor 280g,4.59,10,4 Options,Mainland China,4.6,Yami,Egg Roll
Crunchy Rice Roll Black & White Rice 100g,3.59,3,No,Korea,4.7,Yami,Egg Roll
Green Rice Roll  Mango Flavor 160g,3.99,44,No,Mainland China,3.5,Yami,Egg Roll
TENGXIN Crab Roll Original Flavor 360g,5.99,30,3 Options,Mainland China,4.3,Yami,Egg Roll
Tofu Roll Chicken 100g,1.89,32,4 Options,Mainland China,3.6,Yami,Egg Roll
Swiss Roll Strawberry Flavor 240g,3.29,7,No,Mainland China,4.6,Yami,Egg Roll
Roll Cake Strawberry Flavor 240g,3.19,21,No,Thailand,4.7,Yami,Egg Roll
toilet paper tissue 2ply 500 sheets 1 roll,0.99,8,2 Options,Mainland China,4.4,Yami,Egg Roll
Q-3-Mochi-Matcha Red Beanmilk Mochi Roll 150g,2.99,14,No,Taiwan,4.2,Yami,Egg Roll
Crispy Roll Strawberry Flavor 80g,2.29,13,3 Options,Korea,4.2,Yami,Egg Roll
Blueberry Flavor Swiss Roll Cake 24pcs,4.69,7,4 Options,Unclear,4.4,Yami,Egg Roll
Handmade Roll Cookie 240g【Use by 2021-03-16】,5.79,8,No,Korea,3.5,Yami,Egg Roll
STE Spicy Tea Egg 10pcs *75g,14.29,1,No,Taiwan,5.0,Yami,Egg Roll
STE Original Flavor Tea Egg 10pcs/750g,14.39,8,No,Taiwan,4.9,Yami,Egg Roll
Lava Cake Egg Yolk Flavor 220g,6.49,27,3 Options,Mainland China,4.9,Yami,Egg Roll
Carvins CharSiew Sauce 150g,7.99,1,No,Taiwan,5.0,Yami,Egg Roll
YZD Mini Cake Salted Egg Yolk Flavor 188g,3.49,9,No,Taiwan,4.2,Yami,Egg Roll
Spicy Braised Iron Egg 128g,3.59,8,No,Mainland China,4.9,Yami,Egg Roll
Egg Yolk Pastry Red Bean Paste 100g,7.69,23,No,Mainland China,4.5,Yami,Egg Roll
Cooked Salt Duck Egg 6pcs,3.49,8,No,Taiwan,4.2,Yami,Egg Roll
Quail Egg Spicy Flavor 100g,3.49,38,4 Options,Taiwan,4.5,Yami,Egg Roll
FUCHE Boiled Egg Spicy Flavor 6pcs 150g,4.39,102,No,Taiwan,4.6,Yami,Egg Roll
Egg Yolk Lotus Seed Paste 100g,7.69,31,No,Mainland China,4.7,Yami,Egg Roll
Cooked Salted Duck Egg Yolk 144g,4.99,11,No,Thailand,4.6,Yami,Egg Roll
Boiled Salt Duck Egg 4ps,3.99,8,No,Mainland China,4.6,Yami,Egg Roll
Yang Sheng Cooked Salted Duck Egg 6pcs 360g,3.89,4,No,Unclear,5.0,Yami,Egg Roll
Mini Cookies Salted Egg Yolk Flavor 80g,3.89,245,2 Options,Mainland China,4.8,Yami,Egg Roll
Quail Egg Original Flavor 100g,3.49,44,4 Options,Taiwan,4.6,Yami,Egg Roll
Custard Soft Cup Cake Cream and Egg Yolk Pie 12Packs  276g,4.89,224,No,Korea,4.7,Yami,Egg Roll
Salty Egg Instant Noodle 92g,1.99,136,No,Mainland China,3.9,Yami,Egg Roll
Salted Egg Shrimp Crackers Spicy Flavor 70g,4.69,33,2 Options,Taiwan,4.7,Yami,Egg Roll
ZIJIA Spice For Tea Egg Flavor 60g,1.09,60,No,Mainland China,4.8,Yami,Egg Roll
LAMSHENGKEE Cooked Salted Duck Egg 6pc,3.89,91,No,Taiwan,4.5,Yami,Egg Roll
Hard Egg Spicy Flavor 125g,3.69,63,4 Options,Taiwan,4.5,Yami,Egg Roll
Corn& Egg Flower Soup Mix 38g,2.99,7,No,Japan,4.7,Yami,Egg Roll
TK FOOD Flamin' Red Hot Salted Egg Cookies Sichuan Flavor 150g,4.99,19,10 Options,Taiwan,4.6,Yami,Egg Roll
Egg Yolk Pancake Original 150g,2.29,32,2 Options,Mainland China,4.9,Yami,Egg Roll
LAMSHENGKEE Preserved Duck Egg 6pc,3.69,12,No,Taiwan,4.8,Yami,Egg Roll
Nabeyaki Egg Noodles with Scallop 535g,16.49,3,No,Mainland China,3.3,Yami,Egg Roll
HONG KONG UNCHI Fish Skin Chips Salted Egg Yolk Flavor 50g,5.79,24,4 Options,Hong Kong,3.7,Yami,Egg Roll
Oct.5th Bakery Assorted Lava Egg Mooncake 8pc 400g,42.99,10,No,Macao,4.3,Yami,Egg Roll
Salted Egg Yolk Noodles 95g*5,8.79,1,No,Mainland China,5.0,Yami,Egg Roll
Egg Cookie 3pc 180g,2.99,8,No,Korea,4.8,Yami,Egg Roll
Japanese- Style Steamed Egg Mixed Powder (Fish Product & Corn) 20g*2,3.99,4,No,Taiwan,5.0,Yami,Egg Roll
Crispy Fish Skin Salted Egg Yolk 50g,3.69,4,No,Mainland China,3.8,Yami,Egg Roll
Spicy Salted Egg Yolk snack 92g,2.99,0,No,Thailand,0.0,Yami,Egg Roll
Egg Yolk Puff With Lotus Seed Paste,9.99,2,4 Options,Mainland China,5.0,Yami,Egg Roll
Cookies Egg Flavor,4.29,1,No,Thailand,4.0,Yami,Egg Roll
HONG KONG Lotus Seed Paste Mooncake With 2 Egg Yolks 4pc 740g,58.99,1,10 Options,Hong Kong,5.0,Yami,Egg Roll
Salted Egg Yolk Flavor Green Peas  220g,4.59,2,2 Options,Mainland China,5.0,Yami,Egg Roll
HONGJIN Natural Rice Cracker -Egg Yolk Flavor 184g,2.39,5,4 Options,Taiwan,3.6,Yami,Egg Roll
Soft Flour Cake Egg Crisp Crackers Grape Flavor 600g,3.99,4,No,Mainland China,3.2,Yami,Egg Roll
Egg Porridge 103kcal 250g,2.19,0,No,Japan,0.0,Yami,Egg Roll
Champion Mooncake Salted Egg Yolk & Lotus Seed Paste Mooncake 1pc 1000g,29.99,72,8 Options,Mainland China,4.9,Yami,Egg Roll
Egg Yolk Cookies 100g,3.29,0,No,Mainland China,0.0,Yami,Egg Roll
Salted Egg Shrimp Crackers Original Flavor 70g,4.99,23,2 Options,Taiwan,4.3,Yami,Egg Roll
Biscuits Egg Yolk Original Flavor 80g,1.59,63,2 Options,Mainland China,4.7,Yami,Egg Roll
Durian Cream egg Cookies 300g 30pcs,6.99,49,2 Options,Unclear,4.3,Yami,Egg Roll
SALTED EGG YOLK NOUGAT COOKIE,14.99,36,No,Taiwan,4.6,Yami,Egg Roll
BOKE Salted Egg Yolk Flavor Cookie 108g,1.79,37,No,Mainland China,4.5,Yami,Egg Roll
Cream Egg Cookies 300g 30pcs,6.99,25,2 Options,Unclear,4.6,Yami,Egg Roll
Salted Egg Fish Skin Crunchy Crisps 125g,12.99,17,No,Singapore,4.4,Yami,Egg Roll
Salty Egg Yolk Flavor Biscuit 200g,7.59,14,No,Taiwan,4.7,Yami,Egg Roll
Potato Chips Signature Mala Salted Egg Flavor 50g,3.29,19,No,Thailand,4.5,Yami,Egg Roll
Egg Yolk Pastry 1pc 58g,2.69,10,No,Mainland China,4.1,Yami,Egg Roll
Egg Yolk Puff With Durian Paste,9.99,7,4 Options,Mainland China,4.6,Yami,Egg Roll
Cream Egg Cookies Black Sesame Chocolate 152g,3.39,13,No,Vietnam,4.7,Yami,Egg Roll
JINHUAFANG HK Shrimp egg Noodles 454g,3.69,3,No,Mainland China,5.0,Yami,Egg Roll
Shrimp egg noodle 454g,5.99,4,No,Hong Kong,5.0,Yami,Egg Roll
fried Salmon fish skin spicy & salted egg 100g,9.99,4,7 Options,Mainland China,4.2,Yami,Egg Roll
Salted Egg Yolk Flavor Pastry 120g,3.99,0,No,Taiwan,0.0,Yami,Egg Roll
Egg Biscuit 120g,2.89,2,No,Mainland China,5.0,Yami,Egg Roll
Low Carb Egg Rice Porridge 250g,3.49,0,No,Japan,0.0,Yami,Egg Roll
Salted Egg Yolk Flavor Peanuts 120g,4.59,1,2 Options,Mainland China,5.0,Yami,Egg Roll
Goose egg Mushroom 148g,8.99,0,No,Mainland China,0.0,Yami,Egg Roll
Salted Egg Yolk Wheat Biscuits 102g,2.49,11,No,Mainland China,4.8,Yami,Egg Roll
Tea Egg Spices 30g,2.29,15,No,Unclear,4.0,Yami,Egg Roll
EGG YOLK PUFF(4 Mixed Flavors),19.99,3,No,United States,5.0,Yami,Egg Roll
Japanese Style Steamed Egg Mixed Powder Fish Product and Corn 20g*2,3.99,6,No,Taiwan,5.0,Yami,Egg Roll
DXC Yeast Bread Egg & Milk Flavor 105g,1.29,90,3 Options,Mainland China,4.6,Yami,Egg Roll
Biscuits Crackers Salted Egg Flavor 380g,4.39,0,3 Options,Mainland China,0.0,Yami,Egg Roll
Sabri Samurai Cookie Milk Egg Flavor 128g,2.89,147,3 Options,Mainland China,4.8,Yami,Egg Roll
Taro Egg Yolk Pastry 8 Pieces,31.99,36,5 Options,Taiwan,4.3,Yami,Egg Roll
TK FOOD Black Pepper Salted Egg Yolk Cookies 100g,2.99,7,No,Taiwan,4.1,Yami,Egg Roll
Spinach Egg Soup 64g,4.99,62,No,Mainland China,4.9,Yami,Egg Roll
Preserved Duck Egg 6pcs 330g storage: room temperature avoid sunlight,4.99,29,No,United States,4.9,Yami,Egg Roll
Sauce For Spicy Garlic Egg-Plant 80g,1.39,37,No,Hong Kong,4.4,Yami,Egg Roll
Mushrooms Egg Soup 64g,4.99,47,No,Mainland China,4.9,Yami,Egg Roll
Taiwan Preserved Duck Egg 6pc,4.99,26,No,Mainland China,4.8,Yami,Egg Roll
Salted Egg Yolk Potato Chips 90g,3.99,26,No,Mainland China,4.5,Yami,Egg Roll
Cream and Egg Yolk Filling Pie 6 Pieces,3.69,27,5 Options,Korea,4.7,Yami,Egg Roll
Salted Egg Yolk Flour Cakes 240g,4.09,32,No,Mainland China,3.9,Yami,Egg Roll
Shrimp Crackers Sslted Egg Flavor 75g,3.29,18,No,Japan,4.9,Yami,Egg Roll
Japanese- style steamed egg mixed powder (fish product & corn) 20g*2,3.99,11,No,Taiwan,4.7,Yami,Egg Roll
Doraemon Egg Yolk Rice Dumpling 300g,11.99,5,6 Options,Mainland China,5.0,Yami,Egg Roll
Egg Yolk Biscuits 240g,4.39,13,No,Mainland China,4.4,Yami,Egg Roll
Egg Flavor Soft Flour Cake 227g,1.99,25,No,Taiwan,3.5,Yami,Egg Roll
Shrimp egg noodle 540g,6.99,5,No,Hong Kong,4.8,Yami,Egg Roll
Braised Quail Egg 40g,1.29,20,4 Options,Taiwan,3.7,Yami,Egg Roll
Volcano Cookie Egg & Coconut Flavor 100g,4.29,9,No,Mainland China,4.8,Yami,Egg Roll
Salted Egg Flavor Yolk Wafers,5.99,5,No,Mainland China,4.6,Yami,Egg Roll
Preserved Duck Egg 4pcs,3.99,6,No,Mainland China,4.7,Yami,Egg Roll
【Limited Edition】Milk Candy Salted Red Bean Paste & Salted Egg 48g,2.49,2,No,Japan,4.5,Yami,Egg Roll
【Low Price Guarantee】Multi Function Mini Egg Cooker Steamer with Auto Shut Off Feature 7 Egg Capacity,14.99,30,No,United States,4.8,Yami,Egg Roll
TDG Egg Boro Biscuits Original 130g,2.39,4,No,Japan,5.0,Yami,Egg Roll
Soft Flour Cake Egg Crisp Crackers Egg Flavor 600g,3.99,6,No,Mainland China,2.8,Yami,Egg Roll
Egg soft cake 600g,5.59,1,No,Taiwan,4.0,Yami,Egg Roll
【Frozen】Egg Fried Rice with Vegetables 420g,5.69,0,No,Korea,0.0,Yami,Egg Roll
Salted Duck Egg Yolk Paste 150g,12.45,14,No,Mainland China,4.7,Yami,Egg Roll
De Xing Egg Noodle 780g,4.99,20,No,Mainland China,4.9,Yami,Egg Roll
Cooked Marinated Egg in Soy Sauce 6pcs,3.99,41,No,Taiwan,4.0,Yami,Egg Roll
Preserved Egg and Lean Pork Congee 38g,1.99,2,No,Mainland China,5.0,Yami,Egg Roll
Taro Egg Yolk Pastry 1pc 58g,2.69,26,No,Mainland China,4.5,Yami,Egg Roll
Egg Flavor Soft Flour Cake 518g,4.99,16,4 Options,Mainland China,4.5,Yami,Egg Roll
Egg Cookie Honey Flavor 188g,3.69,2,No,Taiwan,3.0,Yami,Egg Roll
Potato Chips Salted Egg Yolk Shrimp Flavor 65g,1.99,19,No,Mainland China,4.7,Yami,Egg Roll
Waffle Cake Egg Flavor 270g,3.99,6,No,Mainland China,4.8,Yami,Egg Roll
Sun Right Seaweed Soup (Egg Flavor) 80g 3 Minute Ready Soup,4.99,2,3 Options,Taiwan,5.0,Yami,Egg Roll
Egg Flavor Noodles 600g,2.79,12,No,Mainland China,5.0,Yami,Egg Roll
Salted Egg Yolk Cookies 120g,2.69,9,No,Mainland China,4.1,Yami,Egg Roll
Red Bean Paste Mooncake With 2 Egg Yolks 4pc,54.59,5,No,Hong Kong,4.8,Yami,Egg Roll
Wheat Cracker Egg & Spicy Crawfish Flavor 40g,0.99,6,No,Mainland China,3.8,Yami,Egg Roll
Cheese and Salted Egg Mixed Flavors Cookie 300g,4.29,3,No,Mainland China,3.0,Yami,Egg Roll
Fried Salmon Fish Skin Salted Egg 100g,9.99,3,7 Options,Mainland China,5.0,Yami,Egg Roll
Handmade Nougat Candy Salted Egg Flavor 250g,20.99,2,No,Taiwan,5.0,Yami,Egg Roll
Cooked Marinated Egg 6pc,3.99,52,No,Taiwan,3.9,Yami,Egg Roll
Chinese Dried Yellow Egg Noodle 400g,2.19,19,No,Unclear,4.4,Yami,Egg Roll
Egg Yolk Rice Dumpling 100g,4.39,2,7 Options,Mainland China,4.5,Yami,Egg Roll
Egg Yolk Pancake Milk Flavor 150g,2.29,32,2 Options,Mainland China,4.8,Yami,Egg Roll
Cooked Marinated Tea Egg 6pcs,3.99,40,No,Taiwan,4.0,Yami,Egg Roll
Spicy Egg Tofu 250g,3.89,41,No,Mainland China,4.0,Yami,Egg Roll
Oct.5th Bakery Lava Egg Custard Mooncake 8pc 400g,42.99,15,No,Macao,4.4,Yami,Egg Roll
Rose With Egg Yolk Flower Cake 320g,8.99,19,7 Options,Mainland China,4.2,Yami,Egg Roll
Tomato egg noodle  288.4g,8.99,14,5 Options,Mainland China,4.6,Yami,Egg Roll
Egg Yolk Puff With Red Bean Paste,9.99,4,4 Options,Mainland China,5.0,Yami,Egg Roll
Black Egg Yolk Pastry 1pc 58g,2.69,14,No,Mainland China,4.4,Yami,Egg Roll
Cream Egg Cookies Black Sesame 152g,3.39,12,No,Vietnam,4.3,Yami,Egg Roll
Egg Yolk Puff With Matcha Paste,9.99,5,4 Options,Mainland China,4.8,Yami,Egg Roll
SHJ Creamy Wafer Salty Egg Flavor 135g,2.49,11,No,Taiwan,3.8,Yami,Egg Roll
Sweetmonster Egg Cookie 100g,1.59,9,No,Korea,4.8,Yami,Egg Roll
Salted Egg Cassava Chips 230g,17.99,1,2 Options,Singapore,5.0,Yami,Egg Roll
HONG KONG White Lotus Seed Paste Mooncake With Egg Yolks 4pc 740g,55.99,5,10 Options,Hong Kong,4.6,Yami,Egg Roll
De Xing Mushroom Egg Noodle 780g,4.99,5,No,Mainland China,4.8,Yami,Egg Roll
【Frozen】Fried Rice with Zucchini & Egg 330g,2.99,0,No,Mainland China,0.0,Yami,Egg Roll
Salted Egg Yolk Flavor Broad Beans 140g,4.59,5,No,Mainland China,4.6,Yami,Egg Roll
J&J Potato Chips Tomato Scrambled Egg Flavor 120g,4.59,4,No,Taiwan,4.2,Yami,Egg Roll
Delicious Cookies and egg rolls Selection 300g,19.99,0,No,Japan,0.0,Yami,Egg Roll
XIAANGNIAN Knife Sliced Wheat Core Noodles-Egg Flavor 200g,1.79,4,No,Mainland China,5.0,Yami,Egg Roll
YUKI/LOVE Salted Egg Yolk Cake 200g,3.59,1,No,Taiwan,3.0,Yami,Egg Roll
Soft Flour Cake Egg Crisp Crackers Sesame Flavor 600g,3.99,2,No,Mainland China,5.0,Yami,Egg Roll
ROHTO Deoco  Deodorant Roll-On 30ml,15.95,0,No,Japan,0.0,Yami,Egg Roll
Sosu Nose Mint Roll on super mint scent 3ml,10.11,0,No,Japan,0.0,Yami,Egg Roll
HARIO Egg Cooker White,12.51,0,No,Japan,0.0,Yami,Egg Roll
FOOD Enoki Mushroom 175g,2.79,511,No,Mainland China,4.7,Yami,Egg Roll
Soft Boiled Spiced Eggs 210g,4.39,469,No,Taiwan,4.5,Yami,Egg Roll
Abalone in Premium Oyster Sauce 440g,27.99,0,No,Hong Kong,0.0,Yami,Egg Roll
Cooked Fish Balls,3.99,0,No,Mainland China,0.0,Yami,Egg Roll
Bamboo Shoots with Green Chilli  100g,1.99,3,2 Options,Mainland China,4.7,Yami,Egg Roll
JIXIANGJU ShereddedKelp in Chili Oil 88g,0.79,225,No,Mainland China,4.1,Yami,Egg Roll
Cooked Fish Ball Spicy,3.99,3,No,Mainland China,5.0,Yami,Egg Roll
Braised Abalone in Scallop Sauce Gift Box 660g,34.99,0,No,Mainland China,0.0,Yami,Egg Roll
Sauteed Lotus Root 20pcs 600g,6.99,48,No,Mainland China,4.3,Yami,Egg Roll
Spicy Lotus Root 168g,4.39,30,No,Mainland China,4.0,Yami,Egg Roll
Bamboo Shoots with Red Chilli 100g,1.99,4,2 Options,Mainland China,4.5,Yami,Egg Roll
Braised Abalone 3 Cans,39.99,1,No,Hong Kong,5.0,Yami,Egg Roll
FU CHE Soft Boiled Chicken Eggs Tea Flavor 210g,4.39,226,No,Mainland China,4.6,Yami,Egg Roll
Seasoned Bamboo shoots 350g,2.69,169,No,Mainland China,4.7,Yami,Egg Roll
ONETENG Jumbo Grade Cooked Salted Duck Eggs 290g,3.89,93,No,Mainland China,4.6,Yami,Egg Roll
Spicy Lotus 30pcs 900g,8.69,95,No,Mainland China,4.2,Yami,Egg Roll
CHIN YEN Fried Gluten With Peanuts 200g,1.69,15,No,Mainland China,4.0,Yami,Egg Roll
Yuannan Special Jizongyin 300g,9.30,23,No,Mainland China,4.7,Yami,Egg Roll
Bamboo Shoots (pickled Pepper Flavor) 400g,3.99,13,No,Mainland China,4.8,Yami,Egg Roll
Fried Gluten in Peanuts with Soy Sauce no MSG 170g,1.49,30,No,United States,4.0,Yami,Egg Roll
JXJFOOD Cowpeas in Chili Oil 180g,1.79,13,No,Mainland China,4.7,Yami,Egg Roll
Preserved Cowpea 280g,3.59,28,No,Mainland China,4.6,Yami,Egg Roll
FXY Shanghai Spicy Bamboo Shoots 280g,3.99,6,No,Mainland China,5.0,Yami,Egg Roll
Seaweed Knots Spicy Flavor 218g,3.49,22,No,Mainland China,4.6,Yami,Egg Roll
SUOLUOMEI Needle Mushroom Spicy Flavor 45g,0.99,33,No,Mainland China,3.3,Yami,Egg Roll
Spicy Enoki Mushroom 30g*25,8.99,15,No,Mainland China,4.5,Yami,Egg Roll
Smoked Bamboo Shoots 300g,1.99,4,No,Mainland China,4.8,Yami,Egg Roll
WEIFENG Xiang La Dou Chi Ling Yu 184g,3.69,10,2 Options,United States,4.4,Yami,Egg Roll
Spicy Lettuce  30packs  960g,8.99,25,No,Mainland China,2.8,Yami,Egg Roll
FXY Sichuan Spicy Bamboo 280g,3.99,8,No,Mainland China,3.4,Yami,Egg Roll
Yunnan Special Songrongyin 248g,7.29,12,No,Mainland China,4.6,Yami,Egg Roll
Preserved Mustard 280g,3.59,13,No,Mainland China,4.4,Yami,Egg Roll
FXY Carbon baked bamboo shoots 280g,3.99,10,No,Mainland China,4.8,Yami,Egg Roll
Lotus Root Strips (Sour and Hot Flavor) 120g,6.19,11,No,Mainland China,4.8,Yami,Egg Roll
Preserved Duck Gees 240g,3.89,5,No,Mainland China,3.4,Yami,Egg Roll
Quail Eggs in Water 425g,3.99,2,No,Thailand,2.5,Yami,Egg Roll
Barbecue Pickled Mushroom 160g,6.99,6,No,Mainland China,3.8,Yami,Egg Roll
Shan Chuan Lv Ye Braised Bamboo Shoots 500g,6.99,3,No,Unclear,5.0,Yami,Egg Roll
Seasoned Mixed Vegetable 250g,2.99,3,No,Mainland China,5.0,Yami,Egg Roll
Spicy Lotus Root  28g*20pcs,6.49,6,No,Mainland China,2.7,Yami,Egg Roll
Abalone 180g,15.99,1,No,Hong Kong,4.0,Yami,Egg Roll
Brine Seaweed 700g,6.99,32,No,Mainland China,4.5,Yami,Egg Roll
Lotus Root Sweet and Sour Spicy Flavor 100g,1.69,349,No,Mainland China,4.5,Yami,Egg Roll
JXJFOOD Pickled Vegetable In Chili Oil 180g,1.69,18,No,Mainland China,4.7,Yami,Egg Roll
GGZ Kelp Spicy Flavor 30bags,8.99,184,No,Mainland China,4.7,Yami,Egg Roll
Wild Arrow Bamboo (Boiled Bamboo Shoot) 300g,3.29,41,No,Taiwan,4.9,Yami,Egg Roll
Fat Tel Cheung 285g,2.99,2,No,Taiwan,2.0,Yami,Egg Roll
GOURMET FARM Cooked Salted Duck Eggs (Double Yolks) 288g,5.99,143,No,Mainland China,4.7,Yami,Egg Roll
Spicy Enoki Mushroom 30g,0.39,118,No,Mainland China,4.8,Yami,Egg Roll
JIXIANGJU Cowpea Beans with Pickled Chili 88g,0.79,81,No,Mainland China,4.8,Yami,Egg Roll
FUCHE Boiled Eggs Original Flavor 6pcs 150g,4.39,99,No,Taiwan,4.5,Yami,Egg Roll
JIXIANGJU Spicy Pickled Radish 80g,0.79,90,No,Mainland China,4.2,Yami,Egg Roll
Peeper Preserved Whole Bamboo 90g,1.99,103,No,Mainland China,3.9,Yami,Egg Roll
Spicy Cowpea 80g,0.89,1,No,Mainland China,5.0,Yami,Egg Roll
Spicy Enoki Mushroom 55g,0.89,180,No,Mainland China,4.8,Yami,Egg Roll
JIXIANGJU Cowpea Beans In Chili Oil 228g,2.69,70,No,Mainland China,4.7,Yami,Egg Roll
Quail Egges in Water 425g,2.89,53,No,Taiwan,4.6,Yami,Egg Roll
Wild Arrow Bamboo (Boiled Bamboo Shoot) 500g,5.69,44,No,Taiwan,4.8,Yami,Egg Roll
JIXIANGJU ShereddedKelp in Wild Peeper 88g,0.79,50,No,Mainland China,4.4,Yami,Egg Roll
Instant Jellyfish Hot&Spicy Flavor 150g,2.99,25,No,Taiwan,4.3,Yami,Egg Roll
Salted Cooked Duck Eggs 300g,3.69,48,No,Mainland China,4.3,Yami,Egg Roll
Salted Jellyfish (Slice) 908g,11.99,19,No,Japan,4.4,Yami,Egg Roll
Braised Bract Duck Flavor 30 Packs Into 900g,8.99,105,No,Mainland China,4.4,Yami,Egg Roll
JINGDUIGU Kelp ( Spicy Flavor) 168g,3.39,17,No,Mainland China,4.9,Yami,Egg Roll
Spicy Needle Mushroom 120g,3.09,25,No,Unclear,3.6,Yami,Egg Roll
Snacked bamboo shoot(pickle pepper),3.21,1,No,Mainland China,4.0,Yami,Egg Roll
FXY Mushroom Tender 280g,3.99,12,No,Mainland China,4.5,Yami,Egg Roll
FUCHE Soft Boiled Quail Eggs 6pcs 3.17oz,4.39,1,No,Taiwan,5.0,Yami,Egg Roll
Instant Jellyfish Sesame Oil Flavor 150g,2.39,17,No,Taiwan,3.9,Yami,Egg Roll
Braised Saury 80g,2.19,10,4 Options,Taiwan,3.8,Yami,Egg Roll
LYF Spicy Enoki Mushroom 250g,4.79,0,No,Mainland China,0.0,Yami,Egg Roll
Hot&Spicy Needle Mushroom   115g,2.99,10,No,Mainland China,4.3,Yami,Egg Roll
JINGDUIGU Kelp (Sour Spicy Flavor) 168g,3.39,14,No,Mainland China,4.5,Yami,Egg Roll
Spicy Pickled Mushroom 160g,6.99,2,No,Mainland China,3.0,Yami,Egg Roll
JIXIANGJU Pickled Mustard Green 66g,0.69,10,No,Mainland China,4.2,Yami,Egg Roll
JIXIANGJU Five Flavor Pickled Radish 80g,0.79,14,No,Mainland China,3.7,Yami,Egg Roll
JXJFOOD Preserved Vegetables Chili Sauce 180g,1.79,3,No,Mainland China,3.7,Yami,Egg Roll
Crispy White Sardine Hot and Sour Flavor 100g,4.59,7,No,Thailand,3.4,Yami,Egg Roll
Cooked Salted Duck Eggs 375g,3.69,3,No,Thailand,3.3,Yami,Egg Roll
Canned Mackerel Pike 400g,4.79,3,No,Korea,5.0,Yami,Egg Roll
Peeled Chestnut in Syrup 370g,7.99,3,No,Korea,4.7,Yami,Egg Roll
Spicy Seaweed 28g*20pcs,6.49,4,No,Mainland China,4.0,Yami,Egg Roll
Crispy White Sardine Black Pepper Flavor 100g,4.59,2,No,Thailand,3.0,Yami,Egg Roll
Spicy Kelp Knot 24g*20,6.89,11,No,Mainland China,4.5,Yami,Egg Roll
Shan Chuan Lv Ye Braised Bamboo Shoots 500g,6.99,12,No,Unclear,4.9,Yami,Egg Roll
Crispy White Sardine Original Flavor 100g,4.59,8,No,Thailand,4.5,Yami,Egg Roll
FXY Four fresh roasted gluten 280g,3.99,0,No,Mainland China,0.0,Yami,Egg Roll
Preserved Duck Eggs 375g,3.69,7,No,Thailand,2.6,Yami,Egg Roll
Fried Gluten with Abalone Vegetarian 170g,1.39,7,No,Taiwan,3.3,Yami,Egg Roll
Crispy Cowpea 80g,0.89,3,No,Mainland China,5.0,Yami,Egg Roll
