Product_Name,Brand,Reviews,Price,Option,Rate,Origin,Platform,Category
Tiramisu Chocolate Pie 6pc,LOTTE Japan,1,7.99,No,4.0,Japan,Yami,Bread
Coconut Flavor Swiss Roll Cake 24pcs,OTHER BRANDS,3,4.69,4 Options,4.0,Unclear,Yami,Bread
Feierxue Cranberry Treat 120g,BESTORE,1,3.69,No,5.0,Mainland China,Yami,Bread
Yun Cake 100g,SNACK LAB,45,2.49,No,4.8,Mainland China,Yami,Bread
Mini Swiss Roll Strawberry Flavor 288g (Random new and old packaging),LIPO,86,3.49,2 Options,4.3,Vietnam,Yami,Bread
Baked Red Bean Cake Original 6packs 310g,WANGJING,51,5.99,4 Options,4.6,Japan,Yami,Bread
Sesame Walnut Osmanthus Cake 190g,zhiweiguan,51,8.49,No,4.6,Mainland China,Yami,Bread
Muffin Cream Flavor 96g,MASTER KONG,51,2.49,5 Options,4.5,Mainland China,Yami,Bread
Choco Pie with Marshmallow Filling 12Packs,ORION,152,4.59,No,4.8,Korea,Yami,Bread
Chocolate+Strawberry+Vanilla Ice-cream Cone Stick 9Pcs,GLICO,23,4.49,No,4.7,Japan,Yami,Bread
Banana Cake 15pcs 450g,SENYOU,47,5.39,No,4.0,Mainland China,Yami,Bread
Mocha Chocolate Pie 6 pieces,ORION,25,4.59,3 Options,4.8,Korea,Yami,Bread
Choco Pie Cacao 12 Bags,LOTTE Korea,31,3.99,No,4.6,Korea,Yami,Bread
Chocolate Pie Orange Flavor 12pc,LOTTE Japan,29,3.49,3 Options,4.5,Japan,Yami,Bread
INTERNATIONAL FOOD Mung Bean Cake Original Flavor 300g,zhoujimeishi,44,2.99,No,3.1,Mainland China,Yami,Bread
Matcha Pie 8pc,LOTTE Japan,3,7.99,No,4.7,Japan,Yami,Bread
Muffin Blueberry Flavor 4packs 180g,MASTER KONG,9,5.29,7 Options,4.6,Mainland China,Yami,Bread
Gateau Chocolate Cake 179g,MORINAGA,2,4.69,No,5.0,Japan,Yami,Bread
Pastry-Sweet Beans(Dorayaki) 150g,TENKEI,5,3.49,No,4.6,Japan,Yami,Bread
Matcha Layer Cake 12pc 288g,BAILEFEN,11,12.99,3 Options,3.4,Mainland China,Yami,Bread
"Moonlight Cream Filling Soft Cake, 6pcs",MORINAGA,3,5.49,No,4.7,Japan,Yami,Bread
Choco Banana Mini Pie,OSAKA,1,8.99,No,5.0,Japan,Yami,Bread
Lava Egg Roll White Peach Flavor 258g,YO MAN,7,3.69,2 Options,4.1,Mainland China,Yami,Bread
Baked Doughnut 6pcs 240g,Maruto,3,7.99,No,4.0,Japan,Yami,Bread
Tokyomashi de Koi shita Banana Cake 210g,TOKYO LOVE,2,11.69,No,4.5,Japan,Yami,Bread
Roanne Annoimo 141g,BOURBON,5,4.99,No,5.0,Japan,Yami,Bread
Honey Baked Cakes 200g,SANSEISHA,7,5.49,No,3.4,Japan,Yami,Bread
Green Tea Baked Cakes 200g,SANSEISHA,6,5.49,No,3.7,Japan,Yami,Bread
Otona Puchi Basuku Chizu Cake 43g,BOURBON,4,2.29,No,4.8,Japan,Yami,Bread
Fluffy Baumkuchen Rich Banana 1pcs,BOURBON,2,1.99,4 Options,5.0,Japan,Yami,Bread
Muffin Gift Box 960g,MASTER KONG,4,23.99,No,5.0,Mainland China,Yami,Bread
KOTOBUKI SWEET BEAN CAKE(HIROSHIMA MOMIJI)  297.5g,KOTOBUKI AZUKI,3,5.59,No,2.3,Japan,Yami,Bread
Tiramisu Chocolate Pie 6pc,LOTTE Japan,1,7.99,No,4.0,Japan,Yami,Bread
Coconut Flavor Swiss Roll Cake 24pcs,OTHER BRANDS,3,4.69,4 Options,4.0,Unclear,Yami,Bread
Feierxue Cranberry Treat 120g,BESTORE,1,3.69,No,5.0,Mainland China,Yami,Bread
Yun Cake 100g,SNACK LAB,45,2.49,No,4.8,Mainland China,Yami,Bread
Mini Swiss Roll Strawberry Flavor 288g (Random new and old packaging),LIPO,86,3.49,2 Options,4.3,Vietnam,Yami,Bread
【Frozen】Uji Matcha Cheese cake 480g,GOYO SHOKUHIN,3,19.99,No,5.0,Japan,Yami,Bread
Baked Red Bean Cake Original 6packs 310g,WANGJING,51,5.99,4 Options,4.6,Japan,Yami,Bread
Sesame Walnut Osmanthus Cake 190g,zhiweiguan,51,8.49,No,4.6,Mainland China,Yami,Bread
Choco Pie with Marshmallow Filling 12Packs,ORION,152,4.59,No,4.8,Korea,Yami,Bread
Muffin Cream Flavor 96g,MASTER KONG,51,2.49,5 Options,4.5,Mainland China,Yami,Bread
Chocolate+Strawberry+Vanilla Ice-cream Cone Stick 9Pcs,GLICO,23,4.49,No,4.7,Japan,Yami,Bread
Banana Cake 15pcs 450g,SENYOU,47,5.39,No,4.0,Mainland China,Yami,Bread
Mocha Chocolate Pie 6 pieces,ORION,25,4.59,3 Options,4.8,Korea,Yami,Bread
Choco Pie Cacao 12 Bags,LOTTE Korea,31,3.99,No,4.6,Korea,Yami,Bread
Chocolate Pie Orange Flavor 12pc,LOTTE Japan,29,3.49,3 Options,4.5,Japan,Yami,Bread
INTERNATIONAL FOOD Mung Bean Cake Original Flavor 300g,zhoujimeishi,44,2.99,No,3.1,Mainland China,Yami,Bread
Half Baked Pumpkin Mini Cake 190g,CHIKODO,28,6.99,No,4.1,Mainland China,Yami,Bread
Avocado boba Cake   300g,SANWEISUWU,6,21.99,No,4.2,Mainland China,Yami,Bread
"Choco Pie with cream filling, 6pc 168g",LOTTE Korea,28,2.49,No,4.5,LOTTE,Yami,Bread
Waffle Stick Cream 400g,PAN PAN,12,6.99,No,4.8,Taiwan,Yami,Bread
【Hot & New】Rice Cake Original Flavor50g,BEIFU,7,1.49,No,3.9,Mainland China,Yami,Bread
Honey Cake 48g,mage's,26,1.83,No,4.4,Mainland China,Yami,Bread
"Heart Baked Cake Orange Flavor, 100g",Moranca,17,3.69,No,4.8,Mainland China,Yami,Bread
Korean Snack Jochung Yugwa 200g,HO JEONG GA,16,5.99,No,3.9,Korea,Yami,Bread
Tiramisu Banana Cake 12.06oz,OSAKA,1,19.99,No,4.0,Japan,Yami,Bread
Cube Raw Toast Red Bean Flavor 240g,LEJINJI,3,4.59,2 Options,5.0,Mainland China,Yami,Bread
Mini Noko Choco Brownie 127g,BOURBON,8,4.99,No,4.9,Japan,Yami,Bread
MON CHER Cacao Cake 6pcs 192g,LOTTE Korea,17,3.29,4 Options,4.2,Korea,Yami,Bread
Gateau  Chocolate Cake 185g,MORINAGA,12,5.49,No,4.7,Japan,Yami,Bread
Swiss Roll Chocolate Flavor 175g,EGO,14,2.29,2 Options,4.1,Malaysia,Yami,Bread
MARUKYO Bean Cake 8pcs,WANGJING,7,5.99,No,3.9,Japan,Yami,Bread
MON CHER Cream Cake 6pcs 192g,LOTTE Korea,12,2.99,4 Options,3.9,Korea,Yami,Bread
HOME PIE NO MIMI,FUJIYA,15,2.19,No,4.5,Japan,Yami,Bread
Tokyo An-Pudding 8pcs 400g,Tokyo Shinjuku,8,20.99,No,4.4,Japan,Yami,Bread
BANANA CAKE ROLL 156g,BOURBON,7,4.59,No,4.1,Japan,Yami,Bread
Fish-shaped Cake 248g,HAOYOULIKids,7,4.49,No,4.9,Mainland China,Yami,Bread
Meister's Choco Brownie 77g,FUJIYA,3,3.29,No,4.7,Japan,Yami,Bread
LOTTE Choco Pie Sasha 6pcs,LOTTE Korea,7,2.29,No,4.7,Korea,Yami,Bread
Baumkuchen -Original 80g,TAIYO FOODS,5,2.09,No,4.8,Japan,Yami,Bread
Mochi with Mango Flavor,APOJIADE,4,3.59,3 Options,5.0,Mainland China,Yami,Bread
Baked Soft Cake - Green Tea 200g,KUBOTA,7,4.29,8 Options,5.0,Japan,Yami,Bread
Baked Cake (Swiss Baum) 190g,DAISHO,10,4.99,No,3.2,Japan,Yami,Bread
【Frozen】Yuzu Cheese Cake 480g,GOYO SHOKUHIN,3,19.99,No,5.0,Japan,Yami,Bread
Baked Soft Cake 200g,KUBOTA,9,4.29,8 Options,3.6,Japan,Yami,Bread
Home Pie Salt Flavor 38g,FUJIYA,4,2.19,No,4.2,Japan,Yami,Bread
Castella Matcha,Chang QI,2,8.99,No,5.0,Japan,Yami,Bread
Sylvaine Chocolate Cake 119g,BOURBON,6,4.69,No,4.7,Japan,Yami,Bread
LIANGKOUZI Cranberry Yogurt Sandwich 60g,Sunway Snack,1,2.99,No,5.0,United States,Yami,Bread
Hitokuchi Harvest Butter Toast 50g,TOHATO,1,1.99,No,5.0,Japan,Yami,Bread
【Frozen】Milk King Sandwich Pack 320g,Golden Happy,2,4.99,No,5.0,Mainland China,Yami,Bread
【Frozen】Taro Paste Sandwich Bag 320g,Golden Happy,2,4.99,No,5.0,Mainland China,Yami,Bread
Chocolate Marshmallow Stick Cake 220g,CROWN,2,5.99,No,3.5,Korea,Yami,Bread
Macaron Cake Blackcurrant,JINYU,2,3.49,No,3.5,Mainland China,Yami,Bread
HAOYOULI Kids Donut Matchat Flavor  336g,HAOYOULIKids,1,4.79,4 Options,5.0,Mainland China,Yami,Bread
Lava Egg Roll Pinepple Flavor 258g,YO MAN,2,3.69,2 Options,5.0,Mainland China,Yami,Bread
Noko Baked Cheese Cake 40g,BOURBON,5,1.99,4 Options,4.2,Japan,Yami,Bread
Noko Choco Brownie 44g,BOURBON,1,1.99,4 Options,5.0,Japan,Yami,Bread
Crostatine Apricot 240g,GASTONE LAGO,1,4.59,4 Options,5.0,New Zealand,Yami,Bread
Croissant With Chocolate 55g*6,LIKE HOME,2,4.39,No,4.0,United States,Yami,Bread
Little White Heart Cake,Moranca,117,1.99,2 Options,4.6,Mainland China,Yami,Bread
Custard Cream Cake 6 pc 138g,LOTTE Korea,91,2.99,2 Options,4.5,Korea,Yami,Bread
Hand-made Crispy Cake 7.5g*12,SunnyHills,12,23.99,No,4.3,Taiwan,Yami,Bread
Cube Toast 320g 4pcs,LEJINJI,28,4.89,No,4.8,Mainland China,Yami,Bread
Muffin Cream Flavor 192g,MASTER KONG,44,5.29,7 Options,4.7,Mainland China,Yami,Bread
Peach Steamed Rice Cake 540g,LIZIQI,8,22.99,No,4.9,Mainland China,Yami,Bread
Roll Cake Vanilla Flavor 240g,FERSHAY,42,3.19,2 Options,4.5,Thailand,Yami,Bread
European Muffin Chocolate 200g,MASTER KONG,34,4.99,7 Options,4.4,Mainland China,Yami,Bread
Egg Cookie Honey Flavor 188g,AJI Taiwan,2,3.69,No,3.0,Taiwan,Yami,Bread
Finger Cake Cheese Flavor 368g,HEIMUYA,38,3.89,3 Options,4.6,Mainland China,Yami,Bread
【Halloween Exclusive】Caplico Mini Obukuro 10pc 82.5g,GLICO,23,4.29,No,4.9,Japan,Yami,Bread
【Frozen】Red Bean Milk Mille Crepe Cakes 680g,TOUCHED,5,32.99,3 Options,5.0,Taiwan,Yami,Bread
Baum Cake Lemon Flavor 9pc,MARUKIN,28,4.99,No,4.4,Japan,Yami,Bread
Red Bean Jelly 5 Flavors 360g,SUGIMOTOYA,19,6.59,No,4.7,Japan,Yami,Bread
Swiss Roll Coconut Flavor 176g,EGO,19,2.59,2 Options,3.8,Malaysia,Yami,Bread
Yogurt Flavor Cake 240g,DALIGROUP,12,4.39,No,4.9,Mainland China,Yami,Bread
Waffle Cake Egg Flavor 270g,HAOYOULIKids,6,3.99,No,4.8,Mainland China,Yami,Bread
【Frozen】Uji Matcha Chestnut Mont Blanc Cake 239g,GOYO SHOKUHIN,4,11.99,No,5.0,Japan,Yami,Bread
First Snow Cake 550g,SNACK LAB,10,10.99,No,5.0,Mainland China,Yami,Bread
Cake Red Velvet and Blueberry Flavor  80g,Xiu XIan Nong Chang,12,2.99,5 Options,4.6,Mainland China,Yami,Bread
Rock cake 158g,Yi Mai Fan,15,14.99,4 Options,4.5,Mainland China,Yami,Bread
Hazelnut Chocolate Cake 12pc 336g,ORION,11,6.39,3 Options,4.5,Korea,Yami,Bread
Cake Cheese and Milk Tea Flavor 80g,Xiu XIan Nong Chang,12,2.99,5 Options,4.4,Mainland China,Yami,Bread
Strawberry Jam Cookie 230g,LOTTE Korea,16,2.49,No,4.2,Korea,Yami,Bread
Dorayaki 9.8oz,KOTOBUKI AZUKI,5,4.49,No,4.8,Japan,Yami,Bread
Wheat Red Bean & Sweet Potato Cake 209.5g,TENKEI,15,4.99,No,4.6,Japan,Yami,Bread
Ding Dong Bear Harry Cake Camel Milk Flavor 450g,DOCIM,10,10.99,No,4.6,Mainland China,Yami,Bread
Mochi with Shredded Coco-nut Meat,APOJIADE,7,3.59,3 Options,4.7,Mainland China,Yami,Bread
Fresh Strawberry Filling Pie 6 Pieces,ORION,9,4.59,5 Options,4.2,Korea,Yami,Bread
Ding Dong Bear Paw Cake Boba Milk Tea Flavor 420g,DOCIM,10,12.59,No,4.3,Mainland China,Yami,Bread
Mini Baked Chizu Cake 119g,BOURBON,9,4.99,No,4.3,Japan,Yami,Bread
Fresh Sea Salt Cheese Cake 312g,mage's,4,4.69,No,4.2,Mainland China,Yami,Bread
Beans Cake 150g,LAMAN SWEET,11,3.69,No,4.1,Japan,Yami,Bread
INTERNATIONAL FOOD Mung Bean Cake Grape Flavor 300g,zhoujimeishi,6,2.99,No,4.0,Mainland China,Yami,Bread
Finger Cake Banana Flavor 368g,HEIMUYA,9,3.89,3 Options,4.1,Mainland China,Yami,Bread
【Yami Box】Afternoon Tea Box,OTHER BRANDS,7,32.99,No,5.0,Unclear,Yami,Bread
Choco Pie 360g,NATURAL STORY,3,3.99,No,5.0,Korea,Yami,Bread
Home Pie Cheese Flavor 6P 86g,FUJIYA,7,4.29,No,4.9,Japan,Yami,Bread
Planet Cakes 80g,BEIFU,2,3.99,No,5.0,Mainland China,Yami,Bread
Salted Egg Yolk Cookies 120g,CHUCHUANGBENJIA,9,2.69,No,4.1,Mainland China,Yami,Bread
Donut Original Flavor 336g,HAOYOULIKids,4,3.99,No,4.5,Mainland China,Yami,Bread
MARUKYO Steamed Bean Cake 8pcs 240g,WANGJING,5,5.99,No,4.2,Japan,Yami,Bread
Peach and Red Bean Dorayaki 164g,ICHIEI,1,5.49,No,4.0,Japan,Yami,Bread
Mini Chocolate Cake 48g,BOURBON,6,1.69,No,4.8,Japan,Yami,Bread
BAKE Chocolate Pie 10pcs Line Friends,MORINAGA,7,3.49,2 Options,3.9,Japan,Yami,Bread
OH Yes Chocolate Coated Cake Purple Sweet Potato Flavor 360g,HAITAI,5,5.29,2 Options,4.4,Korea,Yami,Bread
Lemon Cake 336g,HAOYOULIKids,4,4.39,No,5.0,Mainland China,Yami,Bread
Mochi with Matcha Flavor,APOJIADE,4,3.29,3 Options,3.8,Mainland China,Yami,Bread
Home Pie Butter & Roast Tea Latte 34pcs,FUJIYA,3,6.99,No,3.7,Japan,Yami,Bread
Peach cake  3 pack  111g,YOTIME,2,15.99,2 Options,5.0,Mainland China,Yami,Bread
Mango Sandwich Cake 12pc 288g,BAILEFEN,4,12.99,3 Options,4.2,Mainland China,Yami,Bread
Vanilla Flavor Swiss Roll Cake 24pcs,LONTTON,2,4.69,4 Options,4.5,Malaysia,Yami,Bread
Noko Choco Brownie Rich Miruku 44g,BOURBON,4,1.99,4 Options,4.2,Japan,Yami,Bread
Japanese Pancake with Red Bean 6pc 318g,WANGJING,83,5.69,3 Options,4.7,Japan,Yami,Bread
Chocolate Pie 168g,PHAM NGUYEN,1,1.89,No,5.0,Vietnam,Yami,Bread
Ding Dong Bear New Year Gift Box 1036g,DOCIM,6,20.99,No,4.7,Mainland China,Yami,Bread
Castella Matcha Flavor 330g,AJI,8,5.99,3 Options,4.6,Mainland China,Yami,Bread
HAOYOULI CircleI Cake Condensed Milk Flavor 280g,HAOYOULIKids,10,4.59,4 Options,4.7,Mainland China,Yami,Bread
JAPAN PETIT CHOCO PIE 116g,LOTTE Korea,7,4.59,No,4.6,Korea,Yami,Bread
Milk Flavor Cake 180g,CUNDO,11,3.49,No,4.5,Mainland China,Yami,Bread
Cake Chocolate and Mango Flavor 80g,Xiu XIan Nong Chang,11,2.99,5 Options,4.7,Mainland China,Yami,Bread
BAKE Cheese Chocolate Pie 10pcs,MORINAGA,12,3.49,2 Options,4.0,Japan,Yami,Bread
HAOYOULI CircleI Cake Egg Original Flavor 280g,HAOYOULIKids,10,4.59,4 Options,4.6,Mainland China,Yami,Bread
INTERNATIONAL FOOD Mung Bean Cake Sesame Flavor 300g,zhoujimeishi,7,2.99,No,3.9,Mainland China,Yami,Bread
Baked Soft Cake Lemon 200g,KUBOTA,12,4.29,8 Options,4.2,Japan,Yami,Bread
Milk Cake  500g,Yi Mai Fan,4,29.99,4 Options,5.0,Mainland China,Yami,Bread
Chiffon Cake 500g,Yi Mai Fan,7,29.99,4 Options,4.4,Mainland China,Yami,Bread
European Muffin Cream Grape 180g,MASTER KONG,9,5.29,7 Options,3.6,Mainland China,Yami,Bread
Cheese Coated Potato Chip,BOURBON,5,2.59,2 Options,4.2,Japan,Yami,Bread
Blueberry Flavor Swiss Roll Cake 24pcs,OTHER BRANDS,7,4.69,4 Options,4.4,Unclear,Yami,Bread
Puff Ball Strawberrry Flavor 50g,MASTER KONG,4,1.59,No,5.0,Mainland China,Yami,Bread
Chcolate and Milk Pudding 3pcs*2,MILKY GOLD,2,41.99,No,3.5,Japan,Yami,Bread
Mini Honey Cake 500g,DOCIM,2,10.49,No,5.0,Mainland China,Yami,Bread
European Muffin Fruit 200g,MASTER KONG,7,4.99,7 Options,3.7,Mainland China,Yami,Bread
Baked Soft Cake - Orange 198g,KUBOTA,8,4.29,8 Options,2.6,Japan,Yami,Bread
Macaron Cake Cranberry,JINYU,1,3.49,No,5.0,Mainland China,Yami,Bread
Goten Okinawa Brown Sugar Chocolate Cake 8pcs,OKASHI,3,25.99,No,5.0,Japan,Yami,Bread
JAPAN CHEESE CAKE 38g,MORINAGA,1,4.25,2 Options,5.0,Japan,Yami,Bread
