Product_Name,Reviews,Price,Option,Origin,Rate,Platform,Category,Sold_Weekly,Sold_Monthly,Weekly_Revenue
Apple Sidra Apple Soda 330ml,51,0.99,No,Taiwan,4.8,Yami,Juice,50,200,50
Orange Flavored Soda 330ml,153,1.69,3 Options,Mainland China,4.8,Yami,Juice,25,100,42
Sparkling Lycee Flavor 500ml,1,2.89,No,Mainland China,5,Yami,Juice,200,800,578
?€?Editor's Pick?€?Sparkling Soda Mixed Flavors,4,26.99,No,Unclear,5,Yami,Juice,300,1200,8097
Sparkling Water Passion Fruit Flavor 450ml,69,1.99,No,Mainland China,4.8,Yami,Juice,25,100,50
Japanese Ramune Soda Green Apple Flavor 200ml,1,2.49,No,Japan,5,Yami,Juice,200,800,498
Hyorei Calolimit Lemon 350ml,2,2.39,3 Options,Japan,5,Yami,Juice,200,800,478
VITA Lime Lemon Tea 250ml,180,0.79,5 Options,Hong Kong,4.8,Yami,Juice,25,100,20
Jinxuan Oolong Tea 550ml,0,2.49,No,Taiwan,0,Yami,Juice,200,800,498
Horoyoi Sour Peach Can 3% alcohol 350ml,0,2.49,No,Japan,0,Yami,Juice,200,800,498
Japanese Ramune Soda Peach Flavor 200ml,0,2.49,No,Japan,0,Yami,Juice,200,800,498
Grass Jelly Pudding 255g,55,1.39,No,Taiwan,4.8,Yami,Juice,25,100,35
Giant Ramune Strawberry 400ml,0,2.69,No,Japan,0,Yami,Juice,200,800,538
Assam  Milk Tea Drink 450ml,151,1.79,No,Taiwan,4.9,Yami,Juice,25,100,45
Arbutus Drink 300ml,15,2.79,4 Options,Mainland China,4.6,Yami,Juice,200,800,558
Baked Yellow Tea Milk Tea 280ml,8,3.29,No,Mainland China,4.6,Yami,Juice,200,800,658
Milkis Melon Flavor 250ml,89,1.09,6 Options,Korea,4.7,Yami,Juice,25,100,27
Juicy Lemon Tea Drink 500ml,2,2.49,No,Taiwan,4.5,Yami,Juice,200,800,498
Sugar Free Aloe Drink 1.5l,0,3.49,No,Korea,0,Yami,Juice,200,800,698
Mango Creamy Soda 490ml,18,2.29,2 Options,Japan,4.8,Yami,Juice,25,100,57
Rice Drink(Rice Punch with Pulp) 2L,1,5.99,No,Korea,4,Yami,Juice,200,800,1198
Wasabi Gingerale Soda 8.11oz,0,2.89,No,Japan,0,Yami,Juice,200,800,578
Korean Traditional Rice Drink 238ml,53,0.89,No,Korea,4.5,Yami,Juice,25,100,22
Horoyoi White Sour Can 3% Alcohol 350ml,0,2.49,No,Japan,0,Yami,Juice,200,800,498
Kagome 100 Care+ Berry Cherry Mix 195g,0,1.79,No,Japan,0,Yami,Juice,200,800,358
Fresh Coconut Water 1L,0,4.59,No,Mainland China,0,Yami,Juice,200,800,918
Mango Soda 300ml,79,2.89,5 Options,Japan,4.4,Yami,Juice,25,100,72
White Peach Soda 300ml,305,2.49,5 Options,Japan,4.7,Yami,Juice,25,100,62
Gun-Gun-Gurt Yogurt Drink 500ml,21,2.19,No,Japan,5,Yami,Juice,25,100,55
White Peach Flavor Soda 335ml,35,1.39,No,Mainland China,4.8,Yami,Juice,25,100,35
Aloe Drink-Pomegranate 1.5L,0,3.49,No,Korea,0,Yami,Juice,200,800,698
Sparkling Water Lemon-Lime Sparkling Water 340g,0,0.69,No,United States,0,Yami,Juice,300,1200,207
Ginger Honey Tea 550g,0,4.99,No,Taiwan,0,Yami,Juice,1000,4000,4990
Lychee Flavored Drink With Nata De COCO 320ml,46,1.49,14 Options,Thailand,4.7,Yami,Juice,25,100,37
Ramune Soda Cantaloupe Flavor 200ml,14,1.99,3 Options,Japan,4.8,Yami,Juice,200,800,398
Watermelon Flavor Soda 335ml,45,1.39,No,Mainland China,4.8,Yami,Juice,25,100,35
Ramune Soda Strawberry Flavor 200ml,24,1.69,No,Japan,4.8,Yami,Juice,25,100,42
Sparkling Water Grape Flavor 500ml,1,2.89,No,Mainland China,5,Yami,Juice,200,800,578
Aquarius Sports Drink 950ml,0,3.69,No,United States,0,Yami,Juice,200,800,738
Corn Silk Tea Drink 500ml,104,2.69,6 Options,Korea,4.6,Yami,Juice,25,100,67
COCA COLA Irohasu Transparent Japanese Peach Flavor Water  555ml,21,2.49,5 Options,Japan,4.8,Yami,Juice,25,100,62
Mango Naturally  Artificially Flavored Non Carbonated Soft Drink 1L,6,2.93,No,Japan,5,Yami,Juice,200,800,586
Kaman Orange Soda Sparkling Water Can 330ml,63,1.39,7 Options,Mainland China,4.7,Yami,Juice,25,100,35
Strawberry Flavored Drink With Nata De COCO 320ml,11,1.19,14 Options,Thailand,4.6,Yami,Juice,200,800,238
VITA Apple & Jasmine Tea 250ml,261,0.79,2 Options,Hong Kong,4.6,Yami,Juice,25,100,20
Kaman Orange Soda Sparkling Water Canned 330ml*6 Cans,14,7.99,2 Options,Mainland China,4.9,Yami,Juice,25,100,200
Sparkling Water Honey Pomelo Flavor 450ml,60,1.99,No,Mainland China,4.7,Yami,Juice,25,100,50
White-gourd Drink 310ml,28,0.99,No,Taiwan,4.6,Yami,Juice,25,100,25
CICI Fruit Flavored Drink Grape 258ml,47,1.19,4 Options,Mainland China,4.6,Yami,Juice,25,100,30
Soft Drink Natchan Apple 425ml,5,2.29,2 Options,Japan,4.8,Yami,Juice,200,800,458
Baked Oolong Milk Tea 280ml,17,3.29,No,Mainland China,4.5,Yami,Juice,25,100,82
Tangerine Flavored Soda 248ml,295,1.99,3 Options,Mainland China,4.8,Yami,Juice,25,100,50
Welch's Muscat Sparkling 430ml,3,2.29,No,Japan,5,Yami,Juice,200,800,458
Calpis Grape Flavor 500ml,4,2.49,No,Japan,4.8,Yami,Juice,200,800,498
Soft Drink Natchan Grape 425ml,3,2.29,No,Japan,5,Yami,Juice,200,800,458
Oolong Tea 525ml,6,2.99,5 Options,Japan,5,Yami,Juice,200,800,598
Sugar-free 0 Calories 0 Fat Pure Tea Oolong Tea,6,2.09,No,Mainland China,5,Yami,Juice,200,800,418
Osmanthus Plum Drink 300ml,33,2.29,2 Options,Mainland China,4.4,Yami,Juice,25,100,57
Mango Flavored Drink With Nata De COCO 320ml,25,1.49,14 Options,Thailand,4.6,Yami,Juice,25,100,37
Lemonade Elderflower & Rose 100% Organic 250ml,6,3.59,No,United States,4.7,Yami,Juice,100,400,359
Refresh Orange Tea 430ml,10,2.49,No,Japan,4.6,Yami,Juice,200,800,498
Baked Black Milk Tea 280ml,11,3.29,No,Mainland China,4.4,Yami,Juice,200,800,658
Cucumber Soda Water 500ml,259,2.09,9 Options,Mainland China,4.6,Yami,Juice,25,100,52
Almond Drink 250ml,105,1.29,No,Mainland China,4.4,Yami,Juice,25,100,32
Morning Rice Drink 500ml,65,2.19,No,Korea,4.6,Yami,Juice,25,100,55
BOSS Premium Black Coffee 390ml,11,2.39,No,Japan,4.7,Yami,Juice,200,800,478
Sugar Free Rice Oolong Tea 500ml,169,1.99,4 Options,Mainland China,4.6,Yami,Juice,25,100,50
NECTAR Flesh White Peach Drink 380ml,82,2.69,No,Japan,4.7,Yami,Juice,25,100,67
VITA Lime Lemon Tea 250ml Pack of 6,38,4.09,5 Options,Hong Kong,4.8,Yami,Juice,25,100,102
Sparkling Water Mango*3+Lychee*3+Calamansi*3,4,18.99,4 Options,United States,5,Yami,Juice,300,1200,5697
Apple Drinks 235ml,2,1.29,8 Options,Korea,5,Yami,Juice,200,800,258
MengNiu ZhenGuoLi Yogurt Peach and Raspberry Flavor 240g,108,2.39,2 Options,Mainland China,4.9,Yami,Juice,25,100,60
Cherry Blossom Coke Limited Edition 250ml,65,2.99,2 Options,United States,4.7,Yami,Juice,25,100,75
WONGLOKAT Black Herbal Tea 310ml,83,1.69,2 Options,Mainland China,4.7,Yami,Juice,25,100,42
Coke 500ml,122,1.49,No,Mainland China,4.6,Yami,Juice,25,100,37
Green Grape Flavor Drink 235ml,6,1.29,8 Options,Korea,5,Yami,Juice,25,100,32
Xiao Ming Lemon Tea 480ml,64,1.59,5 Options,Taiwan,4.8,Yami,Juice,25,100,40
Antrodia Cinnamomea Functional Drink 350ml,3,2.59,No,Taiwan,4.3,Yami,Juice,200,800,518
Light Drink Grapefruit 500ml,65,2.09,3 Options,Mainland China,4.6,Yami,Juice,25,100,52
Jiangzhong jianxiao drink 400ml,36,2.29,No,Mainland China,4.7,Yami,Juice,25,100,57
FOO Roasted Corn tea 500ml,33,1.79,3 Options,Korea,4.8,Yami,Juice,25,100,45
Classic Milk Tea Condensed Milk Flavor 500ml,37,1.49,2 Options,Mainland China,4.6,Yami,Juice,25,100,37
ZhenGuoLi Yogurt Grapefruit and Four Seasons Spring Flavor 240g,95,2.39,2 Options,Mainland China,4.8,Yami,Juice,25,100,60
Sakura Grape Flavor Sparkling Water 480ml Seasonal Limited Edition,210,1.99,9 Options,Mainland China,4.8,Yami,Juice,25,100,50
Ramune Strawberry Flavor 200ml,6,1.69,5 Options,Japan,4.8,Yami,Juice,200,800,338
Green Plum Flavor Soda 335ml,29,1.99,No,Mainland China,4.8,Yami,Juice,25,100,50
White Gourd Drink 250ml,39,0.79,15 Options,Singapore,4.3,Yami,Juice,25,100,20
Energy Drink Mango Flavor 550ml,14,1.89,No,Mainland China,4.9,Yami,Juice,200,800,378
Sugar-Free 0 Calories 0 Fat Pure Tea Oolong Tea,7,2.09,No,Mainland China,4.7,Yami,Juice,100,400,209
Sparking Water Passion Fruit 480ml,31,2.09,2 Options,Mainland China,4.8,Yami,Juice,25,100,52
Ba Wang Si Soda Orange Flavor 550ml,33,1.49,5 Options,Mainland China,4.8,Yami,Juice,25,100,37
Ramune Lychee Flavor 200ml,6,1.69,5 Options,Japan,4.8,Yami,Juice,200,800,338
Sparkling Water Sea Salt Flavor 500ml,1,2.89,No,Mainland China,5,Yami,Juice,200,800,578
VITA Ceylon Lemon Tea 500ml,23,1.39,3 Options,Hong Kong,4.8,Yami,Juice,25,100,35
Mint Black Tea Drink 250mlx6pk,7,5.29,No,Mainland China,4.9,Yami,Juice,100,400,529
Green Plum Drink 500ml,20,2.19,No,Korea,4.2,Yami,Juice,25,100,55
Banana Rice Punch 238ml,10,0.99,No,Korea,4.5,Yami,Juice,200,800,198
Ramune Soda Blueberry Flavor 200ml,25,1.99,3 Options,Japan,4.8,Yami,Juice,25,100,50
MizNe Vitamin Drink Cactus Green Orange Flavor 600ml,17,1.99,No,Mainland China,4.7,Yami,Juice,25,100,50
Lemon Tea No Sugar 500ml,3,2.49,No,Japan,5,Yami,Juice,200,800,498
Snow Pear Drink 250ml,23,0.79,15 Options,Singapore,4.2,Yami,Juice,25,100,20
?€?Frozen?€?Lemon Winter Melon Slushy 30g,2,3.99,No,Taiwan,4.5,Yami,Juice,200,800,798
Eastern Leaves Green Tea 500ml,7,1.89,No,Mainland China,4.4,Yami,Juice,100,400,189
Kuro Oolong Tea 350ml,19,3.99,5 Options,Japan,4.6,Yami,Juice,25,100,100
Lacto Fermented Probiotic Milk Drink 300ml,8,2.49,No,Mainland China,4.8,Yami,Juice,100,400,249
Namacha Decaf,9,2.49,No,Japan,5,Yami,Juice,200,800,498
Calpis Mango Yogurt Drink Mix 480ml,16,5.99,No,Japan,4.9,Yami,Juice,25,100,150
Peach Drink 500ml,86,1.19,11 Options,Mainland China,4.7,Yami,Juice,25,100,30
Iemon Hokocha 525ml,22,2.59,No,Japan,4.8,Yami,Juice,25,100,65
Mineral Water Pearl Flavor 555ml,1,2.29,3 Options,United States,5,Yami,Juice,300,1200,687
Hand Fruit Tea Passion Fruit Lemon 100g?€?Use by  2021-03-17 ?€?,24,2.49,2 Options,Mainland China,4.5,Yami,Juice,25,100,62
Gokuri Peach Drink 400ml,55,2.99,No,Japan,4.7,Yami,Juice,25,100,75
Micro-bubble water mojito 500ml,23,1.99,No,Mainland China,4.6,Yami,Juice,25,100,50
Prebiotic Soda Raspberry Rose 340g,2,3.09,No,United States,5,Yami,Juice,200,800,618
Oolong Tea 550ml,12,1.49,11 Options,Mainland China,4.6,Yami,Juice,200,800,298
Yuzu Lemon Drink280ml,14,2.09,No,Japan,4.8,Yami,Juice,200,800,418
Sugarcane&Water Chestnut Drink 500ml,13,1.49,No,Mainland China,3.8,Yami,Juice,200,800,298
Sparking Water Peach Blossom Flavor  275ml,4,2.69,6 Options,Mainland China,5,Yami,Juice,200,800,538
Khanh Hoa Bir's Nest Drink No Sugar Can 190ml,5,1.59,No,Vietnam,4.6,Yami,Juice,200,800,318
Mitsuya Apple Mango Mix Drink 500ml,12,2.49,No,Japan,4.8,Yami,Juice,200,800,498
Lacto Fermented Probiotic Lemon Soda 350ml,13,2.59,No,Japan,4.5,Yami,Juice,200,800,518
Passion Fruit Flavored Drink With Nata De COCO 320ml,4,1.19,14 Options,Thailand,4.8,Yami,Juice,200,800,238
Demi Soda Apple Flavor 250ml,12,1.29,No,Korea,4.7,Yami,Juice,200,800,258
Sword Bean Tea Drink 500ml,11,1.79,6 Options,Korea,4.9,Yami,Juice,200,800,358
Hand Fruit Tea Pineapple Lemon 100g?€?Use by  4/17/2021 ?€?,13,2.49,2 Options,Mainland China,4.5,Yami,Juice,200,800,498
Natural Water Sparkling Lemon 500ml,11,2.09,No,Japan,4.8,Yami,Juice,200,800,418
Soda Pear Flavor (Glass Bottle) 330ml,10,1.49,No,Mainland China,4.4,Yami,Juice,200,800,298
"Calpis Concentrate Pear, 450g",3,5.99,No,Japan,5,Yami,Juice,200,800,1198
Herbal Tea 310ml,6,1.19,No,Mainland China,4.8,Yami,Juice,200,800,238
Hong Kong Style Dessert Poplar Nectar Original 330ml,5,3.99,No,Mainland China,4.4,Yami,Juice,200,800,798
?€?Hot n Spicy Value Set?€?Salty Egg Instant Noodle 92g * 3pc WONGLOKAT Herbal Tea 310ml * 6pc,4,11.14,No,Unclear,5,Yami,Juice,200,800,2228
Great Tiger Vitamin Drink 250ml,8,1.49,No,Mainland China,4,Yami,Juice,200,800,298
Hong Kong Style Dessert Poplar Nectar Mango Flavor 330ml,6,3.99,No,Mainland China,4.2,Yami,Juice,100,400,399
Mitsuya Soda Pop Peach 500ml,5,2.29,No,Japan,5,Yami,Juice,200,800,458
Cheng Bou Leong Herbal Tea 300ml,5,0.89,15 Options,Singapore,5,Yami,Juice,200,800,178
Ice Green Tea 300ml,8,0.99,15 Options,Singapore,4.1,Yami,Juice,200,800,198
JIANJIAO Sport Drink Fiber 550ml,45,2.49,2 Options,Mainland China,5,Yami,Juice,25,100,62
Aloe Vera Drink 500ml,1,1.39,No,Korea,5,Yami,Juice,200,800,278
Orange Flavored Drink With Nata De COCO 320ml,8,1.19,14 Options,Thailand,4.4,Yami,Juice,200,800,238
Green Dakara Shio Lychee & Yogurt 490ml,3,2.49,No,Japan,4.3,Yami,Juice,200,800,498
Welch?€?s?€? Budo Polyphenol Sparkling 430ml,4,2.49,No,Japan,5,Yami,Juice,200,800,498
?€?Japanese snack box?€? Fruity Summer,4,49.99,No,Unclear,5,Yami,Juice,25,100,1250
Assam Milk Tea-Apple Flavou 400ml*6,4,5.99,No,Taiwan,5,Yami,Juice,1000,4000,5990
Plum Soda  335ml,1,1.49,No,Korea,5,Yami,Juice,200,800,298
DONG SUH FOODS Barley Tea 500ml,4,1.69,4 Options,Korea,4.5,Yami,Juice,200,800,338
Santory Genmaicha Green Tea With Roasted Rice 500ml,3,2.49,No,Japan,4.7,Yami,Juice,200,800,498
Hawthorn Drink Mix 340ml,9,1.19,No,Mainland China,3.8,Yami,Juice,25,100,30
Gran Tea Milk Tea 190ml,4,1.29,No,Japan,4.8,Yami,Juice,200,800,258
MATCHA LOVE Drink Unsweetened 190ml,5,2.99,4 Options,Japan,5,Yami,Juice,25,100,75
Grass Jelly Drink Lychee Flavor 320g,4,0.99,5 Options,Taiwan,4.5,Yami,Juice,200,800,198
Kalamansi Soda  335ml,0,1.59,No,Korea,0,Yami,Juice,200,800,318
Detective Conan Apple Soda 350ml,1,2.49,No,Japan,5,Yami,Juice,200,800,498
Premium Lemon Squash,7,2.59,No,Japan,4.4,Yami,Juice,200,800,518
Bireley's Orange Drink 280g,3,2.49,No,Japan,4,Yami,Juice,200,800,498
Dietary Fiber Jasmine Green Tea 500ml,5,3.29,No,Japan,4.8,Yami,Juice,200,800,658
Barley tea 600ml,2,2.29,No,Japan,5,Yami,Juice,200,800,458
Natural Water Peach Flavor 540ml,2,2.49,No,Japan,5,Yami,Juice,200,800,498
Sea Salt and Lemon Drink 500ml,3,1.99,No,Taiwan,4,Yami,Juice,200,800,398
Lemon Drink 500ml,3,1.49,No,Mainland China,4.7,Yami,Juice,200,800,298
Grass Jelly Drink Honey Flavor 320g,3,0.99,5 Options,Taiwan,4.3,Yami,Juice,200,800,198
Honey Basil Seed Drink 320g,4,1.69,No,Taiwan,4.5,Yami,Juice,200,800,338
Is Better BPA Free 500ml,4,2.19,2 Options,United States,4.2,Yami,Juice,200,800,438
Calpis Soda Shifuku No Jikan Orange 500ml,1,2.29,No,Japan,4,Yami,Juice,200,800,458
Hokkaido Melon Soda 420ml,2,2.09,No,Japan,4.5,Yami,Juice,200,800,418
Plum Drink 1500ml,1,4.99,No,Japan,5,Yami,Juice,200,800,998
FUJI SODA   Pineapple (Ramune)  200ml,0,1.79,No,Japan,0,Yami,Juice,200,800,358
Mituya Soda Honey Lemon Flavor 500ml,2,2.49,No,Japan,4.5,Yami,Juice,200,800,498
Dodekamin 500ml,1,2.49,No,Japan,5,Yami,Juice,200,800,498
Protein Water 500ml,2,2.49,No,Japan,5,Yami,Juice,200,800,498
White Peach Drink 380g,2,2.49,No,Japan,5,Yami,Juice,200,800,498
Sparkling Yuzu Black Tea 500ml,3,1.99,No,Taiwan,4.7,Yami,Juice,200,800,398
Orange Black Tea 500ml,2,1.99,No,Taiwan,5,Yami,Juice,200,800,398
Green Tea 600ml,2,1.99,No,Japan,5,Yami,Juice,200,800,398
Peach Drink 320ml,1,2.29,No,Japan,5,Yami,Juice,200,800,458
Bird's Nest Drink 250ml,3,1.09,No,Thailand,3.3,Yami,Juice,200,800,218
Fun Marble Drink Ramune Soft Carbonated Drink Original Flavor 200ml,93,1.49,No,Japan,4.9,Yami,Juice,25,100,37
Bilberry Fresh Vitality Green Tea 500ml,1,1.19,No,Mainland China,5,Yami,Juice,200,800,238
100% USDA Nature Oolong Tea 500ml,2,2.99,No,Japan,4,Yami,Juice,200,800,598
Oceanic Lime Drink w/sea salt 500ml,3,2.49,No,Singapore,4.3,Yami,Juice,200,800,498
Hyosho Lemon Water 500g,1,2.69,2 Options,Japan,5,Yami,Juice,200,800,538
Melon Cream Soda 500ml,0,2.09,No,Japan,0,Yami,Juice,200,800,418
VitaminI C Grape Ddink 500ml,1,1.29,No,Mainland China,5,Yami,Juice,200,800,258
DONG SUH FOODS Solomon't Seal Tea 500ml,1,1.69,4 Options,Korea,4,Yami,Juice,200,800,338
Soda Drink Melon Flavor,0,2.09,No,Japan,0,Yami,Juice,200,800,418
Shuwashuwa Melon Soda 500ml,0,1.99,No,Japan,0,Yami,Juice,200,800,398
Coconut Drink With Pupl 500ml,1,1.29,No,Mainland China,4,Yami,Juice,200,800,258
Dorian Soda 300ml,18,2.19,5 Options,Japan,4.2,Yami,Juice,25,100,55
Karada Omoi No Hosui Seikatsu 600ml,0,2.29,No,Japan,0,Yami,Juice,200,800,458
Orange Soda 450ml,1,2.79,No,Japan,5,Yami,Juice,200,800,558
Orange Collagen Sparkling Water 410ml,0,2.49,4 Options,Mainland China,0,Yami,Juice,200,800,498
Natchan Orange Papper pack 250g,0,2.19,No,Japan,0,Yami,Juice,200,800,438
Grass Jelly Drink Coconut Flavor 320g,0,0.99,5 Options,Taiwan,0,Yami,Juice,200,800,198
Sparkling Water Black Razzberry 340g,1,0.89,No,United States,5,Yami,Juice,300,1200,267
?€?Value Set?€?WONGLOKAT Black Herbal Tea 6 pc 310ml * 6,51,9.19,2 Options,Mainland China,4.6,Yami,Juice,25,100,230
ICE PEAK Dark Plum Soup 310ml,61,1.19,2 Options,Mainland China,4.3,Yami,Juice,25,100,30
Xiao Ming Liu Liu Da Tea 480ml,121,1.59,5 Options,Taiwan,4.6,Yami,Juice,25,100,40
Cool Cold Ice Black Tea Iced Mint 500ml,10,1.39,11 Options,Mainland China,5,Yami,Juice,200,800,278
Premium Morning Tea Milk 550ml,63,2.19,5 Options,Japan,4,Yami,Juice,25,100,55
Green Apple Flavor Soda Sparkling Water Can 330ml,42,1.49,7 Options,Mainland China,4.7,Yami,Juice,25,100,37
Sparkling Water Lemon Flavor 330ml,2,1.49,No,Mainland China,4,Yami,Juice,200,800,298
Cherry Blossom Peach Sparkling Drink 275ml,39,2.69,6 Options,Mainland China,4.8,Yami,Juice,25,100,67
Alien Electrolyte Water Lychee Sea Salt 500ml,17,2.09,No,Mainland China,4.7,Yami,Juice,25,100,52
Soy Milk Beverage 245ml,15,1.69,No,Mainland China,4.7,Yami,Juice,200,800,338
?€?Value Set?€?Cucumber Soda Water 480ml * 15pc,20,23.99,9 Options,Mainland China,4.9,Yami,Juice,25,100,600
CC Japan Craftea Luxury Peach Honey Black Tea 410ml,31,2.09,No,United States,4.7,Yami,Juice,25,100,52
Let's Be Mild Coffee 175ml,45,0.99,No,Korea,4.5,Yami,Juice,25,100,25
Fun Marble Drink Ramune Soft Carbonated Drink Yuzu Citrus Flavor 200ml,34,1.49,No,Japan,4.7,Yami,Juice,25,100,37
Lemon Black Tea 500 ml,50,1.99,5 Options,Mainland China,4.7,Yami,Juice,25,100,50
Jasmine Fruit Tea 500ml,34,1.49,No,Mainland China,4.5,Yami,Juice,25,100,37
Eastern Leaves Jasmine Tea 500ml,19,1.89,No,Mainland China,4.8,Yami,Juice,25,100,47
Wax-Gourd Tea Drink 960ml,0,3.49,No,Taiwan,0,Yami,Juice,200,800,698
Peach Drink 250mlx6pk,4,5.29,No,Mainland China,4.5,Yami,Juice,200,800,1058
Eenrgy Drink White Peach Flavor 550ml,29,1.89,No,Mainland China,4.9,Yami,Juice,25,100,47
Demi Soda Grapefruit Flavor 250ml,35,1.09,No,Korea,4.5,Yami,Juice,25,100,27
FRUITS ADE Apple Peach Mango Soft Drink,12,1.99,No,Japan,4.6,Yami,Juice,200,800,398
JIANJIAO Sport Drink Peptide 550ml,42,2.49,2 Options,Mainland China,4.9,Yami,Juice,25,100,62
TRIPLE SPECIALTY DRINK,3,1.69,4 Options,United States,5,Yami,Juice,200,800,338
Ramune Orange Soda 27g,1,1.29,No,Japan,5,Yami,Juice,200,800,258
Grass Jelly Dessert 320g,17,1.29,No,Unclear,3.6,Yami,Juice,25,100,32
Iced Lemon Black Tea 310ml,12,0.99,1 Options,Mainland China,4.4,Yami,Juice,200,800,198
Osmanthus Plum Drink 400ml,27,1.99,2 Options,Mainland China,3.8,Yami,Juice,25,100,50
Pepsi Salty Lychee 245ml,14,2.49,No,Japan,4.2,Yami,Juice,200,800,498
Mistio Lemon Sparkling 16.9oz,1,1.99,No,Japan,5,Yami,Juice,200,800,398
Fun Marble Drink Ramune Soft Carbonated Drink Melon Flavor 200ml,12,1.49,No,Japan,4.6,Yami,Juice,200,800,298
Plum Soda 275ml,21,2.69,6 Options,Mainland China,4.8,Yami,Juice,25,100,67
Micro-bubble Water White Cherry Flavor 500ml,24,1.99,No,Mainland China,4.6,Yami,Juice,25,100,50
Kagoshima Chiran Kocha Sugar Free 500ml,6,2.29,No,Japan,5,Yami,Juice,25,100,57
Bird's Nest Coconut Drink 180ml,26,4.99,4 Options,Thailand,4.5,Yami,Juice,25,100,125
VITA Honey Lemon Tea 500ml,19,1.39,3 Options,Hong Kong,4.8,Yami,Juice,25,100,35
Demi Soda Orange Flavor 250ml,11,1.09,No,Korea,4.3,Yami,Juice,200,800,218
Ramune Super Kiwi Flavor 200ml,3,1.69,5 Options,Japan,4.7,Yami,Juice,200,800,338
Aloe Vera King Natural Flavored Aloe Drink 500ml,23,1.39,No,Korea,4.2,Yami,Juice,25,100,35
TAOTI Kyobo Grape Flavor Drink Carbonated 500ml,19,1.99,6 Options,Taiwan,4.9,Yami,Juice,25,100,50
Genki Sparkling Water Yogurt Flavor 330ml*6,2,8.94,No,Mainland China,4.5,Yami,Juice,200,800,1788
Aloe- Strawberry Soft Drink 500ml,4,1.69,6 Options,Korea,4.5,Yami,Juice,200,800,338
"Pepsi Cinnamon Coke, 245ml",4,2.99,No,Japan,5,Yami,Juice,200,800,598
FUJI SODA Original Ramune 200ml,2,1.69,No,Japan,5,Yami,Juice,200,800,338
Ba Wang Si Soda Pear Flavor 550ml,50,1.49,5 Options,Mainland China,4.7,Yami,Juice,25,100,37
Qoo Orange Flavored Drink  470g,2,2.69,3 Options,United States,5,Yami,Juice,200,800,538
Yogurt Drink 4 Packs 125ml*4,11,2.99,2 Options,Taiwan,4,Yami,Juice,200,800,598
Peach Soda 275ml,12,3.69,No,Mainland China,4.5,Yami,Juice,200,800,738
Black Tea with Muscat Low Sugar,12,2.49,No,Japan,5,Yami,Juice,200,800,498
Apple Soda 330ml,4,1.19,No,Mainland China,5,Yami,Juice,200,800,238
Lemon Soda,10,1.99,No,Japan,4.9,Yami,Juice,200,800,398
Coconut Water 500ml,11,1.99,No,Thailand,4.4,Yami,Juice,200,800,398
Kawaii Ramune 260ml,0,1.89,No,Japan,0,Yami,Juice,200,800,378
Crystal Sugar Grapefruit Drink 500ml,7,1.29,No,Mainland China,4.9,Yami,Juice,200,800,258
FUJI SODA Super Lemon (Ramune) 200ml,5,1.79,No,Japan,5,Yami,Juice,25,100,45
Craft Boss Straight Tea 450ml,3,2.69,No,Japan,4.7,Yami,Juice,200,800,538
Oi Ocha Koi Cha Slim 1L,3,4.29,No,Japan,5,Yami,Juice,200,800,858
Herbal tea plant drink 500ml bottle,35,1.49,No,Mainland China,4.9,Yami,Juice,25,100,37
?€?Value Set?€?Unsweetened Dark Green Tea 500ml * 12pc,9,21.99,No,Japan,5,Yami,Juice,25,100,550
100% Natural Pink Coconut Water 340ml,40,2.69,2 Options,Thailand,4.2,Yami,Juice,25,100,67
Light Drink Original 500ml,47,2.09,3 Options,Mainland China,4.8,Yami,Juice,25,100,52
MITSUYA Tokusei Lemonade 431g,8,2.49,No,Japan,4.6,Yami,Juice,200,800,498
Kenko Mineral Mugicha 650ml,2,2.39,No,Japan,5,Yami,Juice,200,800,478
OTSUKA Soft Drink (Pocari Sweat) 500ml,2,3.39,No,Japan,4,Yami,Juice,200,800,678
Tropical Flavor Drink 420ml,5,1.69,4 Options,United States,5,Yami,Juice,200,800,338
Ramune Soda Lychee 200ml,31,1.69,9 Options,Japan,4.9,Yami,Juice,25,100,42
100% Natural Coconut Water 500ml,6,1.19,No,Thailand,4,Yami,Juice,200,800,238
?€?Value Set?€?Roasted Green Tea Unsweetened 500ml * 12pc,5,19.99,8 Options,Japan,3.6,Yami,Juice,25,100,500
Welch?€?s Grape Flavor Drink 280ml,3,2.29,No,Japan,5,Yami,Juice,200,800,458
Plum Drink  310ml,8,0.99,No,Mainland China,3.9,Yami,Juice,200,800,198
HBL Peanut Drink 300ml,0,1.09,No,Mainland China,0,Yami,Juice,200,800,218
Assam Thai Milk Tea 300ml*6,2,5.99,No,Taiwan,4,Yami,Juice,1000,4000,5990
Korean Red Ginseng Drink 120ml,1,2.59,No,Korea,5,Yami,Juice,200,800,518
Melon Soda  335ml,1,1.49,No,Korea,5,Yami,Juice,200,800,298
Craft Boss Lemon Tea 450ml,4,2.69,No,Japan,4.8,Yami,Juice,200,800,538
Lychee Flavor Water 530ml,5,1.89,No,Mainland China,3.4,Yami,Juice,200,800,378
Unclear  500ml,3,1.99,No,Taiwan,5,Yami,Juice,200,800,398
WHITE GROUND DRINK 340ml,8,0.99,No,Taiwan,4.1,Yami,Juice,100,400,99
